,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","8,132,621","+49,671","293,753","+1,855","5,033,346","+60,341","2,805,522","17,883",,,,,,North America,"
",,
1,,"
Asia
","8,971,009","+132,292","169,887","+1,824","7,275,611","+108,287","1,525,511","19,597",,,,,,Asia,"
",,
2,,"
South America
","7,291,714","+68,358","232,651","+1,664","6,043,801","+71,174","1,015,262","15,415",,,,,,South America,"
",,
3,,"
Europe
","4,218,962","+49,506","214,235",+687,"2,282,031","+12,016","1,722,696","6,865",,,,,,Europe,"
",,
4,,"
Africa
","1,380,141","+7,407","33,305",+179,"1,131,029","+9,764","215,807","1,434",,,,,,Africa,"
",,
5,,"
Oceania
","30,254",+46,859,+9,"26,378",+78,"3,017",23,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"30,025,422","+307,280","944,705","+6,218","21,792,847","+261,660","7,287,870","61,221","3,852",121.2,,,,All,"
",,
8,1,USA,"6,828,116","+39,969","201,346 ","+1,149","4,119,111","+51,025","2,507,659","14,157","20,603",608,"94,369,067","284,746","331,415,157 ",North America,49,"1,646",4
9,2,India,"5,115,893","+97,859","83,230 ","+1,139","4,022,049","+82,938","1,010,614","8,944","3,699",60,"59,429,115","42,975","1,382,863,649 ",Asia,270,"16,615",23
10,3,Brazil,"4,421,686","+37,387","134,174 ",+967,"3,720,312","+49,184","567,200","8,318","20,771",630,"14,617,980","68,668","212,879,694 ",South America,48,"1,587",15
11,4,Russia,"1,079,519","+5,670","18,917 ",+132,"890,114","+5,809","170,488","2,300","7,397",130,"41,400,000","283,663","145,947,910 ",Europe,135,"7,715",4
12,5,Peru,"744,400","+6,380","31,051 ",+124,"587,717","+6,964","125,632","1,452","22,511",939,"3,592,221","108,632","33,067,784 ",South America,44,"1,065",9
13,6,Colombia,"736,377","+7,787","23,478 ",+190,"610,078","+2,100","102,821",863,"14,440",460,"3,247,366","63,678","50,996,981 ",South America,69,"2,172",16
14,7,Mexico,"676,487","+4,771","71,678 ",+629,"481,068","+5,273","123,741","2,747","5,235",555,"1,520,463","11,767","129,217,812 ",North America,191,"1,803",85
15,8,South Africa,"653,444","+1,923","15,705 ",+64,"584,195","+1,069","53,544",539,"10,989",264,"3,961,179","66,613","59,465,326 ",Africa,91,"3,786",15
16,9,Spain,"614,360","+11,193","30,243 ",+239,N/A,N/A,N/A,"1,281","13,139",647,"10,756,835","230,050","46,758,670 ",Europe,76,"1,546",4
17,10,Argentina,"589,012","+11,674","12,116 ",+264,"448,263","+9,380","128,633","3,118","13,007",268,"1,628,194","35,956","45,283,297 ",South America,77,"3,737",28
18,11,Chile,"439,287","+1,304","12,058 ",+18,"411,853","+1,909","15,376",898,"22,938",630,"2,991,005","156,181","19,150,875 ",South America,44,"1,588",6
19,12,Iran,"410,334","+2,981","23,632 ",+179,"352,019","+2,035","34,683","3,827","4,872",281,"3,641,581","43,240","84,218,051 ",Asia,205,"3,564",23
20,13,France,"404,888","+9,784","31,045  ",+46,"90,335",+444,"283,508",803,"6,200",475,"10,000,000","153,129","65,304,439 ",Europe,161,"2,104",7
21,14,UK,"378,219","+3,991","41,684 ",+20,N/A,N/A,N/A,115,"5,565",613,"20,521,243","301,952","67,961,895 ",Europe,180,"1,630",3
22,15,Bangladesh,"342,671","+1,615","4,823 ",+21,"247,969","+2,375","89,879",,"2,076",29,"1,770,106","10,726","165,035,061 ",Asia,482,"34,218",93
23,16,Saudi Arabia,"327,551",+621,"4,369 ",+31,"306,004",+982,"17,178","1,238","9,378",125,"5,868,149","168,013","34,926,695 ",Asia,107,"7,994",6
24,17,Pakistan,"303,089",+665,"6,393 ",+4,"290,760",+499,"5,936",571,"1,367",29,"3,024,987","13,640","221,777,121 ",Asia,732,"34,691",73
25,18,Iraq,"303,059","+4,357","8,248 ",+82,"237,241","+3,895","57,570",604,"7,500",204,"1,973,089","48,830","40,407,380 ",Asia,133,"4,899",20
26,19,Turkey,"296,391","+1,771","7,249 ",+63,"262,602","+1,342","26,540","1,351","3,506",86,"8,855,180","104,758","84,529,937 ",Asia,285,"11,661",10
27,20,Italy,"291,442","+1,452","35,645 ",+12,"215,265",+620,"40,532",207,"4,822",590,"10,044,551","166,183","60,442,647 ",Europe,207,"1,696",6
