,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","8,397,682","+43,109","299,210",+659,"5,254,684","+52,384","2,843,788","17,464",,,,,,North America,"
",,
1,,"
Asia
","9,572,709","+104,577","178,842","+1,669","7,891,802","+127,622","1,502,065","19,725",,,,,,Asia,"
",,
2,,"
South America
","7,564,125","+32,207","239,104","+1,139","6,357,126","+66,569","967,895","15,671",,,,,,South America,"
",,
3,,"
Europe
","4,483,613","+37,727","216,668",+370,"2,395,059","+11,985","1,871,886","7,339",,,,,,Europe,"
",,
4,,"
Africa
","1,420,232","+6,668","34,133",+135,"1,166,475","+7,670","219,624","1,465",,,,,,Africa,"
",,
5,,"
Oceania
","30,573",+14,887,+2,"27,103",+10,"2,583",16,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"31,469,655","+224,302","968,859","+3,974","23,092,900","+266,240","7,407,896","61,684","4,037",124.3,,,,All,"
",,
8,1,USA,"7,044,500","+34,656","204,461 ",+343,"4,295,859","+44,370","2,544,180","14,005","21,254",617,"98,881,882","298,339","331,441,624 ",North America,47,"1,621",3
9,2,India,"5,560,105","+74,493","88,965 ","+1,056","4,494,720","+102,070","976,420","8,944","4,020",64,"64,392,594","46,558","1,383,048,851 ",Asia,249,"15,546",21
10,3,Brazil,"4,560,083","+15,454","137,350 ",+455,"3,887,199","+35,972","535,534","8,318","21,419",645,"15,011,116","70,508","212,900,304 ",South America,47,"1,550",14
11,4,Russia,"1,109,595","+6,196","19,489 ",+71,"911,973","+2,616","178,133","2,300","7,603",134,"43,100,000","295,309","145,948,762 ",Europe,132,"7,489",3
12,5,Colombia,"770,435","+5,359","24,397 ",+189,"640,900","+7,701","105,138",863,"15,105",478,"3,424,537","67,142","51,004,385 ",South America,66,"2,091",15
13,6,Peru,"768,895",,"31,369 ",,"615,255",,"122,271","1,425","23,248",948,"3,693,813","111,683","33,074,060 ",South America,43,"1,054",9
14,7,Mexico,"697,663","+3,542","73,493 ",+235,"499,302","+3,078","124,868","2,481","5,398",569,"1,586,191","12,274","129,236,306 ",North America,185,"1,758",81
15,8,Spain,"671,468","+2,957","30,663 ",+56,N/A,N/A,N/A,"1,417","14,360",656,"11,820,505","252,797","46,758,917 ",Europe,70,"1,525",4
16,9,South Africa,"661,936",+725,"15,992 ",+39,"591,208","+1,137","54,736",539,"11,130",269,"4,047,723","68,057","59,475,541 ",Africa,90,"3,719",15
17,10,Argentina,"640,147","+8,782","13,482 ",+429,"508,563","+20,332","118,102","3,387","14,135",298,"1,765,069","38,973","45,288,957 ",South America,71,"3,359",26
18,11,France,"458,061","+5,298","31,338 ",+53,"93,008","+1,434","333,715",919,"7,014",480,"10,000,000","153,124","65,306,406 ",Europe,143,"2,084",7
19,12,Chile,"447,468","+1,194","12,298 ",+12,"421,111","+1,365","14,059",915,"23,363",642,"3,055,155","159,512","19,153,114 ",South America,43,"1,557",6
20,13,Iran,"425,481","+3,341","24,478 ",+177,"361,523","+1,953","39,480","3,912","5,051",291,"3,773,300","44,796","84,232,737 ",Asia,198,"3,441",22
21,14,UK,"398,625","+4,368","41,788 ",+11,N/A,N/A,N/A,138,"5,865",615,"22,171,979","326,218","67,966,757 ",Europe,171,"1,626",3
22,15,Bangladesh,"350,621","+1,705","4,979 ",+40,"258,717","+2,152","86,925",,"2,124",30,"1,834,323","11,113","165,057,459 ",Asia,471,"33,151",90
23,16,Saudi Arabia,"330,246",+492,"4,512 ",+27,"311,499","+1,060","14,235","1,133","9,453",129,"6,093,601","174,431","34,934,107 ",Asia,106,"7,742",6
24,17,Iraq,"322,856","+3,821","8,625 ",+70,"258,075","+4,484","56,156",537,"7,988",213,"2,076,844","51,382","40,419,740 ",Asia,125,"4,686",19
25,18,Pakistan,"306,304",+633,"6,420 ",+4,"292,869",+566,"7,015",556,"1,381",29,"3,194,317","14,399","221,835,813 ",Asia,724,"34,554",69
26,19,Turkey,"304,610","+1,743","7,574 ",+68,"268,435","+1,202","28,601","1,491","3,603",90,"9,381,957","110,973","84,542,328 ",Asia,278,"11,162",9
27,20,Italy,"299,506","+1,350","35,724 ",+17,"218,703",+352,"45,079",232,"4,955",591,"10,488,676","173,535","60,441,438 ",Europe,202,"1,692",6
28,21,Philippines,"290,190","+3,475","4,999 ",+15,"230,233",+400,"54,958","1,048","2,640",45,"3,400,019","30,936","109,906,046 ",Asia,379,"21,986",32
29,22,Germany,"275,551","+2,074","9,481 ",+11,"246,300","+2,300","19,770",267,"3,286",113,"14,557,136","173,620","83,844,843 ",Europe,304,"8,843",6
