,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","2,097,297","+3,284","125,919",+251,"759,699","+3,248","1,211,679","19,254",,,,,,North America,"
",,
1,,"
South America
","906,331",+549,"41,084",+30,"362,215",+169,"503,032","11,398",,,,,,South America,"
",,
2,,"
Europe
","2,034,268",,"174,654",,"993,956",,"865,658","8,748",,,,,,Europe,"
",,
3,,"
Asia
","1,164,178",+383,"31,271",+1,"712,945",+32,"419,962","13,653",,,,,,Asia,"
",,
4,,"
Africa
","154,907",,"4,369",,"65,931",,"84,607",342,,,,,,Africa,"
",,
5,,"
Oceania
","8,831",+17,125,,"8,208",+7,498,4,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"6,366,533","+4,233","377,437",+282,"2,903,605","+3,456","3,085,491","53,403",817,48.4,,,,All,"
",,
8,1,USA,"1,859,323",,"106,925 ",,"615,416",,"1,136,982","16,949","5,620",323,"18,150,053","54,859","330,848,770 ",North America,178,"3,094",18
9,2,Brazil,"529,405",,"30,046 ",,"211,080",,"288,279","8,318","2,492",141,"930,013","4,378","212,438,640 ",South America,401,"7,070",228
10,3,Russia,"414,878",,"4,855 ",,"175,877",,"234,146","2,300","2,843",33,"10,923,108","74,852","145,929,678 ",Europe,352,"30,058",13
11,4,Spain,"286,718",,"27,127 ",,"196,958",,"62,633",617,"6,133",580,"4,063,843","86,921","46,753,394 ",Europe,163,"1,724",12
12,5,UK,"276,332",,"39,045 ",,N/A,N/A,N/A,"1,559","4,072",575,"4,285,738","63,158","67,857,854 ",Europe,246,"1,738",16
13,6,Italy,"233,197",,"33,475 ",,"158,355",,"41,367",424,"3,857",554,"3,910,133","64,664","60,468,537 ",Europe,259,"1,806",15
14,7,India,"198,706",+336,"5,608 ",,"95,754",,"97,344","8,944",144,4,"3,837,207","2,783","1,378,900,337 ",Asia,"6,939","245,881",359
15,8,France,"189,220",,"28,833 ",,"68,440",,"91,947","1,302","2,899",442,"1,384,633","21,216","65,262,335 ",Europe,345,"2,263",47
16,9,Germany,"183,765",,"8,618 ",,"165,900",,"9,247",677,"2,194",103,"3,952,971","47,192","83,763,076 ",Europe,456,"9,720",21
