,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","7,346,884","+39,281","270,967",+792,"4,221,974","+22,388","2,853,943","20,027",,,,,,North America,"
",,
1,,"
South America
","6,292,192","+48,485","201,737",+601,"4,842,919","+10,314","1,247,536","15,197",,,,,,South America,"
",,
2,,"
Asia
","7,085,178","+92,758","142,467","+1,300","5,683,334","+83,783","1,259,377","18,801",,,,,,Asia,"
",,
3,,"
Europe
","3,581,640","+21,274","207,717",+283,"2,071,049","+6,307","1,302,874","5,790",,,,,,Europe,"
",,
4,,"
Africa
","1,256,687","+6,312","29,831",+195,"986,194","+6,198","240,662","1,270",,,,,,Africa,"
",,
5,,"
Oceania
","28,476",+85,681,+41,"23,415",+249,"4,380",41,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"25,591,778","+208,195","853,415","+3,212","17,829,536","+129,239","6,908,827","61,130","3,283",109.5,,,,All,"
",,
8,1,USA,"6,204,992","+31,756","187,606 ",+382,"3,442,436","+16,713","2,574,950","15,936","18,728",566,"82,486,811","248,960","331,325,170 ",North America,53,"1,766",4
9,2,Brazil,"3,908,272","+45,961","121,381 ",+485,"3,031,559",,"755,332","8,318","18,365",570,"14,352,484","67,443","212,809,620 ",South America,54,"1,753",15
10,3,India,"3,687,939","+68,770","65,435 ",+818,"2,837,377","+64,449","785,127","8,944","2,668",47,"42,307,914","30,608","1,382,233,964 ",Asia,375,"21,124",33
11,4,Russia,"995,319","+4,993","17,176 ",+83,"809,387","+2,405","168,756","2,300","6,820",118,"36,696,382","251,440","145,945,013 ",Europe,147,"8,497",4
12,5,Peru,"647,166",,"28,788 ",,"455,457",,"162,921","1,514","19,584",871,"3,191,850","96,587","33,046,445 ",South America,51,"1,148",10
13,6,South Africa,"627,041","+1,985","14,149 ",+121,"540,923","+2,319","71,969",539,"10,551",238,"3,693,721","62,152","59,430,596 ",Africa,95,"4,200",16
14,7,Colombia,"607,938",,"19,364 ",,"450,621",,"137,953","1,493","11,927",380,"2,715,591","53,276","50,971,805 ",South America,84,"2,632",19
15,8,Mexico,"595,841","+4,129","64,158 ",+339,"412,580","+3,453","119,103","3,060","4,613",497,"1,340,466","10,379","129,154,932 ",North America,217,"2,013",96
16,9,Spain,"462,858","+2,489","29,094 ",+28,N/A,N/A,N/A,846,"9,899",622,"9,210,337","196,980","46,757,832 ",Europe,101,"1,607",5
17,10,Chile,"411,726","+1,752","11,289 ",+45,"383,879","+1,295","16,558",969,"21,508",590,"2,432,436","127,065","19,143,261 ",South America,46,"1,696",8
18,11,Argentina,"408,426",,"8,498 ",+41,"301,195","+7,188","98,733","2,232","9,023",188,"1,257,906","27,790","45,264,053 ",South America,111,"5,326",36
19,12,Iran,"375,212","+1,642","21,571 ",+109,"323,233","+1,812","30,408","3,729","4,458",256,"3,231,110","38,389","84,168,117 ",Asia,224,"3,902",26
20,13,UK,"335,873","+1,406","41,501 ",+2,N/A,N/A,N/A,60,"4,943",611,"16,273,209","239,504","67,945,365 ",Europe,202,"1,637",4
21,14,Saudi Arabia,"315,772",+951,"3,897 ",+27,"290,796","+1,129","21,079","1,552","9,048",112,"5,026,127","144,009","34,901,495 ",Asia,111,"8,956",7
22,15,Bangladesh,"312,996","+2,174","4,281 ",+33,"204,887","+2,980","103,828",,"1,897",26,"1,550,203","9,398","164,958,910 ",Asia,527,"38,533",106
23,16,Pakistan,"295,849",+213,"6,294 ",+6,"280,682",+135,"8,873",604,"1,335",28,"2,621,146","11,829","221,577,570 ",Asia,749,"35,205",85
24,17,France,"281,025","+3,082","30,635 ",+29,"86,469",+292,"163,921",409,"4,304",469,"6,461,460","98,954","65,297,750 ",Europe,232,"2,131",10
25,18,Turkey,"270,133","+1,587","6,370 ",+44,"244,926","+1,087","18,837",961,"3,197",75,"7,138,492","84,491","84,487,808 ",Asia,313,"13,263",12
26,19,Italy,"269,214",+996,"35,483 ",+6,"207,653",+117,"26,078",94,"4,454",587,"8,644,859","143,016","60,446,761 ",Europe,225,"1,704",7
27,20,Germany,"244,776","+1,481","9,371 ",+7,"217,842",,"17,563",245,"2,920",112,"11,208,091","133,702","83,828,781 ",Europe,342,"8,946",7
28,21,Iraq,"234,934","+3,757","7,042 ",+83,"176,602","+3,722","51,290",512,"5,820",174,"1,605,904","39,784","40,365,355 ",Asia,172,"5,732",25
29,22,Philippines,"220,819","+3,446","3,558 ",+38,"157,562",+165,"59,699",837,"2,011",32,"2,591,819","23,601","109,818,368 ",Asia,497,"30,865",42
30,23,Indonesia,"174,796","+2,743","7,417 ",+74,"125,959","+1,774","41,420",,638,27,"2,224,337","8,118","273,997,911 ",Asia,"1,568","36,942",123
31,24,Canada,"128,194",+254,"9,120 ",+3,"113,790",+126,"5,284",50,"3,392",241,"5,440,447","143,940","37,796,697 ",North America,295,"4,144",7
32,25,Ukraine,"121,215","+2,141","2,557 ",+30,"57,114",+380,"61,544",177,"2,775",59,"1,550,280","35,485","43,688,720 ",Europe,360,"17,086",28
33,26,Qatar,"118,778",+203,197 ,,"115,667",+237,"2,914",68,"42,303",70,"629,831","224,314","2,807,805 ",Asia,24,"14,253",4
34,27,Israel,"116,596","+2,576",939 ,+20,"95,009","+2,213","20,648",437,"12,677",102,"2,295,951","249,625","9,197,590 ",Asia,79,"9,795",4
35,28,Bolivia,"115,968",+614,"4,966 ",+28,"58,497","+1,748","52,505",71,"9,913",424,"239,640","20,484","11,698,902 ",South America,101,"2,356",49
36,29,Ecuador,"113,767",+119,"6,556 ",+1,"101,669",+49,"5,542",365,"6,432",371,"328,929","18,598","17,686,402 ",South America,155,"2,698",54
37,30,Kazakhstan,"105,795",+111,"1,523 ",,"96,297",+162,"7,975",221,"5,623",81,"2,434,444","129,400","18,813,391 ",Asia,178,"12,353",8
38,31,Egypt,"98,727",,"5,399 ",,"72,120",,"21,208",41,962,53,"135,000","1,315","102,643,281 ",Africa,"1,040","19,012",760
39,32,Dominican Republic,"94,715",+474,"1,710 ",+29,"68,082","+1,306","24,923",217,"8,717",157,"370,875","34,132","10,865,776 ",North America,115,"6,354",29
40,33,Panama,"92,065",,"1,995 ",,"65,747",,"24,323",157,"21,283",461,"334,297","77,281","4,325,739 ",North America,47,"2,168",13
41,34,Romania,"87,540",+755,"3,621 ",+43,"37,869",+204,"46,050",506,"4,556",188,"1,802,946","93,827","19,215,654 ",Europe,220,"5,307",11
42,35,Oman,"85,722",+178,685 ,+8,"80,810",+351,"4,227",155,"16,720",134,"309,212","60,311","5,126,990 ",Asia,60,"7,485",17
43,36,Kuwait,"85,109",+473,531 ,+1,"77,224",+574,"7,354",91,"19,882",124,"617,619","144,276","4,280,802 ",Asia,50,"8,062",7
44,37,Belgium,"85,042",+443,"9,894 ",+3,"18,415",+12,"56,733",71,"7,332",853,"2,278,713","196,474","11,598,039 ",Europe,136,"1,172",5
45,38,Sweden,"84,379",,"5,808 ",+5,N/A,N/A,N/A,19,"8,346",574,"1,094,856","108,297","10,109,718 ",Europe,120,"1,741",9
46,39,Guatemala,"73,912",,"2,740 ",,"61,681",,"9,491",5,"4,113",152,"241,959","13,466","17,968,661 ",North America,243,"6,558",74
47,40,Belarus,"71,843",+156,681 ,+5,"70,468",+16,694,,"7,603",72,"1,532,119","162,150","9,448,798 ",Europe,132,"13,875",6
48,41,Netherlands,"70,667",+527,"6,224 ",,N/A,N/A,N/A,51,"4,123",363,"1,455,274","84,899","17,141,234 ",Europe,243,"2,754",12
49,42,UAE,"70,231",+541,384 ,+2,"60,931",+331,"8,916",,"7,087",39,"7,094,658","715,915","9,909,913 ",Asia,141,"25,807",1
50,43,Poland,"67,372",+502,"2,039 ",+6,"46,638",+446,"18,695",83,"1,780",54,"2,714,027","71,725","37,839,594 ",Europe,562,"18,558",14
51,44,Japan,"67,264",,"1,264 ",,"56,164",,"9,836",234,532,10,"1,455,610","11,515","126,410,582 ",Asia,"1,879","100,008",87
52,45,Morocco,"62,590","+1,191","1,141 ",+30,"47,595","+1,240","13,854",31,"1,692",31,"1,934,334","52,305","36,982,039 ",Africa,591,"32,412",19
53,46,Honduras,"60,174",+529,"1,858 ",+16,"10,242",+86,"48,074",43,"6,060",187,"143,807","14,482","9,930,041 ",North America,165,"5,344",69
54,47,Portugal,"58,012",+244,"1,822 ",+3,"41,961",+76,"14,229",41,"5,692",179,"1,976,482","193,931","10,191,652 ",Europe,176,"5,594",5
55,48,Singapore,"56,812",+41,27 ,,"55,586",,"1,199",,"9,698",5,"1,832,813","312,876","5,857,945 ",Asia,103,"216,961",3
56,49,Nigeria,"53,865",,"1,013 ",,"41,513",,"11,339",7,260,5,"402,070","1,943","206,942,342 ",Africa,"3,842","204,287",515
57,50,Ethiopia,"52,131","+1,009",809 ,+16,"18,994",+612,"32,328",344,452,7,"910,293","7,887","115,411,032 ",Africa,"2,214","142,659",127
