,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","2,728,347","+33,601","153,943",+734,"1,217,247","+12,073","1,357,157","19,323",,,,,,North America,"
",,
1,,"
South America
","1,778,865","+32,925","71,491","+1,192","959,558","+10,659","747,816","12,517",,,,,,South America,"
",,
2,,"
Europe
","2,310,961","+13,194","187,626",+239,"1,258,385","+8,832","864,950","6,322",,,,,,Europe,"
",,
3,,"
Asia
","1,900,824","+40,336","48,256",+965,"1,204,292","+28,570","648,276","16,060",,,,,,Asia,"
",,
4,,"
Africa
","309,153","+9,312","8,148",+207,"148,863","+3,878","152,142",491,,,,,,Africa,"
",,
5,,"
Oceania
","9,079",+27,124,,"8,485",+15,470,2,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"9,037,950","+129,395","469,603","+3,337","4,797,481","+64,027","3,770,866","54,719","1,159",60.2,,,,All,"
",,
8,1,USA,"2,355,799","+25,221","122,246 ",+266,"979,738","+6,797","1,253,815","16,471","7,118",369,"28,476,179","86,043","330,954,637 ",North America,140,"2,707",12
9,2,Brazil,"1,086,990","+16,851","50,659 ",+601,"543,186",,"493,145","8,318","5,115",238,"2,409,830","11,339","212,521,080 ",South America,196,"4,195",88
10,3,Russia,"584,680","+7,728","8,111 ",+109,"339,711","+5,119","236,858","2,300","4,006",56,"16,998,453","116,481","145,933,086 ",Europe,250,"17,992",9
11,4,India,"426,910","+15,183","13,703 ",+426,"237,252","+9,071","175,955","8,944",309,10,"6,807,226","4,934","1,379,641,143 ",Asia,"3,232","100,682",203
12,5,UK,"304,331","+1,221","42,632 ",+43,N/A,N/A,N/A,379,"4,484",628,"7,890,145","116,241","67,877,301 ",Europe,223,"1,592",9
13,6,Spain,"293,352",+334,"28,323 ",+1,N/A,N/A,N/A,617,"6,274",606,"5,162,909","110,426","46,754,380 ",Europe,159,"1,651",9
14,7,Peru,"254,936","+3,598","8,045 ",+184,"141,967","+3,204","104,924","1,143","7,735",244,"1,504,209","45,639","32,958,577 ",South America,129,"4,097",22
15,8,Chile,"242,355","+5,607","4,479 ",+184,"200,569","+3,960","37,307","1,996","12,681",234,"963,708","50,424","19,111,913 ",South America,79,"4,267",20
16,9,Italy,"238,499",+224,"34,634 ",+24,"182,893",+440,"20,972",148,"3,944",573,"4,984,370","82,436","60,463,697 ",Europe,254,"1,746",12
17,10,Iran,"204,952","+2,368","9,623 ",+116,"163,591","+2,207","31,738","2,887","2,441",115,"1,422,407","16,941","83,962,509 ",Asia,410,"8,725",59
18,11,Germany,"191,575",+359,"8,962 ",+1,"174,900",+200,"7,713",376,"2,287",107,"5,029,696","60,036","83,777,677 ",Europe,437,"9,348",17
19,12,Turkey,"187,685","+1,192","4,950 ",+23,"160,240","+1,412","22,495",803,"2,226",59,"2,945,240","34,932","84,314,334 ",Asia,449,"17,033",29
20,13,Pakistan,"176,617","+4,951","3,501 ",+119,"67,892","+4,388","105,224",111,800,16,"1,071,642","4,854","220,755,890 ",Asia,"1,250","63,055",206
21,14,Mexico,"175,202","+4,717","20,781 ",+387,"131,686","+4,354","22,735",378,"1,359",161,"473,952","3,677","128,896,013 ",North America,736,"6,203",272
22,15,France,"160,377",+284,"29,640 ",+7,"74,372",+60,"56,365",715,"2,457",454,"1,384,633","21,214","65,270,205 ",Europe,407,"2,202",47
23,16,Saudi Arabia,"157,612","+3,379","1,267 ",+37,"101,130","+2,213","55,215","2,027","4,529",36,"1,284,653","36,918","34,797,730 ",Asia,221,"27,465",27
24,17,Bangladesh,"112,306","+3,531","1,464 ",+39,"45,077","+1,084","65,765",1,682,9,"615,164","3,736","164,645,344 ",Asia,"1,466","112,463",268
25,18,Canada,"101,337",+318,"8,430 ",+20,"63,886",+398,"29,021","2,014","2,686",223,"2,415,365","64,011","37,733,476 ",North America,372,"4,476",16
26,19,South Africa,"97,302","+4,621","1,930 ",+53,"51,608","+1,282","43,764",208,"1,641",33,"1,328,060","22,400","59,287,592 ",Africa,609,"30,719",45
27,20,Qatar,"87,369",+881,98 ,+4,"68,319","+1,556","18,952",221,"31,116",35,"320,792","114,250","2,807,805 ",Asia,32,"28,651",9
28,21,Colombia,"68,652","+3,019","2,237 ",+111,"27,360","+1,861","39,055",335,"1,350",44,"604,273","11,879","50,868,139 ",South America,741,"22,739",84
29,22,Belgium,"60,550",,"9,696 ",,"16,771",,"34,083",50,"5,225",837,"1,098,910","94,828","11,588,414 ",Europe,191,"1,195",11
