,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","7,907,378","+15,169","288,163",+758,"4,796,234","+7,488","2,822,981","18,285",,,,,,North America,"
",,
1,,"
Asia
","8,410,143","+53,983","161,599",+836,"6,781,568","+43,487","1,466,976","19,287",,,,,,Asia,"
",,
2,,"
South America
","7,013,758","+3,098","225,866",+160,"5,728,348","+13,262","1,059,544","15,373",,,,,,South America,"
",,
3,,"
Europe
","4,032,872","+19,727","212,247",+279,"2,238,198","+13,859","1,582,427","6,420",,,,,,Europe,"
",,
4,,"
Africa
","1,345,985",+786,"32,424",+14,"1,081,432","+1,205","232,129","1,486",,,,,,Africa,"
",,
5,,"
Oceania
","29,921",+44,836,+6,"25,916",+121,"3,169",23,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"28,740,778","+92,807","921,150","+2,053","20,652,347","+79,422","7,167,281","60,878","3,687",118.2,,,,All,"
",,
8,1,USA,"6,645,033","+8,786","197,626 ",+205,"3,918,896",+934,"2,528,511","14,347","20,052",596,"90,913,205","274,340","331,388,690 ",North America,50,"1,677",4
9,2,India,"4,688,470","+31,091","77,768 ",+262,"3,648,534","+27,096","962,168","8,944","3,391",56,"55,189,226","39,915","1,382,678,448 ",Asia,295,"17,780",25
10,3,Brazil,"4,283,978",,"130,474 ",,"3,530,655",,"622,849","8,318","20,126",613,"14,505,652","68,147","212,859,084 ",South America,50,"1,631",15
11,4,Russia,"1,057,362","+5,488","18,484 ",+119,"873,535","+5,428","165,343","2,300","7,245",127,"40,200,000","275,442","145,947,058 ",Europe,138,"7,896",4
12,5,Peru,"716,670",,"30,470 ",,"552,214",,"133,986","1,469","21,677",922,"3,482,894","105,346","33,061,508 ",South America,46,"1,085",9
13,6,Colombia,"702,088",,"22,518 ",,"582,694",,"96,876",863,"13,769",442,"3,100,659","60,810","50,989,576 ",South America,73,"2,264",16
14,7,Mexico,"658,299","+5,935","70,183 ",+534,"463,764","+4,914","124,352","2,892","5,095",543,"1,496,322","11,582","129,199,318 ",North America,196,"1,841",86
15,8,South Africa,"646,398",,"15,378 ",,"574,587",,"56,433",539,"10,872",259,"3,884,166","65,329","59,455,111 ",Africa,92,"3,866",15
16,9,Spain,"576,697",,"29,747 ",,N/A,N/A,N/A,"1,136","12,334",636,"9,987,326","213,594","46,758,424 ",Europe,81,"1,572",5
17,10,Argentina,"535,705",,"11,206 ",+58,"409,771","+9,650","114,728","3,093","11,832",247,"1,540,101","34,015","45,277,637 ",South America,85,"4,040",29
18,11,Chile,"432,666","+2,131","11,895 ",+45,"404,919","+1,855","15,852",918,"22,595",621,"2,791,831","145,798","19,148,635 ",South America,44,"1,610",7
19,12,Iran,"399,940","+2,139","23,029 ",+116,"344,516","+1,977","32,395","3,768","4,750",273,"3,532,873","41,956","84,203,364 ",Asia,211,"3,656",24
20,13,France,"363,350",,"30,893 ",,"89,059",,"243,398",635,"5,564",473,"10,000,000","153,134","65,302,471 ",Europe,180,"2,114",7
21,14,UK,"361,677",,"41,614 ",,N/A,N/A,N/A,78,"5,322",612,"19,293,329","283,905","67,957,033 ",Europe,188,"1,633",4
22,15,Bangladesh,"336,044","+1,282","4,702 ",+34,"238,271","+2,247","93,071",,"2,036",28,"1,715,481","10,396","165,012,664 ",Asia,491,"35,094",96
23,16,Saudi Arabia,"325,050",+643,"4,240 ",+27,"301,836",+903,"18,974","1,343","9,309",121,"5,686,255","162,840","34,919,284 ",Asia,107,"8,236",6
24,17,Pakistan,"300,955",+584,"6,373 ",+3,"288,536",+330,"6,046",534,"1,357",29,"2,908,379","13,117","221,718,430 ",Asia,737,"34,790",76
25,18,Turkey,"288,126",,"6,951 ",,"256,524",,"24,651","1,223","3,409",82,"8,325,137","98,502","84,517,546 ",Asia,293,"12,159",10
26,19,Iraq,"286,778","+4,106","7,941 ",+60,"221,283","+3,887","57,554",575,"7,099",197,"1,883,048","46,616","40,395,020 ",Asia,141,"5,087",21
27,20,Italy,"286,297","+1,501","35,603 ",+6,"213,191",+759,"37,503",182,"4,737",589,"9,745,975","161,240","60,443,857 ",Europe,211,"1,698",6
28,21,Germany,"260,149",+424,"9,424 ",+1,"234,850","+1,550","15,875",233,"3,103",112,"13,436,301","160,266","83,837,542 ",Europe,322,"8,896",6
29,22,Philippines,"257,863","+4,935","4,292 ",+186,"187,116",+659,"66,455",990,"2,347",39,"3,040,790","27,677","109,866,193 ",Asia,426,"25,598",36
30,23,Indonesia,"214,746","+3,806","8,650 ",+106,"152,458","+2,241","53,638",,783,32,"2,620,004","9,559","274,092,684 ",Asia,"1,276","31,687",105
31,24,Ukraine,"151,859","+3,103","3,148 ",+72,"68,346","+1,341","80,365",177,"3,477",72,"1,806,428","41,356","43,680,151 ",Europe,288,"13,876",24
32,25,Israel,"148,564",,"1,090 ",,"111,728",,"35,746",486,"16,152",119,"2,710,687","294,717","9,197,590 ",Asia,62,"8,438",3
33,26,Canada,"135,626",,"9,163 ",,"119,674",,"6,789",53,"3,587",242,"6,046,330","159,924","37,807,535 ",North America,279,"4,126",6
34,27,Bolivia,"125,172",+967,"7,250 ",+57,"81,240","+1,757","36,682",71,"10,695",619,"269,472","23,024","11,704,123 ",South America,94,"1,614",43
35,28,Qatar,"121,523",+236,205 ,,"118,475",+276,"2,843",48,"43,280",73,"685,839","244,262","2,807,805 ",Asia,23,"13,697",4
36,29,Ecuador,"114,732",,"10,836 ",,"91,242",,"12,654",367,"6,484",612,"348,099","19,672","17,695,191 ",South America,154,"1,633",51
37,30,Kazakhstan,"106,729",+68,"1,634 ",,"100,518",+109,"4,577",221,"5,671",87,"2,571,562","136,634","18,820,753 ",Asia,176,"11,518",7
38,31,Romania,"102,386","+1,311","4,127 ",+27,"42,811","+1,801","55,448",467,"5,329",215,"2,066,860","107,585","19,211,470 ",Europe,188,"4,655",9
39,32,Dominican Republic,"102,232",,"1,941 ",,"75,747",,"24,544",210,"9,406",179,"408,014","37,538","10,869,340 ",North America,106,"5,600",27
40,33,Egypt,"100,708",,"5,607 ",,"82,473",,"12,628",41,981,55,"135,000","1,314","102,706,660 ",Africa,"1,020","18,318",761
41,34,Panama,"100,330",,"2,140 ",,"72,858",,"25,332",135,"23,182",494,"389,532","90,003","4,327,967 ",North America,43,"2,022",11
42,35,Kuwait,"94,211",+736,558 ,+1,"84,404",+744,"9,249",94,"21,997",130,"673,003","157,138","4,282,874 ",Asia,45,"7,675",6
43,36,Belgium,"91,537",+969,"9,919 ",+2,"18,689",+30,"62,929",67,"7,891",855,"2,566,088","221,220","11,599,689 ",Europe,127,"1,169",5
44,37,Oman,"88,337",,762 ,,"83,325",,"4,250",161,"17,215",149,"309,212","60,260","5,131,262 ",Asia,58,"6,734",17
45,38,Sweden,"86,505",,"5,846 ",,N/A,N/A,N/A,13,"8,555",578,"1,250,488","123,666","10,111,779 ",Europe,117,"1,730",8
46,39,Morocco,"82,197",,"1,524 ",,"64,194",,"16,479",252,"2,222",41,"2,184,266","59,040","36,996,380 ",Africa,450,"24,276",17
47,40,Netherlands,"81,012","+1,231","6,253 ",+1,N/A,N/A,N/A,50,"4,726",365,"1,832,451","106,895","17,142,474 ",Europe,212,"2,741",9
