,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","7,043,629","+5,494","262,444",+682,"3,992,877","+4,592","2,788,308","20,990",,,,,,North America,"
",,
1,,"
South America
","5,894,935",+851,"192,874",+86,"4,492,967","+1,825","1,209,094","14,994",,,,,,South America,"
",,
2,,"
Asia
","6,481,557","+5,868","133,347",+40,"5,166,393","+5,148","1,181,817","18,927",,,,,,Asia,"
",,
3,,"
Europe
","3,407,688",+355,"205,970",,"2,004,080",+449,"1,197,638","5,557",,,,,,Europe,"
",,
4,,"
Africa
","1,207,623",,"28,334",,"934,192",,"245,097","1,258",,,,,,Africa,"
",,
5,,"
Oceania
","27,741",+156,576,+24,"22,065",+286,"5,100",58,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"24,063,894","+12,724","823,560",+832,"16,613,225","+12,300","6,627,109","61,788","3,087",105.7,,,,All,"
",,
8,1,USA,"5,955,728",,"182,404 ",,"3,254,282",,"2,519,042","16,468","17,977",551,"77,931,407","235,230","331,298,704 ",North America,56,"1,816",4
9,2,Brazil,"3,674,176",,"116,666 ",,"2,848,395",,"709,115","8,318","17,267",548,"14,172,764","66,605","212,789,010 ",South America,58,"1,824",15
10,3,India,"3,235,725","+3,971","59,632 ",+20,"2,468,688","+1,436","707,405","8,944","2,341",43,"37,651,512","27,243","1,382,048,762 ",Asia,427,"23,176",37
11,4,Russia,"966,189",,"16,568 ",,"779,747",,"169,874","2,300","6,620",114,"34,800,000","238,447","145,944,161 ",Europe,151,"8,809",4
12,5,South Africa,"613,017",,"13,308 ",,"520,381",,"79,328",539,"10,317",224,"3,578,836","60,229","59,420,382 ",Africa,97,"4,465",17
13,6,Peru,"607,382",,"28,001 ",,"414,577",,"164,804","1,522","18,383",847,"3,032,744","91,790","33,040,169 ",South America,54,"1,180",11
14,7,Mexico,"568,621","+4,916","61,450 ",+650,"393,101","+3,977","114,070","3,442","4,403",476,"1,278,436","9,900","129,136,438 ",North America,227,"2,101",101
15,8,Colombia,"562,128",,"17,889 ",,"395,470",,"148,769","1,493","11,030",351,"2,546,147","49,959","50,964,400 ",South America,91,"2,849",20
16,9,Spain,"423,224",,"28,924 ",,N/A,N/A,N/A,677,"9,051",619,"8,517,446","182,162","46,757,585 ",Europe,110,"1,617",5
17,10,Chile,"400,985",,"10,958 ",,"374,463",,"15,564","1,011","20,949",572,"2,255,966","117,860","19,141,022 ",South America,48,"1,747",8
18,11,Iran,"363,363",,"20,901 ",,"313,058",,"29,404","3,839","4,318",248,"3,883,313","46,146","84,153,431 ",Asia,232,"4,026",22
19,12,Argentina,"359,638",,"7,563 ",,"263,202",,"88,873","1,990","7,946",167,"1,127,098","24,904","45,258,393 ",South America,126,"5,984",40
20,13,UK,"327,798",,"41,449 ",,N/A,N/A,N/A,72,"4,825",610,"15,177,265","223,391","67,940,503 ",Europe,207,"1,639",4
