,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop
0,China,80815,+22,3177.0,8.0,64152.0,13486,4020.0,56.1
1,Italy,15113,,1016.0,,1258.0,12839,1153.0,250.0
2,Iran,11364,"+1,289",514.0,85.0,3529.0,7321,,135.3
3,S. Korea,7979,+110,71.0,5.0,510.0,7398,93.0,155.6
4,Spain,4209,"+1,063",120.0,34.0,189.0,3900,190.0,90.0
5,Germany,3117,+372,7.0,1.0,46.0,3064,9.0,37.2
6,France,2876,,61.0,,12.0,2803,129.0,44.1
7,USA,1832,+135,41.0,,31.0,1760,10.0,5.5
8,Switzerland,1135,+267,7.0,,4.0,1124,,131.1
9,Norway,895,+95,1.0,,1.0,893,27.0,165.1
10,Netherlands,804,+190,5.0,,2.0,797,1.0,46.9
11,Denmark,785,+111,,,1.0,784,2.0,135.5
12,Sweden,733,+46,1.0,,1.0,731,2.0,72.6
13,Japan,701,+10,19.0,,118.0,564,29.0,5.5
14,Diamond Princess,696,,7.0,,325.0,364,32.0,
15,UK,609,+19,10.0,,18.0,581,20.0,9.0
16,Belgium,556,+157,3.0,,1.0,552,2.0,48.0
17,Austria,428,+67,1.0,,6.0,421,1.0,47.5
18,Qatar,262,,,,,262,,90.9
19,Bahrain,210,+13,,,44.0,166,1.0,123.4
20,Singapore,200,+13,,,97.0,103,12.0,34.2
21,Australia,199,+43,3.0,,26.0,170,1.0,7.8
22,Canada,158,+16,1.0,,11.0,146,1.0,4.2
23,Malaysia,158,,,,32.0,126,3.0,4.9
24,Finland,155,+46,,,1.0,154,,28.0
25,Hong Kong,132,+1,4.0,1.0,77.0,51,4.0,17.6
26,Israel,126,+17,,,4.0,122,2.0,14.6
27,Czechia,120,+4,,,,120,2.0,11.2
28,Greece,117,,1.0,,2.0,114,2.0,11.2
29,Iceland,117,,,,,117,,
30,Portugal,112,+34,,,1.0,111,1.0,11.0
31,Kuwait,100,+20,,,5.0,95,4.0,23.4
32,Slovenia,96,,,,,96,,46.2
33,Brazil,85,+8,,,,85,2.0,0.4
34,UAE,85,,,,20.0,65,2.0,8.6
35,Iraq,83,,8.0,,24.0,51,,2.1
36,India,81,+7,1.0,,4.0,76,,0.1
37,Egypt,80,,2.0,,27.0,51,,0.8
38,San Marino,77,+5,5.0,,,72,3.0,
39,Lebanon,77,+9,3.0,,1.0,73,3.0,11.3
40,Thailand,75,+5,1.0,,35.0,39,1.0,1.1
41,Romania,73,+14,,,7.0,66,1.0,3.8
42,Ireland,70,,1.0,,,69,6.0,14.2
43,Indonesia,69,+35,4.0,3.0,5.0,60,,0.3
44,Poland,64,+13,1.0,,,63,3.0,1.7
45,Saudi Arabia,62,+17,,,1.0,61,,1.8
46,Philippines,52,,5.0,,2.0,45,1.0,0.5
47,Taiwan,50,+1,1.0,,20.0,29,,2.1
48,Vietnam,44,,,,16.0,28,,0.5
49,Estonia,41,+14,,,,41,,30.9
50,Brunei,37,+12,,,,37,,
51,Palestine,35,+4,,,,35,,6.9
52,Russia,34,,,,8.0,26,,0.2
53,Albania,33,+10,1.0,,,32,,11.5
54,Chile,33,,,,,33,,1.7
55,Argentina,31,,1.0,,,30,1.0,0.7
56,Croatia,31,+4,,,1.0,30,,7.6
57,Serbia,31,+7,,,,31,1.0,3.5
58,Panama,27,+13,1.0,,,26,,6.3
59,Algeria,26,,2.0,,10.0,14,,0.6
60,Luxembourg,26,,,,,26,1.0,
61,Georgia,25,,,,,25,1.0,6.3
62,South Africa,24,+8,,,,24,,0.4
63,Bulgaria,23,,1.0,,,22,,3.3
64,Costa Rica,23,,,,,23,1.0,4.5
65,Pakistan,22,+1,,,2.0,20,,0.1
66,Peru,22,,,,,22,,0.7
67,Belarus,21,,,,3.0,18,,2.2
68,Slovakia,21,,,,,21,,3.8
69,Ecuador,19,+2,,,,19,1.0,1.1
70,Oman,19,+1,,,9.0,10,,3.7
71,Hungary,19,+3,,,,19,,2.0
72,Latvia,17,+1,,,1.0,16,,9.0
73,Azerbaijan,15,,1.0,,3.0,11,,1.5
74,Cyprus,14,+4,,,,14,,11.6
75,Tunisia,13,,,,,13,2.0,1.1
76,Mexico,12,,,,4.0,8,1.0,0.1
77,Malta,12,+3,,,1.0,11,,
78,Bosnia and Herzegovina,11,,,,,11,,3.4
79,Macao,10,,,,10.0,0,,
80,Senegal,10,,,,2.0,8,,0.6
81,North Macedonia,9,,,,1.0,8,,4.3
82,Colombia,9,,,,,9,,0.2
83,Armenia,8,+2,,,,8,,2.7
84,Jamaica,8,+6,,,,8,,2.7
85,Maldives,8,,,,,8,,
86,Morocco,7,+1,1.0,,,6,1.0,0.2
87,Afghanistan,7,,,,,7,,0.2
88,Lithuania,6,+3,,,,6,,2.2
89,French Guiana,6,,,,,6,,
90,Moldova,6,,,,,6,,1.5
91,Paraguay,6,,,,,6,1.0,0.8
92,Cambodia,5,,,,1.0,4,,0.3
93,Dominican Republic,5,,,,,5,,0.5
94,New Zealand,5,,,,,5,,1.0
95,Réunion,5,+1,,,,5,,
96,Liechtenstein,4,,,,,4,,
97,Sri Lanka,3,,,,1.0,2,,0.1
98,Ukraine,3,,,,,3,,0.1
99,Bangladesh,3,,,,1.0,2,,
100,Bolivia,3,,,,,3,,0.3
101,Channel Islands,3,,,,,3,,
102,Cuba,3,,,,,3,,0.3
103,Faeroe Islands,3,+1,,,,3,,
104,French Polynesia,3,+2,,,,3,,
105,Martinique,3,,,,,3,,
106,Monaco,2,,,,,2,,
107,Nigeria,2,,,,,2,,
108,Burkina Faso,2,,,,,2,,0.1
109,Cameroon,2,,,,,2,,0.1
110,DRC,2,+1,,,,2,,
111,Ghana,2,,,,,2,,0.1
112,Honduras,2,,,,,2,,0.2
113,Kazakhstan,2,+2,,,,2,,0.1
114,Saint Martin,2,,,,,2,,
115,Turkey,2,+1,,,,2,,
116,Guyana,1,,1.0,,,0,,
117,Andorra,1,,,,,1,,
118,Jordan,1,,,,1.0,0,,0.1
119,Nepal,1,,,,1.0,0,,
120,Bhutan,1,,,,,1,,
121,Cayman Islands,1,+1,,,,1,,
122,Ivory Coast,1,,,,,1,,
123,Ethiopia,1,+1,,,,1,,
124,Gibraltar,1,,,,1.0,0,,
125,Guadeloupe,1,+1,,,,1,,
126,Vatican City,1,,,,,1,,
127,Kenya,1,+1,,,,1,,
128,Mongolia,1,,,,,1,,0.3
129,St. Barth,1,,,,,1,,
130,St. Vincent Grenadines,1,,,,,1,,
131,Togo,1,,,,,1,,0.1
132,Trinidad and Tobago,1,,,,,1,,0.7
133,Total:,138941,4385,5111.0,137.0,70727.0,63103,5786.0,17.8
