,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop
0,China,80815,+22,3177.0,8.0,64152.0,13486,4020.0,56.1
1,Italy,17660,"+2,547",1266.0,250.0,1439.0,14955,1328.0,292.1
2,Iran,11364,"+1,289",514.0,85.0,3529.0,7321,,135.3
3,S. Korea,7979,+110,71.0,5.0,510.0,7398,93.0,155.6
4,Spain,4334,"+1,188",122.0,36.0,193.0,4019,190.0,92.7
5,Germany,3675,+930,8.0,2.0,46.0,3621,9.0,43.9
6,France,3661,+785,79.0,18.0,12.0,3570,154.0,56.1
7,USA,2018,+321,41.0,,31.0,1946,10.0,6.1
8,Switzerland,1138,+270,10.0,3.0,4.0,1124,,131.5
9,Norway,934,+134,1.0,,1.0,932,27.0,172.3
10,Sweden,814,+127,1.0,,1.0,812,2.0,80.6
11,Netherlands,804,+190,10.0,5.0,2.0,792,1.0,46.9
12,Denmark,801,+127,,,1.0,800,2.0,138.3
13,UK,798,+208,11.0,1.0,18.0,769,20.0,11.8
14,Japan,701,+10,19.0,,118.0,564,29.0,5.5
15,Diamond Princess,696,,7.0,,325.0,364,32.0,
16,Belgium,559,+160,3.0,,1.0,555,2.0,48.2
17,Austria,504,+143,1.0,,6.0,497,1.0,56.0
18,Qatar,262,,,,,262,,90.9
19,Bahrain,210,+13,,,44.0,166,1.0,123.4
20,Singapore,200,+13,,,97.0,103,11.0,34.2
21,Australia,199,+43,3.0,,26.0,170,1.0,7.8
22,Malaysia,197,+39,,,32.0,165,4.0,6.1
23,Greece,190,+73,1.0,,2.0,187,2.0,18.2
24,Canada,158,+16,1.0,,11.0,146,1.0,4.2
25,Finland,155,+46,,,1.0,154,,28.0
26,Brazil,151,+74,,,,151,2.0,0.7
27,Czechia,141,+25,,,,141,2.0,13.2
28,Slovenia,141,+45,,,,141,4.0,67.8
29,Iceland,134,+17,,,,134,,
30,Hong Kong,132,+1,4.0,1.0,77.0,51,4.0,17.6
31,Israel,126,+17,,,4.0,122,2.0,14.6
32,Portugal,112,+34,,,1.0,111,1.0,11.0
33,Iraq,101,+18,9.0,1.0,24.0,68,,2.5
34,Kuwait,100,+20,,,5.0,95,4.0,23.4
35,Ireland,90,+20,1.0,,,89,6.0,18.2
36,UAE,85,,,,20.0,65,2.0,8.6
37,India,82,+8,1.0,,10.0,71,,0.1
38,Romania,82,+23,,,7.0,75,1.0,4.3
39,San Marino,80,+8,5.0,,2.0,73,3.0,
40,Egypt,80,,2.0,,27.0,51,,0.8
41,Estonia,79,+52,,,,79,,59.6
42,Lebanon,77,+9,3.0,,1.0,73,3.0,11.3
43,Thailand,75,+5,1.0,,35.0,39,1.0,1.1
44,Indonesia,69,+35,4.0,3.0,5.0,60,,0.3
45,Poland,68,+17,1.0,,,67,3.0,1.8
46,Philippines,64,+12,5.0,,2.0,57,1.0,0.6
47,Saudi Arabia,62,+17,,,1.0,61,,1.8
48,Taiwan,50,+1,1.0,,20.0,29,,2.1
49,Russia,45,+11,,,8.0,37,,0.3
50,Vietnam,44,,,,16.0,28,,0.5
51,Chile,43,+10,,,,43,,2.2
52,Brunei,37,+12,,,,37,,
53,Serbia,35,+11,,,,35,1.0,4.0
54,Palestine,35,+4,,,,35,,6.9
55,Luxembourg,34,+8,,,,34,1.0,
56,Albania,33,+10,1.0,,,32,,11.5
57,Argentina,31,,2.0,1.0,,29,1.0,0.7
58,Croatia,31,+4,,,1.0,30,,7.6
59,Slovakia,30,+9,,,,30,,5.5
60,Peru,28,+6,,,,28,,0.8
61,Panama,27,+13,1.0,,,26,,6.3
62,Belarus,27,+6,,,3.0,24,,2.9
63,Algeria,26,,2.0,,10.0,14,,0.6
64,Georgia,25,,,,,25,1.0,6.3
65,Pakistan,24,+3,,,2.0,22,,0.1
66,South Africa,24,+8,,,,24,,0.4
67,Bulgaria,23,,1.0,,,22,,3.3
68,Costa Rica,23,,,,,23,1.0,4.5
69,Ecuador,19,+2,,,,19,1.0,1.1
70,Oman,19,+1,,,9.0,10,,3.7
71,Hungary,19,+3,,,,19,,2.0
72,Bosnia and Herzegovina,18,+7,,,,18,,5.5
73,Latvia,17,+1,,,1.0,16,,9.0
74,Tunisia,16,+3,,,,16,2.0,1.4
75,Azerbaijan,15,,1.0,,3.0,11,,1.5
76,North Macedonia,14,+5,,,1.0,13,,6.7
77,Cyprus,14,+4,,,,14,,11.6
78,Colombia,13,+4,,,,13,,0.3
79,Mexico,12,,,,4.0,8,1.0,0.1
80,Malta,12,+3,,,1.0,11,,
81,Macao,10,,,,10.0,0,,
82,Senegal,10,,,,2.0,8,,0.6
83,Maldives,9,+1,,,,9,,
84,Armenia,8,+2,,,,8,,2.7
85,Jamaica,8,+6,,,,8,,2.7
86,Morocco,7,+1,1.0,,,6,1.0,0.2
87,Afghanistan,7,,,,,7,,0.2
