,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","7,360,829","+5,145","271,416",+285,"4,242,340","+5,207","2,847,073","19,988",,,,,,North America,"
",,
1,,"
South America
","6,318,385",+630,"202,579",+61,"4,928,156","+1,911","1,187,650","15,228",,,,,,South America,"
",,
2,,"
Asia
","7,102,940","+16,801","142,700",+218,"5,695,738","+11,315","1,264,502","18,838",,,,,,Asia,"
",,
3,,"
Europe
","3,590,073","+8,103","207,928",+193,"2,081,355","+7,983","1,300,790","5,804",,,,,,Europe,"
",,
4,,"
Africa
","1,257,381",+65,"29,862",,"987,599",+201,"239,920","1,270",,,,,,Africa,"
",,
5,,"
Oceania
","28,654",+87,686,+5,"23,584",+166,"4,384",39,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"25,658,983","+30,831","855,186",+762,"17,959,423","+26,783","6,844,374","61,171","3,292",109.7,,,,All,"
",,
8,1,USA,"6,212,174",+378,"187,742 ",+6,"3,456,859",+596,"2,567,573","15,864","18,749",567,"82,626,645","249,378","331,330,464 ",North America,53,"1,765",4
9,2,Brazil,"3,910,901",,"121,515 ",,"3,097,734",,"691,652","8,318","18,377",571,"14,352,484","67,442","212,813,742 ",South America,54,"1,751",15
10,3,India,"3,694,878","+6,939","65,469 ",+34,"2,840,040","+2,663","789,369","8,944","2,673",47,"43,324,834","31,343","1,382,271,004 ",Asia,374,"21,113",32
11,4,Russia,"1,000,048","+4,729","17,299 ",+123,"815,705","+6,318","167,044","2,300","6,852",119,"36,900,000","252,835","145,945,183 ",Europe,146,"8,437",4
12,5,Peru,"652,037",,"28,944  ",,"462,329",,"160,764","1,512","19,730",876,"3,215,842","97,309","33,047,700 ",South America,51,"1,142",10
13,6,South Africa,"627,041",,"14,149 ",,"540,923",,"71,969",539,"10,550",238,"3,693,721","62,150","59,432,639 ",Africa,95,"4,200",16
14,7,Colombia,"615,168",,"19,663 ",,"459,475",,"136,030","1,493","12,068",386,"2,746,217","53,876","50,973,286 ",South America,83,"2,592",19
15,8,Mexico,"599,560","+3,719","64,414 ",+256,"416,738","+4,158","118,408","3,086","4,642",499,"1,345,483","10,417","129,158,631 ",North America,215,"2,005",96
16,9,Spain,"462,858",,"29,094 ",,N/A,N/A,N/A,846,"9,899",622,"9,210,337","196,979","46,757,881 ",Europe,101,"1,607",5
17,10,Argentina,"417,735",,"8,660 ",,"301,195",,"107,880","2,273","9,229",191,"1,257,906","27,790","45,265,185 ",South America,108,"5,227",36
18,11,Chile,"411,726",,"11,289 ",,"383,879",,"16,558",969,"21,507",590,"2,432,436","127,062","19,143,709 ",South America,46,"1,696",8
19,12,Iran,"375,212",,"21,571 ",,"323,233",,"30,408","3,729","4,458",256,"3,231,110","38,387","84,171,055 ",Asia,224,"3,902",26
20,13,UK,"335,873",,"41,501 ",,N/A,N/A,N/A,60,"4,943",611,"16,273,209","239,501","67,946,337 ",Europe,202,"1,637",4
21,14,Saudi Arabia,"315,772",,"3,897 ",,"290,796",,"21,079","1,552","9,047",112,"5,026,127","144,003","34,902,978 ",Asia,111,"8,956",7
