,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop
0,China,81054,,3261.0,,72440.0,5353,1845.0,56.0
1,Italy,59138,"+5,560",5476.0,651.0,7024.0,46638,3000.0,978.0
2,USA,32783,"+8,576",416.0,114.0,178.0,32189,795.0,99.0
3,Spain,28603,"+3,107",1756.0,375.0,2125.0,24722,1785.0,612.0
4,Germany,24873,"+2,509",94.0,10.0,266.0,24513,23.0,297.0
5,Iran,21638,"+1,028",1685.0,129.0,7635.0,12318,,258.0
6,France,16018,"+1,559",674.0,112.0,2200.0,13144,1746.0,245.0
7,S. Korea,8897,+98,104.0,2.0,2909.0,5884,59.0,174.0
8,Switzerland,7474,+611,98.0,18.0,131.0,7245,141.0,864.0
9,UK,5683,+665,281.0,48.0,93.0,5309,20.0,84.0
10,Netherlands,4204,+573,179.0,43.0,2.0,4023,354.0,245.0
11,Austria,3580,+588,16.0,8.0,9.0,3555,15.0,397.0
12,Belgium,3401,+586,75.0,8.0,263.0,3063,288.0,293.0
13,Norway,2263,+99,7.0,,6.0,2250,28.0,417.0
14,Sweden,1931,+161,21.0,1.0,16.0,1894,68.0,191.0
15,Portugal,1600,+320,14.0,2.0,5.0,1581,26.0,157.0
16,Brazil,1546,+368,25.0,7.0,2.0,1519,18.0,7.0
17,Canada,1470,+142,20.0,1.0,14.0,1436,1.0,39.0
18,Denmark,1395,+69,13.0,,1.0,1381,42.0,241.0
19,Australia,1353,+281,7.0,,88.0,1258,2.0,53.0
20,Malaysia,1306,+123,10.0,2.0,139.0,1157,26.0,40.0
21,Turkey,1236,+289,30.0,9.0,,1206,,15.0
22,Czechia,1120,+125,1.0,1.0,6.0,1113,19.0,105.0
23,Japan,1086,+32,36.0,,235.0,815,57.0,9.0
24,Israel,1071,+188,1.0,,37.0,1033,18.0,124.0
25,Ireland,906,+121,4.0,1.0,5.0,897,29.0,183.0
26,Luxembourg,798,+128,8.0,,6.0,784,3.0,1275.0
27,Ecuador,789,+257,14.0,7.0,3.0,772,2.0,45.0
28,Pakistan,776,+131,4.0,1.0,13.0,759,,4.0
29,Diamond Princess,712,,8.0,,567.0,137,15.0,
30,Poland,634,+98,7.0,2.0,13.0,614,3.0,17.0
31,Chile,632,+95,1.0,,8.0,623,7.0,33.0
32,Finland,626,+103,1.0,,10.0,615,12.0,113.0
33,Greece,624,+94,15.0,2.0,19.0,590,18.0,60.0
34,Thailand,599,+188,1.0,,44.0,554,7.0,9.0
35,Iceland,568,+95,1.0,,5.0,562,1.0,1665.0
36,Indonesia,514,+64,48.0,10.0,29.0,437,,2.0
37,Saudi Arabia,511,+119,,,17.0,494,,15.0
38,Qatar,494,+13,,,33.0,461,6.0,171.0
39,Singapore,455,+23,2.0,,144.0,309,14.0,78.0
40,Romania,433,+66,3.0,3.0,64.0,366,14.0,23.0
41,Slovenia,414,+31,2.0,1.0,,412,12.0,199.0
42,India,396,+64,7.0,2.0,24.0,365,,0.3
43,Philippines,380,+73,25.0,6.0,15.0,340,1.0,3.0
44,Russia,367,+61,1.0,,16.0,350,,3.0
45,Peru,363,+45,5.0,,1.0,357,5.0,11.0
46,Bahrain,334,+24,2.0,1.0,149.0,183,3.0,196.0
47,Egypt,327,+33,14.0,4.0,56.0,257,,3.0
48,Estonia,326,+20,,,4.0,322,2.0,246.0
49,Hong Kong,317,+43,4.0,,100.0,213,4.0,42.0
50,Panama,313,+68,3.0,,1.0,309,7.0,73.0
51,South Africa,274,+34,,,2.0,272,,5.0
