,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","6,993,452","+4,592","260,393",+349,"3,949,312","+5,276","2,783,747","20,932",,,,,,North America,"
",,
1,,"
South America
","5,817,245",+999,"190,803",+69,"4,393,030","+1,654","1,233,412","14,955",,,,,,South America,"
",,
2,,"
Asia
","6,384,204",+294,"131,614",+1,"5,073,489",+103,"1,179,101","19,019",,,,,,Asia,"
",,
3,,"
Europe
","3,385,907",+156,"205,577",+4,"1,994,966",+17,"1,185,364","5,543",,,,,,Europe,"
",,
4,,"
Africa
","1,199,961",,"28,051",,"925,220",,"246,690","1,212",,,,,,Africa,"
",,
5,,"
Oceania
","27,578",+155,552,+8,"21,568",+1,"5,458",49,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"23,809,068","+6,196","817,005",+431,"16,358,236","+7,051","6,633,827","61,714","3,054",104.8,,,,All,"
",,
8,1,USA,"5,915,630",,"181,114 ",,"3,217,981",,"2,516,535","16,483","17,856",547,"76,883,479","232,071","331,293,410 ",North America,56,"1,829",4
9,2,Brazil,"3,627,217",,"115,451 ",,"2,778,709",,"733,057","8,318","17,046",543,"14,144,344","66,473","212,784,888 ",South America,59,"1,843",15
10,3,India,"3,164,881",,"58,546 ",,"2,403,101",,"703,234","8,944","2,290",42,"35,902,137","25,978","1,382,011,722 ",Asia,437,"23,606",38
11,4,Russia,"961,493",,"16,448 ",,"773,095",,"171,950","2,300","6,588",113,"34,600,000","237,077","145,943,991 ",Europe,152,"8,873",4
12,5,South Africa,"611,450",,"13,159 ",,"516,494",,"81,797",539,"10,291",221,"3,564,065","59,983","59,418,339 ",Africa,97,"4,515",17
13,6,Peru,"600,438",,"27,813 ",,"407,301",,"165,324","1,525","18,174",842,"3,006,993","91,014","33,038,913 ",South America,55,"1,188",11
14,7,Mexico,"563,705","+3,541","60,800 ",+320,"389,124","+5,252","113,781","3,346","4,365",471,"1,263,835","9,787","129,132,739 ",North America,229,"2,124",102
15,8,Colombia,"551,696",,"17,612 ",,"384,171",,"149,913","1,493","10,825",346,"2,508,972","49,231","50,962,919 ",South America,92,"2,894",20
16,9,Spain,"420,809",,"28,872 ",,N/A,N/A,N/A,658,"9,000",617,"8,517,446","182,162","46,757,536 ",Europe,111,"1,619",5
17,10,Chile,"399,568",,"10,916 ",,"372,464",,"16,188","1,014","20,875",570,"2,231,463","116,583","19,140,575 ",South America,48,"1,753",9
18,11,Iran,"361,150",,"20,776 ",,"311,365",,"29,009","3,848","4,292",247,"3,062,422","36,392","84,150,494 ",Asia,233,"4,050",27
19,12,Argentina,"350,867",,"7,366 ",,"256,789",,"86,712","1,960","7,753",163,"1,105,878","24,435","45,257,261 ",South America,129,"6,144",41
20,13,UK,"326,614",,"41,433 ",,N/A,N/A,N/A,72,"4,807",610,"15,177,265","223,394","67,939,531 ",Europe,208,"1,640",4
21,14,Saudi Arabia,"308,654",,"3,691 ",,"282,888",,"22,075","1,635","8,846",106,"4,733,485","135,659","34,892,601 ",Asia,113,"9,453",7
22,15,Bangladesh,"297,083",,"3,983 ",,"182,875",,"110,225",,"1,801",24,"1,456,038","8,828","164,932,033 ",Asia,555,"41,409",113
23,16,Pakistan,"293,261",,"6,244 ",,"276,829",,"10,188",686,"1,324",28,"2,463,513","11,122","221,507,141 ",Asia,755,"35,475",90
