,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","5,217,783","+21,867","210,720",+801,"2,621,550","+7,940","2,385,513","26,293",,,,,,North America,"
",,
1,,"
South America
","3,792,033","+4,669","135,690",+145,"2,543,767","+2,817","1,112,576","14,309",,,,,,South America,"
",,
2,,"
Asia
","4,027,517","+56,299","92,127",+957,"2,918,914","+45,608","1,016,476","19,703",,,,,,Asia,"
",,
3,,"
Europe
","2,812,787","+12,837","202,028",+364,"1,688,672","+11,731","922,087","5,137",,,,,,Europe,"
",,
4,,"
Africa
","865,886","+1,792","18,246",+28,"511,402","+1,313","336,238","1,109",,,,,,Africa,"
",,
5,,"
Oceania
","17,033",+369,189,+6,"10,936",+1,"5,908",50,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"16,733,760","+97,833","659,015","+2,301","10,295,892","+69,410","5,778,853","66,605","2,147",84.5,,,,All,"
",,
8,1,USA,"4,449,369","+15,959","151,474 ",+399,"2,139,028","+2,425","2,158,867","19,100","13,436",457,"55,103,738","166,404","331,145,197 ",North America,74,"2,186",6
9,2,Brazil,"2,446,397","+2,917","87,737 ",+58,"1,667,667",,"690,993","8,318","11,503",413,"12,601,096","59,252","212,669,472 ",South America,87,"2,424",17
10,3,India,"1,516,738","+34,235","33,866 ",+418,"971,330","+18,141","511,542","8,944","1,098",25,"17,334,885","12,553","1,380,974,594 ",Asia,910,"40,778",80
11,4,Russia,"823,515","+5,395","13,504 ",+150,"612,217","+8,888","197,794","2,300","5,643",93,"27,327,570","187,253","145,939,220 ",Europe,177,"10,807",5
12,5,South Africa,"452,529",,"7,067 ",,"274,925",,"170,537",539,"7,623",119,"2,802,211","47,206","59,361,137 ",Africa,131,"8,400",21
13,6,Mexico,"395,489","+4,973","44,022 ",+342,"256,777","+5,272","94,690","3,922","3,065",341,"924,359","7,164","129,029,171 ",North America,326,"2,931",140
14,7,Peru,"389,717",,"18,418 ",,"272,547",,"98,752","1,439","11,808",558,"2,250,256","68,182","33,003,766 ",South America,85,"1,792",15
15,8,Chile,"347,923",,"9,187 ",,"319,954",,"18,782","1,555","18,189",480,"1,546,097","80,829","19,128,035 ",South America,55,"2,082",12
16,9,Spain,"327,690","+1,828","28,436 ",+2,N/A,N/A,N/A,617,"7,008",608,"6,320,836","135,187","46,756,155 ",Europe,143,"1,644",7
17,10,UK,"300,692",+581,"45,878 ",+119,N/A,N/A,N/A,97,"4,428",676,"14,981,525","220,601","67,912,305 ",Europe,226,"1,480",5
18,11,Iran,"296,273","+2,667","16,147 ",+235,"257,019","+1,875","23,107","3,902","3,524",192,"2,380,122","28,312","84,068,250 ",Asia,284,"5,206",35
19,12,Pakistan,"275,225",+936,"5,865 ",+23,"242,436","+1,410","26,924","1,217","1,244",27,"1,909,846","8,635","221,178,468 ",Asia,804,"37,712",116
20,13,Saudi Arabia,"270,831","+1,897","2,789 ",+29,"225,624","+2,688","42,418","2,103","7,771",80,"3,174,886","91,099","34,851,095 ",Asia,129,"12,496",11
21,14,Colombia,"257,101",,"8,777 ",,"131,161",,"117,163","1,493","5,049",172,"1,439,436","28,268","50,921,453 ",South America,198,"5,802",35
22,15,Italy,"246,286",,"35,112 ",,"198,756",+163,"12,418",40,"4,074",581,"6,634,293","109,739","60,454,987 ",Europe,245,"1,722",9
23,16,Bangladesh,"229,185","+2,960","3,000 ",+35,"127,414","+1,731","98,771",1,"1,391",18,"1,137,131","6,900","164,806,606 ",Asia,719,"54,936",145
24,17,Turkey,"227,019",,"5,630 ",,"210,469",,"10,920","1,263","2,690",67,"4,617,971","54,713","84,403,549 ",Asia,372,"14,992",18
25,18,Germany,"207,487",+108,"9,206 ",+1,"191,400",,"6,881",261,"2,476",110,"7,418,812","88,526","83,803,959 ",Europe,404,"9,103",11
26,19,France,"183,079",,"30,209 ",,"81,082",,"71,788",398,"2,804",463,"2,982,302","45,682","65,284,371 ",Europe,357,"2,161",22
27,20,Argentina,"167,416",,"3,082 ",+23,"75,083","+2,508","89,251","1,002","3,702",68,"660,112","14,596","45,225,564 ",South America,270,"14,674",69
28,21,Iraq,"115,332","+2,747","4,535 ",+77,"81,062","+3,918","29,735",481,"2,863",113,"946,761","23,504","40,281,305 ",Asia,349,"8,882",43
29,22,Canada,"114,597",,"8,901 ",,"99,860",,"5,836","2,225","3,034",236,"3,863,830","102,310","37,765,990 ",North America,330,"4,243",10
30,23,Qatar,"109,880",+283,167 ,+2,"106,603",+275,"3,110",92,"39,134",59,"481,930","171,639","2,807,805 ",Asia,26,"16,813",6
31,24,Indonesia,"102,051","+1,748","4,901 ",+63,"60,539","+2,366","36,611",,373,18,"1,417,322","5,178","273,729,387 ",Asia,"2,682","55,852",193
32,25,Egypt,"92,482",,"4,652 ",,"34,838",,"52,992",41,903,45,"135,000","1,318","102,463,710 ",Africa,"1,108","22,026",759
33,26,Kazakhstan,"84,648","+1,526",585 ,,"54,404","+1,833","29,659",221,"4,504",31,"2,064,778","109,872","18,792,532 ",Asia,222,"32,124",9
34,27,Philippines,"83,673","+1,678","1,947 ",+4,"26,617",+173,"55,109",351,763,18,"1,387,760","12,652","109,682,866 ",Asia,"1,311","56,334",79
35,28,Ecuador,"81,161",,"5,532 ",,"34,896",,"40,733",350,"4,595",313,"225,293","12,756","17,661,500 ",South America,218,"3,193",78
36,29,Sweden,"79,395",,"5,700 ",,N/A,N/A,N/A,46,"7,858",564,"820,606","81,217","10,103,878 ",Europe,127,"1,773",12
37,30,Oman,"77,904",+846,402 ,+9,"58,587","+1,559","18,915",181,"15,231",79,"302,397","59,121","5,114,887 ",Asia,66,"12,724",17
38,31,Bolivia,"71,181","+1,752","2,647 ",+64,"21,478",+309,"47,056",71,"6,092",227,"152,606","13,061","11,684,107 ",South America,164,"4,414",77
39,32,Belarus,"67,366",+115,543 ,+5,"60,669",+177,"6,154",,"7,129",57,"1,270,082","134,413","9,449,086 ",Europe,140,"17,402",7
40,33,Ukraine,"66,575",+919,"1,629 ",+13,"36,744",+632,"28,202",101,"1,523",37,"983,350","22,496","43,712,999 ",Europe,657,"26,834",44
41,34,Belgium,"66,428",+402,"9,822 ",+1,"17,452",+13,"39,154",52,"5,730",847,"1,575,452","135,893","11,593,364 ",Europe,175,"1,180",7
42,35,Kuwait,"65,149",+770,442 ,+4,"55,681",+624,"9,026",124,"15,240",103,"494,298","115,627","4,274,932 ",Asia,66,"9,672",9
43,36,Israel,"64,649",+664,480 ,+6,"32,117","+4,984","32,052",321,"7,029",52,"1,651,766","179,587","9,197,590 ",Asia,142,"19,162",6
44,37,Dominican Republic,"64,156",,"1,083 ",,"30,204",,"32,869",268,"5,910",100,"244,643","22,536","10,855,678 ",North America,169,"10,024",44
45,38,Panama,"61,442",,"1,322 ",,"35,086",,"25,034",158,"14,225",306,"211,373","48,935","4,319,425 ",North America,70,"3,267",20
46,39,UAE,"59,546",+369,347 ,+2,"52,905",+395,"6,294",,"6,015",35,"4,918,917","496,920","9,898,815 ",Asia,166,"28,527",2
47,40,Netherlands,"53,374",+223,"6,145 ",+4,N/A,N/A,N/A,21,"3,114",359,"962,965","56,190","17,137,723 ",Europe,321,"2,789",18
48,41,Singapore,"51,197",+359,27 ,,"45,893",+201,"5,277",,"8,746",5,"1,321,094","225,686","5,853,676 ",Asia,114,"216,803",4
49,42,Portugal,"50,410",+111,"1,722 ",+3,"35,626",+251,"13,062",41,"4,945",169,"1,561,919","153,213","10,194,402 ",Europe,202,"5,920",7
50,43,Romania,"47,053","+1,151","2,239 ",+33,"26,128",+334,"18,686",357,"2,447",116,"1,131,699","58,858","19,227,511 ",Europe,409,"8,588",17
51,44,Guatemala,"45,309",,"1,761 ",,"32,455",,"11,093",5,"2,526",98,"140,925","7,856","17,937,831 ",North America,396,"10,186",127
52,45,Poland,"43,904",+502,"1,682 ",+6,"33,043",+187,"9,179",61,"1,160",44,"2,157,025","56,999","37,843,430 ",Europe,862,"22,499",18
53,46,Nigeria,"41,180",,860 ,,"18,203",,"22,117",7,199,4,"266,323","1,290","206,466,283 ",Africa,"5,014","240,077",775
