,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","5,331,072","+60,653","213,577","+1,945","2,716,099","+43,367","2,401,396","26,245",,,,,,North America,"
",,
1,,"
South America
","3,873,537","+17,939","137,617",+329,"2,616,184","+5,849","1,119,736","14,272",,,,,,South America,"
",,
2,,"
Asia
","4,125,755","+78,236","94,021","+1,299","2,996,751","+57,876","1,034,983","19,740",,,,,,Asia,"
",,
3,,"
Europe
","2,832,313","+17,134","202,508",+422,"1,701,669","+11,857","928,136","5,124",,,,,,Europe,"
",,
4,,"
Africa
","893,208","+15,615","18,883",+343,"541,651","+13,830","332,674","1,120",,,,,,Africa,"
",,
5,,"
Oceania
","17,313",+278,199,+10,"11,056",,"6,058",46,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"17,073,919","+189,855","666,820","+4,348","10,584,061","+132,779","5,823,038","66,551","2,190",85.5,,,,All,"
",,
8,1,USA,"4,547,250","+48,907","153,236 ",+945,"2,221,005","+35,111","2,173,009","19,014","13,732",463,"56,442,070","170,442","331,150,490 ",North America,73,"2,161",6
9,2,Brazil,"2,498,668","+14,019","88,792 ",+158,"1,721,560",,"688,316","8,318","11,749",418,"12,601,096","59,251","212,673,594 ",South America,85,"2,395",17
10,3,India,"1,584,384","+52,249","35,003 ",+779,"1,021,611","+32,841","527,770","8,944","1,147",25,"17,743,740","12,848","1,381,011,634 ",Asia,872,"39,454",78
11,4,Russia,"828,990","+5,475","13,673 ",+169,"620,333","+8,116","194,984","2,300","5,680",94,"27,569,646","188,912","145,939,390 ",Europe,176,"10,674",5
12,5,South Africa,"471,123","+11,362","7,497 ",+240,"297,967","+10,654","165,659",539,"7,936",126,"2,873,163","48,400","59,363,180 ",Africa,126,"7,918",21
13,6,Mexico,"402,697","+7,208","44,876 ",+854,"261,457","+4,680","96,364","3,922","3,121",348,"940,089","7,286","129,032,870 ",North America,320,"2,875",137
14,7,Peru,"395,005",,"18,612 ",,"276,452",,"99,941","1,423","11,968",564,"2,270,717","68,799","33,005,022 ",South America,84,"1,773",15
15,8,Chile,"351,575","+1,775","9,278 ",+38,"324,557","+2,225","17,740","1,529","18,380",485,"1,580,823","82,642","19,128,483 ",South America,54,"2,062",12
16,9,Spain,"329,721","+2,031","28,441 ",+5,N/A,N/A,N/A,617,"7,052",608,"6,678,414","142,835","46,756,205 ",Europe,142,"1,644",7
17,10,UK,"301,455",+763,"45,961 ",+83,N/A,N/A,N/A,97,"4,439",677,"15,478,728","227,919","67,913,277 ",Europe,225,"1,478",4
18,11,Iran,"298,909","+2,636","16,343 ",+196,"259,116","+2,097","23,450","4,027","3,555",194,"2,405,862","28,617","84,071,188 ",Asia,281,"5,144",35
19,12,Pakistan,"276,288","+1,063","5,892 ",+27,"244,883","+2,447","25,513","1,179","1,249",27,"1,931,102","8,731","221,190,207 ",Asia,801,"37,541",115
20,13,Saudi Arabia,"272,590","+1,759","2,816 ",+27,"228,569","+2,945","41,205","2,063","7,821",81,"3,237,731","92,898","34,852,577 ",Asia,128,"12,377",11
21,14,Colombia,"267,385",,"9,074 ",,"136,690",,"121,621","1,493","5,251",178,"1,470,613","28,879","50,922,934 ",South America,190,"5,612",35
22,15,Italy,"246,776",+289,"35,129 ",+6,"199,031",+275,"12,616",38,"4,082",581,"6,690,311","110,666","60,454,745 ",Europe,245,"1,721",9
23,16,Bangladesh,"232,194","+3,009","3,035 ",+35,"130,292","+2,878","98,867",1,"1,409",18,"1,151,258","6,985","164,811,086 ",Asia,710,"54,303",143
24,17,Turkey,"228,924",+942,"5,659 ",+14,"212,557",+996,"10,708","1,280","2,712",67,"4,711,095","55,815","84,406,027 ",Asia,369,"14,915",18
25,18,Germany,"208,811",+860,"9,212 ",+5,"192,000",,"7,599",261,"2,492",110,"7,418,812","88,525","83,804,689 ",Europe,401,"9,097",11
26,19,France,"185,196","+1,392","30,238 ",+15,"81,311",,"73,647",385,"2,837",463,"2,982,302","45,681","65,284,764 ",Europe,353,"2,159",22
27,20,Argentina,"173,355",,"3,200 ",+21,"77,855","+2,772","92,300","1,002","3,833",71,"675,011","14,925","45,226,696 ",South America,261,"14,133",67
28,21,Iraq,"118,300","+2,968","4,603 ",+68,"83,461","+2,399","30,236",433,"2,937",114,"965,317","23,963","40,283,777 ",Asia,341,"8,752",42
29,22,Canada,"115,246",+252,"8,914 ",+2,"100,308",+174,"6,024","2,237","3,052",236,"3,899,192","103,244","37,766,893 ",North America,328,"4,237",10
30,23,Qatar,"110,153",+273,169 ,+2,"106,849",+246,"3,135",97,"39,231",60,"487,435","173,600","2,807,805 ",Asia,25,"16,614",6
31,24,Indonesia,"104,432","+2,381","4,975 ",+74,"62,138","+1,599","37,319",,382,18,"1,447,583","5,288","273,737,285 ",Asia,"2,621","55,023",189
32,25,Egypt,"93,356",+409,"4,728 ",+37,"37,025","+1,066","51,603",41,911,46,"135,000","1,317","102,468,991 ",Africa,"1,098","21,673",759
33,26,Kazakhstan,"86,192","+1,544",793 ,,"56,638","+2,234","28,761",221,"4,586",42,"2,064,778","109,869","18,793,145 ",Asia,218,"23,699",9
34,27,Philippines,"85,486","+1,874","1,962 ",+16,"26,996",+388,"56,528",351,779,18,"1,422,384","12,968","109,686,851 ",Asia,"1,283","55,906",77
35,28,Ecuador,"83,193",+914,"5,623 ",+39,"35,572",+289,"41,998",350,"4,710",318,"233,877","13,242","17,662,232 ",South America,212,"3,141",76
36,29,Sweden,"79,782",+27,"5,730 ",+9,N/A,N/A,N/A,43,"7,896",567,"810,356","80,201","10,104,050 ",Europe,127,"1,763",12
37,30,Oman,"78,569",+665,412 ,+10,"60,240","+1,653","17,917",184,"15,360",81,"303,711","59,374","5,115,243 ",Asia,65,"12,416",17
38,31,Bolivia,"72,327","+1,146","2,720 ",+73,"21,971",+493,"47,636",71,"6,190",233,"155,994","13,350","11,684,542 ",South America,162,"4,296",75
39,32,Israel,"68,299","+2,006",491 ,+5,"32,746",+564,"35,062",328,"7,426",53,"1,651,766","179,587","9,197,590 ",Asia,135,"18,732",6
40,33,Ukraine,"67,597","+1,022","1,650 ",+21,"37,394",+650,"28,553",99,"1,546",38,"998,299","22,838","43,712,285 ",Europe,647,"26,492",44
41,34,Belarus,"67,518",+152,548 ,+5,"61,442",+773,"5,528",,"7,145",58,"1,278,583","135,313","9,449,077 ",Europe,140,"17,243",7
42,35,Belgium,"66,662",+234,"9,833 ",+11,"17,476",+24,"39,353",49,"5,750",848,"1,588,423","137,010","11,593,501 ",Europe,174,"1,179",7
43,36,Dominican Republic,"66,182","+1,492","1,123 ",+22,"33,947","+1,933","31,112",286,"6,096",103,"250,424","23,068","10,855,975 ",North America,164,"9,667",43
44,37,Kuwait,"65,903",+754,444 ,+2,"56,467",+786,"8,992",125,"15,416",104,"498,357","116,572","4,275,105 ",Asia,65,"9,629",9
45,38,Panama,"62,223",,"1,349 ",,"36,181",,"24,693",148,"14,405",312,"213,597","49,448","4,319,610 ",North America,69,"3,202",20
46,39,UAE,"59,921",+375,347 ,,"53,202",+297,"6,372",,"6,053",35,"4,965,917","501,651","9,899,141 ",Asia,165,"28,528",2
47,40,Netherlands,"53,621",+247,"6,147 ",+2,N/A,N/A,N/A,21,"3,129",359,"962,965","56,189","17,137,826 ",Europe,320,"2,788",18
48,41,Singapore,"51,531",+334,27 ,,"46,098",+205,"5,406",,"8,803",5,"1,321,094","225,681","5,853,802 ",Asia,114,"216,807",4
49,42,Portugal,"50,613",+203,"1,725 ",+3,"35,875",+249,"13,013",41,"4,965",169,"1,561,919","153,215","10,194,321 ",Europe,201,"5,910",7
