,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","9,699,818","+62,893","328,179","+1,090","6,405,310","+46,168","2,966,329","18,266",,,,,,North America,"
",,
1,,"
Asia
","12,019,977","+99,989","216,105","+1,452","10,363,287","+107,191","1,440,585","21,014",,,,,,Asia,"
",,
2,,"
South America
","8,737,843","+36,489","273,303","+1,030","7,644,801","+59,514","819,739","17,597",,,,,,South America,"
",,
3,,"
Europe
","6,255,198","+105,768","233,000","+1,130","3,068,576","+24,677","2,953,622","11,164",,,,,,Europe,"
",,
4,,"
Africa
","1,601,181","+7,934","38,633",+271,"1,323,354","+5,057","239,194","1,771",,,,,,Africa,"
",,
5,,"
Oceania
","33,066",+32,944,+1,"29,577",+33,"2,545",10,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,659,,47,4,,,,,,,"
",,
7,,World,"38,347,804","+313,105","1,090,179","+4,974","28,835,564","+242,640","8,422,061","69,826","4,920",139.9,,,,All,"
",,
8,1,USA,"8,089,929","+51,353","220,827 ",+809,"5,221,384","+36,769","2,647,718","14,932","24,400",666,"120,410,022","363,164","331,558,077 ",North America,41,"1,501",3
9,2,India,"7,237,082","+63,517","110,617 ",+723,"6,298,705","+73,913","827,760","8,944","5,230",80,"88,945,107","64,273","1,383,863,737 ",Asia,191,"12,510",16
10,3,Brazil,"5,114,823","+11,415","151,063 ",+354,"4,526,975","+31,706","436,785","8,318","24,014",709,"17,900,000","84,041","212,990,988 ",South America,42,"1,410",12
11,4,Russia,"1,326,178","+13,868","22,966 ",+244,"1,031,785","+7,550","271,427","2,300","9,086",157,"51,364,269","351,925","145,952,510 ",Europe,110,"6,355",3
12,5,Spain,"925,341","+7,118","33,204 ",+80,N/A,N/A,N/A,"1,595","19,789",710,"14,590,713","312,034","46,760,002 ",Europe,51,"1,408",3
13,6,Colombia,"924,098","+5,015","28,141 ",+156,"806,703","+8,307","89,254","2,220","18,106",551,"4,234,813","82,975","51,036,966 ",South America,55,"1,814",12
