,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
0,World,3566487,"+2,798",248302.0,156.0,1154550.0,2163635,50051.0,458.0,31.9,,
1,USA,1188122,,68598.0,,178263.0,941261,16139.0,3589.0,207.0,7196740.0,21742.0
2,Spain,247122,,25264.0,,148558.0,73300,2386.0,5285.0,540.0,1932455.0,41332.0
3,Italy,210717,,28884.0,,81654.0,100179,1501.0,3485.0,478.0,2153772.0,35622.0
4,UK,186599,,28446.0,,,157809,1559.0,2749.0,419.0,1206405.0,17771.0
5,France,168693,,24895.0,,50784.0,93014,3819.0,2584.0,381.0,1100228.0,16856.0
6,Germany,165664,,6866.0,,130600.0,28198,1979.0,1977.0,82.0,2547052.0,30400.0
7,Russia,134687,,1280.0,,16639.0,116768,2300.0,923.0,9.0,4100000.0,28095.0
8,Turkey,126045,,3397.0,,63151.0,59497,1424.0,1495.0,40.0,1135367.0,13462.0
9,Brazil,101826,+679,7051.0,26.0,42991.0,51784,8318.0,479.0,33.0,339552.0,1597.0
10,Iran,97424,,6203.0,,78422.0,12799,2690.0,1160.0,74.0,496273.0,5909.0
11,Canada,59474,,3682.0,,24908.0,30884,557.0,1576.0,98.0,897444.0,23778.0
12,Belgium,49906,,7844.0,,12309.0,29753,674.0,4306.0,677.0,423971.0,36582.0
13,Peru,45928,,1286.0,,13550.0,31092,679.0,1393.0,39.0,375096.0,11376.0
14,India,42533,+28,1391.0,,11775.0,29367,,31.0,1.0,1107233.0,802.0
15,Netherlands,40571,,5056.0,,,35265,688.0,2368.0,295.0,225899.0,13184.0
16,Switzerland,29905,,1762.0,,24500.0,3643,141.0,3455.0,204.0,280220.0,32378.0
17,Ecuador,29538,,1564.0,,3300.0,24674,149.0,1674.0,89.0,78659.0,4458.0
18,Saudi Arabia,27011,,184.0,,4134.0,22693,139.0,776.0,5.0,352555.0,10127.0
19,Portugal,25282,,1043.0,,1689.0,22550,144.0,2479.0,102.0,426836.0,41860.0
20,Mexico,23471,"+1,383",2154.0,93.0,13447.0,7870,378.0,182.0,17.0,93791.0,727.0
21,Sweden,22317,,2679.0,,1005.0,18633,403.0,2210.0,265.0,119500.0,11833.0
22,Ireland,21506,,1303.0,,13386.0,6817,98.0,4355.0,264.0,169377.0,34302.0
23,Pakistan,20186,+102,462.0,5.0,5590.0,14134,111.0,91.0,2.0,212511.0,962.0
24,Chile,19663,,260.0,,10041.0,9362,408.0,1029.0,14.0,206218.0,10788.0
25,Singapore,18205,,18.0,,1408.0,16779,22.0,3112.0,3.0,143919.0,24600.0
26,Belarus,16705,,99.0,,3196.0,13410,92.0,1768.0,10.0,204239.0,21614.0
27,Israel,16208,,232.0,,9749.0,6227,103.0,1873.0,27.0,397046.0,45872.0
28,Austria,15597,,598.0,,13228.0,1771,114.0,1732.0,66.0,274355.0,30462.0
29,Qatar,15551,,12.0,,1664.0,13875,72.0,5398.0,4.0,104435.0,36249.0
30,Japan,14877,,487.0,,3981.0,10409,321.0,118.0,4.0,183251.0,1449.0
31,UAE,14163,,126.0,,2763.0,11274,1.0,1432.0,13.0,1200000.0,121330.0
32,Poland,13693,,678.0,,3945.0,9070,160.0,362.0,18.0,375948.0,9933.0
33,Romania,13163,,790.0,,4869.0,7504,255.0,684.0,41.0,195508.0,10163.0
34,Ukraine,11913,,288.0,,1548.0,10077,158.0,272.0,7.0,129723.0,2966.0
35,Indonesia,11192,,845.0,,1876.0,8471,,41.0,3.0,112965.0,413.0
36,S. Korea,10801,+8,252.0,2.0,9217.0,1332,55.0,211.0,5.0,633921.0,12365.0
37,Denmark,9523,,484.0,,6987.0,2052,62.0,1644.0,84.0,233799.0,40364.0
38,Serbia,9464,,193.0,,1551.0,7720,54.0,1083.0,22.0,101911.0,11664.0
39,Bangladesh,9455,,177.0,,1063.0,8215,1.0,57.0,1.0,81434.0,494.0
40,Philippines,9223,,607.0,,1214.0,7402,31.0,84.0,6.0,120736.0,1102.0
41,Dominican Republic,7954,,333.0,,1606.0,6015,144.0,733.0,31.0,30102.0,2775.0
42,Norway,7847,,211.0,,32.0,7604,37.0,1447.0,39.0,172586.0,31835.0
43,Czechia,7781,,248.0,,3587.0,3946,62.0,727.0,23.0,257678.0,24062.0
44,Colombia,7668,,340.0,,1722.0,5606,118.0,151.0,7.0,114602.0,2252.0
45,Panama,7197,+107,200.0,3.0,641.0,6356,91.0,1668.0,46.0,34459.0,7986.0
46,Australia,6822,+21,95.0,,5849.0,878,29.0,268.0,4.0,633107.0,24828.0
47,South Africa,6783,,131.0,,2549.0,4103,36.0,114.0,2.0,245747.0,4144.0
48,Egypt,6465,,429.0,,1562.0,4474,,63.0,4.0,90000.0,879.0
49,Malaysia,6298,,105.0,,4413.0,1780,27.0,195.0,3.0,195833.0,6051.0
50,Finland,5254,,230.0,,3000.0,2024,49.0,948.0,42.0,102300.0,18463.0
51,Kuwait,4983,,38.0,,1776.0,3169,72.0,1167.0,9.0,196397.0,45988.0
52,Morocco,4903,,174.0,,1438.0,3291,1.0,133.0,5.0,42112.0,1141.0
53,Argentina,4783,,246.0,,1354.0,3183,157.0,106.0,5.0,65813.0,1456.0
54,Algeria,4474,,463.0,,1936.0,2075,22.0,102.0,11.0,6500.0,148.0
55,Moldova,4121,,125.0,,1382.0,2614,237.0,1022.0,31.0,20447.0,5069.0
56,Kazakhstan,3920,,27.0,,1084.0,2809,40.0,209.0,1.0,296136.0,15771.0
57,Luxembourg,3824,,96.0,,3379.0,349,22.0,6109.0,153.0,48118.0,76869.0
58,Bahrain,3383,,8.0,,1718.0,1657,1.0,1988.0,5.0,144155.0,84719.0
59,Hungary,3035,+37,351.0,11.0,630.0,2054,55.0,314.0,36.0,83958.0,8691.0
60,Thailand,2987,+18,54.0,,2740.0,193,61.0,43.0,0.8,227860.0,3264.0
61,Afghanistan,2704,,85.0,,345.0,2274,7.0,69.0,2.0,11068.0,284.0
62,Greece,2626,,144.0,,1374.0,1108,37.0,252.0,14.0,79332.0,7611.0
63,Oman,2568,,12.0,,750.0,1806,17.0,503.0,2.0,40459.0,7923.0
64,Nigeria,2558,,87.0,,400.0,2071,4.0,12.0,0.4,17566.0,85.0
65,Armenia,2386,,35.0,,1035.0,1316,10.0,805.0,12.0,24177.0,8159.0
66,Iraq,2296,,97.0,,1490.0,709,,57.0,2.0,103262.0,2567.0
67,Ghana,2169,,18.0,,229.0,1922,4.0,70.0,0.6,117049.0,3767.0
68,Uzbekistan,2149,,10.0,,1319.0,820,8.0,64.0,0.3,242536.0,7247.0
69,Croatia,2096,,79.0,,1489.0,528,15.0,511.0,19.0,38084.0,9277.0
70,Cameroon,2077,,64.0,,953.0,1060,12.0,78.0,2.0,,
71,Azerbaijan,1932,,25.0,,1441.0,466,17.0,191.0,2.0,157932.0,15576.0
72,Bosnia and Herzegovina,1857,,77.0,,825.0,955,4.0,566.0,23.0,33928.0,10341.0
73,Iceland,1799,,10.0,,1717.0,72,,5272.0,29.0,50406.0,147713.0
74,Estonia,1700,,55.0,,259.0,1386,7.0,1282.0,41.0,55206.0,41617.0
75,Cuba,1649,,67.0,,827.0,755,13.0,146.0,6.0,53545.0,4727.0
76,Bulgaria,1618,,73.0,,308.0,1237,39.0,233.0,11.0,47636.0,6856.0
77,Bolivia,1594,+124,76.0,5.0,166.0,1352,3.0,137.0,7.0,7651.0,655.0
78,Guinea,1586,,7.0,,405.0,1174,,121.0,0.5,,
79,North Macedonia,1511,,84.0,,945.0,482,21.0,725.0,40.0,17246.0,8278.0
80,New Zealand,1487,,20.0,,1276.0,191,,308.0,4.0,152696.0,31665.0
81,Slovenia,1439,,96.0,,241.0,1102,21.0,692.0,46.0,55520.0,26706.0
82,Lithuania,1410,,46.0,,635.0,729,17.0,518.0,17.0,141678.0,52044.0
83,Slovakia,1408,,24.0,,619.0,765,7.0,258.0,4.0,96220.0,17624.0
84,Ivory Coast,1398,,17.0,,653.0,728,,53.0,0.6,10778.0,409.0
85,Senegal,1182,,9.0,,372.0,801,4.0,71.0,0.5,466.0,28.0
86,Djibouti,1112,,2.0,,686.0,424,,1126.0,2.0,13856.0,14024.0
87,Honduras,1055,+45,82.0,6.0,118.0,855,10.0,107.0,8.0,4810.0,486.0
88,Hong Kong,1040,,4.0,,879.0,157,3.0,139.0,0.5,154989.0,20674.0
89,Tunisia,1013,,42.0,,328.0,643,25.0,86.0,4.0,24406.0,2065.0
90,Latvia,879,,16.0,,348.0,515,4.0,466.0,8.0,64245.0,34061.0
91,Cyprus,872,,15.0,,296.0,561,15.0,722.0,12.0,62267.0,51573.0
92,Kyrgyzstan,830,+35,10.0,,575.0,245,13.0,127.0,2.0,56488.0,8658.0
93,Albania,795,,31.0,,531.0,233,7.0,276.0,11.0,8866.0,3081.0
94,Niger,750,,36.0,,518.0,196,,31.0,1.0,5309.0,219.0
95,Andorra,748,,45.0,,493.0,210,17.0,9681.0,582.0,1673.0,21653.0
96,Costa Rica,739,,6.0,,386.0,347,6.0,145.0,1.0,13851.0,2719.0
