,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
0,World,3633345,"+69,656",251463.0,"+3,317",1184110.0,2197772,49904.0,466.0,32.3,,
1,USA,1207552,"+19,430",69374.0,+776,181918.0,956260,16043.0,3648.0,210.0,7398148.0,22351.0
2,Spain,248301,"+1,179",25428.0,+164,151633.0,71240,2254.0,5311.0,544.0,1932455.0,41332.0
3,Italy,211938,"+1,221",29079.0,+195,82879.0,99980,1479.0,3505.0,481.0,2191403.0,36244.0
4,UK,190584,"+3,985",28734.0,+288,,161506,1559.0,2807.0,423.0,1291591.0,19026.0
5,France,169462,+769,25201.0,+306,51371.0,92890,3696.0,2596.0,386.0,1100228.0,16856.0
6,Germany,165824,+160,6918.0,+52,132700.0,26206,1949.0,1979.0,83.0,2547052.0,30400.0
7,Russia,145268,"+10,581",1356.0,+76,18095.0,125817,2300.0,995.0,9.0,4300000.0,29465.0
8,Turkey,127659,"+1,614",3461.0,+64,68166.0,56032,1384.0,1514.0,41.0,1171138.0,13886.0
9,Brazil,105222,"+4,075",7288.0,+263,42991.0,54943,8318.0,495.0,34.0,339552.0,1597.0
10,Iran,98647,"+1,223",6277.0,+74,79379.0,12991,2676.0,1174.0,75.0,508288.0,6052.0
11,Canada,60616,"+1,142",3842.0,+160,25422.0,31352,557.0,1606.0,102.0,919368.0,24359.0
12,Belgium,50267,+361,7924.0,+80,12378.0,29965,655.0,4337.0,684.0,440700.0,38025.0
13,Peru,47372,"+1,444",1344.0,+58,14427.0,31601,694.0,1437.0,41.0,385492.0,11692.0
14,India,46437,"+3,932",1566.0,+175,12847.0,32024,,34.0,1.0,1107233.0,802.0
15,Netherlands,40770,+199,5082.0,+26,,35438,683.0,2379.0,297.0,235909.0,13768.0
16,Ecuador,31881,"+2,343",1569.0,+5,3433.0,26879,159.0,1807.0,89.0,80171.0,4544.0
17,Switzerland,29981,+76,1784.0,+22,24500.0,3697,141.0,3464.0,206.0,282750.0,32670.0
18,Saudi Arabia,28656,"+1,645",191.0,+7,4476.0,23989,143.0,823.0,5.0,364561.0,10472.0
