,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
0,World,2473536,"+66,961",170151.0,"+5,120",645019.0,1658366,56444.0,317.0,21.8,,
1,USA,788172,"+23,536",42223.0,"+1,648",71781.0,674168,13634.0,2381.0,128.0,3987028.0,12045.0
2,Spain,200210,"+1,536",20852.0,+399,80587.0,98771,7371.0,4282.0,446.0,930230.0,19896.0
3,Italy,181228,"+2,256",24114.0,+454,48877.0,108237,2573.0,2997.0,399.0,1398024.0,23122.0
4,France,155383,"+2,489",20265.0,+547,37409.0,97709,5683.0,2380.0,310.0,463662.0,7103.0
5,Germany,146653,+911,4706.0,+64,91500.0,50447,2889.0,1750.0,56.0,1728357.0,20629.0
6,UK,124743,"+4,676",16509.0,+449,,107890,1559.0,1838.0,243.0,501379.0,7386.0
7,Turkey,90980,"+4,674",2140.0,+123,13430.0,75410,1909.0,1079.0,25.0,673980.0,7991.0
8,Iran,83505,"+1,294",5209.0,+91,59273.0,19023,3389.0,994.0,62.0,353012.0,4203.0
9,Russia,47121,"+4,268",405.0,+44,3446.0,43270,700.0,323.0,3.0,2053319.0,14070.0
10,Brazil,40581,"+1,927",2845.0,+383,22130.0,15606,7919.0,191.0,13.0,62985.0,296.0
11,Belgium,39983,"+1,487",5828.0,+145,8895.0,25260,1071.0,3450.0,503.0,161896.0,13969.0
12,Canada,36670,"+1,614",1680.0,+93,12197.0,22793,557.0,972.0,45.0,549349.0,14555.0
13,Netherlands,33405,+750,3751.0,+67,250.0,29404,1158.0,1950.0,219.0,171415.0,10004.0
14,Switzerland,27944,+204,1429.0,+36,18600.0,7915,386.0,3229.0,165.0,224442.0,25933.0
15,Portugal,20863,+657,735.0,+21,610.0,19518,215.0,2046.0,72.0,235878.0,23133.0
16,India,18539,+924,592.0,+33,3273.0,14674,,13.0,0.4,401586.0,291.0
17,Peru,16325,+697,445.0,+45,6968.0,8912,385.0,495.0,13.0,148011.0,4489.0
18,Ireland,15652,+401,687.0,+77,77.0,14888,294.0,3170.0,139.0,90646.0,18358.0
19,Austria,14795,+46,470.0,+18,10631.0,3694,194.0,1643.0,52.0,182949.0,20313.0
20,Sweden,14777,+392,1580.0,+40,550.0,12647,521.0,1463.0,156.0,74600.0,7387.0
21,Israel,13713,+222,177.0,+5,4049.0,9487,149.0,1584.0,20.0,240303.0,27763.0
22,Japan,10797,,236.0,,1159.0,9402,217.0,85.0,2.0,112816.0,892.0
23,S. Korea,10674,+13,236.0,+2,8114.0,2324,55.0,208.0,5.0,563035.0,10982.0
24,Chile,10507,+419,139.0,+6,4676.0,5692,377.0,550.0,7.0,118827.0,6216.0
25,Saudi Arabia,10484,"+1,122",103.0,+6,1490.0,8891,88.0,301.0,3.0,180000.0,5170.0
26,Ecuador,10128,+660,507.0,+33,1150.0,8471,124.0,574.0,29.0,32453.0,1839.0
27,Poland,9593,+306,380.0,+20,1133.0,8080,160.0,253.0,10.0,214236.0,5661.0
28,Romania,8936,+190,478.0,+27,2017.0,6441,261.0,465.0,25.0,98491.0,5120.0
29,Pakistan,8418,+70,176.0,+8,1970.0,6272,46.0,38.0,0.8,104302.0,472.0
30,Mexico,8261,+764,686.0,+36,2627.0,4948,207.0,64.0,5.0,49570.0,384.0
31,Singapore,8014,"+1,426",11.0,,801.0,7202,23.0,1370.0,2.0,94796.0,16203.0
32,Denmark,7515,+131,364.0,+9,4312.0,2839,84.0,1297.0,63.0,96244.0,16616.0
33,UAE,7265,+484,43.0,+2,1360.0,5862,1.0,735.0,4.0,767000.0,77550.0
34,Norway,7127,+49,181.0,+16,32.0,6914,58.0,1315.0,33.0,143255.0,26425.0
35,Czechia,6838,+92,194.0,+8,1559.0,5085,84.0,639.0,18.0,172123.0,16073.0
36,Indonesia,6760,+185,590.0,+8,747.0,5423,,25.0,2.0,43749.0,160.0
37,Serbia,6630,+312,125.0,+3,870.0,5635,108.0,759.0,14.0,41812.0,4785.0
38,Australia,6619,+7,71.0,,4258.0,2290,49.0,260.0,3.0,431734.0,16931.0
39,Philippines,6459,+200,428.0,+19,613.0,5418,1.0,59.0,4.0,59928.0,547.0
40,Belarus,6264,"+1,485",51.0,+4,514.0,5699,92.0,663.0,5.0,102556.0,10853.0
41,Qatar,6015,+567,9.0,+1,555.0,5451,37.0,2088.0,3.0,64620.0,22429.0
42,Ukraine,5710,+261,151.0,+10,359.0,5200,45.0,131.0,3.0,58093.0,1328.0
43,Malaysia,5425,+36,89.0,,3295.0,2041,45.0,168.0,3.0,108216.0,3344.0
44,Dominican Republic,4964,+284,235.0,+9,416.0,4313,128.0,458.0,22.0,57809.0,5329.0
45,Panama,4467,+194,126.0,+6,165.0,4176,98.0,1035.0,29.0,19091.0,4425.0
