,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop
0,China,80739,44.0,3120.0,23.0,58731.0,18888,5111.0,56.1
1,S. Korea,7478,165.0,53.0,3.0,166.0,7259,36.0,145.9
2,Italy,7375,,366.0,,622.0,6387,650.0,122.0
3,Iran,7161,595.0,237.0,43.0,2394.0,4530,,85.3
4,France,1209,,19.0,,12.0,1178,45.0,18.5
5,Germany,1151,111.0,,,18.0,1133,9.0,13.7
6,Spain,979,305.0,25.0,8.0,32.0,922,11.0,20.9
7,Diamond Princess,696,,7.0,,245.0,444,32.0,
8,USA,554,13.0,22.0,,15.0,517,8.0,1.7
9,Japan,502,,7.0,,76.0,419,30.0,4.0
10,Switzerland,374,42.0,2.0,,3.0,369,,43.2
11,UK,280,2.0,3.0,,18.0,259,,4.1
12,Netherlands,265,,3.0,,,262,1.0,15.5
13,Sweden,248,45.0,,,1.0,247,,24.6
14,Belgium,239,39.0,,,1.0,238,1.0,20.6
15,Norway,179,3.0,,,1.0,178,,33.0
16,Singapore,150,,,,90.0,60,9.0,25.6
17,Malaysia,117,18.0,,,24.0,93,2.0,3.6
18,Hong Kong,115,,3.0,,59.0,53,6.0,15.3
19,Austria,112,8.0,,,2.0,110,1.0,12.4
20,Bahrain,109,24.0,,,14.0,95,,64.1
21,Australia,93,10.0,3.0,,22.0,68,1.0,3.6
22,Greece,73,,,,,73,1.0,7.0
23,Canada,67,1.0,,,8.0,59,1.0,1.8
24,Iraq,65,,6.0,,1.0,58,,1.6
25,Kuwait,65,1.0,,,1.0,64,3.0,15.2
26,UAE,59,14.0,,,7.0,52,2.0,6.0
27,Iceland,58,,,,1.0,57,,
28,Egypt,55,,1.0,,1.0,53,,0.5
29,San Marino,51,14.0,2.0,1.0,,49,5.0,
30,Thailand,50,,1.0,,33.0,16,1.0,0.7
31,Taiwan,45,,1.0,,15.0,29,,1.9
32,India,43,3.0,,,4.0,39,,
33,Israel,39,,,,4.0,35,1.0,4.5
34,Denmark,35,,,,1.0,34,,6.0
35,Czechia,32,,,,,32,,3.0
36,Lebanon,32,,,,1.0,31,3.0,4.7
37,Portugal,31,1.0,,,,31,,3.0
38,Vietnam,31,1.0,,,16.0,15,,0.3
39,Finland,30,5.0,,,1.0,29,,5.4
40,Brazil,25,,,,,25,1.0,0.1
41,Ireland,21,,,,,21,,4.3
42,Philippines,20,10.0,1.0,,2.0,17,1.0,0.2
43,Algeria,20,,,,,20,,0.5
44,Palestine,20,1.0,,,,20,,3.9
45,Indonesia,19,13.0,,,,19,,0.1
46,Slovenia,19,3.0,,,,19,,9.1
47,Qatar,18,3.0,,,,18,,6.2
48,Russia,17,,,,3.0,14,,0.1
49,Oman,16,,,,2.0,14,,3.1
50,Poland,16,5.0,,,,16,2.0,0.4
51,Ecuador,15,1.0,,,,15,1.0,0.9
52,Georgia,15,2.0,,,,15,1.0,3.8
53,Romania,15,,,,5.0,10,,0.8
54,Saudi Arabia,15,4.0,,,1.0,14,,0.4
55,Argentina,12,,1.0,,,11,,0.3
56,Croatia,12,,,,,12,,2.9
57,Macao,10,,,,10.0,0,,
58,Estonia,10,,,,,10,,7.5
59,Chile,10,,,,,10,,0.5
60,Azerbaijan,9,,,,,9,,0.9
61,Costa Rica,9,,,,,9,1.0,1.8
62,Hungary,9,2.0,,,,9,,0.9
63,Mexico,7,,,,1.0,6,1.0,0.1
64,Pakistan,7,,,,1.0,6,,
65,Peru,7,,,,,7,,0.2
66,Belarus,6,,,,,6,,0.6
67,Latvia,6,3.0,,,1.0,5,,3.2
68,Slovakia,6,1.0,,,,6,,1.1
69,Dominican Republic,5,,,,,5,,0.5
70,Luxembourg,5,,,,,5,,
71,New Zealand,5,,,,,5,,1.0
72,French Guiana,5,,,,,5,,
73,Afghanistan,4,,,,,4,,0.1
74,North Macedonia,4,1.0,,,,4,,1.9
75,Senegal,4,,,,1.0,3,,0.2
76,Bulgaria,4,,,,,4,,0.6
77,Maldives,4,,,,,4,,
78,Bangladesh,3,,,,,3,,
79,Bosnia and Herzegovina,3,,,,,3,,0.9
80,Malta,3,,,,,3,,
81,South Africa,3,,,,,3,,0.1
82,Cambodia,2,,,,1.0,1,,0.1
83,Morocco,2,,,,,2,1.0,0.1
84,Nigeria,2,1.0,,,,2,,
85,Tunisia,2,,,,,2,,0.2
86,Albania,2,,,,,2,,0.7
87,Cameroon,2,,,,,2,,0.1
88,Faeroe Islands,2,,,,,2,,
89,Martinique,2,,,,,2,,
90,Saint Martin,2,,,,,2,,
91,Andorra,1,,,,,1,,
92,Armenia,1,,,,,1,,0.3
93,Jordan,1,,,,,1,,0.1
94,Lithuania,1,,,,,1,,0.4
95,Monaco,1,,,,,1,,
96,Nepal,1,,,,1.0,0,,
97,Sri Lanka,1,,,,1.0,0,,
98,Ukraine,1,,,,,1,,
99,Bhutan,1,,,,,1,,
100,Colombia,1,,,,,1,,
101,Gibraltar,1,,,,1.0,0,,
102,Vatican City,1,,,,,1,,
103,Liechtenstein,1,,,,,1,,
104,Moldova,1,,,,,1,,0.2
105,Paraguay,1,,,,,1,,0.1
106,St. Barth,1,,,,,1,,
107,Serbia,1,,,,,1,,0.1
108,Togo,1,,,,,1,,0.1
109,Total:,111465,1514.0,3883.0,78.0,62671.0,44911,5979.0,14.3
