,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop
0,China,80739,44.0,3120.0,23.0,58742.0,18877,5111.0,56.1
1,S. Korea,7478,165.0,53.0,3.0,166.0,7259,36.0,145.9
2,Italy,7375,,366.0,,622.0,6387,650.0,122.0
3,Iran,7161,595.0,237.0,43.0,2394.0,4530,,85.3
4,France,1209,,21.0,2.0,12.0,1176,45.0,18.5
5,Germany,1164,124.0,,,18.0,1146,9.0,13.9
6,Spain,1050,376.0,26.0,9.0,32.0,992,11.0,22.5
7,Diamond Princess,696,,7.0,,245.0,444,32.0,
8,USA,566,25.0,22.0,,15.0,529,8.0,1.7
9,Japan,530,28.0,9.0,2.0,101.0,420,33.0,4.2
10,Switzerland,374,42.0,2.0,,3.0,369,,43.2
11,Netherlands,321,56.0,3.0,,,318,1.0,18.7
12,UK,321,43.0,3.0,,18.0,300,,4.7
13,Sweden,248,45.0,,,1.0,247,,24.6
14,Belgium,239,39.0,,,1.0,238,1.0,20.6
15,Norway,183,7.0,,,1.0,182,,33.8
16,Singapore,160,10.0,,,93.0,67,10.0,27.3
17,Malaysia,117,18.0,,,24.0,93,2.0,3.6
18,Hong Kong,115,,3.0,,59.0,53,6.0,15.3
19,Austria,112,8.0,,,2.0,110,1.0,12.4
20,Bahrain,109,24.0,,,14.0,95,,64.1
21,Australia,93,10.0,3.0,,22.0,68,1.0,3.6
22,Greece,74,1.0,,,,74,1.0,7.1
23,Canada,67,1.0,,,8.0,59,1.0,1.8
24,Iraq,65,,6.0,,1.0,58,,1.6
25,Kuwait,65,1.0,,,1.0,64,3.0,15.2
26,Iceland,60,2.0,,,1.0,59,,
27,Denmark,59,24.0,,,1.0,58,,10.2
28,UAE,59,14.0,,,12.0,47,2.0,6.0
29,Egypt,55,,1.0,,1.0,53,,0.5
30,San Marino,51,14.0,2.0,1.0,,49,5.0,
31,Thailand,50,,1.0,,33.0,16,1.0,0.7
32,Taiwan,45,,1.0,,15.0,29,,1.9
33,India,43,3.0,,,4.0,39,,
34,Israel,39,,,,4.0,35,1.0,4.5
35,Czechia,35,3.0,,,,35,,3.3
36,Lebanon,32,,,,1.0,31,3.0,4.7
37,Portugal,31,1.0,,,,31,,3.0
38,Vietnam,31,1.0,,,16.0,15,,0.3
39,Finland,30,5.0,,,1.0,29,,5.4
40,Brazil,25,,,,,25,1.0,0.1
41,Palestine,25,6.0,,,,25,,4.9
42,Philippines,24,14.0,1.0,,2.0,21,1.0,0.2
43,Slovenia,23,7.0,,,,23,,11.1
44,Ireland,21,,,,,21,,4.3
45,Algeria,20,,,,,20,,0.5
46,Indonesia,19,13.0,,,,19,,0.1
47,Oman,18,2.0,,,9.0,9,,3.5
48,Qatar,18,3.0,,,,18,,6.2
49,Russia,17,,,,3.0,14,,0.1
50,Poland,16,5.0,,,,16,2.0,0.4
51,Ecuador,15,1.0,,,,15,1.0,0.9
52,Georgia,15,2.0,,,,15,1.0,3.8
53,Romania,15,,,,5.0,10,,0.8
54,Saudi Arabia,15,4.0,,,1.0,14,,0.4
55,Argentina,12,,1.0,,,11,,0.3
56,Croatia,12,,,,,12,,2.9
57,Macao,10,,,,10.0,0,,
58,Estonia,10,,,,,10,,7.5
59,Chile,10,,,,,10,,0.5
60,Azerbaijan,9,,,,,9,,0.9
61,Costa Rica,9,,,,,9,1.0,1.8
62,Hungary,9,2.0,,,,9,,0.9
63,Slovakia,8,3.0,,,,8,,1.5
64,Mexico,7,,,,1.0,6,1.0,0.1
65,Pakistan,7,,,,1.0,6,,
66,Peru,7,,,,,7,,0.2
67,South Africa,7,4.0,,,,7,,0.1
68,Belarus,6,,,,,6,,0.6
69,Latvia,6,3.0,,,1.0,5,,3.2
70,Dominican Republic,5,,,,,5,,0.5
71,Luxembourg,5,,,,,5,,
72,New Zealand,5,,,,,5,,1.0
73,Tunisia,5,3.0,,,,5,,0.4
74,French Guiana,5,,,,,5,,
75,Afghanistan,4,,,,,4,,0.1
76,North Macedonia,4,1.0,,,,4,,1.9
77,Senegal,4,,,,1.0,3,,0.2
78,Bulgaria,4,,,,,4,,0.6
79,Maldives,4,,,,,4,,
80,Bangladesh,3,,,,,3,,
81,Bosnia and Herzegovina,3,,,,,3,,0.9
82,Colombia,3,2.0,,,,3,,0.1
83,Malta,3,,,,,3,,
84,Cambodia,2,,,,1.0,1,,0.1
85,Morocco,2,,,,,2,1.0,0.1
86,Nigeria,2,1.0,,,,2,,
87,Albania,2,,,,,2,,0.7
88,Cameroon,2,,,,,2,,0.1
89,Faeroe Islands,2,,,,,2,,
90,Martinique,2,,,,,2,,
91,Saint Martin,2,,,,,2,,
92,Andorra,1,,,,,1,,
93,Armenia,1,,,,,1,,0.3
94,Jordan,1,,,,,1,,0.1
95,Lithuania,1,,,,,1,,0.4
96,Monaco,1,,,,,1,,
97,Nepal,1,,,,1.0,0,,
98,Sri Lanka,1,,,,1.0,0,,
99,Ukraine,1,,,,,1,,
100,Bhutan,1,,,,,1,,
101,Brunei,1,1.0,,,,1,,
102,Channel Islands,1,1.0,,,,1,,
103,Gibraltar,1,,,,1.0,0,,
104,Vatican City,1,,,,,1,,
105,Liechtenstein,1,,,,,1,,
106,Moldova,1,,,,,1,,0.2
107,Paraguay,1,,,,,1,,0.1
108,St. Barth,1,,,,,1,,
109,Serbia,1,,,,,1,,0.1
110,Togo,1,,,,,1,,0.1
111,Total:,111758,1807.0,3888.0,83.0,62722.0,45148,5983.0,14.3
