,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop
0,China,80703,+8,3098.0,1.0,57339.0,20266,5264.0,56.1
1,Italy,7375,"+1,492",366.0,133.0,622.0,6387,650.0,122.0
2,S. Korea,7313,+272,50.0,2.0,130.0,7133,36.0,142.6
3,Iran,6566,+743,194.0,49.0,2134.0,4238,,78.2
4,France,1209,+260,19.0,3.0,12.0,1178,45.0,18.5
5,Germany,1040,+240,,,18.0,1022,9.0,12.4
6,Diamond Princess,696,,7.0,,245.0,444,32.0,
7,Spain,674,+149,17.0,7.0,32.0,625,11.0,14.4
8,USA,538,+103,22.0,3.0,15.0,501,8.0,1.6
9,Japan,502,+41,7.0,1.0,76.0,419,29.0,4.0
10,Switzerland,337,+69,2.0,1.0,3.0,332,,38.9
11,UK,273,+64,3.0,1.0,18.0,252,,4.0
12,Netherlands,265,+77,3.0,2.0,,262,1.0,15.5
13,Sweden,203,+42,,,1.0,202,,20.1
14,Belgium,200,+31,,,1.0,199,1.0,17.3
15,Norway,176,+20,,,1.0,175,,32.5
16,Singapore,150,+12,,,90.0,60,9.0,25.6
17,Hong Kong,115,+7,3.0,1.0,59.0,53,6.0,15.3
18,Austria,104,+23,,,2.0,102,1.0,11.5
19,Malaysia,99,+6,,,24.0,75,,3.1
20,Bahrain,85,,,,14.0,71,,50.0
21,Australia,80,+6,3.0,,22.0,55,1.0,3.1
22,Greece,73,+7,,,,73,1.0,7.0
23,Canada,64,+4,,,8.0,56,1.0,1.7
24,Kuwait,64,+3,,,1.0,63,3.0,15.0
25,Iraq,60,+6,6.0,2.0,1.0,53,,1.5
26,Iceland,58,+8,,,1.0,57,,
27,Egypt,55,+7,1.0,1.0,1.0,53,,0.5
28,Thailand,50,,1.0,,31.0,18,1.0,0.7
29,Taiwan,45,,1.0,,15.0,29,,1.9
30,UAE,45,,,,7.0,38,2.0,4.5
31,India,43,+9,,,3.0,40,,
32,Israel,39,+14,,,3.0,36,1.0,4.5
33,San Marino,36,+10,1.0,,,35,5.0,
34,Denmark,35,+8,,,1.0,34,,6.0
35,Czechia,32,+6,,,,32,,3.0
36,Lebanon,32,+4,,,1.0,31,3.0,4.7
37,Portugal,30,+9,,,,30,,2.9
38,Vietnam,30,+10,,,16.0,14,,0.3
39,Brazil,25,+6,,,,25,1.0,0.1
40,Finland,25,+6,,,1.0,24,,4.5
41,Ireland,21,+2,,,,21,,4.3
42,Algeria,20,+1,,,,20,,0.5
43,Palestine,19,,,,,19,,3.7
44,Russia,17,+3,,,3.0,14,,0.1
45,Oman,16,,,,2.0,14,,3.1
46,Slovenia,16,+4,,,,16,,7.7
47,Qatar,15,+3,,,,15,,5.2
48,Romania,15,+2,,,5.0,10,,0.8
49,Ecuador,14,,,,,14,1.0,0.8
50,Georgia,13,,,,,13,1.0,3.3
51,Argentina,12,+3,1.0,,,11,,0.3
52,Croatia,12,,,,,12,,2.9
53,Saudi Arabia,11,+4,,,1.0,10,,0.3
54,Poland,11,+5,,,,11,1.0,0.3
55,Philippines,10,+4,1.0,,2.0,7,1.0,0.1
56,Macao,10,,,,10.0,0,,
57,Estonia,10,,,,,10,,7.5
58,Chile,10,+3,,,,10,,0.5
59,Azerbaijan,9,,,,,9,,0.9
60,Mexico,7,+1,,,1.0,6,1.0,0.1
61,Pakistan,7,+1,,,1.0,6,,
62,Hungary,7,+2,,,,7,,0.7
63,Belarus,6,,,,,6,,0.6
64,Indonesia,6,+2,,,,6,,
65,Peru,6,,,,,6,,0.2
66,Dominican Republic,5,+3,,,,5,,0.5
67,Luxembourg,5,+1,,,,5,,
68,New Zealand,5,,,,,5,,1.0
69,Costa Rica,5,+4,,,,5,1.0,1.0
70,French Guiana,5,,,,,5,,
71,Slovakia,5,+2,,,,5,,0.9
72,Afghanistan,4,,,,,4,,0.1
73,Senegal,4,,,,1.0,3,,0.2
74,Bulgaria,4,+2,,,,4,,0.6
75,Maldives,4,+2,,,,4,,
76,Latvia,3,+2,,,1.0,2,,1.6
77,North Macedonia,3,,,,,3,,1.4
78,Bangladesh,3,+3,,,,3,,
79,Bosnia and Herzegovina,3,,,,,3,,0.9
80,Malta,3,,,,,3,,
81,South Africa,3,+1,,,,3,,0.1
82,Cambodia,2,,,,1.0,1,,0.1
83,Morocco,2,,,,,2,1.0,0.1
84,Tunisia,2,+1,,,,2,,0.2
85,Cameroon,2,,,,,2,,0.1
86,Faeroe Islands,2,,,,,2,,
87,Andorra,1,,,,,1,,
88,Armenia,1,,,,,1,,0.3
89,Jordan,1,,,,,1,,0.1
90,Lithuania,1,,,,,1,,0.4
91,Monaco,1,,,,,1,,
92,Nepal,1,,,,1.0,0,,
93,Nigeria,1,,,,,1,,
94,Sri Lanka,1,,,,1.0,0,,
95,Ukraine,1,,,,,1,,
96,Bhutan,1,,,,,1,,
97,Colombia,1,,,,,1,,
98,Gibraltar,1,,,,1.0,0,1.0,
99,Vatican City,1,,,,,1,,
100,Liechtenstein,1,,,,,1,,
101,Moldova,1,,,,,1,,0.2
102,Paraguay,1,,,,,1,,0.1
103,Serbia,1,,,,,1,,0.1
104,Togo,1,,,,,1,,0.1
105,Total:,109936,3843,3806.0,207.0,60979.0,45151,6129.0,14.1
