,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","1,981,187","+28,561","120,174","+1,828","622,287","+11,960","1,238,726","19,461",,,,,,North America,"
",,
1,,"
South America
","757,461","+37,828","36,960","+1,530","320,766","+33,265","399,735","11,077",,,,,,South America,"
",,
2,,"
Europe
","1,969,899","+19,816","171,568",+937,"948,496","+16,935","849,835","9,377",,,,,,Europe,"
",,
3,,"
Asia
","1,051,266","+25,111","29,120",+439,"621,744","+17,680","400,402","13,699",,,,,,Asia,"
",,
4,,"
Africa
","131,587","+4,949","3,814",+104,"55,126","+2,503","72,647",352,,,,,,Africa,"
",,
5,,"
Oceania
","8,759",+12,125,+1,"8,155",+26,479,5,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"5,900,880","+116,277","361,776","+4,839","2,577,225","+82,369","2,961,879","53,975",757,46.4,,,,All,"
",,
8,1,USA,"1,768,461","+22,658","103,330 ","+1,223","498,720","+8,590","1,166,411","17,202","5,346",312,"16,297,799","49,264","330,827,597 ",North America,187,"3,202",20
9,2,Brazil,"438,812","+24,151","26,991 ","+1,294","193,181","+26,534","218,640","8,318","2,066",127,"871,839","4,104","212,422,152 ",South America,484,"7,870",244
10,3,Russia,"379,051","+8,371","4,142 ",+174,"150,993","+8,785","223,916","2,300","2,598",28,"9,701,280","66,479","145,928,996 ",Europe,385,"35,232",15
11,4,Spain,"284,986","+1,137","27,119 ",+1,"196,958",,"60,909",854,"6,096",580,"3,556,567","76,071","46,753,197 ",Europe,164,"1,724",13
12,5,UK,"269,127","+1,887","37,837 ",+377,N/A,N/A,N/A,"1,559","3,966",558,"3,918,079","57,743","67,853,964 ",Europe,252,"1,793",17
13,6,Italy,"231,732",+593,"33,142 ",+70,"150,604","+3,503","47,986",489,"3,832",548,"3,683,144","60,909","60,469,504 ",Europe,261,"1,825",16
14,7,France,"186,238","+3,325","28,662 ",+66,"67,191",+607,"90,385","1,429","2,854",439,"1,384,633","21,217","65,260,761 ",Europe,350,"2,277",47
15,8,Germany,"182,452",+557,"8,570 ",+37,"163,200",+400,"10,682",744,"2,178",102,"3,952,971","47,194","83,760,156 ",Europe,459,"9,774",21
