,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","5,849,662","+7,164","227,736",+874,"3,109,014","+5,444","2,512,912","25,786",,,,,,North America,"
",,
1,,"
South America
","4,455,820","+1,780","152,789",+65,"3,072,882","+1,047","1,230,149","14,330",,,,,,South America,"
",,
2,,"
Asia
","4,706,446","+20,675","104,251",+398,"3,529,396","+17,669","1,072,799","18,833",,,,,,Asia,"
",,
3,,"
Europe
","2,973,468","+9,981","205,105",+228,"1,790,284","+11,358","978,079","5,307",,,,,,Europe,"
",,
4,,"
Africa
","998,850","+1,248","21,700",+17,"678,746","+1,538","298,404","1,187",,,,,,Africa,"
",,
5,,"
Oceania
","21,725",+446,280,+8,"12,611",+143,"8,834",52,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"19,006,692","+41,294","711,876","+1,590","12,193,584","+37,199","6,101,232","65,499","2,438",91.3,,,,All,"
",,
8,1,USA,"4,973,741",+173,"161,608 ",+7,"2,540,880",+743,"2,271,253","18,424","15,018",488,"62,383,907","188,361","331,192,837 ",North America,67,"2,049",5
9,2,Brazil,"2,862,761",,"97,418 ",,"2,020,637",,"744,706","8,318","13,459",458,"13,329,028","62,664","212,706,570 ",South America,74,"2,183",16
10,3,India,"1,967,700","+4,461","40,772 ",+33,"1,329,026","+1,826","597,902","8,944","1,425",30,"22,149,351","16,035","1,381,307,956 ",Asia,702,"33,879",62
11,4,Russia,"871,894","+5,267","14,606 ",+116,"676,357","+7,331","180,931","2,300","5,974",100,"29,716,907","203,623","145,940,753 ",Europe,167,"9,992",5
12,5,South Africa,"529,877",,"9,298 ",,"377,266",,"143,313",539,"8,924",157,"3,113,191","52,429","59,379,523 ",Africa,112,"6,386",19
13,6,Mexico,"456,100","+6,139","49,698 ",+829,"304,708","+4,454","101,694","3,951","3,534",385,"1,041,860","8,073","129,062,461 ",North America,283,"2,597",124
14,7,Peru,"447,624",,"20,228 ",,"306,430",,"120,966","1,419","13,558",613,"2,466,745","74,716","33,015,064 ",South America,74,"1,632",13
15,8,Chile,"364,723",,"9,792 ",,"338,291",,"16,640","1,400","19,063",512,"1,737,813","90,832","19,132,066 ",South America,52,"1,954",11
16,9,Spain,"352,847",,"28,499 ",,N/A,N/A,N/A,617,"7,546",610,"7,064,329","151,087","46,756,599 ",Europe,133,"1,641",7
17,10,Colombia,"345,714",,"11,624 ",,"186,317",,"147,773","1,493","6,787",228,"1,761,772","34,589","50,934,781 ",South America,147,"4,382",29
18,11,Iran,"320,117","+2,634","17,976 ",+174,"277,463","+2,531","24,678","4,156","3,807",214,"2,612,763","31,069","84,094,686 ",Asia,263,"4,678",32
19,12,UK,"307,184",,"46,364 ",,N/A,N/A,N/A,77,"4,523",683,"17,210,335","253,387","67,921,056 ",Europe,221,"1,465",4
20,13,Saudi Arabia,"282,824",,"3,020 ",,"245,314",,"34,490","1,991","8,112",87,"3,580,139","102,687","34,864,436 ",Asia,123,"11,545",10
21,14,Pakistan,"281,863",+727,"6,035 ",+21,"256,058","+1,772","19,770",809,"1,274",27,"2,058,872","9,304","221,284,113 ",Asia,785,"36,667",107
22,15,Bangladesh,"249,651","+2,977","3,306 ",+39,"143,824","+2,074","102,521",,"1,514",20,"1,225,124","7,432","164,846,922 ",Asia,660,"49,863",135
23,16,Italy,"248,803",,"35,181 ",,"200,976",,"12,646",41,"4,116",582,"7,041,040","116,472","60,452,810 ",Europe,243,"1,718",9
24,17,Turkey,"236,112",,"5,784 ",,"219,506",,"10,822",582,"2,797",69,"5,027,308","59,547","84,425,853 ",Asia,358,"14,596",17
25,18,Argentina,"220,682",,"4,106 ",,"96,948",,"119,628","1,150","4,878",91,"777,278","17,183","45,235,752 ",South America,205,"11,017",58
26,19,Germany,"214,104",,"9,245 ",,"196,100","+1,400","8,759",270,"2,555",110,"8,586,648","102,453","83,810,530 ",Europe,391,"9,065",10
27,20,France,"194,029",,"30,305 ",,"82,166",,"81,558",384,"2,972",464,"2,982,302","45,679","65,287,912 ",Europe,336,"2,154",22
28,21,Iraq,"137,556",,"5,094 ",,"98,442",,"34,020",519,"3,413",126,"1,076,150","26,701","40,303,553 ",Asia,293,"7,912",37
29,22,Philippines,"119,460","+3,561","2,150 ",+28,"66,837",+569,"50,473",239,"1,089",20,"1,643,624","14,980","109,718,734 ",Asia,918,"51,032",67
30,23,Indonesia,"118,753","+1,882","5,521 ",+69,"75,645","+1,756","37,587",,434,20,"1,575,043","5,753","273,800,467 ",Asia,"2,306","49,593",174
31,24,Canada,"118,187",,"8,962 ",,"102,788",,"6,437","2,263","3,129",237,"4,272,606","113,109","37,774,118 ",North America,320,"4,215",9
32,25,Qatar,"111,805",,178 ,,"108,539",,"3,088",75,"39,819",63,"508,079","180,952","2,807,805 ",Asia,25,"15,774",6
33,26,Kazakhstan,"95,942","+1,060","1,058 ",,"68,871","+1,840","26,013",221,"5,104",56,"2,163,713","115,103","18,798,053 ",Asia,196,"17,768",9
34,27,Egypt,"94,875",,"4,930 ",,"47,182",,"42,763",41,926,48,"135,000","1,317","102,511,243 ",Africa,"1,080","20,793",759
35,28,Ecuador,"88,866",,"5,847 ",,"71,168",,"11,851",378,"5,030",331,"254,351","14,396","17,668,092 ",South America,199,"3,022",69
36,29,Bolivia,"85,141","+1,780","3,385 ",+65,"26,437","+1,047","55,319",71,"7,284",290,"181,985","15,570","11,688,023 ",South America,137,"3,453",64
37,30,Sweden,"81,540",,"5,760 ",,N/A,N/A,N/A,38,"8,069",570,"863,315","85,431","10,105,424 ",Europe,124,"1,754",12
38,31,Oman,"80,713",+427,492 ,+4,"70,910","+1,107","9,311",177,"15,770",96,"309,212","60,416","5,118,090 ",Asia,63,"10,403",17
39,32,Israel,"78,514",+595,569 ,+4,"53,362","+1,967","24,583",345,"8,536",62,"1,872,453","203,581","9,197,590 ",Asia,117,"16,164",5
40,33,Ukraine,"76,808","+1,318","1,819 ",+31,"42,524",+997,"32,465",158,"1,757",42,"1,116,641","25,549","43,706,572 ",Europe,569,"24,028",39
41,34,Dominican Republic,"75,660",,"1,222 ",,"40,122",,"34,316",304,"6,968",113,"278,435","25,642","10,858,351 ",North America,144,"8,886",39
42,35,Belgium,"71,158",+510,"9,859 ",+7,"17,661",+22,"43,638",61,"6,137",850,"1,767,120","152,409","11,594,601 ",Europe,163,"1,176",7
43,36,Panama,"70,231",,"1,553 ",,"44,792",,"23,886",161,"16,253",359,"237,489","54,960","4,321,096 ",North America,62,"2,782",18
44,37,Kuwait,"69,425",,468 ,,"60,906",,"8,051",128,"16,234",109,"518,601","121,268","4,276,486 ",Asia,62,"9,138",8
45,38,Belarus,"68,503",+127,580 ,+3,"63,756",+331,"4,167",,"7,250",61,"1,344,303","142,269","9,449,009 ",Europe,138,"16,291",7
46,39,UAE,"61,606",,353 ,,"55,385",,"5,868",,"6,222",36,"5,262,658","531,488","9,901,752 ",Asia,161,"28,050",2
47,40,Romania,"57,895","+1,345","2,566 ",+45,"28,992",+408,"26,337",458,"3,012",133,"1,319,369","68,630","19,224,372 ",Europe,332,"7,492",15
48,41,Netherlands,"56,381",,"6,153 ",,N/A,N/A,N/A,30,"3,290",359,"1,079,860","63,007","17,138,652 ",Europe,304,"2,785",16
49,42,Singapore,"54,555",+301,27 ,,"47,768",,"6,760",1,"9,318",5,"1,474,372","251,823","5,854,806 ",Asia,107,"216,845",4
50,43,Guatemala,"53,509",,"2,072 ",,"41,199",,"10,238",5,"2,982",115,"169,231","9,430","17,945,992 ",North America,335,"8,661",106
51,44,Portugal,"51,848",,"1,740 ",,"37,565",,"12,543",41,"5,086",171,"1,688,567","165,649","10,193,674 ",Europe,197,"5,858",6
52,45,Poland,"49,515",+726,"1,774 ",+18,"35,642",+321,"12,099",72,"1,308",47,"2,374,686","62,752","37,842,414 ",Europe,764,"21,332",16
53,46,Honduras,"45,098",+799,"1,423 ",+23,"6,116",+195,"37,559",52,"4,547",143,"109,292","11,018","9,919,273 ",North America,220,"6,971",91
54,47,Nigeria,"44,890",,927 ,,"32,165",,"11,798",7,217,4,"304,221","1,473","206,592,298 ",Africa,"4,602","222,861",679
55,48,Bahrain,"42,514",,155 ,+1,"39,576",,"2,783",40,"24,913",91,"867,534","508,369","1,706,506 ",Asia,40,"11,010",2
56,49,Japan,"41,129",,"1,022 ",,"28,028",,"12,079",104,325,8,"897,340","7,097","126,436,912 ",Asia,"3,074","123,715",141
57,50,Armenia,"39,819",+233,772 ,+2,"31,556",+706,"7,491",,"13,435",260,"171,600","57,899","2,963,796 ",Asia,74,"3,839",17
58,51,Ghana,"39,642",+567,199 ,,"36,384",+821,"3,059",7,"1,273",6,"405,817","13,035","31,131,707 ",Africa,785,"156,441",77
59,52,Kyrgyzstan,"38,659",+549,"1,447 ",+9,"30,099",+586,"7,113",24,"5,916",221,"267,718","40,972","6,534,184 ",Asia,169,"4,516",24
60,53,Afghanistan,"36,896",+67,"1,298 ",+4,"25,840",+98,"9,758",31,946,33,"90,396","2,317","39,007,045 ",Asia,"1,057","30,052",432
61,54,Switzerland,"36,108",+181,"1,985 ",+1,"31,600",,"2,523",23,"4,169",229,"822,764","94,999","8,660,780 ",Europe,240,"4,363",11
62,55,Azerbaijan,"33,103",,476 ,,"28,840",,"3,787",66,"3,262",47,"759,129","74,806","10,147,994 ",Asia,307,"21,319",13
63,56,Algeria,"33,055",,"1,261 ",,"22,802",,"8,992",57,753,29,,,"43,923,912 ",Africa,"1,329","34,833",
64,57,Morocco,"28,500",,435 ,,"19,994",,"8,071",31,771,12,"1,361,550","36,846","36,952,164 ",Africa,"1,297","84,948",27
65,58,Uzbekistan,"28,069",+276,173 ,+2,"18,783",,"9,113",228,838,5,"1,377,915","41,114","33,514,701 ",Asia,"1,194","193,727",24
66,59,Serbia,"27,033",,614 ,,"14,047",,"12,372",132,"3,095",70,"713,104","81,649","8,733,761 ",Europe,323,"14,224",12
67,60,Ireland,"26,303",,"1,763 ",,"23,364",,"1,176",5,"5,321",357,"648,084","131,110","4,943,050 ",Europe,188,"2,804",8
68,61,Moldova,"26,222",,823 ,,"18,167",,"7,232",362,"6,502",204,"128,076","31,757","4,033,008 ",Europe,154,"4,900",31
69,62,Kenya,"23,873",,391 ,,"9,930",,"13,552",44,443,7,"329,123","6,109","53,877,917 ",Africa,"2,257","137,795",164
70,63,Venezuela,"22,299",,195 ,,"12,146",,"9,958",42,784,7,"1,567,431","55,137","28,427,719 ",South America,"1,275","145,783",18
71,64,Nepal,"21,750",+360,65 ,+5,"15,389",+233,"6,296",,745,2,"731,977","25,081","29,185,053 ",Asia,"1,342","449,001",40
72,65,Austria,"21,696",+130,719 ,,"19,596",+132,"1,381",25,"2,408",80,"937,275","104,009","9,011,437 ",Europe,415,"12,533",10
73,66,Costa Rica,"20,417",,191 ,,"6,851",,"13,375",100,"4,004",37,"96,110","18,850","5,098,603 ",North America,250,"26,694",53
74,67,Ethiopia,"20,336",,356 ,,"8,598",,"11,382",185,177,3,"459,746","3,990","115,215,932 ",Africa,"5,666","323,640",251
75,68,Australia,"19,890",+446,255 ,+8,"10,941",+142,"8,694",52,779,10,"4,631,419","181,425","25,528,056 ",Australia/Oceania,"1,283","100,110",6
76,69,El Salvador,"18,701",,513 ,+15,"9,157",+46,"9,031",509,"2,882",79,"251,271","38,720","6,489,425 ",North America,347,"12,650",26
77,70,Cameroon,"17,718",,391 ,,"15,320",,"2,007",30,666,15,"149,000","5,601","26,604,377 ",Africa,"1,502","68,042",179
78,71,Czechia,"17,529",,388 ,,"11,909",,"5,232",19,"1,637",36,"722,003","67,408","10,710,965 ",Europe,611,"27,606",15
79,72,Ivory Coast,"16,349",,103 ,,"12,191",,"4,055",,618,4,"103,624","3,920","26,436,160 ",Africa,"1,617","256,662",255
80,73,S. Korea,"14,499",+43,302 ,,"13,501",+95,696,18,283,6,"1,606,487","31,332","51,273,612 ",Asia,"3,536","169,780",32
81,74,Denmark,"14,185",,616 ,,"12,753",,816,2,"2,448",106,"1,629,692","281,262","5,794,223 ",Europe,408,"9,406",4
82,75,Palestine,"13,398",+333,89 ,,"6,907",+289,"6,402",,"2,621",17,"200,280","39,178","5,112,015 ",Asia,382,"57,438",26
83,76,Bosnia and Herzegovina,"13,306",+168,384 ,+5,"7,031",+192,"5,891",,"4,058",117,"147,021","44,841","3,278,705 ",Europe,246,"8,538",22
84,77,Bulgaria,"12,717",,424 ,,"7,154",,"5,139",44,"1,832",61,"287,654","41,431","6,942,996 ",Europe,546,"16,375",24
85,78,Madagascar,"12,526",+304,134 ,+7,"10,148",+350,"2,244",88,451,5,"46,301","1,668","27,753,757 ",Africa,"2,216","207,118",599
86,79,Sudan,"11,780",,763 ,,"6,194",,"4,823",,268,17,401,9,"43,940,731 ",Africa,"3,730","57,589","109,578"
87,80,North Macedonia,"11,289",,511 ,,"7,221",,"3,557",4,"5,419",245,"108,384","52,024","2,083,365 ",Europe,185,"4,077",19
88,81,Senegal,"10,715",+177,223 ,+5,"7,101",+113,"3,391",33,638,13,"114,761","6,838","16,782,667 ",Africa,"1,566","75,259",146
89,82,Norway,"9,409",,256 ,,"8,857",+105,296,3,"1,734",47,"465,317","85,767","5,425,355 ",Europe,577,"21,193",12
90,83,DRC,"9,309",+56,215 ,,"8,048",+227,"1,046",,104,2,,,"89,794,710 ",Africa,"9,646","417,650",
91,84,Malaysia,"9,038",+15,125 ,,"8,713",+11,200,2,279,4,"991,333","30,592","32,405,239 ",Asia,"3,585","259,242",33
92,85,French Guiana,"8,069",,47 ,,"7,075",,947,24,"26,954",157,"41,090","137,258","299,363 ",South America,37,"6,369",7
93,86,Gabon,"7,787",,51 ,,"5,609",,"2,127",11,"3,491",23,"85,369","38,275","2,230,420 ",Africa,286,"43,734",26
94,87,Tajikistan,"7,625",,61 ,,"6,399",,"1,165",,798,6,,,"9,556,882 ",Asia,"1,253","156,670",
