,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","2,420,756","+34,283","142,817","+1,470","1,032,100","+31,961","1,245,839","19,290",,,,,,North America,"
",,
1,,"
South America
","1,355,379","+42,397","57,844","+1,471","690,198","+11,929","607,337","12,010",,,,,,South America,"
",,
2,,"
Europe
","2,173,578","+16,241","182,067",+609,"1,147,834","+13,344","843,677","6,693",,,,,,Europe,"
",,
3,,"
Asia
","1,538,665","+39,329","38,737",+837,"935,078","+22,504","564,850","15,363",,,,,,Asia,"
",,
4,,"
Africa
","227,609","+8,255","6,080",+211,"105,092","+4,381","116,437",526,,,,,,Africa,"
",,
5,,"
Oceania
","8,901",+5,124,,"8,371",+22,406,2,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"7,725,609","+140,510","427,684","+4,598","3,919,324","+84,141","3,378,601","53,888",991,54.9,,,,All,"
",,
8,1,USA,"2,116,580","+26,879","116,820 ",+786,"839,834","+23,748","1,159,926","16,613","6,396",353,"23,700,442","71,623","330,906,997 ",North America,156,"2,833",14
9,2,Brazil,"829,902","+24,253","41,901 ",+843,"396,692",,"391,309","8,318","3,906",197,"1,364,423","6,421","212,483,982 ",South America,256,"5,071",156
10,3,Russia,"511,423","+8,987","6,715 ",+183,"269,370","+8,220","235,338","2,300","3,505",46,"14,218,674","97,434","145,931,552 ",Europe,285,"21,732",10
11,4,India,"309,603","+11,320","8,890 ",+389,"154,231","+7,259","146,482","8,944",224,6,"5,363,445","3,889","1,379,307,780 ",Asia,"4,455","155,153",257
12,5,UK,"292,950","+1,541","41,481 ",+202,N/A,N/A,N/A,492,"4,316",611,"6,434,713","94,811","67,868,549 ",Europe,232,"1,636",11
13,6,Spain,"290,289",+502,"27,136 ",,N/A,N/A,N/A,617,"6,209",580,"4,465,338","95,507","46,753,936 ",Europe,161,"1,723",10
14,7,Italy,"236,305",+163,"34,223 ",+56,"173,085","+1,747","28,997",227,"3,908",566,"4,514,441","74,661","60,465,875 ",Europe,256,"1,767",13
15,8,Peru,"220,749","+5,961","6,308 ",+199,"107,133","+4,704","107,308","1,089","6,700",191,"1,315,417","39,925","32,947,280 ",South America,149,"5,223",25
16,9,Germany,"187,251",+456,"8,863 ",+12,"171,600",+400,"6,788",447,"2,235",106,"4,694,147","56,035","83,771,107 ",Europe,447,"9,452",18
17,10,Iran,"182,525","+2,369","8,659 ",+75,"144,649","+1,986","29,217","2,739","2,175",103,"1,196,947","14,260","83,936,074 ",Asia,460,"9,694",70
18,11,Turkey,"175,218","+1,195","4,778 ",+15,"149,102","+1,242","21,338",664,"2,079",57,"2,541,903","30,156","84,292,030 ",Asia,481,"17,642",33
19,12,Chile,"160,846","+6,754","2,870 ",+222,"131,358","+4,914","26,618","1,689","8,418",150,"799,776","41,856","19,107,883 ",South America,119,"6,658",24
20,13,France,"156,287",+726,"29,374 ",+28,"72,572",+423,"54,341",879,"2,395",450,"1,384,633","21,215","65,266,664 ",Europe,418,"2,222",47
21,14,Mexico,"133,974","+4,790","15,944 ",+587,"98,064","+4,134","19,966",378,"1,040",124,"369,362","2,866","128,862,724 ",North America,962,"8,082",349
22,15,Pakistan,"125,933","+6,397","2,463 ",+107,"40,247","+1,856","83,223",111,571,11,"809,169","3,667","220,650,245 ",Asia,"1,752","89,586",273
23,16,Saudi Arabia,"119,942","+3,921",893 ,+36,"81,029","+1,010","38,020","1,820","3,448",26,"1,042,312","29,965","34,784,389 ",Asia,290,"38,952",33
24,17,Canada,"97,943",+413,"8,049 ",+55,"58,523",+865,"31,371","1,929","2,596",213,"2,072,096","54,926","37,725,348 ",North America,385,"4,687",18
25,18,Bangladesh,"81,523","+3,471","1,095 ",+46,"17,249",+502,"63,179",1,495,7,"473,322","2,876","164,605,029 ",Asia,"2,019","150,324",348
26,19,Qatar,"76,588","+1,517",70 ,+1,"53,296","+1,965","23,222",229,"27,277",25,"280,665","99,959","2,807,805 ",Asia,37,"40,112",10
27,20,South Africa,"61,927","+3,359","1,354 ",+70,"35,006","+1,754","25,567",208,"1,045",23,"1,060,425","17,892","59,269,206 ",Africa,957,"43,773",56
28,21,Belgium,"59,819",+108,"9,646 ",+10,"16,498",+45,"33,675",89,"5,163",832,"996,785","86,025","11,587,177 ",Europe,194,"1,201",12
29,22,Belarus,"52,520",+704,298 ,+5,"27,760","+1,117","24,462",92,"5,558",32,"697,011","73,762","9,449,466 ",Europe,180,"31,710",14
30,23,Sweden,"49,684",+205,"4,854 ",+40,N/A,N/A,N/A,272,"4,921",481,"325,000","32,190","10,096,150 ",Europe,203,"2,080",31
31,24,Netherlands,"48,461",+210,"6,053 ",+9,N/A,N/A,N/A,77,"2,829",353,"455,067","26,561","17,133,075 ",Europe,354,"2,831",38
32,25,Colombia,"46,858","+1,646","1,545 ",+57,"18,715",+925,"26,598",335,921,30,"470,351","9,249","50,854,810 ",South America,"1,085","32,916",108
33,26,Ecuador,"45,778","+1,338","3,828 ",+108,"22,679",+817,"19,271",219,"2,597",217,"128,175","7,271","17,628,541 ",South America,385,"4,605",138
34,27,UAE,"41,499",+513,287 ,+1,"25,946",+712,"15,266",1,"4,199",29,"2,626,000","265,679","9,884,125 ",Asia,238,"34,439",4
35,28,Egypt,"41,303","+1,577","1,422 ",+45,"11,108",+417,"28,773",41,404,14,"135,000","1,321","102,226,041 ",Africa,"2,475","71,889",757
36,29,Singapore,"39,850",+463,25 ,,"28,040",+754,"11,785",2,"6,814",4,"488,695","83,566","5,848,027 ",Asia,147,"233,921",12
37,30,Indonesia,"36,406","+1,111","2,048 ",+48,"13,213",+577,"21,145",,133,7,"478,953","1,752","273,373,988 ",Asia,"7,509","133,483",571
38,31,Portugal,"36,180",+270,"1,505 ",+1,"22,200",+198,"12,475",73,"3,548",148,"954,069","93,554","10,198,041 ",Europe,282,"6,776",11
39,32,Kuwait,"34,952",+520,285 ,+6,"25,048",+911,"9,619",172,"8,191",67,"330,129","77,365","4,267,163 ",Asia,122,"14,973",13
40,33,Switzerland,"31,063",+19,"1,938 ",+1,"28,800",,325,18,"3,590",224,"447,617","51,739","8,651,455 ",Europe,279,"4,464",19
41,34,Ukraine,"29,753",+683,870 ,+16,"13,567",+426,"15,316",306,680,20,"468,172","10,702","43,745,133 ",Europe,"1,470","50,282",93
42,35,Argentina,"28,764","+1,391",785 ,+20,"8,743",+411,"19,236",274,637,17,"221,305","4,899","45,174,623 ",South America,"1,571","57,547",204
43,36,Poland,"28,577",+376,"1,222 ",+7,"13,805",+109,"13,550",77,755,32,"1,150,983","30,410","37,848,507 ",Europe,"1,324","30,973",33
44,37,Ireland,"25,250",+12,"1,705 ",+2,"22,698",,847,28,"5,117",345,"367,780","74,526","4,934,915 ",Europe,195,"2,894",13
