,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","11,832,561","+25,256","360,595",+745,"7,764,459","+8,346","3,707,507","21,833",,,,,,North America,"
",,
1,,"
Asia
","14,206,727","+71,350","251,895","+1,121","12,675,086","+56,182","1,279,746","22,702",,,,,,Asia,"
",,
2,,"
South America
","9,879,618","+1,947","300,086",+56,"8,856,472","+1,597","723,060","17,853",,,,,,South America,"
",,
3,,"
Europe
","11,443,594","+139,291","284,921","+1,994","4,233,104","+69,230","6,925,569","25,487",,,,,,Europe,"
",,
4,,"
Africa
","1,856,396","+2,227","44,345",+29,"1,550,334","+1,684","261,717","2,424",,,,,,Africa,"
",,
5,,"
Oceania
","40,048",+12,980,,"32,819",+32,"6,249",24,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,659,,47,4,,,,,,,"
",,
7,,World,"49,259,665","+240,083","1,242,837","+3,945","35,112,933","+137,071","12,903,895","90,327","6,320",159.4,,,,All,"
",,
8,1,USA,"9,937,271","+17,634","241,126 ",+171,"6,342,279","+1,793","3,353,866","18,155","29,960",727,"153,676,995","463,329","331,679,824 ",North America,33,"1,376",2
9,2,India,"8,437,216","+26,182","125,239 ",+210,"7,789,196","+24,433","522,781","8,944","6,093",90,"115,429,095","83,359","1,384,715,664 ",Asia,164,"11,057",12
10,3,Brazil,"5,614,258",,"161,779 ",,"5,064,344",,"388,135","8,318","26,347",759,"21,900,000","102,776","213,085,794 ",South America,38,"1,317",10
11,4,Russia,"1,733,440","+20,582","29,887 ",+378,"1,296,124","+16,955","407,429","2,300","11,876",205,"63,541,298","435,344","145,956,429 ",Europe,84,"4,884",2
12,5,France,"1,601,367",,"39,037 ",,"124,278",,"1,438,052","4,230","24,514",598,"17,055,801","261,095","65,324,114 ",Europe,41,"1,673",4
