,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","7,982,806","+39,137","289,545",+816,"4,857,009","+26,372","2,836,252","18,301",,,,,,North America,"
",,
1,,"
Asia
","8,603,290","+121,762","164,250","+1,718","6,957,019","+119,390","1,482,021","19,369",,,,,,Asia,"
",,
2,,"
South America
","7,109,167","+36,084","227,929",+810,"5,815,420","+45,652","1,065,818","15,258",,,,,,South America,"
",,
3,,"
Europe
","4,079,732","+29,934","212,543",+250,"2,245,569","+6,760","1,621,620","6,429",,,,,,Europe,"
",,
4,,"
Africa
","1,359,512","+6,748","32,677",+120,"1,103,892","+7,028","222,943","1,503",,,,,,Africa,"
",,
5,,"
Oceania
","29,969",+48,844,+8,"26,062",+146,"3,063",25,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"29,165,197","+233,713","927,803","+3,722","21,005,622","+205,348","7,231,772","60,889","3,742",119.0,,,,All,"
",,
8,1,USA,"6,706,524","+29,923","198,474 ",+346,"3,968,885","+18,531","2,539,165","14,336","20,237",599,"92,335,239","278,627","331,393,984 ",North America,49,"1,670",4
9,2,India,"4,845,003","+93,215","79,754 ","+1,140","3,777,044","+77,746","988,205","8,944","3,504",58,"56,260,928","40,689","1,382,715,488 ",Asia,285,"17,337",25
10,3,Brazil,"4,330,455","+14,597","131,663 ",+389,"3,573,958","+20,537","624,834","8,318","20,344",619,"14,505,652","68,145","212,863,206 ",South America,49,"1,617",15
11,4,Russia,"1,062,811","+5,449","18,578 ",+94,"876,225","+2,690","168,008","2,300","7,282",127,"40,624,075","278,348","145,947,228 ",Europe,137,"7,856",4
12,5,Peru,"722,832",,"30,593 ",,"559,321",,"132,918","1,463","21,862",925,"3,509,997","106,162","33,062,763 ",South America,46,"1,081",9
13,6,Colombia,"716,319","+7,355","22,924 ",+190,"599,385","+6,565","94,010",863,"14,048",450,"3,164,001","62,050","50,991,057 ",South America,71,"2,224",16
14,7,Mexico,"663,973","+5,674","70,604 ",+421,"467,525","+3,761","125,844","2,899","5,139",546,"1,510,311","11,689","129,203,017 ",North America,195,"1,830",86
15,8,South Africa,"649,793","+1,579","15,447 ",+20,"577,906","+1,483","56,440",539,"10,929",260,"3,918,478","65,904","59,457,154 ",Africa,92,"3,849",15
16,9,Spain,"576,697",,"29,747 ",,N/A,N/A,N/A,"1,136","12,334",636,"9,987,326","213,594","46,758,473 ",Europe,81,"1,572",5
17,10,Argentina,"555,537","+9,056","11,352 ",+89,"419,513","+9,742","124,672","2,984","12,269",251,"1,563,241","34,525","45,278,769 ",South America,82,"3,989",29
