,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","7,452,420","+42,580","274,447","+1,784","4,329,624","+44,155","2,848,349","19,446",,,,,,North America,"
",,
1,,"
South America
","6,437,154","+48,541","205,892","+1,297","5,030,288","+10,939","1,200,974","15,224",,,,,,South America,"
",,
2,,"
Asia
","7,296,376","+107,887","145,640","+1,553","5,854,882","+86,772","1,295,854","18,842",,,,,,Asia,"
",,
3,,"
Europe
","3,645,760","+34,445","208,559",+385,"2,097,675","+10,917","1,339,526","5,841",,,,,,Europe,"
",,
4,,"
Africa
","1,271,078","+6,661","30,304",+200,"1,008,350","+5,796","232,424","1,278",,,,,,Africa,"
",,
5,,"
Oceania
","28,765",+109,692,+6,"23,779",+195,"4,294",35,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"26,132,274","+240,223","865,549","+5,225","18,345,249","+158,774","6,921,476","60,670","3,353",111.0,,,,All,"
",,
8,1,USA,"6,291,483","+33,912","189,795 ",+895,"3,534,903","+37,990","2,566,785","15,134","18,988",573,"83,996,954","253,510","331,335,757 ",North America,53,"1,746",4
9,2,Brazil,"3,997,865","+45,075","123,780 ","+1,099","3,159,096",,"714,989","8,318","18,785",582,"14,352,484","67,440","212,817,864 ",South America,53,"1,719",15
10,3,India,"3,848,968","+82,860","67,486 ","+1,026","2,967,396","+67,875","814,086","8,944","2,784",49,"44,337,201","32,075","1,382,308,045 ",Asia,359,"20,483",31
11,4,Russia,"1,005,000","+4,952","17,414 ",+115,"821,169","+5,464","166,417","2,300","6,886",119,"37,100,000","254,205","145,945,354 ",Europe,145,"8,381",4
12,5,Peru,"657,129",,"29,068 ",,"471,599",,"156,462","1,493","19,884",880,"3,233,034","97,826","33,048,955 ",South America,50,"1,137",10
13,6,South Africa,"630,595","+2,336","14,389 ",+126,"553,456","+3,463","62,750",539,"10,610",242,"3,726,721","62,703","59,434,682 ",Africa,94,"4,131",16
14,7,Colombia,"624,069",,"20,052 ",,"469,557",,"134,460","1,493","12,243",393,"2,777,107","54,480","50,974,767 ",South America,82,"2,542",18
15,8,Mexico,"606,036","+6,476","65,241 ",+827,"421,373","+4,635","119,422","3,275","4,692",505,"1,360,123","10,530","129,162,329 ",North America,213,"1,980",95
16,9,Spain,"479,554","+8,581","29,194 ",+42,N/A,N/A,N/A,874,"10,256",624,"9,210,337","196,979","46,757,930 ",Europe,98,"1,602",5
17,10,Argentina,"428,239",,"8,971 ",+52,"315,530","+7,154","103,738","2,314","9,460",198,"1,300,866","28,738","45,266,317 ",South America,106,"5,046",35
18,11,Chile,"414,739","+1,594","11,344 ",+23,"387,683","+1,893","15,712",947,"21,664",593,"2,481,508","129,622","19,144,157 ",South America,46,"1,688",8
