,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
0,World,2826573,"+103,404",196966.0,"+6,049",780085.0,1849522,58367.0,363.0,25.3,,
1,USA,923543,"+37,101",52087.0,"+1,853",93369.0,778087,14954.0,2790.0,157.0,5012706.0,15144.0
2,Spain,219764,"+6,740",22524.0,+367,92355.0,104885,7705.0,4700.0,482.0,930230.0,19896.0
3,Italy,192994,"+3,021",25969.0,+420,60498.0,106527,2173.0,3192.0,430.0,1642356.0,27164.0
4,France,159828,"+1,645",22245.0,+389,43493.0,94090,4870.0,2449.0,341.0,463662.0,7103.0
5,Germany,154999,"+1,870",5760.0,+185,106800.0,42439,2908.0,1850.0,69.0,2072669.0,24738.0
6,UK,143464,"+5,386",19506.0,+768,,123614,1559.0,2113.0,287.0,612031.0,9016.0
7,Turkey,104912,"+3,122",2600.0,+109,21737.0,80575,1790.0,1244.0,31.0,830257.0,9844.0
8,Iran,88194,"+1,168",5574.0,+93,66599.0,16021,3121.0,1050.0,66.0,399927.0,4761.0
9,Russia,68622,"+5,849",615.0,+60,5568.0,62439,2300.0,470.0,4.0,2550000.0,17474.0
10,Brazil,52995,"+3,503",3670.0,+357,26573.0,22752,8318.0,249.0,17.0,291922.0,1373.0
11,Belgium,44293,"+1,496",6679.0,+189,10122.0,27492,970.0,3822.0,576.0,189067.0,16313.0
12,Canada,43888,"+1,778",2302.0,+155,15469.0,26117,557.0,1163.0,61.0,660108.0,17490.0
13,Netherlands,36535,+806,4289.0,+112,,31996,963.0,2132.0,250.0,187000.0,10913.0
14,Switzerland,28677,+181,1589.0,+40,21000.0,6088,386.0,3313.0,184.0,235252.0,27182.0
15,India,24447,"+1,408",780.0,+59,5496.0,18171,,18.0,0.6,541789.0,393.0
16,Portugal,22797,+444,854.0,+34,1228.0,20715,188.0,2236.0,84.0,315758.0,30967.0
17,Ecuador,22719,"+11,536",576.0,+16,1366.0,20777,127.0,1288.0,33.0,56513.0,3203.0
18,Peru,21648,+734,634.0,+62,7496.0,13518,505.0,657.0,19.0,198349.0,6016.0
19,Ireland,18184,+577,1014.0,+220,9233.0,7937,142.0,3683.0,205.0,111584.0,22598.0
20,Sweden,17567,+812,2152.0,+131,550.0,14865,547.0,1739.0,213.0,94500.0,9357.0
21,Saudi Arabia,15102,"+1,172",127.0,+6,2049.0,12926,93.0,434.0,4.0,200000.0,5745.0
22,Austria,15071,+69,530.0,+8,11872.0,2669,156.0,1673.0,59.0,212686.0,23615.0
23,Israel,15058,+255,194.0,+2,6003.0,8861,137.0,1740.0,22.0,287034.0,33162.0
24,Japan,12368,,328.0,,1494.0,10546,259.0,98.0,3.0,135983.0,1075.0
25,Chile,12306,+494,174.0,+6,6327.0,5805,408.0,644.0,9.0,142267.0,7442.0
26,Singapore,12075,+897,12.0,,924.0,11139,26.0,2064.0,2.0,94796.0,16203.0
27,Pakistan,11940,+883,253.0,+18,2755.0,8932,111.0,54.0,1.0,131365.0,595.0
28,Mexico,11633,"+1,089",1069.0,+99,2627.0,7937,378.0,90.0,8.0,51297.0,398.0
29,Poland,10892,+381,494.0,+40,1944.0,8454,160.0,288.0,13.0,265201.0,7007.0
30,S. Korea,10708,+6,240.0,,8501.0,1967,55.0,209.0,5.0,589520.0,11499.0
31,Romania,10417,+321,567.0,+22,2817.0,7033,241.0,541.0,29.0,121602.0,6321.0
32,UAE,9281,+525,64.0,+8,1760.0,7457,1.0,938.0,6.0,790000.0,79875.0
33,Belarus,8773,+751,63.0,+3,1120.0,7590,92.0,928.0,7.0,130824.0,13845.0
34,Qatar,8525,+761,10.0,,809.0,7706,72.0,2959.0,3.0,75888.0,26340.0
35,Indonesia,8211,+436,689.0,+42,1002.0,6520,,30.0,3.0,64054.0,234.0
36,Denmark,8210,+137,403.0,+9,5526.0,2281,69.0,1417.0,70.0,125329.0,21638.0
37,Ukraine,7647,+477,193.0,+6,601.0,6853,45.0,175.0,4.0,77752.0,1778.0
38,Serbia,7483,+207,144.0,+5,1094.0,6245,96.0,856.0,16.0,54887.0,6282.0
39,Norway,7463,+62,199.0,+5,32.0,7232,53.0,1377.0,37.0,155125.0,28614.0
40,Czechia,7273,+86,214.0,+4,2371.0,4688,76.0,679.0,20.0,203622.0,19014.0
41,Philippines,7192,+211,477.0,+15,762.0,5953,1.0,66.0,4.0,76956.0,702.0
42,Australia,6675,+8,79.0,+4,5136.0,1460,43.0,262.0,3.0,482371.0,18917.0
43,Dominican Republic,5749,+206,267.0,+2,763.0,4719,135.0,530.0,25.0,18261.0,1683.0
44,Malaysia,5691,+88,96.0,+1,3663.0,1932,41.0,176.0,3.0,121722.0,3761.0
45,Panama,5166,+174,146.0,+2,271.0,4749,86.0,1197.0,34.0,23534.0,5454.0
46,Colombia,4881,+320,225.0,+10,1003.0,3653,98.0,96.0,4.0,71500.0,1405.0
47,Bangladesh,4689,+503,131.0,+4,112.0,4446,1.0,28.0,0.8,39476.0,240.0
48,Finland,4395,+111,177.0,+5,2500.0,1718,61.0,793.0,32.0,74500.0,13446.0
49,South Africa,4220,+267,79.0,+4,1473.0,2668,36.0,71.0,1.0,152390.0,2569.0
50,Egypt,4092,+201,294.0,+7,1075.0,2723,,40.0,3.0,90000.0,879.0
51,Morocco,3758,+190,158.0,+3,486.0,3114,1.0,102.0,4.0,23933.0,648.0
52,Luxembourg,3695,+30,85.0,+2,3007.0,603,25.0,5903.0,136.0,37782.0,60357.0
53,Argentina,3435,,167.0,+2,976.0,2292,123.0,76.0,4.0,44654.0,988.0
54,Algeria,3127,+120,415.0,+8,1408.0,1304,40.0,71.0,9.0,6500.0,148.0
55,Moldova,3110,+184,84.0,+4,755.0,2271,212.0,771.0,21.0,11763.0,2916.0
56,Thailand,2854,+15,50.0,,2490.0,314,61.0,41.0,0.7,142589.0,2043.0
57,Kuwait,2614,+215,15.0,+1,613.0,1986,60.0,612.0,4.0,,
58,Bahrain,2518,+301,8.0,,1113.0,1397,1.0,1480.0,5.0,107273.0,63043.0
59,Greece,2490,+27,130.0,+5,577.0,1783,48.0,239.0,12.0,61407.0,5891.0
60,Kazakhstan,2416,+127,25.0,+5,604.0,1787,29.0,129.0,1.0,153492.0,8175.0
61,Hungary,2383,+99,250.0,+11,401.0,1732,61.0,247.0,26.0,58251.0,6030.0
62,Croatia,2009,+28,51.0,+1,982.0,976,19.0,489.0,12.0,30213.0,7360.0
63,Uzbekistan,1804,+46,8.0,+1,621.0,1175,8.0,54.0,0.2,210000.0,6274.0
64,Oman,1790,+74,10.0,+1,325.0,1455,3.0,351.0,2.0,,
65,Iceland,1789,,10.0,,1542.0,237,5.0,5243.0,29.0,45286.0,132709.0
66,Iraq,1708,+31,86.0,+3,1204.0,418,,42.0,2.0,67293.0,1673.0
67,Estonia,1605,+13,46.0,+1,206.0,1353,6.0,1210.0,35.0,46281.0,34889.0
68,Armenia,1596,+73,27.0,+3,728.0,841,10.0,539.0,9.0,16552.0,5586.0
69,Azerbaijan,1592,+44,21.0,+1,1013.0,558,14.0,157.0,2.0,114410.0,11284.0
70,New Zealand,1456,+5,17.0,+1,1095.0,344,1.0,302.0,4.0,108238.0,22446.0
71,Cameroon,1430,+96,43.0,,668.0,719,20.0,54.0,2.0,,
72,Bosnia and Herzegovina,1421,+8,55.0,+1,538.0,828,4.0,433.0,17.0,21432.0,6533.0
73,Lithuania,1410,+12,40.0,,430.0,940,17.0,518.0,15.0,90992.0,33425.0
74,Slovenia,1373,+7,80.0,+1,211.0,1082,23.0,660.0,38.0,45703.0,21984.0
75,Slovakia,1360,+35,17.0,+2,355.0,988,8.0,249.0,3.0,61261.0,11221.0
76,Afghanistan,1351,+72,43.0,+1,188.0,1120,7.0,35.0,1.0,6422.0,165.0
77,North Macedonia,1326,+26,57.0,+1,337.0,932,14.0,636.0,27.0,13649.0,6551.0
78,Cuba,1285,+50,49.0,+6,416.0,820,11.0,113.0,4.0,36134.0,3190.0
