,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","7,573,828","+63,097","278,117","+1,637","4,448,824","+46,897","2,846,887","19,156",,,,,,North America,"
",,
1,,"
South America
","6,615,441","+69,233","209,982","+1,599","5,222,822","+53,010","1,182,637","15,350",,,,,,South America,"
",,
2,,"
Asia
","7,524,251","+115,016","148,923","+1,589","6,038,592","+91,826","1,336,736","18,984",,,,,,Asia,"
",,
3,,"
Europe
","3,742,557","+35,224","209,466",+511,"2,123,620","+10,520","1,409,471","5,937",,,,,,Europe,"
",,
4,,"
Africa
","1,289,817","+8,669","30,905",+239,"1,025,872","+8,119","233,040","1,418",,,,,,Africa,"
",,
5,,"
Oceania
","29,128",+172,767,+60,"24,437",+289,"3,924",38,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"26,775,743","+291,411","878,175","+5,635","18,884,818","+210,661","7,012,750","60,887","3,435",112.7,,,,All,"
",,
8,1,USA,"6,389,055","+52,851","192,111 ","+1,033","3,634,884","+38,895","2,562,060","15,036","19,282",580,"85,872,602","259,159","331,351,637 ",North America,52,"1,725",4
9,2,Brazil,"4,091,801","+45,651","125,584 ",+855,"3,278,243","+30,633","687,974","8,318","19,226",590,"14,408,116","67,698","212,830,230 ",South America,52,"1,695",15
10,3,India,"4,020,239","+87,115","69,635 ","+1,066","3,104,512","+69,625","846,092","8,944","2,908",50,"46,679,145","33,766","1,382,419,165 ",Asia,344,"19,852",30
11,4,Russia,"1,015,105","+5,110","17,649 ",+121,"832,747","+5,812","164,709","2,300","6,955",121,"37,800,000","259,000","145,945,865 ",Europe,144,"8,269",4
12,5,Peru,"670,145",,"29,405 ",,"489,886",,"150,854","1,506","20,275",890,"3,286,526","99,433","33,052,721 ",South America,49,"1,124",10
13,6,Colombia,"650,062","+8,488","20,888 ",+270,"498,221","+9,070","130,953","1,493","12,752",410,"2,880,158","56,497","50,979,209 ",South America,78,"2,441",18
14,7,South Africa,"635,078","+2,063","14,678 ",+115,"557,818","+2,931","62,582",539,"10,684",247,"3,765,700","63,352","59,440,811 ",Africa,94,"4,050",16
15,8,Mexico,"616,894","+5,937","66,329 ",+513,"430,287","+5,297","120,278","3,061","4,776",513,"1,393,033","10,784","129,173,426 ",North America,209,"1,947",93
16,9,Spain,"517,133","+4,503","29,418 ",+184,N/A,N/A,N/A,976,"11,060",629,"9,210,337","196,979","46,758,078 ",Europe,90,"1,589",5
17,10,Argentina,"461,882","+10,684","9,623 ",+262,"331,621","+9,160","120,638","2,425","10,203",213,"1,350,038","29,822","45,269,713 ",South America,98,"4,704",34
18,11,Chile,"418,469","+1,968","11,494 ",+72,"391,248","+1,839","15,727",932,"21,857",600,"2,540,718","132,706","19,145,501 ",South America,46,"1,666",8
19,12,Iran,"382,772","+2,026","22,044 ",+118,"330,308","+1,713","30,420","3,695","4,547",262,"3,331,073","39,570","84,182,804 ",Asia,220,"3,819",25
20,13,UK,"342,351","+1,940","41,537 ",+10,N/A,N/A,N/A,76,"5,038",611,"17,619,897","259,306","67,950,227 ",Europe,198,"1,636",4
21,14,Bangladesh,"321,615","+1,929","4,412 ",+29,"216,191","+2,211","101,012",,"1,949",27,"1,605,111","9,729","164,981,307 ",Asia,513,"37,394",103
22,15,Saudi Arabia,"319,141",+822,"4,015 ",+33,"295,063","+1,099","20,063","1,484","9,142",115,"5,261,814","150,730","34,908,907 ",Asia,109,"8,695",7
23,16,France,"309,156","+8,975","30,724 ",+18,"87,206",,"191,226",464,"4,734",471,"8,500,000","130,169","65,299,717 ",Europe,211,"2,125",8
24,17,Pakistan,"297,512",+498,"6,335 ",+7,"282,268",+343,"8,909",595,"1,342",29,"2,707,470","12,216","221,636,262 ",Asia,745,"34,986",82
25,18,Turkey,"276,555","+1,612","6,564 ",+53,"249,108","+1,021","20,883","1,076","3,273",78,"7,583,200","89,742","84,500,199 ",Asia,306,"12,873",11
26,19,Italy,"274,644","+1,733","35,518 ",+11,"209,027",+537,"30,099",121,"4,544",588,"9,034,743","149,469","60,445,551 ",Europe,220,"1,702",7
27,20,Iraq,"252,075","+5,036","7,359 ",+84,"191,368","+3,611","53,348",495,"6,243",182,"1,694,285","41,961","40,377,715 ",Asia,160,"5,487",24
28,21,Germany,"250,281","+1,467","9,401 ",+2,"224,600",,"16,280",223,"2,985",112,"12,383,035","147,712","83,832,432 ",Europe,335,"8,917",7
