,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
0,World,1274925,"+2,063",69498.0,73.0,265863.0,939564,45898.0,164.0,8.9,,
1,USA,336851,+178,9620.0,4.0,17977.0,309254,8702.0,1018.0,29.0,1772369.0,5355.0
2,Spain,131646,,12641.0,,38080.0,80925,6861.0,2816.0,270.0,355000.0,7593.0
3,Italy,128948,,15887.0,,21815.0,91246,3977.0,2133.0,263.0,691461.0,11436.0
4,Germany,100123,,1584.0,,28700.0,69839,3936.0,1195.0,19.0,918460.0,10962.0
5,France,92839,,8078.0,,16183.0,68578,6838.0,1422.0,124.0,224254.0,3436.0
6,Iran,58226,,3603.0,,22011.0,32612,4103.0,693.0,43.0,186000.0,2214.0
7,UK,47806,,4934.0,,135.0,42737,1559.0,704.0,73.0,195524.0,2880.0
8,Turkey,27069,,574.0,,1042.0,25453,1381.0,321.0,7.0,181445.0,2151.0
9,Switzerland,21100,,715.0,,7298.0,13087,391.0,2438.0,83.0,158000.0,18256.0
10,Belgium,19691,,1447.0,,3751.0,14493,1261.0,1699.0,125.0,70000.0,6040.0
11,Netherlands,17851,,1766.0,,250.0,15835,1385.0,1042.0,103.0,75415.0,4401.0
12,Canada,15512,,280.0,,2942.0,12290,426.0,411.0,7.0,330901.0,8767.0
13,Austria,12051,,204.0,,2998.0,8849,244.0,1338.0,23.0,108416.0,12038.0
14,Brazil,11281,+27,487.0,1.0,127.0,10667,296.0,53.0,2.0,54824.0,258.0
15,Portugal,11278,,295.0,,75.0,10908,267.0,1106.0,29.0,86370.0,8470.0
16,S. Korea,10284,+47,186.0,3.0,6598.0,3500,55.0,201.0,4.0,461233.0,8996.0
17,Israel,8611,+181,51.0,2.0,585.0,7975,141.0,995.0,6.0,109724.0,12677.0
18,Sweden,6830,,401.0,,205.0,6224,541.0,676.0,40.0,36900.0,3654.0
19,Australia,5788,+38,39.0,2.0,2315.0,3434,95.0,227.0,2.0,301087.0,11807.0
20,Norway,5759,+72,71.0,,32.0,5656,89.0,1062.0,13.0,105865.0,19528.0
21,Russia,5389,,45.0,,355.0,4989,8.0,37.0,0.3,697000.0,4776.0
22,Ireland,4994,,158.0,,25.0,4811,165.0,1011.0,32.0,30213.0,6119.0
23,Czechia,4591,+4,72.0,5.0,96.0,4423,84.0,429.0,7.0,85014.0,7939.0
24,Chile,4471,,34.0,,618.0,3819,307.0,234.0,2.0,51956.0,2718.0
25,Denmark,4369,,179.0,,1327.0,2863,142.0,754.0,31.0,49249.0,8503.0
26,India,4314,+25,118.0,,328.0,3868,,3.0,0.09,140293.0,102.0
27,Poland,4102,,94.0,,162.0,3846,50.0,108.0,2.0,80757.0,2134.0
28,Romania,3864,,156.0,5.0,374.0,3334,141.0,201.0,8.0,38623.0,2008.0
29,Malaysia,3662,,61.0,,1005.0,2596,99.0,113.0,2.0,51937.0,1605.0
30,Japan,3654,,85.0,,575.0,2994,69.0,29.0,0.7,44639.0,353.0
31,Ecuador,3646,,180.0,,100.0,3366,100.0,207.0,10.0,12386.0,702.0
32,Philippines,3414,+168,152.0,,64.0,3198,1.0,31.0,1.0,22958.0,210.0
33,Pakistan,3277,+120,50.0,3.0,257.0,2970,17.0,15.0,0.2,35875.0,162.0
34,Luxembourg,2804,,36.0,,500.0,2268,33.0,4479.0,58.0,23687.0,37840.0
35,Saudi Arabia,2402,,34.0,,488.0,1880,41.0,69.0,1.0,,
36,Peru,2281,,83.0,,989.0,1209,81.0,69.0,3.0,19410.0,589.0
37,Indonesia,2273,,198.0,,164.0,1911,,8.0,0.7,9712.0,36.0
38,Thailand,2220,+51,26.0,3.0,793.0,1401,23.0,32.0,0.4,25071.0,359.0
39,Finland,2176,+249,28.0,,300.0,1848,73.0,393.0,5.0,31714.0,5724.0
40,Mexico,2143,+253,94.0,15.0,633.0,1416,293.0,17.0,0.7,18034.0,140.0
41,Panama,1988,+187,54.0,8.0,13.0,1921,78.0,461.0,13.0,9749.0,2259.0
42,Serbia,1908,,51.0,,54.0,1803,98.0,218.0,6.0,7360.0,842.0
43,UAE,1799,,10.0,,144.0,1645,1.0,182.0,1.0,220000.0,22244.0
44,Dominican Republic,1745,,82.0,,17.0,1646,147.0,161.0,8.0,4542.0,419.0
45,Greece,1735,,73.0,,78.0,1584,93.0,166.0,7.0,25453.0,2442.0
46,South Africa,1655,,11.0,,95.0,1549,7.0,28.0,0.2,56873.0,959.0
47,Qatar,1604,,4.0,,123.0,1477,37.0,557.0,1.0,35757.0,12411.0
48,Argentina,1554,,46.0,,280.0,1228,86.0,34.0,1.0,8488.0,188.0
49,Iceland,1486,,4.0,,428.0,1054,11.0,4355.0,12.0,25394.0,74416.0
50,Colombia,1485,,35.0,,88.0,1362,50.0,29.0,0.7,23706.0,466.0
51,Algeria,1320,,152.0,,90.0,1078,46.0,30.0,3.0,3359.0,77.0
52,Ukraine,1319,+11,38.0,1.0,28.0,1253,16.0,30.0,0.9,5864.0,134.0
53,Singapore,1309,,6.0,,320.0,983,25.0,224.0,1.0,40000.0,6837.0
54,Croatia,1182,,15.0,,125.0,1042,39.0,288.0,4.0,10874.0,2649.0
55,Egypt,1173,,78.0,,247.0,848,,11.0,0.8,25000.0,244.0
56,New Zealand,1106,+67,1.0,,176.0,929,3.0,229.0,0.2,39918.0,8278.0
57,Estonia,1097,,15.0,,62.0,1020,17.0,827.0,11.0,21004.0,15834.0
58,Morocco,1021,,70.0,,76.0,875,1.0,28.0,2.0,4848.0,131.0
59,Slovenia,997,,28.0,,79.0,890,31.0,480.0,13.0,27764.0,13355.0
60,Iraq,961,,61.0,,279.0,621,,24.0,2.0,,
61,Hong Kong,891,,4.0,,206.0,681,8.0,119.0,0.5,96709.0,12900.0
62,Moldova,864,,15.0,,30.0,819,80.0,214.0,4.0,,
63,Lithuania,843,+32,14.0,1.0,7.0,822,11.0,310.0,5.0,25599.0,9403.0
64,Armenia,822,,7.0,,57.0,758,30.0,277.0,2.0,4666.0,1575.0
65,Hungary,744,+11,38.0,4.0,67.0,639,17.0,77.0,4.0,22282.0,2307.0
66,Diamond Princess,712,,11.0,,619.0,82,10.0,,,,
67,Bahrain,700,,4.0,,431.0,265,3.0,411.0,2.0,44386.0,26085.0
68,Bosnia and Herzegovina,659,+5,26.0,3.0,30.0,603,4.0,201.0,8.0,5934.0,1809.0
69,Cameroon,650,,9.0,,17.0,624,,24.0,0.3,,
70,Azerbaijan,584,,7.0,,32.0,545,17.0,58.0,0.7,40000.0,3945.0
71,Kazakhstan,584,,6.0,,42.0,536,6.0,31.0,0.3,5093.0,271.0
72,Tunisia,574,,22.0,,5.0,547,39.0,49.0,2.0,7145.0,605.0
