,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
0,World,1287742,"+14,880",70559.0,"+1,134",272005.0,945178,46055.0,165.0,9.1,,
1,USA,336906,+233,9624.0,+8,17977.0,309305,8702.0,1018.0,29.0,1773366.0,5358.0
2,Spain,135032,"+3,386",13055.0,+414,40437.0,81540,6931.0,2888.0,279.0,355000.0,7593.0
3,Italy,128948,,15887.0,,21815.0,91246,3977.0,2133.0,263.0,691461.0,11436.0
4,Germany,100186,+63,1590.0,+6,28700.0,69896,3936.0,1196.0,19.0,918460.0,10962.0
5,France,92839,,8078.0,,16183.0,68578,6838.0,1422.0,124.0,224254.0,3436.0
6,Iran,60500,"+2,274",3739.0,+136,24236.0,32525,4083.0,720.0,45.0,186000.0,2214.0
7,UK,47806,,4934.0,,135.0,42737,1559.0,704.0,73.0,195524.0,2880.0
8,Turkey,27069,,574.0,,1042.0,25453,1381.0,321.0,7.0,181445.0,2151.0
9,Switzerland,21652,+552,734.0,+19,7298.0,13620,391.0,2502.0,85.0,162500.0,18776.0
10,Belgium,20814,"+1,123",1632.0,+185,3986.0,15196,1257.0,1796.0,141.0,70000.0,6040.0
11,Netherlands,18803,+952,1867.0,+101,250.0,16686,1385.0,1097.0,109.0,75415.0,4401.0
12,Canada,15512,,280.0,,2942.0,12290,426.0,411.0,7.0,330901.0,8767.0
13,Austria,12206,+155,220.0,+16,3463.0,8523,250.0,1355.0,24.0,111296.0,12357.0
14,Portugal,11730,+452,311.0,+16,140.0,11279,270.0,1150.0,31.0,91794.0,9002.0
15,Brazil,11298,+44,489.0,+3,127.0,10682,296.0,53.0,2.0,54824.0,258.0
16,S. Korea,10284,+47,186.0,+3,6598.0,3500,55.0,201.0,4.0,461233.0,8996.0
17,Israel,8611,+181,55.0,+6,585.0,7971,141.0,995.0,6.0,109724.0,12677.0
18,Sweden,7206,+376,477.0,+76,205.0,6524,590.0,714.0,47.0,36900.0,3654.0
19,Russia,6343,+954,47.0,+2,406.0,5890,8.0,43.0,0.3,758000.0,5194.0
20,Australia,5795,+45,41.0,+4,2432.0,3322,96.0,227.0,2.0,302663.0,11869.0
21,Norway,5760,+73,73.0,+2,32.0,5655,83.0,1062.0,13.0,111299.0,20530.0
22,Ireland,4994,,158.0,,25.0,4811,165.0,1011.0,32.0,30213.0,6119.0
23,Denmark,4647,+278,187.0,+8,1378.0,3082,144.0,802.0,32.0,49249.0,8503.0
24,Czechia,4591,+4,72.0,+5,96.0,4423,84.0,429.0,7.0,85014.0,7939.0
25,Chile,4471,,34.0,,618.0,3819,307.0,234.0,2.0,51956.0,2718.0
26,India,4314,+25,118.0,,328.0,3868,,3.0,0.09,140293.0,102.0
27,Poland,4201,+99,98.0,+4,162.0,3941,50.0,111.0,3.0,85467.0,2258.0
28,Romania,4057,+193,162.0,+11,406.0,3489,179.0,211.0,8.0,40987.0,2131.0
