,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop
0,China,80928,,3245.0,,70420.0,7263,2274.0,56.0
1,Italy,41035,"+5,322",3405.0,427.0,4440.0,33190,2498.0,679.0
2,Iran,18407,"+1,046",1284.0,149.0,5979.0,11144,,219.0
3,Spain,18077,"+3,308",831.0,193.0,1107.0,16139,939.0,387.0
4,Germany,15320,"+2,993",44.0,16.0,115.0,15161,2.0,183.0
5,USA,13671,"+4,412",191.0,41.0,108.0,13372,64.0,41.0
6,France,10995,"+1,861",372.0,108.0,1295.0,9328,1122.0,168.0
7,S. Korea,8565,+152,91.0,7.0,1947.0,6527,59.0,167.0
8,Switzerland,4222,"+1,107",43.0,10.0,15.0,4164,,488.0
9,UK,3269,+643,144.0,40.0,65.0,3060,20.0,48.0
10,Netherlands,2460,+409,76.0,18.0,2.0,2382,45.0,144.0
11,Austria,2179,+533,6.0,2.0,9.0,2164,13.0,242.0
12,Belgium,1795,+309,21.0,7.0,165.0,1609,130.0,155.0
13,Norway,1790,+199,7.0,1.0,1.0,1782,27.0,330.0
14,Sweden,1439,+138,11.0,1.0,16.0,1412,21.0,142.0
15,Denmark,1151,+94,6.0,2.0,1.0,1144,30.0,199.0
16,Japan,943,+29,33.0,4.0,191.0,719,46.0,7.0
17,Malaysia,900,+110,2.0,,75.0,823,15.0,28.0
18,Canada,841,+114,13.0,4.0,11.0,817,1.0,22.0
19,Portugal,786,+144,4.0,2.0,4.0,778,20.0,77.0
20,Diamond Princess,712,,7.0,,527.0,178,14.0,
21,Australia,709,+113,6.0,,46.0,657,1.0,28.0
22,Czechia,694,+172,,,3.0,691,6.0,65.0
23,Israel,677,+244,,,14.0,663,6.0,78.0
24,Brazil,635,+106,7.0,3.0,2.0,626,18.0,3.0
25,Ireland,557,+191,3.0,1.0,5.0,549,6.0,113.0
26,Greece,464,+46,6.0,1.0,19.0,439,16.0,45.0
27,Qatar,460,+8,,,10.0,450,6.0,160.0
28,Pakistan,454,+147,2.0,,13.0,439,,2.0
29,Finland,400,+41,,,10.0,390,2.0,72.0
30,Turkey,359,+168,4.0,2.0,,355,,4.0
31,Poland,355,+68,5.0,,13.0,337,3.0,9.0
32,Singapore,345,+32,,,124.0,221,14.0,59.0
33,Chile,342,+104,,,,342,6.0,18.0
34,Luxembourg,335,+132,4.0,2.0,6.0,325,1.0,535.0
35,Iceland,330,+80,,,5.0,325,1.0,967.0
36,Slovenia,319,+33,1.0,,,318,6.0,153.0
37,Indonesia,308,+81,25.0,6.0,15.0,268,,1.0
38,Bahrain,278,+22,1.0,,110.0,167,4.0,163.0
39,Romania,277,+17,,,25.0,252,5.0,14.0
40,Saudi Arabia,274,+36,,,8.0,266,,8.0
41,Thailand,272,+60,1.0,,42.0,229,1.0,4.0
42,Estonia,267,+9,,,1.0,266,1.0,201.0
43,Ecuador,260,+92,3.0,,1.0,256,2.0,15.0
44,Egypt,256,+46,7.0,1.0,42.0,207,,3.0
45,Peru,234,+89,,,1.0,233,7.0,7.0
46,Philippines,217,+15,17.0,,8.0,192,1.0,2.0
47,Hong Kong,208,+15,4.0,,98.0,106,4.0,28.0
48,Russia,199,+52,1.0,1.0,8.0,190,,1.0
49,India,194,+25,4.0,1.0,20.0,170,,0.1
