,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop
0,China,80894,,3237.0,,69614.0,8043,2622.0,56.0
1,Italy,35713,"+4,207",2978.0,475.0,4025.0,28710,2257.0,591.0
2,Iran,17361,"+1,192",1135.0,147.0,5710.0,10516,,207.0
3,Spain,14769,"+2,943",638.0,105.0,1081.0,13050,800.0,316.0
4,Germany,12327,"+2,960",28.0,2.0,105.0,12194,2.0,147.0
5,USA,9269,"+2,858",151.0,42.0,106.0,9012,64.0,28.0
6,France,9134,"+1,404",264.0,89.0,602.0,8268,931.0,140.0
7,S. Korea,8413,+93,84.0,3.0,1540.0,6789,59.0,164.0
8,Switzerland,3115,+373,33.0,6.0,15.0,3067,,360.0
9,UK,2626,+676,104.0,33.0,65.0,2457,20.0,39.0
10,Netherlands,2051,+346,58.0,15.0,2.0,1991,45.0,120.0
11,Austria,1646,+314,4.0,,9.0,1633,12.0,183.0
12,Norway,1590,+119,6.0,3.0,1.0,1583,27.0,293.0
13,Belgium,1486,+243,14.0,4.0,31.0,1441,33.0,128.0
14,Sweden,1301,+105,10.0,2.0,15.0,1276,12.0,129.0
15,Denmark,1057,+80,4.0,,1.0,1052,24.0,182.0
16,Japan,899,+21,29.0,,144.0,726,41.0,7.0
17,Malaysia,790,+117,2.0,,60.0,728,15.0,24.0
18,Canada,727,+129,9.0,1.0,12.0,706,1.0,19.0
19,Diamond Princess,712,,7.0,,456.0,249,14.0,
20,Portugal,642,+194,2.0,1.0,4.0,636,18.0,63.0
21,Australia,596,+141,6.0,1.0,43.0,547,1.0,23.0
22,Czechia,522,+88,,,3.0,519,5.0,49.0
23,Brazil,509,+163,4.0,3.0,2.0,503,18.0,2.0
24,Qatar,452,+10,,,4.0,448,,157.0
25,Israel,433,+96,,,11.0,422,6.0,50.0
26,Greece,418,+31,5.0,,14.0,399,13.0,40.0
27,Ireland,366,+74,2.0,,5.0,359,6.0,74.0
28,Finland,359,+37,,,10.0,349,2.0,65.0
29,Singapore,313,+47,,,114.0,199,14.0,54.0
30,Pakistan,307,+60,2.0,2.0,13.0,292,,1.0
31,Poland,287,+49,5.0,,1.0,281,3.0,8.0
32,Slovenia,286,+11,1.0,,,285,6.0,138.0
33,Romania,260,+43,,,19.0,241,5.0,14.0
34,Estonia,258,+33,,,1.0,257,1.0,194.0
35,Bahrain,255,+14,1.0,,95.0,159,3.0,150.0
36,Iceland,250,+3,,,5.0,245,1.0,733.0
37,Saudi Arabia,238,+67,,,6.0,232,,7.0
38,Chile,238,+37,,,,238,3.0,12.0
39,Indonesia,227,+55,19.0,12.0,11.0,197,,0.8
40,Thailand,212,+35,1.0,,41.0,170,1.0,3.0
41,Egypt,210,+14,6.0,,28.0,176,,2.0
42,Luxembourg,203,+63,2.0,1.0,,201,1.0,324.0
43,Philippines,202,+15,17.0,3.0,4.0,181,1.0,2.0
44,Hong Kong,193,+25,4.0,,95.0,94,4.0,26.0
45,Turkey,191,+93,2.0,1.0,,189,,2.0
46,India,169,+26,3.0,,14.0,152,,0.1
47,Ecuador,168,+57,3.0,1.0,,165,2.0,10.0
