,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","9,776,538","+5,036","330,232",+491,"6,475,833","+3,388","2,970,473","18,795",,,,,,North America,"
",,
1,,"
Asia
","12,137,562","+13,393","217,860",+195,"10,489,665","+12,293","1,430,037","20,777",,,,,,Asia,"
",,
2,,"
South America
","8,792,296",+219,"274,753",+26,"7,714,540",+559,"803,003","17,589",,,,,,South America,"
",,
3,,"
Europe
","6,436,246","+40,698","234,860",+534,"3,108,684","+13,396","3,092,702","11,528",,,,,,Europe,"
",,
4,,"
Africa
","1,612,804",+67,"38,896",,"1,330,260",+8,"243,648","1,774",,,,,,Africa,"
",,
5,,"
Oceania
","33,446",+19,951,,"29,937",,"2,558",10,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,659,,47,4,,,,,,,"
",,
7,,World,"38,789,613","+59,432","1,097,567","+1,246","29,149,578","+29,644","8,542,468","70,477","4,976",140.8,,,,All,"
",,
8,1,USA,"8,150,383",+340,"221,850 ",+7,"5,279,651",+898,"2,648,882","15,219","24,582",669,"121,569,271","366,655","331,563,370 ",North America,41,"1,495",3
9,2,India,"7,307,097","+2,027","111,311 ",,"6,383,441","+2,985","812,345","8,944","5,280",80,"91,226,305","65,920","1,383,900,778 ",Asia,189,"12,433",15
10,3,Brazil,"5,141,498",,"151,779 ",,"4,568,813",,"420,906","8,318","24,139",713,"17,900,000","84,039","212,995,110 ",South America,41,"1,403",12
11,4,Russia,"1,354,163","+13,754","23,491 ",+286,"1,048,097","+8,392","282,575","2,300","9,278",161,"52,279,734","358,196","145,952,681 ",Europe,108,"6,213",3
12,5,Spain,"937,311",,"33,413 ",,N/A,N/A,N/A,"1,652","20,045",715,"14,590,713","312,034","46,760,051 ",Europe,50,"1,399",3
13,6,Argentina,"931,967",,"24,921 ",,"751,146",,"155,900","4,316","20,566",550,"2,283,577","50,393","45,314,994 ",South America,49,"1,818",20
14,7,Colombia,"930,159",,"28,306 ",,"816,667",,"85,186","2,220","18,225",555,"4,270,936","83,681","51,038,447 ",South America,55,"1,803",12
15,8,Peru,"856,951",,"33,512 ",,"759,597",,"63,842","1,163","25,887","1,012","4,135,223","124,920","33,102,931 ",South America,39,988,8
16,9,Mexico,"829,396","+4,056","84,898 ",+478,"603,827","+2,256","140,671","2,625","6,413",656,"2,127,667","16,453","129,321,379 ",North America,156,"1,523",61
17,10,France,"779,063",,"33,037 ",,"103,413",,"642,613","1,673","11,928",506,"12,710,074","194,595","65,315,457 ",Europe,84,"1,977",5
18,11,South Africa,"696,414",,"18,151 ",,"626,898",,"51,365",546,"11,700",305,"4,458,745","74,909","59,522,528 ",Africa,85,"3,279",13
19,12,UK,"654,644",,"43,155 ",,N/A,N/A,N/A,516,"9,629",635,"28,371,080","417,289","67,989,121 ",Europe,104,"1,575",2
20,13,Iran,"513,219",,"29,349 ",,"414,831",,"69,039","4,609","6,088",348,"4,398,723","52,179","84,300,294 ",Asia,164,"2,872",19
21,14,Chile,"485,372",,"13,415 ",,"458,073",,"13,884",785,"25,328",700,"3,772,113","196,839","19,163,414 ",South America,39,"1,429",5
22,15,Iraq,"413,215",,"10,021 ",,"347,396",,"55,798",475,"10,209",248,"2,548,753","62,969","40,476,598 ",Asia,98,"4,039",16
23,16,Bangladesh,"382,959",,"5,593 ",,"297,449",,"79,917",,"2,319",34,"2,112,448","12,790","165,160,487 ",Asia,431,"29,530",78
24,17,Italy,"372,799",,"36,289 ",,"244,065",,"92,445",539,"6,169",600,"12,914,895","213,696","60,435,873 ",Europe,162,"1,665",5
25,18,Indonesia,"349,160","+4,411","12,268 ",+112,"273,661","+5,810","63,231",,"1,273",45,"3,892,904","14,189","274,353,310 ",Asia,786,"22,363",70
26,19,Philippines,"348,698","+2,261","6,497 ",+50,"294,161",+385,"48,040","1,562","3,170",59,"4,231,916","38,473","109,997,710 ",Asia,315,"16,931",26
27,20,Germany,"341,742",,"9,771 ",,"281,900",,"50,071",602,"4,075",117,"19,276,507","229,861","83,861,634 ",Europe,245,"8,583",4
28,21,Saudi Arabia,"340,590",,"5,108 ",,"326,820",,"8,662",830,"9,740",146,"7,161,827","204,810","34,968,201 ",Asia,103,"6,846",5
29,22,Turkey,"340,450",,"9,014 ",,"298,368",,"33,068","1,418","4,024",107,"11,961,670","141,392","84,599,327 ",Asia,248,"9,385",7
30,23,Pakistan,"321,218",+755,"6,614 ",+13,"305,395",+315,"9,209",533,"1,446",30,"3,975,596","17,900","222,105,794 ",Asia,691,"33,581",56
31,24,Israel,"299,253",+753,"2,099 ",+1,"253,212","+1,501","43,942",734,"32,536",228,"4,081,342","443,740","9,197,590 ",Asia,31,"4,382",2
32,25,Ukraine,"281,239","+5,062","5,302 ",+73,"119,650",+951,"156,287",177,"6,442",121,"2,665,154","61,048","43,656,585 ",Europe,155,"8,234",16
33,26,Netherlands,"196,163",,"6,663 ",,N/A,N/A,N/A,321,"11,441",389,"2,872,319","167,522","17,145,882 ",Europe,87,"2,573",6
34,27,Canada,"189,387",,"9,664 ",,"159,351",,"20,372",172,"5,005",255,"8,353,069","220,763","37,837,340 ",North America,200,"3,915",5
