,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
0,World,1098762,756.0,59172.0,31.0,228923.0,810667,39391.0,141.0,7.6,,
1,USA,277467,306.0,7402.0,10.0,12283.0,257782,5787.0,838.0,22.0,1354646.0,4093.0
2,Italy,119827,,14681.0,,19758.0,85388,4068.0,1982.0,243.0,619849.0,10252.0
3,Spain,119199,,11198.0,,30513.0,77488,6416.0,2549.0,240.0,355000.0,7593.0
4,Germany,91159,,1275.0,,24575.0,65309,3936.0,1088.0,15.0,918460.0,10962.0
5,France,64338,,6507.0,,14008.0,43823,6662.0,986.0,100.0,224254.0,3436.0
6,Iran,53183,,3294.0,,17935.0,31954,4035.0,633.0,39.0,80000.0,952.0
7,UK,38168,,3605.0,,135.0,34428,163.0,562.0,53.0,173784.0,2560.0
8,Turkey,20921,,425.0,,484.0,20012,1251.0,248.0,5.0,141716.0,1680.0
9,Switzerland,19606,,591.0,,4846.0,14169,348.0,2265.0,68.0,111000.0,12826.0
10,Belgium,16770,,1143.0,,2872.0,12755,1205.0,1447.0,99.0,62867.0,5424.0
11,Netherlands,15723,,1487.0,,250.0,13986,1324.0,918.0,87.0,46810.0,2732.0
12,Canada,12375,,208.0,,2186.0,9981,120.0,328.0,6.0,302745.0,8021.0
13,Austria,11524,,168.0,,2022.0,9334,245.0,1280.0,19.0,98343.0,10919.0
14,S. Korea,10156,94.0,177.0,3.0,6325.0,3654,55.0,198.0,3.0,455032.0,8875.0
15,Portugal,9886,,246.0,,68.0,9572,245.0,970.0,24.0,52086.0,5108.0
16,Brazil,9216,22.0,365.0,2.0,127.0,8724,296.0,43.0,2.0,45708.0,215.0
17,Israel,7428,,40.0,,403.0,6985,113.0,858.0,5.0,90394.0,10443.0
18,Sweden,6131,,358.0,,205.0,5568,469.0,607.0,35.0,36900.0,3654.0
19,Australia,5454,,28.0,,585.0,4841,85.0,214.0,1.0,275000.0,10784.0
20,Norway,5370,,59.0,,32.0,5279,96.0,991.0,11.0,101986.0,18812.0
21,Ireland,4273,,120.0,,25.0,4128,148.0,865.0,24.0,30213.0,6119.0
22,Czechia,4190,,53.0,,72.0,4065,77.0,391.0,5.0,67281.0,6283.0
23,Russia,4149,,34.0,,281.0,3834,8.0,28.0,0.2,575000.0,3940.0
24,Denmark,3757,,139.0,,1193.0,2425,153.0,649.0,24.0,40863.0,7055.0
25,Chile,3737,,22.0,,427.0,3288,31.0,195.0,1.0,35142.0,1838.0
26,Poland,3383,,71.0,,56.0,3256,50.0,89.0,2.0,66938.0,1769.0
27,Ecuador,3368,,145.0,,65.0,3158,100.0,191.0,8.0,10317.0,585.0
28,Malaysia,3333,,53.0,,827.0,2453,108.0,103.0,2.0,47723.0,1474.0
29,Romania,3183,,133.0,,283.0,2767,83.0,165.0,7.0,31657.0,1646.0
30,Philippines,3018,,136.0,,52.0,2830,1.0,28.0,1.0,5265.0,48.0
31,Pakistan,2686,,40.0,,126.0,2520,10.0,12.0,0.2,30308.0,137.0
32,Japan,2617,,63.0,,514.0,2040,60.0,21.0,0.5,32497.0,257.0
33,Luxembourg,2612,,31.0,,500.0,2081,33.0,4173.0,50.0,21463.0,34287.0
34,India,2567,,72.0,,192.0,2303,,2.0,0.05,69245.0,50.0
35,Saudi Arabia,2039,,25.0,,351.0,1663,41.0,59.0,0.7,,
36,Indonesia,1986,,181.0,,134.0,1671,,7.0,0.7,6396.0,23.0
37,Thailand,1978,,19.0,,612.0,1347,23.0,28.0,0.3,23669.0,339.0
38,Mexico,1688,178.0,60.0,10.0,633.0,995,1.0,13.0,0.5,15668.0,122.0
39,Panama,1673,,41.0,,10.0,1622,50.0,388.0,10.0,7333.0,1700.0
40,Finland,1615,,20.0,,300.0,1295,72.0,291.0,4.0,26500.0,4783.0
41,Greece,1613,,63.0,,78.0,1472,92.0,155.0,6.0,15961.0,1531.0
42,Peru,1595,,61.0,,537.0,997,51.0,48.0,2.0,16518.0,501.0
43,South Africa,1505,,9.0,,95.0,1401,7.0,25.0,0.2,50361.0,849.0
44,Dominican Republic,1488,,68.0,,16.0,1404,147.0,137.0,6.0,,
45,Serbia,1476,,39.0,,54.0,1383,81.0,169.0,4.0,5756.0,659.0
46,Iceland,1364,,4.0,,309.0,1051,12.0,3997.0,12.0,22195.0,65042.0
47,Argentina,1353,,42.0,,266.0,1045,,30.0,0.9,7385.0,163.0
48,Colombia,1267,,25.0,,55.0,1187,50.0,25.0,0.5,21202.0,417.0
49,UAE,1264,,9.0,,108.0,1147,2.0,128.0,0.9,220000.0,22244.0
50,Algeria,1171,,105.0,,62.0,1004,,27.0,2.0,3359.0,77.0
51,Singapore,1114,,5.0,,282.0,827,24.0,190.0,0.9,39000.0,6666.0
52,Croatia,1079,,8.0,,92.0,979,39.0,263.0,2.0,6404.0,1560.0
53,Qatar,1075,,3.0,,93.0,979,37.0,373.0,1.0,28413.0,9862.0
54,Ukraine,1072,,27.0,,22.0,1023,16.0,25.0,0.6,3178.0,73.0
55,Egypt,985,,66.0,,216.0,703,,10.0,0.6,,
56,Estonia,961,,12.0,,48.0,901,16.0,724.0,9.0,18290.0,13788.0
57,New Zealand,950,82.0,1.0,,127.0,822,1.0,197.0,0.2,33116.0,6867.0
58,Slovenia,934,,20.0,,70.0,844,31.0,449.0,10.0,25921.0,12468.0
59,Hong Kong,845,,4.0,,173.0,668,8.0,113.0,0.5,90000.0,12005.0
60,Iraq,820,,54.0,,226.0,540,,20.0,1.0,,
61,Morocco,791,,48.0,,57.0,686,1.0,21.0,1.0,3910.0,106.0
62,Armenia,736,,7.0,,43.0,686,30.0,248.0,2.0,3994.0,1348.0
63,Diamond Princess,712,,11.0,,619.0,82,10.0,,,,
64,Lithuania,696,,9.0,,7.0,680,11.0,256.0,3.0,18432.0,6771.0
65,Bahrain,672,,4.0,,382.0,286,3.0,395.0,2.0,37996.0,22330.0
66,Hungary,623,,26.0,,43.0,554,17.0,64.0,3.0,17769.0,1839.0
67,Moldova,591,,8.0,,26.0,557,65.0,147.0,2.0,169.0,42.0
68,Bosnia and Herzegovina,579,,17.0,,27.0,535,4.0,176.0,5.0,4696.0,1431.0
69,Cameroon,509,,8.0,,17.0,484,,19.0,0.3,,
70,Lebanon,508,,17.0,,50.0,441,26.0,74.0,2.0,7828.0,1147.0
71,Tunisia,495,,18.0,,5.0,472,26.0,42.0,2.0,5736.0,485.0
72,Latvia,493,,1.0,,1.0,491,3.0,261.0,0.5,18198.0,9648.0
73,Bulgaria,485,,14.0,,30.0,441,21.0,70.0,2.0,566.0,81.0
74,Kazakhstan,464,,6.0,,29.0,429,6.0,25.0,0.3,316.0,17.0
75,Slovakia,450,,1.0,,10.0,439,3.0,82.0,0.2,11742.0,2151.0
76,Azerbaijan,443,,5.0,,32.0,406,7.0,44.0,0.5,35000.0,3452.0
77,Andorra,439,,16.0,,16.0,407,12.0,5682.0,207.0,,
78,North Macedonia,430,,12.0,,20.0,398,8.0,206.0,6.0,4506.0,2163.0
79,Kuwait,417,,,,82.0,335,16.0,98.0,,,
80,Costa Rica,416,,2.0,,11.0,403,13.0,82.0,0.4,3845.0,755.0
81,Cyprus,396,,11.0,,28.0,357,11.0,328.0,9.0,9447.0,7825.0
82,Uruguay,386,,4.0,,86.0,296,13.0,111.0,1.0,4786.0,1378.0
83,Belarus,351,,4.0,,53.0,294,11.0,37.0,0.4,32000.0,3386.0
84,Taiwan,348,,5.0,,50.0,293,,15.0,0.2,30777.0,1292.0
85,Réunion,321,,,,40.0,281,3.0,359.0,,,
86,Jordan,310,,5.0,,58.0,247,5.0,30.0,0.5,239.0,23.0
87,Albania,304,,17.0,,89.0,198,7.0,106.0,6.0,2031.0,706.0
88,Burkina Faso,302,,16.0,,50.0,236,,14.0,0.8,,
89,Afghanistan,281,,6.0,,10.0,265,,7.0,0.2,,
90,Cuba,269,,6.0,,15.0,248,8.0,24.0,0.5,3342.0,295.0
91,Honduras,264,42.0,15.0,,3.0,246,10.0,27.0,2.0,,
92,Oman,252,,1.0,,57.0,194,3.0,49.0,0.2,,
93,San Marino,251,,32.0,,26.0,193,13.0,7397.0,943.0,586.0,17270.0
94,Vietnam,239,,,,85.0,154,3.0,2.0,,73164.0,752.0
95,Channel Islands,232,,4.0,,13.0,215,,1334.0,23.0,,
96,Uzbekistan,227,,2.0,,25.0,200,8.0,7.0,0.06,,
97,Ivory Coast,218,,1.0,,19.0,198,,8.0,0.04,,
98,Nigeria,210,,4.0,,25.0,181,,1.0,0.02,,
99,Senegal,207,,1.0,,66.0,140,1.0,12.0,0.06,195.0,12.0
100,Ghana,205,,5.0,,31.0,169,2.0,7.0,0.2,,
101,Malta,202,,,,2.0,200,2.0,457.0,,9043.0,20480.0
102,Palestine,194,,1.0,,21.0,172,,38.0,0.2,7553.0,1481.0
103,Mauritius,186,,7.0,,,179,1.0,146.0,6.0,,
104,Faeroe Islands,179,,,,91.0,88,1.0,3663.0,,4653.0,95225.0
105,Montenegro,174,,2.0,,1.0,171,4.0,277.0,3.0,1193.0,1899.0
106,Sri Lanka,159,,5.0,1.0,24.0,130,5.0,7.0,0.2,,
107,Georgia,155,,,,28.0,127,6.0,39.0,,,
108,Venezuela,153,,7.0,,52.0,94,6.0,5.0,0.2,,
109,DRC,148,,16.0,,3.0,129,,2.0,0.2,,
110,Martinique,143,,3.0,,27.0,113,18.0,381.0,8.0,,
111,Bolivia,139,7.0,10.0,1.0,1.0,128,3.0,12.0,0.9,591.0,51.0
112,Brunei,134,,1.0,,65.0,68,3.0,306.0,2.0,7566.0,17295.0
113,Guadeloupe,130,,7.0,,24.0,99,14.0,325.0,17.0,,
114,Kyrgyzstan,130,,1.0,,6.0,123,5.0,20.0,0.2,9618.0,1474.0
115,Mayotte,128,,2.0,,10.0,116,3.0,469.0,7.0,479.0,1756.0
116,Kenya,122,,4.0,,4.0,114,2.0,2.0,0.07,2201.0,41.0
117,Niger,120,,5.0,,,115,,5.0,0.2,3729.0,154.0
118,Isle of Man,114,,1.0,,,113,,1341.0,12.0,1230.0,14465.0
119,Cambodia,114,,,,35.0,79,1.0,7.0,,5768.0,345.0
120,Trinidad and Tobago,100,2.0,6.0,,1.0,93,,71.0,4.0,722.0,516.0
121,Paraguay,96,4.0,3.0,,12.0,81,2.0,13.0,0.4,116.0,16.0
122,Gibraltar,95,,,,46.0,49,,2820.0,,1136.0,33718.0
123,Rwanda,89,,,,,89,,7.0,,,
124,Liechtenstein,75,,,,,75,,1967.0,,900.0,23605.0
125,Guinea,73,,,,2.0,71,,6.0,,,
126,Madagascar,70,,,,,70,6.0,3.0,,,
127,Monaco,64,,1.0,,3.0,60,2.0,1631.0,25.0,,
128,Aruba,62,,,,1.0,61,,581.0,,836.0,7830.0
129,Bangladesh,61,,6.0,,26.0,29,1.0,0.4,0.04,2086.0,13.0
130,French Guiana,57,,,,22.0,35,1.0,191.0,,,
131,Jamaica,53,,3.0,,7.0,43,,18.0,1.0,292.0,99.0
132,Barbados,51,,,,,51,,177.0,,,
133,Guatemala,50,,1.0,,12.0,37,1.0,3.0,0.06,,
134,Djibouti,49,,,,8.0,41,,50.0,,,
135,Uganda,48,,,,,48,,1.0,,,
136,El Salvador,46,,3.0,,,43,4.0,7.0,0.5,,
137,Macao,42,,,,10.0,32,,65.0,,,
138,Togo,40,,3.0,,17.0,20,,5.0,0.4,,
139,Mali,39,,3.0,,,36,,2.0,0.1,,
140,Zambia,39,,1.0,,2.0,36,,2.0,0.05,619.0,34.0
141,French Polynesia,39,,,,,39,1.0,139.0,,554.0,1972.0
142,Bermuda,35,,,,14.0,21,,562.0,,272.0,4368.0
143,Ethiopia,35,,,,3.0,32,2.0,0.3,,1222.0,11.0
144,Cayman Islands,29,,1.0,,1.0,27,,441.0,15.0,265.0,4032.0
145,Bahamas,24,,3.0,,,21,1.0,61.0,8.0,,
146,Guyana,23,,4.0,,,19,,29.0,5.0,83.0,106.0
147,Sint Maarten,23,,4.0,,6.0,13,,536.0,93.0,82.0,1912.0
148,Congo,22,,2.0,,2.0,18,,4.0,0.4,,
149,Saint Martin,22,,1.0,,2.0,19,,569.0,26.0,18.0,466.0
150,Eritrea,22,,,,,22,,6.0,,,
151,Gabon,21,,1.0,,1.0,19,,9.0,0.4,,
152,Myanmar,20,,1.0,,,19,,0.4,0.02,,
153,Tanzania,20,,1.0,,3.0,16,,0.3,0.02,,
154,Maldives,19,,,,13.0,6,,35.0,,,
155,Haiti,18,,,,1.0,17,,2.0,,200.0,18.0
156,New Caledonia,18,,,,1.0,17,,63.0,,1390.0,4869.0
157,Libya,17,,1.0,,,16,,2.0,0.1,131.0,19.0
158,Syria,16,,2.0,,,14,,0.9,0.1,,
159,Benin,16,,,,2.0,14,,1.0,,,
160,Equatorial Guinea,16,,,,1.0,15,,11.0,,,
161,Antigua and Barbuda,15,,,,,15,1.0,153.0,,9.0,92.0
162,Guinea-Bissau,15,,,,,15,,8.0,,,
163,Dominica,14,,,,,14,,194.0,,,
164,Mongolia,14,,,,2.0,12,,4.0,,,
165,Namibia,14,,,,3.0,11,,6.0,,301.0,118.0
166,Saint Lucia,13,,,,1.0,12,,71.0,,,
167,Grenada,12,,,,,12,2.0,107.0,,45.0,400.0
168,Curaçao,11,,1.0,,3.0,7,,67.0,6.0,,
169,Sudan,10,,2.0,,2.0,6,,0.2,0.05,,
170,Suriname,10,,1.0,,,9,,17.0,2.0,,
171,Greenland,10,,,,3.0,7,,176.0,,542.0,9547.0
172,Laos,10,,,,,10,,1.0,,437.0,60.0
173,Mozambique,10,,,,,10,,0.3,,,
174,Seychelles,10,,,,,10,,102.0,,,
175,MS Zaandam,9,,2.0,,,7,,,,,
176,Zimbabwe,9,,1.0,,,8,,0.6,0.07,316.0,21.0
177,Saint Kitts and Nevis,9,,,,,9,,169.0,,113.0,2124.0
178,Eswatini,9,,,,,9,,8.0,,,
179,Angola,8,,2.0,,1.0,5,,0.2,0.06,,
180,CAR,8,,,,,8,,2.0,,,
181,Chad,8,,,,,8,,0.5,,,
182,Fiji,7,,,,,7,,8.0,,,
183,Vatican City,7,,,,,7,,8739.0,,,
184,Liberia,7,,,,,7,,1.0,,,
185,St. Vincent Grenadines,7,,,,1.0,6,,63.0,,,
186,Somalia,7,,,,1.0,6,,0.4,,,
187,Cabo Verde,6,,1.0,,,5,,11.0,2.0,,
188,Mauritania,6,,1.0,,2.0,3,,1.0,0.2,,
189,Nepal,6,,,,1.0,5,,0.2,,1184.0,41.0
190,Montserrat,6,,,,,6,,1202.0,,,
