,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
0,World,2638477,"+2,761",184248.0,182.0,721997.0,1732232,56676.0,338.0,23.6,,
1,USA,849092,+375,47681.0,22.0,84050.0,717361,14016.0,2565.0,144.0,4325342.0,13067.0
2,Spain,208389,,21717.0,,85915.0,100757,7705.0,4457.0,464.0,930230.0,19896.0
3,Italy,187327,,25085.0,,54543.0,107699,2384.0,3098.0,415.0,1513251.0,25028.0
4,France,159877,,21340.0,,40657.0,97880,5218.0,2449.0,327.0,463662.0,7103.0
5,Germany,150648,,5315.0,,103300.0,42033,2908.0,1798.0,63.0,2072669.0,24738.0
6,UK,133495,,18100.0,,,115051,1559.0,1966.0,267.0,559935.0,8248.0
7,Turkey,98674,,2376.0,,16477.0,79821,1814.0,1170.0,28.0,750944.0,8904.0
8,Iran,85996,,5391.0,,63113.0,17492,3311.0,1024.0,64.0,377396.0,4493.0
9,Russia,57999,,513.0,,4420.0,53066,700.0,397.0,4.0,2250000.0,15418.0
10,Brazil,46182,+425,2924.0,18.0,25318.0,17940,8318.0,217.0,14.0,291922.0,1373.0
11,Belgium,41889,,6262.0,,9433.0,26194,1020.0,3614.0,540.0,171400.0,14789.0
12,Canada,40190,,1974.0,,13986.0,24230,557.0,1065.0,52.0,612192.0,16220.0
13,Netherlands,34842,,4054.0,,,30538,1050.0,2033.0,237.0,171415.0,10004.0
14,Switzerland,28268,,1509.0,,19900.0,6859,386.0,3266.0,174.0,227554.0,26293.0
15,Portugal,21982,,785.0,,1143.0,20054,207.0,2156.0,77.0,284741.0,27925.0
16,India,21450,+80,681.0,,4376.0,16393,,16.0,0.5,462621.0,335.0
17,Peru,19250,,530.0,,7027.0,11693,396.0,584.0,16.0,170400.0,5168.0
18,Ireland,16671,,769.0,,9233.0,6669,147.0,3376.0,156.0,111584.0,22598.0
19,Sweden,16004,,1937.0,,550.0,13517,515.0,1585.0,192.0,94500.0,9357.0
20,Austria,14925,,510.0,,11328.0,3087,176.0,1657.0,57.0,201794.0,22406.0
21,Israel,14498,,189.0,,5215.0,9094,141.0,1675.0,22.0,240303.0,27763.0
22,Saudi Arabia,12772,,114.0,,1812.0,10846,82.0,367.0,3.0,200000.0,5745.0
23,Japan,11950,,299.0,,1424.0,10227,241.0,94.0,2.0,130587.0,1033.0
24,Chile,11296,,160.0,,5386.0,5750,399.0,591.0,8.0,128722.0,6734.0
25,Ecuador,10850,,537.0,,1262.0,9051,141.0,615.0,30.0,34840.0,1975.0
26,S. Korea,10702,+8,240.0,2.0,8411.0,2051,55.0,209.0,5.0,583971.0,11390.0
27,Mexico,10544,"+1,043",970.0,113.0,2627.0,6947,378.0,82.0,8.0,49570.0,384.0
28,Pakistan,10513,+437,224.0,12.0,2337.0,7952,58.0,48.0,1.0,118020.0,534.0
29,Poland,10169,,426.0,,1513.0,8230,160.0,269.0,11.0,238799.0,6310.0
30,Singapore,10141,,12.0,,896.0,9233,27.0,1733.0,2.0,94796.0,16203.0
31,Romania,9710,,524.0,,2406.0,6780,288.0,505.0,27.0,106357.0,5529.0
32,UAE,8238,,52.0,,1546.0,6640,1.0,833.0,5.0,790000.0,79875.0
33,Denmark,7912,,384.0,,5087.0,2441,80.0,1366.0,66.0,108465.0,18726.0
34,Indonesia,7418,,635.0,,913.0,5870,,27.0,2.0,55732.0,204.0
35,Norway,7338,,187.0,,32.0,7119,54.0,1354.0,34.0,148656.0,27421.0
36,Belarus,7281,,58.0,,769.0,6454,92.0,771.0,6.0,114955.0,12165.0
37,Qatar,7141,,10.0,,689.0,6442,37.0,2479.0,3.0,70012.0,24301.0
38,Czechia,7132,,208.0,,1989.0,4935,80.0,666.0,19.0,186918.0,17454.0
39,Serbia,7114,,134.0,,1025.0,5955,101.0,814.0,15.0,48636.0,5566.0
40,Philippines,6710,,446.0,,693.0,5571,1.0,61.0,4.0,68532.0,625.0
41,Australia,6660,+11,75.0,1.0,5041.0,1544,46.0,261.0,3.0,463713.0,18185.0
42,Ukraine,6592,,174.0,,424.0,5994,45.0,151.0,4.0,67520.0,1544.0
43,Malaysia,5532,,93.0,,3452.0,1987,43.0,171.0,3.0,113755.0,3515.0
44,Dominican Republic,5300,,260.0,,581.0,4459,135.0,489.0,24.0,18261.0,1683.0
45,Panama,4992,+171,144.0,3.0,255.0,4593,97.0,1157.0,33.0,22702.0,5261.0
46,Colombia,4356,,206.0,,870.0,3280,98.0,86.0,4.0,71500.0,1405.0
47,Finland,4129,,149.0,,2000.0,1980,63.0,745.0,27.0,68552.0,12372.0
48,Bangladesh,3772,,120.0,,92.0,3560,1.0,23.0,0.7,32630.0,198.0
49,Egypt,3659,,276.0,,935.0,2448,,36.0,3.0,55000.0,537.0
50,Luxembourg,3654,,80.0,,711.0,2863,32.0,5837.0,128.0,36087.0,57649.0
51,South Africa,3635,,65.0,,1055.0,2515,36.0,61.0,1.0,133774.0,2256.0
52,Morocco,3446,,149.0,,417.0,2880,1.0,93.0,4.0,19885.0,539.0
53,Argentina,3288,,159.0,,872.0,2257,123.0,73.0,4.0,39228.0,868.0
54,Algeria,2910,,402.0,,1204.0,1304,40.0,66.0,9.0,6500.0,148.0
55,Thailand,2839,+13,50.0,1.0,2430.0,359,61.0,41.0,0.7,142589.0,2043.0
56,Moldova,2778,,75.0,,560.0,2143,212.0,689.0,19.0,11763.0,2916.0
57,Greece,2408,,121.0,,577.0,1710,55.0,231.0,12.0,56944.0,5463.0
58,Kuwait,2248,,13.0,,443.0,1792,50.0,526.0,3.0,,
59,Kazakhstan,2191,+56,19.0,,515.0,1657,29.0,117.0,1.0,153492.0,8175.0
60,Hungary,2168,,225.0,,295.0,1648,82.0,224.0,23.0,52702.0,5455.0
61,Bahrain,2027,,7.0,,1026.0,994,2.0,1191.0,4.0,97796.0,57474.0
62,Croatia,1950,,48.0,,869.0,1033,19.0,475.0,12.0,27614.0,6726.0
63,Iceland,1785,,10.0,,1462.0,313,5.0,5231.0,29.0,44468.0,130312.0
64,Uzbekistan,1716,,7.0,,450.0,1259,8.0,51.0,0.2,150000.0,4482.0
65,Iraq,1631,,83.0,,1146.0,402,,41.0,2.0,62880.0,1563.0
66,Oman,1614,,8.0,,238.0,1368,3.0,316.0,2.0,,
67,Estonia,1559,,44.0,,184.0,1331,7.0,1175.0,33.0,43637.0,32895.0
68,Azerbaijan,1518,,20.0,,907.0,591,14.0,150.0,2.0,108221.0,10674.0
69,Armenia,1473,,24.0,,633.0,816,30.0,497.0,8.0,14966.0,5051.0
70,New Zealand,1451,+3,16.0,2.0,1065.0,370,2.0,301.0,3.0,101277.0,21002.0
71,Lithuania,1370,,38.0,,357.0,975,17.0,503.0,14.0,76973.0,28275.0
72,Bosnia and Herzegovina,1368,,53.0,,460.0,855,4.0,417.0,16.0,20125.0,6134.0
73,Slovenia,1353,,79.0,,205.0,1069,24.0,651.0,38.0,44435.0,21374.0
74,North Macedonia,1259,,56.0,,272.0,931,8.0,604.0,27.0,13000.0,6240.0
75,Slovakia,1244,,14.0,,284.0,946,7.0,228.0,3.0,52649.0,9643.0
76,Cuba,1189,,40.0,,341.0,808,16.0,105.0,4.0,30416.0,2685.0
77,Afghanistan,1176,,40.0,,166.0,970,7.0,30.0,1.0,6422.0,165.0
78,Cameroon,1163,,43.0,,397.0,723,33.0,44.0,2.0,,
79,Ghana,1154,,9.0,,99.0,1046,4.0,37.0,0.3,68591.0,2207.0
80,Hong Kong,1034,,4.0,,678.0,352,8.0,138.0,0.5,131786.0,17579.0
81,Bulgaria,1024,,49.0,,174.0,801,37.0,147.0,7.0,27000.0,3886.0
82,Djibouti,974,,2.0,,183.0,789,,986.0,2.0,10272.0,10397.0
83,Ivory Coast,952,,14.0,,310.0,628,,36.0,0.5,,
84,Tunisia,909,,38.0,,190.0,681,32.0,77.0,3.0,18861.0,1596.0
85,Nigeria,873,,28.0,,197.0,648,2.0,4.0,0.1,8003.0,39.0
86,Cyprus,790,,13.0,,98.0,679,15.0,654.0,11.0,37081.0,30712.0
87,Latvia,761,,11.0,,133.0,617,5.0,403.0,6.0,39336.0,20855.0
88,Guinea,761,,6.0,,164.0,591,,58.0,0.5,,
89,Andorra,723,,37.0,,309.0,377,17.0,9357.0,479.0,1673.0,21653.0
90,Diamond Princess,712,,13.0,,645.0,54,4.0,,,,
91,Lebanon,682,,22.0,,113.0,547,26.0,100.0,3.0,22853.0,3348.0
92,Costa Rica,681,,6.0,,180.0,495,6.0,134.0,1.0,11766.0,2310.0
93,Bolivia,672,+63,40.0,3.0,44.0,588,3.0,58.0,3.0,4420.0,379.0
94,Niger,662,,22.0,,193.0,447,,27.0,0.9,4832.0,200.0
95,Albania,634,,27.0,,356.0,251,4.0,220.0,9.0,6269.0,2178.0
96,Kyrgyzstan,612,,7.0,,254.0,351,5.0,94.0,1.0,26147.0,4008.0
97,Burkina Faso,609,,39.0,,389.0,181,,29.0,2.0,,
98,Uruguay,549,,12.0,,337.0,200,10.0,158.0,3.0,14532.0,4183.0
99,Honduras,519,+9,47.0,1.0,31.0,441,10.0,52.0,5.0,2535.0,256.0
100,Channel Islands,498,,28.0,,285.0,185,,2864.0,161.0,3320.0,19095.0
101,San Marino,488,,40.0,,62.0,386,4.0,14382.0,1179.0,1872.0,55171.0
102,Palestine,474,,4.0,,71.0,399,,93.0,0.8,17329.0,3397.0
103,Malta,444,,3.0,,165.0,276,2.0,1006.0,7.0,26148.0,59220.0
104,Senegal,442,,6.0,,253.0,183,1.0,26.0,0.4,466.0,28.0
105,Jordan,435,,7.0,,315.0,113,5.0,43.0,0.7,36000.0,3528.0
106,Taiwan,426,,6.0,,236.0,184,,18.0,0.3,56853.0,2387.0
107,Georgia,416,,5.0,,107.0,304,6.0,104.0,1.0,8375.0,2099.0
108,Réunion,410,,,,238.0,172,2.0,458.0,,,
109,DRC,359,,25.0,,45.0,289,,4.0,0.3,,
110,Guatemala,342,+26,10.0,2.0,25.0,307,3.0,19.0,0.6,7200.0,402.0
111,Sri Lanka,330,,7.0,,105.0,218,2.0,15.0,0.3,7393.0,345.0
112,Mauritius,329,,9.0,,261.0,59,3.0,259.0,7.0,9755.0,7670.0
113,Mayotte,326,,4.0,,125.0,197,4.0,1195.0,15.0,2100.0,7698.0
114,Montenegro,315,,5.0,,116.0,194,7.0,502.0,8.0,5085.0,8096.0
115,Isle of Man,307,,15.0,,212.0,80,20.0,3610.0,176.0,2654.0,31211.0
116,Kenya,303,,14.0,,83.0,206,2.0,6.0,0.3,14704.0,273.0
117,Venezuela,298,,10.0,,122.0,166,4.0,10.0,0.4,347236.0,12211.0
118,Mali,293,,17.0,,73.0,203,,14.0,0.8,2023.0,100.0
119,Somalia,286,,8.0,,4.0,274,2.0,18.0,0.5,,
120,Tanzania,284,,10.0,,11.0,263,7.0,5.0,0.2,,
121,Vietnam,268,,,,223.0,45,8.0,3.0,,206253.0,2119.0
122,Jamaica,252,,6.0,,28.0,218,,85.0,2.0,2125.0,718.0
123,El Salvador,237,,8.0,1.0,63.0,166,3.0,37.0,1.0,14375.0,2216.0
124,Paraguay,213,,9.0,,62.0,142,1.0,30.0,1.0,6292.0,882.0
125,Congo,186,,6.0,,16.0,164,,34.0,1.0,,
126,Faeroe Islands,185,,,,178.0,7,,3786.0,,6270.0,128318.0
127,Gabon,166,,1.0,,24.0,141,2.0,75.0,0.4,572.0,257.0
128,Martinique,164,,14.0,,73.0,77,6.0,437.0,37.0,,
129,Sudan,162,+22,13.0,,14.0,135,,4.0,0.3,,
130,Rwanda,153,,,,84.0,69,,12.0,,6959.0,537.0
131,Guadeloupe,148,,12.0,,76.0,60,13.0,370.0,30.0,,
132,Brunei,138,,1.0,,117.0,20,2.0,315.0,2.0,12149.0,27770.0
133,Gibraltar,132,,,,127.0,5,1.0,3918.0,,2020.0,59957.0
