,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
0,World,3304143,"+85,960",233829.0,"+5,800",1039055.0,2031259,50956.0,424.0,30.0,,
1,USA,1095019,"+30,825",63856.0,"+2,201",152324.0,878839,15226.0,3308.0,193.0,6376466.0,19264.0
2,Spain,239639,"+2,740",24543.0,+268,137984.0,77112,2676.0,5125.0,525.0,1455306.0,31126.0
3,Italy,205463,"+1,872",27967.0,+285,75945.0,101551,1694.0,3398.0,463.0,1979217.0,32735.0
4,UK,171253,"+6,032",26771.0,+674,,144138,1559.0,2523.0,394.0,901905.0,13286.0
5,France,167178,+758,24376.0,+289,49476.0,93326,4019.0,2561.0,373.0,724574.0,11101.0
6,Germany,163009,"+1,470",6623.0,+156,123500.0,32886,2415.0,1946.0,79.0,2547052.0,30400.0
7,Turkey,120204,"+2,615",3174.0,+93,48886.0,68144,1514.0,1425.0,38.0,1033617.0,12255.0
8,Russia,106498,"+7,099",1073.0,+101,11619.0,93806,2300.0,730.0,7.0,3490000.0,23915.0
9,Iran,94640,+983,6028.0,+71,75103.0,13509,2976.0,1127.0,72.0,463295.0,5516.0
10,Brazil,85380,"+6,019",5901.0,+390,35935.0,43544,8318.0,402.0,28.0,339552.0,1597.0
11,Canada,53236,"+1,639",3184.0,+188,21423.0,28629,557.0,1411.0,84.0,806449.0,21367.0
12,Belgium,48519,+660,7594.0,+93,11576.0,29349,769.0,4186.0,655.0,237963.0,20532.0
13,Netherlands,39316,+514,4795.0,+84,,34271,783.0,2295.0,280.0,219744.0,12824.0
14,Peru,36976,"+3,045",1051.0,+108,10405.0,25520,651.0,1121.0,32.0,318252.0,9652.0
15,India,34863,"+1,801",1154.0,+75,9068.0,24641,,25.0,0.8,830201.0,602.0
16,Switzerland,29586,+179,1737.0,+21,23400.0,4449,167.0,3419.0,201.0,266200.0,30758.0
17,Portugal,25045,+540,989.0,+16,1519.0,22537,172.0,2456.0,97.0,395771.0,38814.0
18,Ecuador,24934,+259,900.0,+17,1558.0,22476,146.0,1413.0,51.0,69054.0,3914.0
19,Saudi Arabia,22753,"+1,351",162.0,+5,3163.0,19428,123.0,654.0,5.0,200000.0,5745.0
20,Sweden,21092,+790,2586.0,+124,1005.0,17501,531.0,2088.0,256.0,119500.0,11833.0
21,Ireland,20612,+359,1232.0,+42,13386.0,5994,123.0,4174.0,250.0,153954.0,31179.0
22,Mexico,17799,"+1,047",1732.0,+163,11423.0,4644,378.0,138.0,13.0,81912.0,635.0
23,Pakistan,16473,+948,361.0,+18,4105.0,12007,111.0,75.0,2.0,174160.0,788.0
24,Singapore,16169,+528,15.0,+1,1244.0,14910,22.0,2764.0,3.0,143919.0,24600.0
25,Chile,16023,"+1,138",227.0,+11,8580.0,7216,392.0,838.0,12.0,180517.0,9443.0
26,Israel,15946,+112,222.0,+7,8561.0,7163,105.0,1842.0,26.0,364467.0,42108.0
27,Austria,15452,+50,584.0,+4,12907.0,1961,128.0,1716.0,65.0,256399.0,28469.0
28,Japan,14088,+193,430.0,+17,2460.0,11198,308.0,111.0,3.0,165609.0,1309.0
29,Belarus,14027,+846,89.0,+5,2386.0,11552,92.0,1484.0,9.0,176625.0,18692.0
30,Qatar,13409,+845,10.0,,1372.0,12027,72.0,4654.0,3.0,94500.0,32801.0
31,Poland,12877,+237,644.0,+20,3236.0,8997,160.0,340.0,17.0,338027.0,8931.0
32,UAE,12481,+552,105.0,+7,2429.0,9947,1.0,1262.0,11.0,1122000.0,113443.0
33,Romania,12240,+262,717.0,+24,4017.0,7506,221.0,636.0,37.0,175374.0,9116.0
34,S. Korea,10765,+4,247.0,+1,9059.0,1459,55.0,210.0,5.0,619881.0,12091.0
35,Ukraine,10406,+540,261.0,+11,1238.0,8907,138.0,238.0,6.0,111859.0,2558.0
36,Indonesia,10118,+347,792.0,+8,1522.0,7804,,37.0,3.0,94599.0,346.0
37,Denmark,9158,+150,452.0,+9,6546.0,2160,62.0,1581.0,78.0,193165.0,33349.0
38,Serbia,9009,+285,179.0,+6,1343.0,7487,71.0,1031.0,20.0,85645.0,9802.0
39,Philippines,8488,+276,568.0,+10,1043.0,6877,31.0,77.0,5.0,104146.0,950.0
40,Norway,7738,+28,210.0,+3,32.0,7496,37.0,1427.0,39.0,172586.0,31835.0
41,Czechia,7682,+103,236.0,+9,3314.0,4132,68.0,717.0,22.0,242088.0,22606.0
42,Bangladesh,7667,+564,168.0,+5,160.0,7339,1.0,47.0,1.0,64666.0,393.0
43,Dominican Republic,6972,+320,301.0,+8,1301.0,5370,144.0,643.0,28.0,25368.0,2339.0
44,Australia,6753,+7,91.0,+2,5715.0,947,34.0,265.0,4.0,563641.0,22104.0
45,Colombia,6507,+300,293.0,+15,1439.0,4775,118.0,128.0,6.0,104657.0,2057.0
46,Panama,6378,+178,178.0,+2,527.0,5673,92.0,1478.0,41.0,29837.0,6915.0
47,Malaysia,6002,+57,102.0,+2,4171.0,1729,40.0,185.0,3.0,160296.0,4953.0
48,South Africa,5647,+297,103.0,,2073.0,3471,36.0,95.0,2.0,207530.0,3499.0
49,Egypt,5537,+269,392.0,+12,1381.0,3764,,54.0,4.0,90000.0,879.0
50,Finland,4995,+89,211.0,+5,3000.0,1784,48.0,902.0,38.0,93900.0,16947.0
51,Argentina,4428,+143,218.0,+4,1256.0,2954,157.0,98.0,5.0,58685.0,1298.0
52,Morocco,4423,+102,170.0,+2,984.0,3269,1.0,120.0,5.0,34841.0,944.0
53,Kuwait,4024,+284,26.0,+2,1539.0,2459,66.0,942.0,6.0,179000.0,41915.0
54,Algeria,4006,+158,450.0,+6,1779.0,1777,22.0,91.0,10.0,6500.0,148.0
55,Moldova,3897,+126,116.0,+5,1182.0,2599,237.0,966.0,29.0,11763.0,2916.0
56,Luxembourg,3784,+15,90.0,+1,3213.0,481,23.0,6045.0,144.0,42643.0,68122.0
57,Kazakhstan,3402,+264,25.0,,866.0,2511,41.0,181.0,1.0,249527.0,13289.0
58,Bahrain,3040,+119,8.0,,1500.0,1532,1.0,1787.0,5.0,129694.0,76220.0
59,Thailand,2954,+7,54.0,,2684.0,216,61.0,42.0,0.8,178083.0,2551.0
60,Hungary,2775,+48,312.0,+12,581.0,1882,54.0,287.0,32.0,72951.0,7552.0
61,Greece,2591,+15,140.0,+1,1374.0,1077,38.0,249.0,13.0,75170.0,7212.0
62,Oman,2348,+74,11.0,+1,495.0,1842,17.0,460.0,2.0,40459.0,7923.0
63,Afghanistan,2171,+232,64.0,+4,260.0,1847,7.0,56.0,2.0,10022.0,257.0
64,Iraq,2085,+82,93.0,+1,1375.0,617,,52.0,2.0,92061.0,2289.0
65,Croatia,2076,+14,69.0,+2,1348.0,659,20.0,506.0,17.0,36221.0,8823.0
66,Ghana,2074,+403,17.0,+1,212.0,1845,4.0,67.0,0.5,113497.0,3653.0
67,Armenia,2066,+134,32.0,+2,929.0,1105,10.0,697.0,11.0,21125.0,7129.0
68,Uzbekistan,2039,+37,9.0,,1133.0,897,8.0,61.0,0.3,242536.0,7247.0
69,Nigeria,1932,+204,58.0,+7,319.0,1555,2.0,9.0,0.3,12828.0,62.0
70,Cameroon,1832,,61.0,,934.0,837,12.0,69.0,2.0,,
71,Azerbaijan,1804,+38,24.0,+1,1325.0,455,17.0,178.0,2.0,143079.0,14112.0
72,Iceland,1797,,10.0,,1670.0,117,,5266.0,29.0,48413.0,141873.0
73,Bosnia and Herzegovina,1757,+80,69.0,+4,727.0,961,4.0,536.0,21.0,30793.0,9386.0
74,Estonia,1689,+23,52.0,+2,249.0,1388,9.0,1273.0,39.0,52741.0,39758.0
75,Bulgaria,1506,+59,66.0,+2,266.0,1174,40.0,217.0,9.0,45208.0,6506.0
76,Cuba,1501,+34,61.0,+3,681.0,759,10.0,133.0,5.0,47347.0,4180.0
77,Guinea,1495,+144,7.0,,329.0,1159,,114.0,0.5,,
78,New Zealand,1476,+2,19.0,,1241.0,216,1.0,306.0,4.0,134570.0,27906.0
79,North Macedonia,1465,+23,77.0,+4,738.0,650,13.0,703.0,37.0,16050.0,7704.0
80,Slovenia,1429,+11,91.0,+2,233.0,1105,22.0,687.0,44.0,52948.0,25469.0
81,Slovakia,1396,+5,23.0,+1,524.0,849,8.0,256.0,4.0,85922.0,15738.0
82,Lithuania,1385,+10,45.0,,589.0,751,17.0,509.0,17.0,125555.0,46121.0
83,Ivory Coast,1275,+37,14.0,,574.0,687,,48.0,0.5,9657.0,366.0
84,Bolivia,1110,+57,59.0,+4,117.0,934,3.0,95.0,5.0,5791.0,496.0
85,Djibouti,1089,+12,2.0,,642.0,445,,1102.0,2.0,13422.0,13585.0
86,Hong Kong,1038,,4.0,,846.0,188,4.0,138.0,0.5,154989.0,20674.0
87,Tunisia,994,+14,41.0,+1,305.0,648,24.0,84.0,3.0,22957.0,1942.0
88,Senegal,933,+51,9.0,,334.0,590,1.0,56.0,0.5,466.0,28.0
89,Latvia,858,+9,15.0,,348.0,495,3.0,455.0,8.0,57886.0,30689.0
90,Cyprus,850,+7,15.0,,296.0,539,15.0,704.0,12.0,58109.0,48129.0
91,Albania,773,+7,31.0,+1,470.0,272,4.0,269.0,11.0,8253.0,2868.0
92,Honduras,771,+33,71.0,+5,79.0,621,10.0,78.0,7.0,3643.0,368.0
93,Kyrgyzstan,746,+17,8.0,,462.0,276,12.0,114.0,1.0,51472.0,7889.0
94,Andorra,745,+2,42.0,,468.0,235,17.0,9642.0,544.0,1673.0,21653.0
95,Lebanon,725,+4,24.0,,150.0,551,44.0,106.0,4.0,34499.0,5054.0
96,Niger,719,+6,32.0,,452.0,235,,30.0,1.0,5194.0,215.0
97,Costa Rica,719,+6,6.0,,338.0,375,8.0,141.0,1.0,13240.0,2599.0
98,Diamond Princess,712,,13.0,,645.0,54,4.0,,,,
99,Sri Lanka,663,+14,7.0,,154.0,502,1.0,31.0,0.3,21157.0,988.0
100,Burkina Faso,645,+4,43.0,,506.0,96,,31.0,2.0,,
101,Uruguay,643,+18,17.0,+2,417.0,209,10.0,185.0,5.0,19747.0,5685.0
102,Somalia,601,+19,28.0,,31.0,542,2.0,38.0,2.0,,
103,Guatemala,585,+28,16.0,,65.0,504,5.0,33.0,0.9,7200.0,402.0
104,San Marino,569,+6,41.0,,78.0,450,6.0,16769.0,1208.0,2305.0,67932.0
105,Georgia,539,+22,6.0,,184.0,349,6.0,135.0,2.0,14718.0,3689.0
106,Mayotte,539,+79,4.0,,235.0,300,4.0,1976.0,15.0,3000.0,10996.0
107,Channel Islands,537,,40.0,+2,386.0,111,,3089.0,230.0,5342.0,30725.0
108,DRC,500,+9,31.0,+1,65.0,404,,6.0,0.3,,
109,Mali,490,+8,26.0,+1,135.0,329,,24.0,1.0,2172.0,107.0
110,Tanzania,480,,16.0,,167.0,297,7.0,8.0,0.3,,
111,Maldives,468,+190,1.0,,17.0,450,2.0,866.0,2.0,8008.0,14815.0
112,Malta,465,+2,4.0,,351.0,110,1.0,1053.0,9.0,32989.0,74713.0
113,Jordan,453,+2,8.0,,362.0,83,5.0,44.0,0.8,63737.0,6247.0
114,Sudan,442,+67,31.0,+3,39.0,372,,10.0,0.7,,
115,Taiwan,429,,6.0,,322.0,101,,18.0,0.3,62844.0,2639.0
116,Réunion,420,,,,300.0,120,2.0,469.0,,,
117,Kenya,396,+12,17.0,+2,144.0,235,2.0,7.0,0.3,20268.0,377.0
118,Jamaica,396,,7.0,,29.0,360,3.0,134.0,2.0,3993.0,1348.0
119,El Salvador,395,+18,10.0,+1,119.0,266,3.0,61.0,2.0,24057.0,3709.0
120,Palestine,344,,2.0,,76.0,266,,67.0,0.4,32200.0,6312.0
121,Venezuela,333,+2,16.0,+6,142.0,175,2.0,12.0,0.6,458737.0,16132.0
122,Mauritius,332,,10.0,,310.0,12,3.0,261.0,8.0,16028.0,12603.0
123,Montenegro,322,,7.0,,214.0,101,2.0,513.0,11.0,6864.0,10929.0
124,Isle of Man,315,+2,21.0,,260.0,34,21.0,3704.0,247.0,3117.0,36656.0
125,Equatorial Guinea,315,,1.0,,9.0,305,,225.0,0.7,854.0,609.0
126,Gabon,276,,3.0,,67.0,206,1.0,124.0,1.0,724.0,325.0
127,Vietnam,270,,,,219.0,51,8.0,3.0,,261004.0,2681.0
128,Paraguay,249,+10,9.0,,111.0,129,1.0,35.0,1.0,9454.0,1325.0
129,Rwanda,243,+18,,,104.0,139,,19.0,,9604.0,741.0
130,Congo,220,+13,9.0,+1,19.0,192,,40.0,2.0,,
131,Guinea-Bissau,205,,1.0,,19.0,185,,104.0,0.5,1500.0,762.0
132,Faeroe Islands,187,,,,184.0,3,,3827.0,,6963.0,142500.0
133,Martinique,178,+3,14.0,,83.0,81,5.0,474.0,37.0,,
134,Guadeloupe,151,+2,12.0,,95.0,44,11.0,377.0,30.0,,
135,Myanmar,150,,6.0,,27.0,117,,3.0,0.1,7718.0,142.0
136,Gibraltar,144,+3,,,131.0,13,,4274.0,,2626.0,77944.0
137,Liberia,141,,16.0,,45.0,80,,28.0,3.0,,
138,Brunei,138,,1.0,,124.0,13,2.0,315.0,2.0,13580.0,31041.0
139,Ethiopia,131,+1,3.0,,59.0,69,,1.0,0.03,17842.0,155.0
140,Madagascar,128,,,,92.0,36,1.0,5.0,,3228.0,117.0
141,French Guiana,126,+1,1.0,,94.0,31,2.0,422.0,3.0,,
142,Sierra Leone,124,+20,7.0,+3,21.0,96,,16.0,0.9,,
143,Cambodia,122,,,,119.0,3,1.0,7.0,,11975.0,716.0
144,Cabo Verde,121,+8,1.0,,4.0,116,,218.0,2.0,791.0,1423.0
145,Togo,116,+7,9.0,+2,65.0,42,,14.0,1.0,6882.0,831.0
146,Trinidad and Tobago,116,,8.0,,72.0,36,,83.0,6.0,1730.0,1236.0
147,Bermuda,114,+3,6.0,,48.0,60,4.0,1831.0,96.0,2500.0,40143.0
148,Zambia,106,+9,3.0,,55.0,48,1.0,6.0,0.2,5284.0,287.0
149,Aruba,100,,2.0,,79.0,19,4.0,937.0,19.0,1691.0,15838.0
150,Eswatini,100,+9,1.0,,12.0,87,,86.0,0.9,714.0,615.0
151,Monaco,95,,4.0,,64.0,27,1.0,2421.0,102.0,,
152,Uganda,83,+2,,,52.0,31,,2.0,,29279.0,640.0
153,Guyana,82,+8,9.0,+1,22.0,51,2.0,104.0,11.0,579.0,736.0
154,Liechtenstein,82,,1.0,,55.0,26,,2151.0,26.0,900.0,23605.0
155,Bahamas,81,+1,11.0,,25.0,45,1.0,206.0,28.0,1284.0,3265.0
156,Haiti,81,+5,8.0,+2,8.0,65,,7.0,0.7,827.0,73.0
157,Barbados,81,+1,7.0,,39.0,35,4.0,282.0,24.0,2160.0,7516.0
158,Mozambique,76,,,,12.0,64,,2.0,,1896.0,61.0
159,Sint Maarten,75,,13.0,,33.0,29,7.0,1749.0,303.0,302.0,7044.0
160,Chad,73,+21,5.0,+3,33.0,35,,4.0,0.3,,
161,Cayman Islands,73,,1.0,,10.0,62,3.0,1111.0,15.0,1535.0,23356.0
162,Benin,64,,1.0,,33.0,30,,5.0,0.08,,
163,Libya,61,,3.0,+1,18.0,40,,9.0,0.4,1949.0,284.0
164,French Polynesia,58,,,,50.0,8,1.0,206.0,,2409.0,8576.0
165,Nepal,57,,,,16.0,41,,2.0,,57189.0,1963.0
166,CAR,50,,,,10.0,40,,10.0,,,
167,Macao,45,,,,35.0,10,1.0,69.0,,,
168,Syria,43,,3.0,,21.0,19,,2.0,0.2,,
169,Zimbabwe,40,+8,4.0,,5.0,31,,3.0,0.3,7642.0,514.0
170,Eritrea,39,,,,26.0,13,,11.0,,,
171,Saint Martin,38,,3.0,,24.0,11,3.0,983.0,78.0,,
172,Mongolia,38,,,,10.0,28,,12.0,,7455.0,2274.0
173,Malawi,37,+1,3.0,,7.0,27,1.0,2.0,0.2,774.0,40.0
174,South Sudan,35,+1,,,,35,,3.0,,,
175,Angola,27,,2.0,,7.0,18,,0.8,0.06,,
176,Antigua and Barbuda,24,,3.0,,11.0,10,1.0,245.0,31.0,113.0,1154.0
177,Timor-Leste,24,,,,16.0,8,,18.0,,322.0,244.0
178,Botswana,23,,1.0,,5.0,17,,10.0,0.4,6548.0,2784.0
179,Grenada,20,,,,13.0,7,4.0,178.0,,1406.0,12495.0
180,Laos,19,,,,8.0,11,,3.0,,1927.0,265.0
181,Belize,18,,2.0,,9.0,7,1.0,45.0,5.0,995.0,2502.0
182,Fiji,18,,,,12.0,6,,20.0,,1007.0,1123.0
183,New Caledonia,18,,,,17.0,1,1.0,63.0,,4456.0,15608.0
184,Saint Lucia,17,,,,15.0,2,,93.0,,446.0,2429.0
185,Curaçao,16,,1.0,,13.0,2,,98.0,6.0,343.0,2090.0
186,Dominica,16,,,,13.0,3,,222.0,,383.0,5320.0
187,Namibia,16,,,,8.0,8,,6.0,,704.0,277.0
188,St. Vincent Grenadines,16,,,,8.0,8,,144.0,,108.0,973.0
189,Saint Kitts and Nevis,15,,,,6.0,9,,282.0,,293.0,5508.0
190,Tajikistan,15,+15,,,,15,,2.0,,,
191,Nicaragua,14,+1,3.0,,7.0,4,,2.0,0.5,,
192,Sao Tome and Principe,14,+6,,,4.0,10,,64.0,,19.0,87.0
193,Falkland Islands,13,,,,11.0,2,,3736.0,,372.0,106897.0
194,Turks and Caicos,12,,1.0,,5.0,6,,310.0,26.0,83.0,2144.0
195,Burundi,11,,1.0,,4.0,6,,0.9,0.08,284.0,24.0
196,Gambia,11,+1,1.0,,8.0,2,,5.0,0.4,401.0,166.0
197,Montserrat,11,,1.0,,2.0,8,1.0,2204.0,200.0,36.0,7212.0
198,Greenland,11,,,,11.0,0,,194.0,,1258.0,22160.0
199,Vatican City,11,+1,,,2.0,9,,13733.0,,,
200,Seychelles,11,,,,6.0,5,,112.0,,,
201,Suriname,10,,1.0,,8.0,1,,17.0,2.0,404.0,689.0
202,MS Zaandam,9,,2.0,,,7,,,,,
203,Mauritania,8,,1.0,,6.0,1,,2.0,0.2,1032.0,222.0
204,Papua New Guinea,8,,,,,8,,0.9,,604.0,68.0
205,Bhutan,7,,,,5.0,2,,9.0,,10045.0,13018.0
206,Yemen,6,,2.0,+2,1.0,3,,0.2,0.07,120.0,4.0
207,British Virgin Islands,6,,1.0,,3.0,2,,198.0,33.0,,
208,St. Barth,6,,,,6.0,0,,607.0,,,
209,Western Sahara,6,,,,5.0,1,,10.0,,,
210,Caribbean Netherlands,5,,,,,5,,191.0,,110.0,4195.0
211,Anguilla,3,,,,3.0,0,,200.0,,,
212,Comoros,1,+1,,,,1,,1.0,,,
213,Saint Pierre Miquelon,1,,,,,1,,173.0,,,
214,China,82862,+4,4633.0,,77610.0,619,41.0,58.0,3.0,,
215,Total:,3304143,"+85,960",233829.0,"+5,800",1039055.0,2031259,50956.0,423.9,30.0,,
