,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
0,World,3337826,"+33,606",235577.0,"+1,753",1054833.0,2047416,50383.0,428.0,30.2,,
1,USA,1101565,"+6,542",64349.0,+493,156089.0,881127,15247.0,3328.0,194.0,6447545.0,19479.0
2,Spain,239639,,24824.0,+281,137984.0,76831,2500.0,5125.0,531.0,1528833.0,32699.0
3,Italy,205463,,27967.0,,75945.0,101551,1694.0,3398.0,463.0,1979217.0,32735.0
4,UK,171253,,26771.0,,,144138,1559.0,2523.0,394.0,901905.0,13286.0
5,France,167178,,24376.0,,49476.0,93326,4019.0,2561.0,373.0,724574.0,11101.0
6,Germany,163331,+322,6632.0,+9,126900.0,29799,2189.0,1949.0,79.0,2547052.0,30400.0
7,Turkey,120204,,3174.0,,48886.0,68144,1514.0,1425.0,38.0,1033617.0,12255.0
8,Russia,114431,"+7,933",1169.0,+96,13220.0,100042,2300.0,784.0,8.0,3700000.0,25354.0
9,Iran,95646,"+1,006",6091.0,+63,76318.0,13237,2899.0,1139.0,73.0,475023.0,5656.0
10,Brazil,87187,"+1,807",6006.0,+105,35935.0,45246,8318.0,410.0,28.0,339552.0,1597.0
11,Canada,53657,+421,3223.0,+39,22043.0,28391,557.0,1422.0,85.0,806449.0,21367.0
12,Belgium,49032,+513,7703.0,+109,11892.0,29437,740.0,4231.0,665.0,253198.0,21847.0
13,Netherlands,39791,+475,4893.0,+98,,34648,735.0,2322.0,286.0,225899.0,13184.0
14,Peru,36976,,1051.0,,10405.0,25520,651.0,1121.0,32.0,318252.0,9652.0
15,India,35043,+180,1154.0,,9068.0,24821,,25.0,0.8,902654.0,654.0
16,Switzerland,29705,+119,1749.0,+12,23400.0,4556,167.0,3432.0,202.0,271500.0,31371.0
17,Portugal,25351,+306,1007.0,+18,1647.0,22697,154.0,2486.0,99.0,395771.0,38814.0
18,Ecuador,24934,,900.0,,1558.0,22476,146.0,1413.0,51.0,69054.0,3914.0
19,Saudi Arabia,24097,"+1,344",169.0,+7,3555.0,20373,117.0,692.0,5.0,200000.0,5745.0
20,Sweden,21520,+428,2653.0,+67,1005.0,17862,531.0,2131.0,263.0,119500.0,11833.0
21,Ireland,20612,,1232.0,,13386.0,5994,123.0,4174.0,250.0,153954.0,31179.0
22,Mexico,19224,"+1,425",1859.0,+127,11423.0,5942,378.0,149.0,14.0,81912.0,635.0
23,Pakistan,17611,"+1,138",406.0,+45,4315.0,12890,111.0,80.0,2.0,182131.0,825.0
24,Singapore,17101,+932,15.0,,1244.0,15842,21.0,2923.0,3.0,143919.0,24600.0
25,Chile,17008,+985,234.0,+7,9018.0,7756,392.0,890.0,12.0,189433.0,9910.0
26,Israel,16004,+58,223.0,+1,8758.0,7023,105.0,1849.0,26.0,364467.0,42108.0
27,Austria,15531,+79,589.0,+5,13110.0,1832,124.0,1724.0,65.0,264079.0,29321.0
28,Belarus,14917,+890,93.0,+4,2918.0,11906,92.0,1579.0,10.0,186262.0,19712.0
29,Qatar,14096,+687,12.0,+2,1436.0,12648,72.0,4893.0,4.0,97726.0,33920.0
30,Japan,14088,,430.0,,2460.0,11198,308.0,111.0,3.0,165609.0,1309.0
31,Poland,13105,+228,651.0,+7,3491.0,8963,160.0,346.0,17.0,354628.0,9370.0
32,UAE,13038,+557,111.0,+6,2543.0,10384,1.0,1318.0,11.0,1122000.0,113443.0
33,Romania,12567,+327,726.0,+9,4328.0,7513,249.0,653.0,38.0,183688.0,9548.0
34,Ukraine,10861,+455,272.0,+11,1413.0,9176,143.0,248.0,6.0,118545.0,2711.0
35,S. Korea,10774,+9,248.0,+1,9072.0,1454,55.0,210.0,5.0,623069.0,12153.0
36,Indonesia,10551,+433,800.0,+8,1591.0,8160,,39.0,3.0,102305.0,374.0
37,Denmark,9311,+153,460.0,+8,6729.0,2122,61.0,1608.0,79.0,206576.0,35665.0
38,Serbia,9205,+196,185.0,+6,1379.0,7641,65.0,1054.0,21.0,91551.0,10478.0
39,Philippines,8772,+284,579.0,+11,1084.0,7109,31.0,80.0,5.0,108680.0,992.0
40,Bangladesh,8238,+571,170.0,+2,174.0,7894,1.0,50.0,1.0,70239.0,426.0
41,Norway,7759,+21,210.0,,32.0,7517,37.0,1431.0,39.0,172586.0,31835.0
42,Czechia,7689,+7,237.0,+1,3314.0,4138,67.0,718.0,22.0,249634.0,23311.0
43,Dominican Republic,7288,+316,313.0,+12,1387.0,5588,144.0,672.0,29.0,25368.0,2339.0
44,Australia,6767,+13,93.0,+1,5745.0,929,28.0,265.0,4.0,588868.0,23093.0
45,Panama,6532,+154,188.0,+10,576.0,5768,86.0,1514.0,44.0,30749.0,7126.0
46,Colombia,6507,,293.0,,1439.0,4775,118.0,128.0,6.0,104657.0,2057.0
47,Malaysia,6071,+69,103.0,+1,4210.0,1758,37.0,188.0,3.0,168784.0,5215.0
48,South Africa,5647,,103.0,,2073.0,3471,36.0,95.0,2.0,207530.0,3499.0
49,Egypt,5537,,392.0,,1381.0,3764,,54.0,4.0,90000.0,879.0
50,Finland,5051,+56,218.0,+7,3000.0,1833,49.0,912.0,39.0,97600.0,17615.0
51,Morocco,4529,+106,171.0,+1,1055.0,3303,1.0,123.0,5.0,35803.0,970.0
52,Argentina,4428,,218.0,,1256.0,2954,157.0,98.0,5.0,61530.0,1361.0
53,Kuwait,4377,+353,30.0,+4,1602.0,2745,70.0,1025.0,7.0,179000.0,41915.0
54,Algeria,4154,+148,453.0,+3,1821.0,1880,22.0,95.0,10.0,6500.0,148.0
55,Moldova,3980,+83,122.0,+6,1272.0,2586,237.0,987.0,30.0,11763.0,2916.0
56,Luxembourg,3784,,90.0,,3213.0,481,23.0,6045.0,144.0,42643.0,68122.0
57,Kazakhstan,3551,+149,25.0,,866.0,2660,40.0,189.0,1.0,268534.0,14301.0
58,Bahrain,3169,+129,8.0,,1553.0,1608,1.0,1862.0,5.0,134082.0,78799.0
59,Thailand,2960,+6,54.0,,2719.0,187,61.0,42.0,0.8,178083.0,2551.0
60,Hungary,2863,+88,323.0,+11,609.0,1931,49.0,296.0,33.0,76331.0,7901.0
61,Greece,2612,+21,140.0,,1374.0,1098,36.0,251.0,13.0,77251.0,7412.0
62,Oman,2447,+99,11.0,,495.0,1941,17.0,479.0,2.0,40459.0,7923.0
63,Afghanistan,2335,+164,68.0,+4,310.0,1957,7.0,60.0,2.0,10593.0,272.0
64,Armenia,2148,+82,33.0,+1,977.0,1138,10.0,725.0,11.0,22177.0,7484.0
65,Iraq,2085,,93.0,,1375.0,617,,52.0,2.0,92061.0,2289.0
66,Croatia,2085,+9,75.0,+6,1421.0,589,17.0,508.0,18.0,36917.0,8993.0
67,Uzbekistan,2075,+36,9.0,,1182.0,884,8.0,62.0,0.3,242536.0,7247.0
68,Ghana,2074,,17.0,,212.0,1845,4.0,67.0,0.5,113497.0,3653.0
69,Nigeria,1932,,58.0,,319.0,1555,2.0,9.0,0.3,15759.0,76.0
70,Azerbaijan,1854,+50,25.0,+1,1365.0,464,17.0,183.0,2.0,146630.0,14462.0
71,Cameroon,1832,,61.0,,934.0,837,12.0,69.0,2.0,,
72,Iceland,1798,+1,10.0,,1689.0,99,,5269.0,29.0,49135.0,143988.0
73,Bosnia and Herzegovina,1781,+24,70.0,+1,755.0,956,4.0,543.0,21.0,32178.0,9808.0
74,Estonia,1694,+5,52.0,,253.0,1389,7.0,1277.0,39.0,53767.0,40532.0
75,Bulgaria,1555,+49,68.0,+2,276.0,1211,43.0,224.0,10.0,46510.0,6694.0
76,Cuba,1501,,61.0,,681.0,759,10.0,133.0,5.0,47347.0,4180.0
77,Guinea,1495,,7.0,,329.0,1159,,114.0,0.5,,
78,North Macedonia,1494,+29,81.0,+4,807.0,606,13.0,717.0,39.0,16798.0,8063.0
79,New Zealand,1479,+3,19.0,,1252.0,208,1.0,307.0,4.0,139898.0,29011.0
80,Slovenia,1434,+5,92.0,+1,233.0,1109,22.0,690.0,44.0,52948.0,25469.0
81,Slovakia,1403,+7,23.0,,558.0,822,5.0,257.0,4.0,91072.0,16681.0
82,Lithuania,1399,+14,45.0,,594.0,760,17.0,514.0,17.0,132768.0,48771.0
83,Ivory Coast,1275,,14.0,,574.0,687,,48.0,0.5,9657.0,366.0
84,Bolivia,1167,+57,62.0,+3,132.0,973,3.0,100.0,5.0,5791.0,496.0
85,Djibouti,1097,+8,2.0,,672.0,423,,1110.0,2.0,13751.0,13918.0
86,Hong Kong,1040,+2,4.0,,859.0,177,4.0,139.0,0.5,154989.0,20674.0
87,Senegal,1024,+91,9.0,,356.0,659,1.0,61.0,0.5,466.0,28.0
