,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","2,355,307","+27,587","139,636","+1,697","983,539","+20,131","1,232,132","19,404",,,,,,North America,"
",,
1,,"
South America
","1,267,115","+48,087","54,623","+1,778","625,773","+61,950","586,719","11,919",,,,,,South America,"
",,
2,,"
Europe
","2,139,738","+14,351","180,941",+757,"1,120,777","+15,355","838,020","6,903",,,,,,Europe,"
",,
3,,"
Asia
","1,462,196","+37,926","37,081",+784,"889,424","+25,192","535,691","15,080",,,,,,Asia,"
",,
4,,"
Africa
","212,011","+6,491","5,717",+149,"97,163","+4,249","109,131",499,,,,,,Africa,"
",,
5,,"
Oceania
","8,887",+9,124,,"8,332",+24,431,3,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"7,445,975","+134,451","418,137","+5,165","3,725,659","+126,901","3,302,179","53,812",955,53.6,,,,All,"
",,
8,1,USA,"2,066,253","+20,704","115,130 ",+982,"804,097","+15,235","1,147,026","16,838","6,244",348,"22,606,518","68,319","330,896,410 ",North America,160,"2,874",15
9,2,Brazil,"775,184","+33,100","39,797 ","+1,300","380,300","+54,698","355,087","8,318","3,648",187,"1,182,581","5,566","212,475,738 ",South America,274,"5,339",180
10,3,Russia,"493,657","+8,404","6,358 ",+216,"252,783","+10,386","234,516","2,300","3,383",44,"13,545,303","92,820","145,931,211 ",Europe,296,"22,952",11
11,4,UK,"290,143","+1,003","41,128 ",+245,N/A,N/A,N/A,516,"4,275",606,"6,042,622","89,037","67,866,605 ",Europe,234,"1,650",11
12,5,Spain,"289,360",+314,"27,136 ",,N/A,N/A,N/A,617,"6,189",580,"4,465,338","95,507","46,753,838 ",Europe,162,"1,723",10
13,6,India,"287,155","+12,375","8,107 ",+388,"140,979","+6,814","138,069","8,944",208,6,"5,061,332","3,670","1,379,233,699 ",Asia,"4,803","170,129",273
14,7,Italy,"235,763",+202,"34,114 ",+71,"169,939","+1,293","31,710",249,"3,899",564,"4,381,349","72,459","60,466,359 ",Europe,256,"1,772",14
15,8,Peru,"208,823","+5,087","5,903 ",+165,"98,031","+5,102","104,889","1,065","6,339",179,"1,255,756","38,117","32,944,770 ",South America,158,"5,581",26
16,9,Germany,"186,866",+350,"8,844 ",+13,"170,700",+500,"7,322",492,"2,231",106,"4,694,147","56,036","83,769,646 ",Europe,448,"9,472",18
17,10,Iran,"177,938","+2,011","8,506 ",+81,"140,590","+2,133","28,842","2,639","2,120",101,"1,128,601","13,447","83,930,199 ",Asia,472,"9,867",74
18,11,Turkey,"173,036",+922,"4,746 ",+17,"146,839","+2,241","21,451",631,"2,053",56,"2,451,700","29,087","84,287,073 ",Asia,487,"17,760",34
19,12,France,"155,136",+545,"29,319 ",+23,"71,832",+326,"53,985",933,"2,377",449,"1,384,633","21,215","65,265,877 ",Europe,421,"2,226",47
20,13,Chile,"148,496","+5,737","2,475 ",+192,"95,631",,"50,390","1,689","7,772",130,"761,090","39,833","19,106,987 ",South America,129,"7,720",25
