,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","8,735,554","+42,717","307,487",+738,"5,570,061","+42,233","2,858,006","17,651",,,,,,North America,"
",,
1,,"
Asia
","10,295,891","+114,604","189,522","+1,694","8,587,894","+118,446","1,518,475","20,809",,,,,,Asia,"
",,
2,,"
South America
","7,918,336","+39,083","248,701",+945,"6,741,041","+49,119","928,594","17,215",,,,,,South America,"
",,
3,,"
Europe
","4,848,403","+45,667","220,285",+338,"2,488,968","+10,380","2,139,150","8,151",,,,,,Europe,"
",,
4,,"
Africa
","1,467,555","+8,365","35,215",+135,"1,213,045","+5,734","219,295","1,515",,,,,,Africa,"
",,
5,,"
Oceania
","31,043",+26,912,+2,"28,227",+6,"1,904",22,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"33,297,503","+250,462","1,002,137","+3,852","24,629,887","+225,918","7,665,479","65,367","4,272",128.6,,,,All,"
",,
8,1,USA,"7,320,669","+33,108","209,453 ",+276,"4,560,038","+35,930","2,551,178","14,130","22,085",632,"104,334,743","314,761","331,473,384 ",North America,45,"1,583",3
9,2,India,"6,073,348","+82,767","95,574 ","+1,040","5,013,367","+74,679","964,407","8,944","4,391",69,"71,257,836","51,514","1,383,271,092 ",Asia,228,"14,473",19
10,3,Brazil,"4,732,309","+14,194","141,776 ",+335,"4,060,088","+9,251","530,445","8,318","22,225",666,"17,900,000","84,067","212,925,036 ",South America,45,"1,502",12
11,4,Russia,"1,151,438","+7,867","20,324 ",+99,"943,218","+3,068","187,896","2,300","7,889",139,"45,100,000","309,010","145,949,784 ",Europe,127,"7,181",3
12,5,Colombia,"813,056","+7,018","25,488 ",+192,"711,472","+11,360","76,096","2,220","15,938",500,"3,636,868","71,293","51,013,271 ",South America,63,"2,001",14
13,6,Peru,"805,302","+5,160","32,262 ",+120,"664,490","+6,654","108,550","1,370","24,343",975,"3,850,122","116,383","33,081,592 ",South America,41,"1,025",9
14,7,Spain,"735,198",,"31,232 ",,N/A,N/A,N/A,"1,465","15,723",668,"11,820,505","252,795","46,759,213 ",Europe,64,"1,497",4
15,8,Mexico,"726,431","+5,573","76,243 ",+399,"521,241","+3,037","128,947","2,631","5,620",590,"1,665,057","12,882","129,258,499 ",North America,178,"1,695",78
