,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","9,133,656","+8,935","316,295",+265,"5,936,880","+6,283","2,880,481","17,498",,,,,,North America,"
",,
1,,"
Asia
","11,131,374","+45,445","202,361",+857,"9,420,144","+50,748","1,508,869","20,788",,,,,,Asia,"
",,
2,,"
South America
","8,287,914",+299,"261,464",+28,"7,142,208",+442,"884,242","17,446",,,,,,South America,"
",,
3,,"
Europe
","5,363,721","+27,078","225,349",+290,"2,890,866","+7,624","2,247,506","9,139",,,,,,Europe,"
",,
4,,"
Africa
","1,523,674",+746,"36,575",+6,"1,261,337",+946,"225,762","1,633",,,,,,Africa,"
",,
5,,"
Oceania
","31,568",+14,936,,"28,819",+28,"1,813",18,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"35,472,628","+82,517","1,042,995","+1,446","26,680,905","+66,071","7,748,728","66,526","4,551",133.8,,,,All,"
",,
8,1,USA,"7,641,139","+4,227","214,642 ",+31,"4,850,538","+1,500","2,575,959","14,202","23,049",647,"111,533,419","336,440","331,510,437 ",North America,43,"1,544",3
9,2,India,"6,641,789","+19,609","102,952 ",+238,"5,608,761","+25,308","930,076","8,944","4,801",74,"79,982,394","57,810","1,383,530,375 ",Asia,208,"13,439",17
10,3,Brazil,"4,915,289",,"146,375 ",,"4,263,208",,"505,706","8,318","23,081",687,"17,900,000","84,056","212,953,890 ",South America,43,"1,455",12
11,4,Russia,"1,225,889","+10,888","21,475 ",+117,"982,324","+3,181","222,090","2,300","8,399",147,"48,042,343","329,168","145,950,977 ",Europe,119,"6,796",3
12,5,Colombia,"855,052",,"26,712 ",,"761,674",,"66,666","2,220","16,758",524,"3,894,289","76,323","51,023,638 ",South America,60,"1,910",13
13,6,Peru,"828,169",,"32,742 ",,"706,223",,"89,204","1,287","25,027",989,"3,952,298","119,439","33,090,379 ",South America,40,"1,011",8
14,7,Spain,"810,807",,"32,086 ",,N/A,N/A,N/A,"1,566","17,340",686,"12,723,989","272,115","46,759,558 ",Europe,58,"1,457",4
15,8,Argentina,"798,486",,"21,018 ",,"636,672",,"140,796","3,950","17,625",464,"2,064,250","45,565","45,303,674 ",South America,57,"2,155",22
16,9,Mexico,"761,665","+3,712","79,088  ",+208,"550,053","+4,523","132,524","2,401","5,891",612,"2,003,141","15,494","129,284,391 ",North America,170,"1,635",65
17,10,South Africa,"681,289",,"16,976 ",,"614,781",,"49,532",539,"11,450",285,"4,269,626","71,756","59,502,099 ",Africa,87,"3,505",14
18,11,France,"619,190",,"32,230 ",,"97,778",,"489,182","1,276","9,481",493,"11,469,737","175,616","65,311,522 ",Europe,105,"2,026",6
19,12,UK,"502,978",,"42,350 ",,N/A,N/A,N/A,368,"7,399",623,"25,048,460","368,471","67,979,397 ",Europe,135,"1,605",3
20,13,Iran,"475,674","+3,902","27,192 ",+235,"392,293","+2,327","56,189","4,167","5,645",323,"4,151,445","49,263","84,270,921 ",Asia,177,"3,099",20
21,14,Chile,"470,179",,"12,979 ",,"442,070",,"15,130",856,"24,541",677,"3,466,553","180,937","19,158,936 ",South America,41,"1,476",6
22,15,Iraq,"382,949","+3,808","9,464 ",+65,"312,158","+4,676","61,327",556,"9,467",234,"2,371,348","58,621","40,451,877 ",Asia,106,"4,274",17
23,16,Bangladesh,"370,132","+1,442","5,375 ",+27,"283,182","+1,526","81,575",,"2,242",33,"2,001,431","12,121","165,115,692 ",Asia,446,"30,719",82
24,17,Saudi Arabia,"336,766",+379,"4,898 ",+23,"322,055",+570,"9,813",938,"9,635",140,"6,725,148","192,403","34,953,378 ",Asia,104,"7,136",5
25,18,Italy,"325,329",,"35,986 ",,"231,914",,"57,429",303,"5,383",595,"11,784,105","194,977","60,438,292 ",Europe,186,"1,679",5
26,19,Philippines,"324,762","+2,291","5,840 ",+64,"273,123",+87,"45,799","1,758","2,954",53,"3,914,732","35,602","109,957,856 ",Asia,339,"18,828",28
27,20,Turkey,"324,443",,"8,441 ",,"285,050",,"30,952","1,475","3,836",100,"10,806,285","127,772","84,574,545 ",Asia,261,"10,019",8
28,21,Pakistan,"315,260",+644,"6,517 ",+4,"299,836",+868,"8,907",515,"1,420",29,"3,678,534","16,571","221,988,411 ",Asia,704,"34,063",60
29,22,Indonesia,"307,120","+3,622","11,253 ",+102,"232,593","+4,140","63,274",,"1,120",41,"3,515,165","12,816","274,274,332 ",Asia,893,"24,373",78
30,23,Germany,"302,500",+929,"9,605 ",+3,"261,900",,"30,995",373,"3,607",115,"16,999,253","202,724","83,854,334 ",Europe,277,"8,730",5
31,24,Israel,"268,175","+1,400","1,719 ",,"201,392","+5,763","65,064",878,"29,157",187,"3,733,880","405,963","9,197,590 ",Asia,34,"5,351",2
32,25,Ukraine,"230,236","+3,774","4,430 ",+33,"101,252","+1,145","124,554",177,"5,273",101,"2,382,259","54,559","43,663,726 ",Europe,190,"9,856",18
33,26,Canada,"166,156",,"9,481 ",,"140,243",,"16,432",126,"4,392",251,"7,625,793","201,590","37,828,308 ",North America,228,"3,990",5
34,27,Ecuador,"141,034",,"11,647 ",,"120,511",,"8,876",354,"7,963",658,"453,823","25,622","17,712,036 ",South America,126,"1,521",39
35,28,Romania,"137,491","+1,591","5,048 ",+45,"108,526",+391,"23,917",592,"7,160",263,"2,516,746","131,057","19,203,449 ",Europe,140,"3,804",8
36,29,Bolivia,"136,868",+299,"8,101 ",+28,"97,547",+442,"31,220",71,"11,684",692,"307,040","26,211","11,714,131 ",South America,86,"1,446",38
37,30,Netherlands,"135,892",,"6,454 ",,N/A,N/A,N/A,174,"7,926",376,"2,449,577","142,875","17,144,850 ",Europe,126,"2,656",7
38,31,Morocco,"133,272",,"2,330 ",,"111,036",,"19,906",461,"3,600",63,"2,711,203","73,229","37,023,865 ",Africa,278,"15,890",14
39,32,Belgium,"130,235","+2,612","10,064 ",+20,"19,679",+34,"100,492",186,"11,224",867,"3,402,761","293,269","11,602,851 ",Europe,89,"1,153",3
40,33,Qatar,"126,692",+194,216 ,,"123,664",+189,"2,812",59,"45,121",77,"800,519","285,105","2,807,805 ",Asia,22,"12,999",4
41,34,Panama,"115,286",,"2,423 ",,"91,809",,"21,054",110,"26,611",559,"504,299","116,406","4,332,239 ",North America,38,"1,788",9
42,35,Dominican Republic,"114,480",,"2,134 ",,"90,366",,"21,980",170,"10,526",196,"493,091","45,337","10,876,171 ",North America,95,"5,097",22
43,36,Kazakhstan,"108,236",+59,"1,725 ",,"103,277",+72,"3,234",221,"5,747",92,"2,973,489","157,872","18,834,863 ",Asia,174,"10,919",6
44,37,Kuwait,"107,592",+567,628 ,+4,"99,549",+509,"7,415",129,"25,098",146,"761,025","177,526","4,286,844 ",Asia,40,"6,826",6
45,38,Egypt,"103,683",,"5,981 ",,"97,355",,347,41,"1,008",58,"135,000","1,313","102,828,135 ",Africa,992,"17,192",762
46,39,Poland,"102,080","+2,006","2,659 ",+29,"73,552",+549,"25,869",219,"2,698",70,"3,465,605","91,596","37,835,645 ",Europe,371,"14,229",11
47,40,Oman,"101,814",+544,985 ,+8,"90,600",+304,"10,229",207,"19,810",192,"376,700","73,296","5,139,449 ",Asia,50,"5,218",14
48,41,UAE,"99,733",+932,429 ,+3,"89,410","+1,287","9,894",,"10,052",43,"10,220,534","1,030,157","9,921,338 ",Asia,99,"23,127",1
49,42,Sweden,"94,283",,"5,895 ",,N/A,N/A,N/A,20,"9,320",583,"1,661,484","164,248","10,115,730 ",Europe,107,"1,716",6
50,43,Guatemala,"93,963",,"3,293 ",,"82,454",,"8,216",5,"5,220",183,"337,896","18,772","18,000,398 ",North America,192,"5,466",53
51,44,Nepal,"89,263","+2,440",554 ,+19,"65,202","+1,133","23,507",,"3,050",19,"1,088,229","37,178","29,271,074 ",Asia,328,"52,836",27
52,45,Japan,"85,339",,"1,597 ",,"78,315",,"5,427",133,675,13,"2,166,131","17,141","126,373,720 ",Asia,"1,481","79,132",58
53,46,Czechia,"82,446",,727 ,,"44,149",,"37,570",245,"7,695",68,"1,449,352","135,274","10,714,212 ",Europe,130,"14,738",7
54,47,Belarus,"80,696",+401,862 ,+5,"75,303",+155,"4,531",,"8,541",91,"1,949,656","206,346","9,448,502 ",Europe,117,"10,961",5
55,48,Honduras,"79,629",+841,"2,422 ",+23,"29,305",+118,"47,902",30,"8,007",244,"186,350","18,738","9,945,117 ",North America,125,"4,106",53
