,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop
0,China,80860,16.0,3213.0,14.0,67757.0,9890,3226.0,56.2
1,Italy,24747,,1809.0,,2335.0,20603,1672.0,409.3
2,Iran,13938,,724.0,,4590.0,8624,,165.9
3,S. Korea,8236,74.0,75.0,,1137.0,7024,59.0,160.6
4,Spain,7845,,292.0,,517.0,7036,272.0,167.8
5,Germany,5813,,13.0,,46.0,5754,2.0,69.4
6,France,5423,,127.0,,12.0,5284,400.0,83.1
7,USA,3777,97.0,69.0,1.0,73.0,3635,10.0,11.4
8,Switzerland,2217,,14.0,,4.0,2199,,256.2
9,UK,1391,,35.0,,20.0,1336,20.0,20.5
10,Norway,1256,,3.0,,1.0,1252,27.0,231.7
11,Netherlands,1135,,20.0,,2.0,1113,45.0,66.2
12,Sweden,1040,,3.0,,1.0,1036,2.0,103.0
13,Belgium,886,,4.0,,1.0,881,33.0,76.4
14,Denmark,864,,2.0,,1.0,861,2.0,149.2
15,Austria,860,,1.0,,6.0,853,1.0,95.5
16,Japan,839,,24.0,,144.0,671,36.0,6.6
17,Diamond Princess,696,,7.0,,456.0,233,15.0,
18,Malaysia,428,,,,42.0,386,9.0,13.2
19,Qatar,401,,,,4.0,397,,139.2
20,Canada,341,,1.0,,11.0,329,1.0,9.0
21,Greece,331,,4.0,,8.0,319,5.0,31.8
22,Australia,300,,5.0,,27.0,268,1.0,11.8
23,Czechia,293,,,,,293,2.0,27.4
24,Portugal,245,,,,3.0,242,9.0,24.0
25,Finland,244,,,,10.0,234,,44.0
26,Singapore,226,,,,105.0,121,11.0,38.6
27,Slovenia,219,,1.0,,,218,3.0,105.3
28,Bahrain,214,,,,77.0,137,2.0,125.8
29,Israel,213,,,,4.0,209,2.0,24.6
30,Brazil,200,,,,2.0,198,2.0,0.9
31,Iceland,180,,,,,180,1.0,
32,Estonia,171,,,,1.0,170,,128.9
33,Ireland,170,,2.0,,1.0,167,6.0,34.4
34,Hong Kong,149,,4.0,,81.0,64,4.0,19.9
35,Philippines,140,,12.0,,5.0,123,1.0,1.3
36,Romania,139,,,,9.0,130,1.0,7.2
37,Egypt,126,,2.0,,32.0,92,,1.2
38,Poland,125,,3.0,,13.0,109,3.0,3.3
39,Iraq,124,,10.0,,26.0,88,,3.1
40,Saudi Arabia,118,,,,3.0,115,,3.4
41,Indonesia,117,,5.0,,8.0,104,,0.4
42,India,114,,2.0,,13.0,99,,0.1
43,Thailand,114,,1.0,,35.0,78,1.0,1.6
44,Kuwait,112,,,,9.0,103,4.0,26.2
45,Lebanon,110,,3.0,,1.0,106,3.0,16.1
46,San Marino,109,,7.0,,4.0,98,11.0,
47,UAE,98,,,,23.0,75,2.0,9.9
48,Luxembourg,77,,1.0,,,76,,
49,Chile,75,,,,,75,,3.9
50,Peru,71,,,,,71,,2.2
51,Russia,63,,,,8.0,55,,0.4
52,Slovakia,61,,,,,61,,11.2
53,South Africa,61,,,,,61,,1.0
54,Taiwan,59,,1.0,,20.0,38,,2.5
55,Vietnam,57,,,,16.0,41,,0.6
56,Argentina,56,,2.0,,3.0,51,1.0,1.2
57,Panama,55,,1.0,,,54,,12.7
58,Algeria,54,,4.0,,10.0,40,,1.2
59,Pakistan,53,,,,2.0,51,,0.2
60,Bulgaria,51,,2.0,,,49,,7.3
61,Brunei,50,,,,,50,,
62,Croatia,49,,,,2.0,47,,11.9
63,Serbia,48,,,,1.0,47,1.0,5.5
64,Mexico,43,,,,4.0,39,1.0,0.3
65,Albania,42,,1.0,,,41,2.0,14.6
66,Palestine,38,,,,,38,,7.4
67,Ecuador,37,,2.0,,,35,1.0,2.1
68,Costa Rica,35,,,,,35,3.0,6.9
69,Colombia,34,,,,,34,,0.7
70,Georgia,33,,,,1.0,32,1.0,8.3
71,Cyprus,33,,,,,33,1.0,27.3
72,Hungary,32,,1.0,,1.0,30,,3.3
73,Latvia,30,,,,1.0,29,,15.9
74,Morocco,28,,1.0,,1.0,26,1.0,0.8
75,Armenia,28,,,,,28,,9.4
76,Belarus,27,,,,3.0,24,,2.9
77,Senegal,24,,,,2.0,22,,1.4
78,Bosnia and Herzegovina,24,,,,,24,,7.3
79,Azerbaijan,23,,1.0,,6.0,16,,2.3
80,Moldova,23,,,,,23,,5.7
81,Oman,22,,,,9.0,13,,4.3
82,Malta,21,,,,2.0,19,,
83,Tunisia,20,,,,,20,2.0,1.7
84,North Macedonia,19,,,,1.0,18,,9.1
85,Sri Lanka,18,,,,1.0,17,,0.8
86,Turkey,18,,,,,18,,0.2
87,Venezuela,17,,,,,17,,0.6
88,Afghanistan,16,,,,1.0,15,,0.4
89,Lithuania,14,,,,1.0,13,,5.1
90,Maldives,13,,,,,13,,
91,Cambodia,12,,,,1.0,11,,0.7
92,Jordan,12,,,,1.0,11,,1.2
93,Macao,11,,,,10.0,1,,
94,Dominican Republic,11,,,,,11,,1.0
95,Faeroe Islands,11,,,,,11,,
96,Bolivia,10,,,,,10,,0.9
97,Jamaica,10,,,,2.0,8,,3.4
98,Martinique,10,,,,,10,,
99,Kazakhstan,9,,,,,9,,0.5
100,New Zealand,8,,,,,8,,1.7
101,Paraguay,8,,,,,8,1.0,1.1
102,French Guiana,7,,,,,7,,
103,Liechtenstein,7,,,,,7,,
104,Réunion,7,,,,,7,,
105,Ghana,6,,,,,6,,0.2
106,Uruguay,6,,,,,6,,1.7
107,Andorra,5,,,,,5,,
108,Bangladesh,5,,,,2.0,3,,
109,Guadeloupe,5,,,,,5,,
110,Puerto Rico,5,,,,,5,,1.7
111,Rwanda,5,,,,,5,,0.4
112,Guyana,4,,1.0,,,3,,
113,Cameroon,4,,,,,4,,0.2
114,Ivory Coast,4,,,,,4,,0.2
115,Cuba,4,,,,,4,,0.4
116,Ethiopia,4,,,,,4,,
117,Uzbekistan,4,,,,,4,,0.1
118,Ukraine,3,,1.0,,,2,,0.1
119,Burkina Faso,3,,,,,3,,0.1
120,Channel Islands,3,,,,,3,,
121,French Polynesia,3,,,,,3,,
122,Guam,3,,,,,3,,
123,Honduras,3,,,,,3,,0.3
124,Kenya,3,,,,,3,,0.1
125,Seychelles,3,,,,,3,,
126,Monaco,2,,,,,2,,
127,Nigeria,2,,,,1.0,1,,
128,Aruba,2,,,,,2,,
129,Curaçao,2,,,,,2,,
130,DRC,2,,,,,2,,
131,Namibia,2,,,,,2,,0.8
132,Saint Lucia,2,,,,,2,,
133,Saint Martin,2,,,,,2,,
134,Trinidad and Tobago,2,,,,,2,,1.4
135,Guatemala,1,,1.0,,,0,,0.1
136,Sudan,1,,1.0,,,0,,
137,Nepal,1,,,,1.0,0,,
138,Antigua and Barbuda,1,,,,,1,,
139,Bahamas,1,,,,,1,,
140,Bhutan,1,,,,,1,,
141,Cayman Islands,1,,,,,1,,
142,CAR,1,,,,,1,,0.2
143,Congo,1,,,,,1,,0.2
144,Equatorial Guinea,1,,,,,1,,0.7
145,Gabon,1,,,,,1,,0.4
146,Gibraltar,1,,,,1.0,0,,
147,Guinea,1,,,,,1,,0.1
148,Vatican City,1,,,,,1,,
149,Mauritania,1,,,,,1,,0.2
150,Mayotte,1,,,,,1,,
151,Mongolia,1,,,,,1,,0.3
152,St. Barth,1,,,,,1,,
153,St. Vincent Grenadines,1,,,,,1,,
154,Suriname,1,,,,,1,,
155,Eswatini,1,,,,,1,,0.9
156,Togo,1,,,,,1,,0.1
157,U.S. Virgin Islands,1,,,,,1,,
158,Total:,169605,187.0,6518.0,15.0,77775.0,85312,5921.0,21.8
