,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop
0,China,80866,22.0,3213.0,14.0,67760.0,9893,3226.0,56.2
1,Italy,24747,,1809.0,,2335.0,20603,1672.0,409.3
2,Iran,13938,,724.0,,4590.0,8624,,165.9
3,S. Korea,8236,74.0,75.0,,1137.0,7024,59.0,160.6
4,Spain,7988,,294.0,,517.0,7177,272.0,170.8
5,Germany,5813,,13.0,,46.0,5754,2.0,69.4
6,France,5423,,127.0,,12.0,5284,400.0,83.1
7,USA,3802,122.0,69.0,1.0,73.0,3660,10.0,11.5
8,Switzerland,2217,,14.0,,4.0,2199,,256.2
9,UK,1391,,35.0,,20.0,1336,20.0,20.5
10,Norway,1256,,3.0,,1.0,1252,27.0,231.7
11,Netherlands,1135,,20.0,,2.0,1113,45.0,66.2
12,Sweden,1040,,3.0,,1.0,1036,2.0,103.0
13,Belgium,886,,4.0,,1.0,881,33.0,76.4
14,Denmark,864,,3.0,1.0,1.0,860,2.0,149.2
15,Austria,860,,1.0,,6.0,853,1.0,95.5
16,Japan,840,1.0,25.0,1.0,144.0,671,36.0,6.6
17,Diamond Princess,696,,7.0,,456.0,233,15.0,
18,Malaysia,428,,,,42.0,386,9.0,13.2
19,Qatar,401,,,,4.0,397,,139.2
20,Australia,375,75.0,6.0,1.0,27.0,342,1.0,14.7
21,Canada,341,,1.0,,11.0,329,1.0,9.0
22,Greece,331,,4.0,,8.0,319,5.0,31.8
23,Czechia,298,5.0,,,,298,2.0,27.8
24,Israel,250,37.0,,,4.0,246,4.0,28.9
25,Portugal,245,,,,3.0,242,9.0,24.0
26,Finland,244,,,,10.0,234,,44.0
27,Singapore,226,,,,105.0,121,11.0,38.6
28,Slovenia,219,,1.0,,,218,3.0,105.3
29,Bahrain,214,,1.0,1.0,77.0,136,2.0,125.8
30,Brazil,203,3.0,,,2.0,201,2.0,1.0
31,Iceland,180,,,,,180,1.0,
32,Estonia,171,,,,1.0,170,,128.9
33,Ireland,170,,2.0,,1.0,167,6.0,34.4
34,Poland,150,25.0,3.0,,13.0,134,3.0,4.0
35,Hong Kong,149,,4.0,,81.0,64,4.0,19.9
36,Philippines,140,,12.0,,5.0,123,1.0,1.3
37,Romania,139,,,,9.0,130,1.0,7.2
38,Egypt,126,,2.0,,32.0,92,,1.2
39,Iraq,124,,10.0,,26.0,88,,3.1
40,Kuwait,123,11.0,,,9.0,114,4.0,28.8
41,Saudi Arabia,118,,,,3.0,115,,3.4
42,Indonesia,117,,5.0,,8.0,104,,0.4
