,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop
0,China,80851,+7,3199.0,,66936.0,10716,3226.0,56.2
1,Vatican City,568000,"+567,999",892045.0,"+892,045",,-324045,,
2,Italy,24747,"+3,590",1809.0,+368,2335.0,20603,1672.0,409.3
3,Iran,13938,"+1,209",724.0,+113,4590.0,8624,,165.9
4,S. Korea,8162,+76,75.0,+3,834.0,7253,59.0,159.2
5,Spain,7845,"+1,454",292.0,+96,517.0,7036,272.0,167.8
6,Germany,5813,"+1,214",11.0,+2,46.0,5756,2.0,69.4
7,France,5423,+924,127.0,+36,12.0,5284,400.0,83.1
8,USA,3680,+737,68.0,+11,59.0,3553,10.0,11.1
9,Switzerland,2217,+842,14.0,+1,4.0,2199,,256.2
10,UK,1391,+251,35.0,+14,20.0,1336,20.0,20.5
11,Norway,1254,+145,3.0,,1.0,1250,27.0,231.3
12,Netherlands,1135,+176,20.0,+8,2.0,1113,45.0,66.2
13,Sweden,1040,+79,3.0,+1,1.0,1036,2.0,103.0
14,Belgium,886,+197,4.0,,1.0,881,33.0,76.4
15,Denmark,864,+28,2.0,+1,1.0,861,2.0,149.2
16,Austria,860,+205,1.0,,6.0,853,1.0,95.5
17,Japan,839,+35,24.0,+2,144.0,671,36.0,6.6
18,Diamond Princess,696,,7.0,,456.0,233,15.0,
19,Malaysia,428,+190,,,42.0,386,9.0,13.2
20,Qatar,401,+64,,,4.0,397,,139.2
21,Canada,341,+89,1.0,,11.0,329,1.0,9.0
22,Greece,331,+103,4.0,+1,8.0,319,5.0,31.8
23,Australia,300,+52,5.0,+2,27.0,268,1.0,11.8
24,Czechia,293,+104,,,,293,2.0,27.4
25,Portugal,245,+76,,,2.0,243,9.0,24.0
26,Finland,244,+19,,,10.0,234,,44.0
27,Singapore,226,+14,,,105.0,121,11.0,38.6
28,Slovenia,219,+38,1.0,,,218,3.0,105.3
29,Bahrain,214,+2,,,77.0,137,2.0,125.8
30,Israel,213,+20,,,4.0,209,2.0,24.6
31,Brazil,200,+49,,,1.0,199,2.0,0.9
32,Iceland,180,+19,,,,180,1.0,
33,Estonia,171,+56,,,1.0,170,,128.9
34,Ireland,170,+41,2.0,,1.0,167,6.0,34.4
35,Hong Kong,149,+7,4.0,,81.0,64,4.0,19.9
36,Philippines,140,+29,12.0,+4,2.0,126,1.0,1.3
37,Romania,139,+16,,,9.0,130,1.0,7.2
38,Egypt,126,+16,2.0,,27.0,97,,1.2
39,Poland,125,+21,3.0,,13.0,109,3.0,3.3
40,Iraq,124,+14,10.0,,26.0,88,,3.1
41,Saudi Arabia,118,+15,,,2.0,116,,3.4
42,Indonesia,117,+21,5.0,,8.0,104,,0.4
43,Thailand,114,+32,1.0,,35.0,78,1.0,1.6
44,India,112,+12,2.0,,13.0,97,,0.1
45,Kuwait,112,+8,,,9.0,103,4.0,26.2
