,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
0,World,2026757,"+28,897",129098.0,"+2,498",493708.0,1403951,51508.0,260.0,16.6,,
1,USA,616168,"+2,282",26200.0,+153,39676.0,550292,13473.0,1862.0,79.0,3125346.0,9442.0
2,Spain,177633,"+3,573",18579.0,+324,70853.0,88201,7371.0,3799.0,397.0,600000.0,12833.0
3,Italy,162488,,21067.0,,37130.0,104291,3186.0,2687.0,348.0,1073689.0,17758.0
4,France,143303,,15729.0,,28805.0,98769,6730.0,2195.0,241.0,333807.0,5114.0
5,Germany,132592,+382,3592.0,+97,72600.0,56400,4288.0,1583.0,43.0,1317887.0,15730.0
6,UK,98476,"+4,603",12868.0,+761,,85264,1559.0,1451.0,190.0,398916.0,5876.0
7,Iran,76389,"+1,512",4777.0,+94,49933.0,21679,3643.0,909.0,57.0,299204.0,3562.0
8,Turkey,65111,,1403.0,,4799.0,58909,1809.0,772.0,17.0,443626.0,5260.0
9,Belgium,33573,"+2,454",4440.0,+283,7107.0,22026,1204.0,2897.0,383.0,128132.0,11056.0
10,Netherlands,28153,+734,3134.0,+189,250.0,24769,1279.0,1643.0,183.0,134972.0,7877.0
11,Canada,27063,,903.0,,8235.0,17925,557.0,717.0,24.0,450717.0,11942.0
12,Switzerland,26336,+400,1226.0,+52,14700.0,10410,386.0,3043.0,142.0,199000.0,22993.0
13,Brazil,25758,+496,1557.0,+25,14026.0,10175,296.0,121.0,7.0,62985.0,296.0
14,Russia,24490,"+3,388",198.0,+28,1986.0,22306,8.0,168.0,1.0,1517992.0,10402.0
15,Portugal,18091,+643,599.0,+32,383.0,17109,208.0,1774.0,59.0,191680.0,18798.0
16,Austria,14325,+99,393.0,+9,8098.0,5834,232.0,1591.0,44.0,156801.0,17410.0
17,Israel,12200,+154,126.0,+3,2309.0,9765,176.0,1410.0,15.0,117339.0,13557.0
18,Sweden,11927,+482,1203.0,+170,381.0,10343,954.0,1181.0,119.0,74600.0,7387.0
19,India,11555,+68,405.0,+12,1432.0,9718,,8.0,0.3,244893.0,177.0
20,Ireland,11479,,406.0,,77.0,10996,194.0,2325.0,82.0,90646.0,18358.0
21,S. Korea,10591,+27,225.0,+3,7616.0,2750,55.0,207.0,4.0,534552.0,10426.0
22,Peru,10303,,230.0,,2869.0,7204,132.0,312.0,7.0,102216.0,3100.0
23,Chile,8273,+356,94.0,+2,2646.0,5533,387.0,433.0,5.0,87794.0,4593.0
24,Japan,8100,+215,146.0,,853.0,7101,152.0,64.0,1.0,89551.0,708.0
25,Ecuador,7603,,369.0,,696.0,6538,129.0,431.0,21.0,25347.0,1437.0
26,Poland,7408,+206,268.0,+5,668.0,6472,160.0,196.0,7.0,156493.0,4135.0
27,Romania,7216,+337,362.0,+11,1217.0,5637,245.0,375.0,19.0,74827.0,3890.0
28,Norway,6740,+117,145.0,+6,32.0,6563,59.0,1243.0,27.0,130216.0,24020.0
29,Denmark,6681,+170,309.0,+10,2748.0,3624,89.0,1153.0,53.0,77712.0,13417.0
30,Australia,6447,+47,63.0,+2,3686.0,2698,76.0,253.0,2.0,371377.0,14564.0
31,Czechia,6151,+40,163.0,+2,676.0,5312,84.0,574.0,15.0,137409.0,12831.0
32,Pakistan,5988,+151,107.0,+11,1446.0,4435,46.0,27.0,0.5,73439.0,332.0
33,Saudi Arabia,5862,+493,79.0,+6,931.0,4852,71.0,168.0,2.0,150000.0,4309.0
34,Philippines,5453,+230,349.0,+14,353.0,4751,1.0,50.0,3.0,45486.0,415.0
35,Mexico,5399,+385,406.0,+74,2125.0,2868,207.0,42.0,3.0,40091.0,311.0
36,Indonesia,5136,+297,469.0,+10,446.0,4221,,19.0,2.0,36000.0,132.0
