,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","11,129,972","+112,968","350,947","+1,530","7,370,276","+46,395","3,408,749","20,688",,,,,,North America,"
",,
1,,"
Asia
","13,591,091","+91,819","241,541","+1,401","12,058,866","+93,145","1,290,684","21,386",,,,,,Asia,"
",,
2,,"
South America
","9,634,072","+52,374","293,934","+1,214","8,595,807","+41,049","744,331","18,074",,,,,,South America,"
",,
3,,"
Europe
","9,704,913","+293,083","263,045","+2,984","3,714,613","+50,467","5,727,255","20,677",,,,,,Europe,"
",,
4,,"
Africa
","1,784,406","+13,713","42,698",+294,"1,454,842","+10,497","286,866","2,295",,,,,,Africa,"
",,
5,,"
Oceania
","37,454",+14,970,,"32,578",+5,"3,906",25,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,659,,47,4,,,,,,,"
",,
7,,World,"45,882,629","+563,971","1,193,150","+7,423","33,227,641","+241,558","11,461,838","83,149","5,886",153.1,,,,All,"
",,
8,1,USA,"9,313,997","+99,161","235,141 ",+970,"6,018,318","+34,973","3,060,538","16,983","28,084",709,"142,791,356","430,551","331,648,064 ",North America,36,"1,410",2
9,2,India,"8,136,166","+48,120","121,681 ",+550,"7,430,911","+59,013","583,574","8,944","5,877",88,"107,728,088","77,810","1,384,493,422 ",Asia,170,"11,378",13
10,3,Brazil,"5,519,528","+23,126","159,562 ",+529,"4,966,264","+12,105","393,702","8,318","25,906",749,"21,900,000","102,787","213,061,062 ",South America,39,"1,335",10
11,4,Russia,"1,599,976","+18,283","27,656 ",+355,"1,200,560","+14,519","371,760","2,300","10,962",189,"59,866,561","410,170","145,955,407 ",Europe,91,"5,278",2
12,5,France,"1,331,984","+49,215","36,565 ",+545,"116,533","+1,246","1,178,886","3,377","20,391",560,"15,836,818","242,443","65,321,753 ",Europe,49,"1,786",4
13,6,Spain,"1,264,517","+25,595","35,878 ",+239,N/A,N/A,N/A,"2,482","27,042",767,"16,690,076","356,924","46,760,840 ",Europe,37,"1,303",3
14,7,Argentina,"1,157,179","+13,379","30,792 ",+350,"961,101","+14,967","165,286","4,981","25,526",679,"2,980,105","65,738","45,333,107 ",South America,39,"1,472",15
15,8,Colombia,"1,063,151","+10,029","31,135 ",+209,"959,433","+9,085","72,583","2,283","20,821",610,"4,992,137","97,766","51,062,142 ",South America,48,"1,640",10
16,9,UK,"989,745","+24,405","46,229 ",+274,N/A,N/A,N/A,975,"14,554",680,"33,470,217","492,175","68,004,678 ",Europe,69,"1,471",2
17,10,Mexico,"912,811","+5,948","90,773 ",+464,"668,667","+5,028","153,371","2,838","7,055",702,"2,365,584","18,284","129,380,561 ",North America,142,"1,425",55
18,11,Peru,"900,180","+2,586","34,411 ",+49,"822,316","+2,599","43,453","1,055","27,177","1,039","4,489,872","135,551","33,123,015 ",South America,37,963,7
19,12,South Africa,"723,682","+1,912","19,230 ",+66,"653,052","+3,117","51,400",546,"12,151",323,"4,800,823","80,611","59,555,214 ",Africa,82,"3,097",12
20,13,Italy,"647,674","+31,084","38,321 ",+199,"283,567","+4,285","325,786","1,746","10,717",634,"15,568,575","257,621","60,432,001 ",Europe,93,"1,577",4
21,14,Iran,"604,952","+8,011","34,478 ",+365,"477,300","+4,702","93,174","5,128","7,172",409,"4,892,704","58,007","84,347,290 ",Asia,139,"2,446",17
22,15,Germany,"517,720","+19,367","10,523 ",+88,"345,700","+6,500","161,497","1,839","6,173",125,"21,882,967","260,905","83,873,315 ",Europe,162,"7,970",4
23,16,Chile,"508,571","+1,521","14,158 ",+40,"485,152","+1,230","9,261",764,"26,529",739,"4,269,503","222,711","19,170,579 ",South America,38,"1,354",4
24,17,Iraq,"470,633","+2,878","10,862 ",+47,"397,241","+2,855","62,530",442,"11,616",268,"2,849,335","70,326","40,516,151 ",Asia,86,"3,730",14
25,18,Indonesia,"406,945","+2,897","13,782 ",+81,"334,295","+4,517","58,868",,"1,483",50,"4,488,738","16,354","274,479,674 ",Asia,674,"19,916",61
26,19,Bangladesh,"406,364","+1,604","5,905 ",+19,"322,703","+1,422","77,756",,"2,459",36,"2,324,730","14,069","165,232,159 ",Asia,407,"27,982",71
27,20,Belgium,"392,258","+23,921","11,308 ",+138,"24,443",+474,"356,507","1,057","33,797",974,"4,823,283","415,570","11,606,426 ",Europe,30,"1,026",2
28,21,Philippines,"378,933","+2,006","7,185  ",+38,"330,457",+636,"41,291","1,483","3,443",65,"4,754,247","43,196","110,061,476 ",Asia,290,"15,318",23
29,22,Ukraine,"378,729","+8,312","7,041 ",+173,"155,026","+3,394","216,662",177,"8,677",161,"3,176,397","72,778","43,645,160 ",Europe,115,"6,199",14
30,23,Turkey,"373,154","+2,322","10,177 ",+78,"322,465","+1,703","40,512","1,966","4,409",120,"13,877,705","163,964","84,638,978 ",Asia,227,"8,317",6
31,24,Saudi Arabia,"346,880",+398,"5,383 ",+20,"333,409",+404,"8,088",766,"9,913",154,"8,001,276","228,661","34,991,919 ",Asia,101,"6,500",4
32,25,Netherlands,"341,374","+11,119","7,345 ",+87,N/A,N/A,N/A,580,"19,908",428,"3,327,701","194,063","17,147,535 ",Europe,50,"2,335",5
33,26,Poland,"340,834","+21,629","5,351 ",+202,"134,724","+5,457","200,759","1,254","9,009",141,"4,653,611","123,005","37,832,712 ",Europe,111,"7,070",8
