,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","2,307,110","+3,774","136,763",+378,"946,432","+3,155","1,223,915","19,439",,,,,,North America,"
",,
1,,"
South America
","1,176,584",+308,"51,337",+10,"560,034",+73,"565,213","11,792",,,,,,South America,"
",,
2,,"
Europe
","2,109,178",,"179,360",,"1,088,915",,"840,903","7,117",,,,,,Europe,"
",,
3,,"
Asia
","1,398,141","+5,659","35,748",+109,"844,170","+1,256","518,223","14,957",,,,,,Asia,"
",,
4,,"
Africa
","199,000",,"5,390",,"88,212",,"105,398",490,,,,,,Africa,"
",,
5,,"
Oceania
","8,877",+2,124,,"8,307",+13,446,2,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"7,199,611","+9,743","408,737",+497,"3,536,721","+4,497","3,254,153","53,801",924,52.4,,,,All,"
",,
8,1,USA,"2,026,493",,"113,055 ",,"773,480",,"1,139,958","16,907","6,124",342,"21,725,064","65,657","330,885,824 ",North America,163,"2,927",15
9,2,Brazil,"710,887",,"37,312 ",,"325,602",,"347,973","8,318","3,346",176,"999,836","4,706","212,467,494 ",South America,299,"5,694",213
10,3,Russia,"476,658",,"5,971 ",,"230,688",,"239,999","2,300","3,266",41,"13,016,023","89,193","145,930,871 ",Europe,306,"24,440",11
11,4,Spain,"288,797",,"27,136 ",,N/A,N/A,N/A,617,"6,177",580,"4,465,338","95,508","46,753,739 ",Europe,162,"1,723",10
12,5,UK,"287,399",,"40,597 ",,N/A,N/A,N/A,516,"4,235",598,"5,731,576","84,456","67,864,660 ",Europe,236,"1,672",12
13,6,India,"266,598",+670,"7,473 ",,"129,215",+120,"129,910","8,944",193,5,"4,916,116","3,565","1,379,159,619 ",Asia,"5,173","184,552",281
14,7,Italy,"235,278",,"33,964 ",,"166,584",,"34,730",283,"3,891",562,"4,236,535","70,064","60,466,843 ",Europe,257,"1,780",14
15,8,Peru,"199,696",,"5,571 ",,"89,556",,"104,569","1,062","6,062",169,"1,203,985","36,548","32,942,259 ",South America,165,"5,913",27
16,9,Germany,"186,205",,"8,783 ",,"169,600",,"7,822",540,"2,223",105,"4,348,880","51,916","83,768,186 ",Europe,450,"9,538",19
17,10,Iran,"173,832",,"8,351 ",,"136,360",,"29,121","2,619","2,071",100,"1,107,254","13,193","83,924,324 ",Asia,483,"10,050",76
18,11,Turkey,"171,121",,"4,711 ",,"141,380",,"25,030",625,"2,030",56,"2,377,954","28,214","84,282,117 ",Asia,493,"17,890",35
19,12,France,"154,188",,"29,209 ",,"71,062",,"53,917","1,024","2,362",448,"1,384,633","21,216","65,265,090 ",Europe,423,"2,234",47
20,13,Chile,"138,846",,"2,264 ",,"95,631",,"40,951","1,558","7,267",118,"728,815","38,146","19,106,092 ",South America,138,"8,439",26
