,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","5,714,011","+4,778","223,086",+266,"2,995,335","+6,283","2,495,590","26,064",,,,,,North America,"
",,
1,,"
South America
","4,286,142",,"148,333",,"2,918,001",,"1,219,808","13,135",,,,,,South America,"
",,
2,,"
Asia
","4,523,421",+70,"100,679",,"3,357,860",+89,"1,064,882","19,125",,,,,,Asia,"
",,
3,,"
Europe
","2,923,590",,"204,059",,"1,755,204",,"964,327","5,154",,,,,,Europe,"
",,
4,,"
Africa
","972,287",,"20,671",,"632,929",,"318,687","1,149",,,,,,Africa,"
",,
5,,"
Oceania
","20,517",+410,257,+11,"12,281",+5,"7,979",44,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"18,440,689","+5,258","697,100",+277,"11,672,261","+6,377","6,071,328","64,675","2,366",89.4,,,,All,"
",,
8,1,USA,"4,862,174",,"158,929 ",,"2,446,798",,"2,256,447","18,725","14,681",480,"60,937,541","184,000","331,182,250 ",North America,68,"2,084",5
9,2,Brazil,"2,751,665",,"94,702 ",,"1,912,319",,"744,644","8,318","12,937",445,"13,196,132","62,042","212,698,326 ",South America,77,"2,246",16
10,3,India,"1,855,331",,"38,971 ",,"1,230,440",,"585,920","8,944","1,343",28,"20,202,858","14,627","1,381,233,876 ",Asia,744,"35,443",68
11,4,Russia,"856,264",,"14,207 ",,"653,593",,"188,464","2,300","5,867",97,"29,029,900","198,916","145,940,412 ",Europe,170,"10,272",5
12,5,South Africa,"516,862",,"8,539 ",,"358,037",,"150,286",539,"8,705",144,"3,058,695","51,514","59,375,438 ",Africa,115,"6,953",19
13,6,Mexico,"443,813","+4,767","48,012 ",+266,"295,677","+6,283","100,124","3,883","3,439",372,"1,011,050","7,834","129,055,063 ",North America,291,"2,688",128
14,7,Peru,"433,100",,"19,811 ",,"298,091",,"115,198","1,419","13,119",600,"2,417,857","73,241","33,012,553 ",South America,76,"1,666",14
15,8,Chile,"361,493",,"9,707 ",,"333,976",,"17,810",235,"18,895",507,"1,697,558","88,733","19,131,170 ",South America,53,"1,971",11
16,9,Spain,"344,134",,"28,472 ",,N/A,N/A,N/A,617,"7,360",609,"6,678,414","142,834","46,756,500 ",Europe,136,"1,642",7
17,10,Colombia,"327,850",,"11,017 ",,"173,727",,"143,106","1,493","6,437",216,"1,685,530","33,094","50,931,819 ",South America,155,"4,623",30
18,11,Iran,"312,035",,"17,405 ",,"270,228",,"24,402","4,104","3,711",207,"2,534,658","30,143","84,088,811 ",Asia,269,"4,831",33
19,12,UK,"305,623",,"46,210 ",,N/A,N/A,N/A,86,"4,500",680,"16,717,684","246,141","67,919,112 ",Europe,222,"1,470",4
20,13,Saudi Arabia,"280,093",,"2,949 ",,"242,055",,"35,089","2,017","8,034",85,"3,473,715","99,643","34,861,472 ",Asia,124,"11,821",10
21,14,Pakistan,"280,029",,"5,984 ",,"248,873",,"25,172","1,064","1,266",27,"2,010,170","9,085","221,260,636 ",Asia,790,"36,975",110
22,15,Italy,"248,229",,"35,166 ",,"200,589",,"12,474",41,"4,106",582,"6,940,801","114,813","60,453,293 ",Europe,244,"1,719",9
23,16,Bangladesh,"242,102",,"3,184 ",,"137,905",,"101,013",,"1,469",19,"1,193,544","7,241","164,837,963 ",Asia,681,"51,771",138
24,17,Turkey,"233,851",,"5,747 ",,"217,497",,"10,607",580,"2,770",68,"4,927,217","58,365","84,420,896 ",Asia,361,"14,690",17
25,18,Germany,"212,320",,"9,232 ",,"194,700",,"8,388",270,"2,533",110,"8,006,135","95,528","83,809,070 ",Europe,395,"9,078",10
26,19,Argentina,"206,743",,"3,813 ",,"91,302",,"111,628","1,150","4,571",84,"747,907","16,534","45,233,488 ",South America,219,"11,863",60
27,20,France,"191,295",,"30,294 ",,"81,500",,"79,501",371,"2,930",464,"2,982,302","45,680","65,287,125 ",Europe,341,"2,155",22
28,21,Iraq,"131,886",,"4,934 ",,"94,111",,"32,841",514,"3,273",122,"1,042,806","25,877","40,298,609 ",Asia,306,"8,168",39
29,22,Canada,"117,031",,"8,947 ",,"101,597",,"6,487","2,253","3,098",237,"4,178,195","110,615","37,772,312 ",North America,323,"4,222",9
30,23,Indonesia,"113,134",,"5,302 ",,"70,237",,"37,595",,413,19,"1,552,141","5,669","273,784,671 ",Asia,"2,420","51,638",176
31,24,Qatar,"111,322",,177 ,,"108,002",,"3,143",75,"39,647",63,"502,792","179,069","2,807,805 ",Asia,25,"15,863",6
32,25,Philippines,"106,330",,"2,104 ",,"65,821",,"38,405",351,969,19,"1,585,957","14,456","109,710,763 ",Asia,"1,032","52,144",69
33,26,Egypt,"94,640",,"4,888 ",,"44,066",,"45,686",41,923,48,"135,000","1,317","102,500,680 ",Africa,"1,083","20,970",759
34,27,Kazakhstan,"92,662",,793 ,,"62,511",,"29,358",221,"4,930",42,"2,079,540","110,633","18,796,826 ",Asia,203,"23,703",9
35,28,Ecuador,"87,041",,"5,767 ",,"59,344",,"21,930",366,"4,927",326,"247,583","14,014","17,666,627 ",South America,203,"3,063",71
36,29,Sweden,"81,012",,"5,744 ",,N/A,N/A,N/A,37,"8,017",568,"810,356","80,193","10,105,081 ",Europe,125,"1,759",12
37,30,Bolivia,"80,153",,"3,153 ",,"24,156",,"52,844",71,"6,858",270,"171,637","14,686","11,687,153 ",South America,146,"3,707",68
38,31,Oman,"79,159",,421  ,,"61,421",,"17,317",187,"15,469",82,"305,651","59,728","5,117,378 ",Asia,65,"12,155",17
39,32,Israel,"74,430",,546 ,,"47,571",,"26,313",331,"8,092",59,"1,794,889","195,148","9,197,590 ",Asia,124,"16,845",5
40,33,Ukraine,"73,158",,"1,738 ",,"39,876",,"31,544",125,"1,674",40,"1,067,006","24,412","43,708,000 ",Europe,597,"25,148",41
41,34,Dominican Republic,"73,117",,"1,183 ",,"38,824",,"33,110",385,"6,734",109,"268,529","24,732","10,857,757 ",North America,148,"9,178",40
42,35,Belgium,"69,849",,"9,845 ",,"17,590",,"42,414",57,"6,024",849,"1,703,059","146,887","11,594,326 ",Europe,166,"1,178",7
43,36,Panama,"68,456",,"1,497 ",,"42,093",,"24,866",164,"15,844",346,"232,514","53,814","4,320,725 ",North America,63,"2,886",19
44,37,Kuwait,"68,299",,461 ,,"59,739",,"8,099",126,"15,972",108,"511,599","119,640","4,276,141 ",Asia,63,"9,276",8
45,38,Belarus,"68,166",,571 ,,"62,943",,"4,652",,"7,214",60,"1,323,814","140,101","9,449,026 ",Europe,139,"16,548",7
46,39,UAE,"61,163",,351 ,,"54,863",,"5,949",,"6,177",35,"5,189,891","524,173","9,901,100 ",Asia,162,"28,208",2
47,40,Netherlands,"55,470",,"6,149 ",,N/A,N/A,N/A,27,"3,237",359,"962,965","56,187","17,138,446 ",Europe,309,"2,787",18
48,41,Romania,"54,009",,"2,432 ",,"27,750",,"23,827",419,"2,809",127,"1,248,318","64,932","19,225,070 ",Europe,356,"7,905",15
49,42,Singapore,"53,051",,27 ,,"47,179",,"5,845",1,"9,061",5,"1,321,094","225,652","5,854,555 ",Asia,110,"216,835",4
50,43,Portugal,"51,569",,"1,738 ",,"37,111",,"12,720",42,"5,059",170,"1,622,951","159,209","10,193,836 ",Europe,198,"5,865",6
51,44,Guatemala,"51,542",,"2,013 ",,"39,346",,"10,183",5,"2,872",112,"161,606","9,006","17,944,179 ",North America,348,"8,914",111
52,45,Poland,"47,469",,"1,732 ",,"34,881",,"10,856",74,"1,254",46,"2,315,210","61,180","37,842,640 ",Europe,797,"21,849",16
53,46,Nigeria,"44,129",,896 ,,"20,663",,"22,570",7,214,4,"287,532","1,392","206,564,295 ",Africa,"4,681","230,541",718
54,47,Honduras,"43,197",,"1,377 ",,"5,794",,"36,026",43,"4,355",139,"105,820","10,669","9,918,411 ",North America,230,"7,203",94
55,48,Bahrain,"41,835",,150 ,,"39,007",,"2,678",48,"24,520",88,"850,648","498,568","1,706,181 ",Asia,41,"11,375",2
56,49,Armenia,"39,102",,762 ,,"29,861",,"8,479",10,"13,193",257,"167,095","56,379","2,963,766 ",Asia,76,"3,889",18
57,50,Japan,"38,687",,"1,012 ",,"26,487",,"11,188",87,306,8,"849,115","6,716","126,439,019 ",Asia,"3,268","124,940",149
58,51,Ghana,"37,812",,191 ,,"34,313",,"3,308",8,"1,215",6,"399,446","12,832","31,128,156 ",Africa,823,"162,975",78
59,52,Kyrgyzstan,"37,129",,"1,420 ",,"27,927",,"7,782",24,"5,683",217,"267,718","40,976","6,533,596 ",Asia,176,"4,601",24
60,53,Afghanistan,"36,747",,"1,288 ",,"25,669",,"9,790",31,942,33,"89,377","2,292","39,002,243 ",Asia,"1,061","30,281",436
61,54,Switzerland,"35,616",,"1,981 ",,"31,500",,"2,135",25,"4,112",229,"803,725","92,804","8,660,434 ",Europe,243,"4,372",11
62,55,Azerbaijan,"32,684",,468 ,,"27,760",,"4,456",66,"3,221",46,"744,837","73,401","10,147,495 ",Asia,310,"21,683",14
63,56,Algeria,"31,972",,"1,239 ",,"21,901",,"8,832",57,728,28,,,"43,919,580 ",Africa,"1,374","35,448",
64,57,Serbia,"26,451",,598 ,,"14,047",,"11,806",146,"3,029",68,"686,488","78,600","8,733,952 ",Europe,330,"14,605",13
65,58,Ireland,"26,208",,"1,763 ",,"23,364",,"1,081",4,"5,302",357,"636,085","128,691","4,942,748 ",Europe,189,"2,804",8
66,59,Morocco,"26,196",,401 ,,"18,968",,"6,827",31,709,11,"1,316,861","35,639","36,949,774 ",Africa,"1,411","92,144",28
67,60,Uzbekistan,"26,066",,157 ,,"16,838",,"9,071",185,778,5,"1,377,915","41,117","33,512,049 ",Asia,"1,286","213,453",24
68,61,Moldova,"25,482",,800 ,,"17,942",,"6,740",362,"6,318",198,"128,076","31,757","4,033,060 ",Europe,158,"5,041",31
69,62,Kenya,"22,597",,382 ,,"8,740",,"13,475",44,419,7,"318,376","5,910","53,871,430 ",Africa,"2,384","141,025",169
70,63,Austria,"21,385",,718 ,,"19,063",,"1,604",21,"2,373",80,"910,437","101,034","9,011,157 ",Europe,421,"12,550",10
71,64,Venezuela,"20,754",,180 ,,"11,622",,"8,952",25,730,6,"1,554,624","54,686","28,428,157 ",South America,"1,370","157,934",18
72,65,Nepal,"20,750",,57 ,,"14,961",,"5,732",,711,2,"711,309","24,375","29,182,185 ",Asia,"1,406","511,968",41
73,66,Costa Rica,"19,402",,171 ,,"4,689",,"14,542",97,"3,806",34,"92,680","18,178","5,098,349 ",North America,263,"29,815",55
74,67,Ethiopia,"19,289",,336 ,,"7,931",,"11,022",153,167,3,"444,226","3,856","115,200,324 ",Africa,"5,972","342,858",259
75,68,Australia,"18,728",+410,232 ,+11,"10,622",,"7,874",44,734,9,"4,476,021","175,348","25,526,440 ",Australia/Oceania,"1,363","110,028",6
76,69,El Salvador,"17,843",,477 ,,"8,809",,"8,557",496,"2,750",74,"246,302","37,955","6,489,246 ",North America,364,"13,604",26
77,70,Cameroon,"17,255",,391 ,,"15,320",,"1,544",30,649,15,"149,000","5,601","26,600,755 ",Africa,"1,542","68,033",179
78,71,Czechia,"17,008",,386 ,,"11,708",,"4,914",19,"1,588",36,"706,461","65,957","10,710,857 ",Europe,630,"27,748",15
79,72,Ivory Coast,"16,220",,102 ,,"11,887",,"4,231",,614,4,"103,112","3,901","26,432,579 ",Africa,"1,630","259,143",256
80,73,S. Korea,"14,423",+34,301 ,,"13,352",+72,770,13,281,6,"1,589,780","31,006","51,273,372 ",Asia,"3,555","170,343",32
81,74,Denmark,"13,996",,616 ,,"12,682",,698,2,"2,416",106,"1,587,403","273,968","5,794,112 ",Europe,414,"9,406",4
82,75,Palestine,"12,541",,84 ,,"5,390",,"7,067",,"2,454",16,"200,280","39,183","5,111,366 ",Asia,408,"60,850",26
83,76,Bosnia and Herzegovina,"12,462",,362 ,,"6,359",,"5,741",,"3,801",110,"142,404","43,432","3,278,816 ",Europe,263,"9,058",23
84,77,Bulgaria,"12,159",,404 ,,"6,684",,"5,071",43,"1,751",58,"276,628","39,841","6,943,280 ",Europe,571,"17,186",25
85,78,Sudan,"11,738",,752 ,,"6,137",,"4,849",,267,17,401,9,"43,935,122 ",Africa,"3,743","58,424","109,564"
86,79,Madagascar,"11,660",,118 ,,"8,825",,"2,717",84,420,4,"44,033","1,587","27,749,854 ",Africa,"2,380","235,168",630
87,80,North Macedonia,"11,128",,500 ,,"6,972",,"3,656",5,"5,341",240,"106,047","50,902","2,083,366 ",Europe,187,"4,167",20
88,81,Senegal,"10,386",,211 ,,"6,901",,"3,274",37,619,13,"110,525","6,587","16,780,248 ",Africa,"1,616","79,527",152
89,82,Norway,"9,334",,256 ,,"8,752",,326,1,"1,721",47,"455,059","83,880","5,425,124 ",Europe,581,"21,192",12
90,83,DRC,"9,133",,215 ,,"7,424",,"1,494",,102,2,,,"89,779,764 ",Africa,"9,830","417,580",
91,84,Malaysia,"9,001",,125 ,,"8,668",,208,1,278,4,"983,297","30,346","32,402,973 ",Asia,"3,600","259,224",33
92,85,French Guiana,"7,948",,44 ,,"6,767",,"1,137",25,"26,553",147,"39,369","131,528","299,321 ",South America,38,"6,803",8
93,86,Gabon,"7,646",,51 ,,"5,408",,"2,187",11,"3,428",23,"79,255","35,538","2,230,132 ",Africa,292,"43,728",28
94,87,Tajikistan,"7,538",,61 ,,"6,317",,"1,160",,789,6,,,"9,555,708 ",Asia,"1,268","156,651",
95,88,Haiti,"7,476",,165 ,,"4,606",,"2,705",,655,14,"17,839","1,563","11,414,964 ",North America,"1,527","69,182",640
96,89,Finland,"7,466",,329 ,,"6,950",,187,,"1,347",59,"367,814","66,374","5,541,534 ",Europe,742,"16,844",15
97,90,Guinea,"7,364",,46 ,,"6,505",,813,24,559,3,"14,407","1,095","13,161,974 ",Africa,"1,787","286,130",914
98,91,Luxembourg,"6,864",,118 ,,"5,498",,"1,248",7,"10,950",188,"596,354","951,322","626,869 ",Europe,91,"5,312",1
99,92,Zambia,"6,580",,171 ,,"4,701",,"1,708",,357,9,"87,380","4,742","18,425,892 ",Africa,"2,800","107,754",211
100,93,Mauritania,"6,382",,157 ,,"5,174",,"1,051",3,"1,370",34,"57,387","12,316","4,659,723 ",Africa,730,"29,680",81
101,94,Paraguay,"5,724",,55 ,,"4,249",,"1,420",14,802,8,"129,724","18,168","7,140,373 ",South America,"1,247","129,825",55
102,95,Albania,"5,620",,172 ,,"3,031",,"2,417",16,"1,953",60,"37,503","13,033","2,877,496 ",Europe,512,"16,730",77
103,96,Croatia,"5,294",,153 ,,"4,438",,703,6,"1,290",37,"122,083","29,756","4,102,783 ",Europe,775,"26,816",34
104,97,Djibouti,"5,240",,59 ,,"5,028",,153,,"5,297",60,"58,088","58,718","989,269 ",Africa,189,"16,767",17
105,98,Lebanon,"5,062",,65 ,,"1,837",,"3,160",40,742,10,"322,725","47,303","6,822,469 ",Asia,"1,348","104,961",21
106,99,Equatorial Guinea,"4,821",,83 ,,"2,182",,"2,556",,"3,427",59,"44,356","31,534","1,406,622 ",Africa,292,"16,947",32
107,100,Greece,"4,737",,209 ,,"1,374",,"3,154",13,455,20,"564,856","54,219","10,418,088 ",Europe,"2,199","49,847",18
108,101,CAR,"4,614",,59 ,,"1,635",,"2,920",2,954,12,"29,545","6,108","4,837,063 ",Africa,"1,048","81,984",164
109,102,Hungary,"4,544",,597 ,,"3,413",,534,7,470,62,"346,962","35,925","9,657,985 ",Europe,"2,125","16,178",28
110,103,Maldives,"4,293",,18 ,,"2,670",,"1,605",12,"7,930",33,"82,208","151,852","541,370 ",Asia,126,"30,076",7
111,104,Malawi,"4,272",,123 ,,"1,945",,"2,204",4,223,6,"31,864","1,662","19,170,773 ",Africa,"4,488","155,860",602
112,105,Zimbabwe,"4,075",,80 ,,"1,057",,"2,938",,274,5,"134,209","9,018","14,882,029 ",Africa,"3,652","186,025",111
113,106,Libya,"4,063",,93 ,,625,,"3,345",,591,14,"54,788","7,964","6,879,587 ",Africa,"1,693","73,974",126
114,107,Nicaragua,"3,672",,116 ,,"2,492",,"1,064",,554,17,,,"6,631,617 ",North America,"1,806","57,169",
115,108,Hong Kong,"3,592",,38 ,,"2,037",,"1,517",43,479,5,"593,962","79,168","7,502,543 ",Asia,"2,089","197,435",13
116,109,Congo,"3,546",,58 ,,"1,589",,"1,899",,641,10,,,"5,529,389 ",Africa,"1,559","95,334",
117,110,Thailand,"3,320",,58 ,,"3,142",,120,1,48,0.8,"749,213","10,731","69,816,463 ",Asia,"21,029","1,203,732",93
118,111,Montenegro,"3,301",,52 ,,"1,445",,"1,804",,"5,256",83,"36,752","58,515","628,074 ",Europe,190,"12,078",17
119,112,Somalia,"3,220",,93 ,,"1,598",,"1,529",2,202,6,,,"15,929,364 ",Africa,"4,947","171,283",
120,113,Mayotte,"3,008",,39 ,,"2,738",,231,1,"11,004",143,"13,000","47,556","273,364 ",Africa,91,"7,009",21
121,114,Eswatini,"2,838",,45 ,,"1,253",,"1,540",5,"2,444",39,"20,784","17,898","1,161,249 ",Africa,409,"25,806",56
122,115,Sri Lanka,"2,828",,11 ,,"2,517",,300,1,132,0.5,"162,090","7,567","21,421,628 ",Asia,"7,575","1,947,421",132
123,116,Cuba,"2,670",,87 ,,"2,373",,210,1,236,8,"274,474","24,234","11,325,955 ",North America,"4,242","130,183",41
124,117,Cabo Verde,"2,583",,25 ,,"1,911",,647,,"4,641",45,"41,634","74,810","556,531 ",Africa,215,"22,261",13
125,118,Mali,"2,543",,124 ,,"1,943",,476,,125,6,"23,757","1,170","20,298,100 ",Africa,"7,982","163,694",854
126,119,South Sudan,"2,429",,46 ,,"1,175",,"1,208",,217,4,"12,044","1,075","11,205,496 ",Africa,"4,613","243,598",930
127,120,Namibia,"2,406",,12 ,,187,,"2,207",24,945,5,"28,514","11,204","2,544,887 ",Africa,"1,058","212,074",89
128,121,Slovakia,"2,354",,29 ,,"1,746",,579,2,431,5,"265,797","48,682","5,459,893 ",Europe,"2,319","188,272",21
129,122,Slovenia,"2,181",,122 ,,"1,831",,228,1,"1,049",59,"133,067","64,006","2,078,965 ",Europe,953,"17,041",16
130,123,Lithuania,"2,120",,80 ,,"1,645",,395,6,780,29,"527,729","194,130","2,718,430 ",Europe,"1,282","33,980",5
131,124,Rwanda,"2,092",,5 ,,"1,169",,918,,161,0.4,"275,385","21,218","12,978,907 ",Africa,"6,204","2,595,781",47
132,125,Estonia,"2,080",,63 ,,"1,935",,82,,"1,568",47,"120,342","90,713","1,326,620 ",Europe,638,"21,057",11
133,126,Guinea-Bissau,"1,981",,27 ,,803,,"1,151",5,"1,005",14,"1,500",761,"1,971,895 ",Africa,995,"73,033","1,315"
134,127,Mozambique,"1,973",,14 ,,676,,"1,283",,63,0.4,"60,473","1,930","31,326,757 ",Africa,"15,878","2,237,626",518
135,128,Iceland,"1,915",,10 ,,"1,825",,80,,"5,608",29,"142,224","416,533","341,447 ",Europe,178,"34,145",2
136,129,Suriname,"1,893",,27 ,,"1,227",,639,12,"3,224",46,"2,015","3,432","587,111 ",South America,310,"21,745",291
137,130,Sierra Leone,"1,848",,67 ,,"1,375",,406,,231,8,,,"7,990,837 ",Africa,"4,324","119,266",
138,131,Benin,"1,805",,36 ,,"1,036",,733,1,149,3,"85,863","7,067","12,149,364 ",Africa,"6,731","337,482",141
139,132,Yemen,"1,734",,499 ,,863,,372,,58,17,120,4,"29,881,500 ",Asia,"17,233","59,883","249,013"
140,133,New Zealand,"1,567",,22 ,,"1,523",+5,22,,313,4,"473,769","94,714","5,002,100 ",Australia/Oceania,"3,192","227,368",11
141,134,Tunisia,"1,565",,51 ,,"1,225",,289,3,132,4,"96,537","8,161","11,829,788 ",Africa,"7,559","231,957",123
142,135,Uruguay,"1,291",,36 ,,"1,023",,232,4,372,10,"119,042","34,258","3,474,858 ",South America,"2,692","96,524",29
143,136,Angola,"1,280",,58 ,,476,,746,20,39,2,"64,747","1,965","32,947,881 ",Africa,"25,741","568,067",509
144,137,Latvia,"1,246",,32 ,,"1,052",,162,,661,17,"201,997","107,211","1,884,106 ",Europe,"1,512","58,878",9
145,138,Jordan,"1,218",,11 ,,"1,131",,76,3,119,1,"611,875","59,915","10,212,308 ",Asia,"8,384","928,392",17
146,139,Liberia,"1,214",,78 ,,696,,440,,240,15,,,"5,067,641 ",Africa,"4,174","64,970",
147,140,Uganda,"1,195",,5 ,,"1,070",,120,,26,0.1,"280,747","6,122","45,855,954 ",Africa,"38,373","9,171,191",163
148,141,Georgia,"1,179",,17 ,,959,,203,5,296,4,"225,145","56,450","3,988,431 ",Asia,"3,383","234,614",18
149,142,Cyprus,"1,155",,19 ,,856,,280,,956,16,"210,028","173,840","1,208,166 ",Asia,"1,046","63,588",6
150,143,Niger,"1,152",,69 ,,"1,032",,51,,47,3,"9,052",373,"24,274,207 ",Africa,"21,071","351,800","2,682"
151,144,Burkina Faso,"1,150",,53 ,,947,,150,,55,3,,,"20,950,136 ",Africa,"18,218","395,286",
152,145,Togo,976,,19 ,,663,,294,2,118,2,"43,708","5,269","8,294,987 ",Africa,"8,499","436,578",190
153,146,Andorra,937,,52 ,,821,,64,,"12,125",673,"3,750","48,527","77,277 ",Europe,82,"1,486",21
154,147,Chad,936,,75 ,,814,,47,,57,5,,,"16,464,086 ",Africa,"17,590","219,521",
155,148,Jamaica,905,+11,12 ,,743,,150,,305,4,"40,095","13,535","2,962,372 ",North America,"3,273","246,864",74
156,149,Sao Tome and Principe,874,,15 ,,787,,72,,"3,982",68,"2,967","13,516","219,510 ",Africa,251,"14,634",74
157,150,Malta,874,,9 ,,666,,199,,"1,979",20,"131,603","297,978","441,654 ",Europe,505,"49,073",3
158,151,Syria,847,,46 ,,268,,533,,48,3,,,"17,536,105 ",Asia,"20,704","381,220",
