,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","5,708,581","+56,502","222,797",+900,"2,988,108","+73,160","2,497,676","26,125",,,,,,North America,"
",,
1,,"
South America
","4,285,550","+41,076","148,327","+1,510","2,917,750","+43,220","1,219,473","13,138",,,,,,South America,"
",,
2,,"
Asia
","4,523,351","+73,503","100,679","+1,355","3,357,771","+61,390","1,064,901","19,122",,,,,,Asia,"
",,
3,,"
Europe
","2,923,590","+16,238","204,059",+244,"1,755,204","+6,749","964,327","5,154",,,,,,Europe,"
",,
4,,"
Africa
","972,287","+10,899","20,671",+321,"632,929","+17,585","318,687","1,149",,,,,,Africa,"
",,
5,,"
Oceania
","20,107",+398,246,+13,"12,276",+202,"7,585",43,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"18,434,187","+198,616","696,794","+4,343","11,664,689","+202,306","6,072,704","64,735","2,365",89.4,,,,All,"
",,
8,1,USA,"4,861,522","+47,970","158,906 ",+545,"2,445,854","+65,637","2,256,762","18,725","14,679",480,"60,935,176","183,993","331,182,250 ",North America,68,"2,084",5
9,2,Brazil,"2,751,665","+17,988","94,702 ",+572,"1,912,319","+28,268","744,644","8,318","12,937",445,"13,196,132","62,042","212,698,326 ",South America,77,"2,246",16
10,3,India,"1,855,331","+50,629","38,971 ",+810,"1,230,440","+43,212","585,920","8,944","1,343",28,"20,202,858","14,627","1,381,233,876 ",Asia,744,"35,443",68
11,4,Russia,"856,264","+5,394","14,207 ",+79,"653,593","+3,420","188,464","2,300","5,867",97,"29,029,900","198,916","145,940,412 ",Europe,170,"10,272",5
12,5,South Africa,"516,862","+5,377","8,539 ",+173,"358,037","+10,810","150,286",539,"8,705",144,"3,058,695","51,514","59,375,438 ",Africa,115,"6,953",19
13,6,Mexico,"439,046","+4,853","47,746 ",+274,"289,394","+4,547","101,906","3,944","3,402",370,"1,005,498","7,791","129,055,063 ",North America,294,"2,703",128
14,7,Peru,"433,100","+4,250","19,811 ",+197,"298,091","+3,904","115,198","1,419","13,119",600,"2,417,857","73,241","33,012,553 ",South America,76,"1,666",14
15,8,Chile,"361,493","+1,762","9,707 ",+99,"333,976","+1,565","17,810",235,"18,895",507,"1,697,558","88,733","19,131,170 ",South America,53,"1,971",11
16,9,Spain,"344,134","+3,044","28,472 ",+9,N/A,N/A,N/A,617,"7,360",609,"6,678,414","142,834","46,756,500 ",Europe,136,"1,642",7
17,10,Colombia,"327,850","+10,199","11,017 ",+367,"173,727","+6,488","143,106","1,493","6,437",216,"1,685,530","33,094","50,931,819 ",South America,155,"4,623",30
18,11,Iran,"312,035","+2,598","17,405 ",+215,"270,228","+2,126","24,402","4,104","3,711",207,"2,534,658","30,143","84,088,811 ",Asia,269,"4,831",33
19,12,UK,"305,623",+928,"46,210 ",+9,N/A,N/A,N/A,86,"4,500",680,"16,717,684","246,141","67,919,112 ",Europe,222,"1,470",4
20,13,Saudi Arabia,"280,093","+1,258","2,949 ",+32,"242,055","+1,974","35,089","2,017","8,034",85,"3,473,715","99,643","34,861,472 ",Asia,124,"11,821",10
21,14,Pakistan,"280,029",+331,"5,984 ",+8,"248,873",+296,"25,172","1,064","1,266",27,"2,010,170","9,085","221,260,636 ",Asia,790,"36,975",110
22,15,Italy,"248,229",+159,"35,166 ",+12,"200,589",+129,"12,474",41,"4,106",582,"6,940,801","114,813","60,453,293 ",Europe,244,"1,719",9
23,16,Bangladesh,"242,102","+1,356","3,184 ",+30,"137,905","+1,066","101,013",,"1,469",19,"1,193,544","7,241","164,837,963 ",Asia,681,"51,771",138
24,17,Turkey,"233,851",+995,"5,747 ",+19,"217,497","+1,003","10,607",580,"2,770",68,"4,927,217","58,365","84,420,896 ",Asia,361,"14,690",17
25,18,Germany,"212,320",+858,"9,232 ",+6,"194,700","+1,100","8,388",270,"2,533",110,"8,006,135","95,528","83,809,070 ",Europe,395,"9,078",10
26,19,Argentina,"206,743","+4,824","3,813 ",+165,"91,302","+2,276","111,628","1,150","4,571",84,"747,907","16,534","45,233,488 ",South America,219,"11,863",60
27,20,France,"191,295",+556,"30,294 ",+22,"81,500",,"79,501",371,"2,930",464,"2,982,302","45,680","65,287,125 ",Europe,341,"2,155",22
28,21,Iraq,"131,886","+2,735","4,934 ",+66,"94,111","+2,225","32,841",514,"3,273",122,"1,042,806","25,877","40,298,609 ",Asia,306,"8,168",39
29,22,Canada,"117,031",+147,"8,947 ",+2,"101,597",+23,"6,487","2,253","3,098",237,"4,178,195","110,615","37,772,312 ",North America,323,"4,222",9
30,23,Indonesia,"113,134","+1,679","5,302 ",+66,"70,237","+1,262","37,595",,413,19,"1,552,141","5,669","273,784,671 ",Asia,"2,420","51,638",176
31,24,Qatar,"111,322",+215,177 ,,"108,002",+223,"3,143",75,"39,647",63,"502,792","179,069","2,807,805 ",Asia,25,"15,863",6
32,25,Philippines,"106,330","+3,226","2,104 ",+45,"65,821",+274,"38,405",351,969,19,"1,585,957","14,456","109,710,763 ",Asia,"1,032","52,144",69
33,26,Egypt,"94,640",+157,"4,888 ",+23,"44,066","+1,611","45,686",41,923,48,"135,000","1,317","102,500,680 ",Africa,"1,083","20,970",759
34,27,Kazakhstan,"92,662","+1,069",793 ,,"62,511",+672,"29,358",221,"4,930",42,"2,079,540","110,633","18,796,826 ",Asia,203,"23,703",9
35,28,Ecuador,"87,041",+517,"5,767 ",+17,"59,344",,"21,930",366,"4,927",326,"247,583","14,014","17,666,627 ",South America,203,"3,063",71
36,29,Sweden,"81,012",+43,"5,744 ",+5,N/A,N/A,N/A,37,"8,017",568,"810,356","80,193","10,105,081 ",Europe,125,"1,759",12
37,30,Bolivia,"80,153","+1,360","3,153 ",+89,"24,156",+188,"52,844",71,"6,858",270,"171,637","14,686","11,687,153 ",South America,146,"3,707",68
38,31,Oman,"79,159",,421 ,,"61,421",,"17,317",187,"15,469",82,"305,651","59,728","5,117,378 ",Asia,65,"12,155",17
39,32,Israel,"74,430","+1,615",546 ,+10,"47,571","+1,894","26,313",331,"8,092",59,"1,794,889","195,148","9,197,590 ",Asia,124,"16,845",5
40,33,Ukraine,"73,158",+990,"1,738 ",+13,"39,876",+333,"31,544",125,"1,674",40,"1,067,006","24,412","43,708,000 ",Europe,597,"25,148",41
41,34,Dominican Republic,"73,117",+874,"1,183 ",+5,"38,824",+580,"33,110",385,"6,734",109,"268,529","24,732","10,857,757 ",North America,148,"9,178",40
42,35,Belgium,"69,849",+447,"9,845 ",,"17,590",+17,"42,414",57,"6,024",849,"1,703,059","146,887","11,594,326 ",Europe,166,"1,178",7
43,36,Panama,"68,456","+1,003","1,497 ",+26,"42,093","+1,055","24,866",164,"15,844",346,"232,514","53,814","4,320,725 ",North America,63,"2,886",19
44,37,Kuwait,"68,299",+388,461 ,+4,"59,739",+526,"8,099",126,"15,972",108,"511,599","119,640","4,276,141 ",Asia,63,"9,276",8
45,38,Belarus,"68,166",+99,571 ,+4,"62,943",+47,"4,652",,"7,214",60,"1,323,814","140,101","9,449,026 ",Europe,139,"16,548",7
46,39,UAE,"61,163",+164,351 ,,"54,863",+248,"5,949",,"6,177",35,"5,189,891","524,173","9,901,100 ",Asia,162,"28,208",2
47,40,Netherlands,"55,470",+372,"6,149 ",,N/A,N/A,N/A,27,"3,237",359,"962,965","56,187","17,138,446 ",Europe,309,"2,787",18
48,41,Romania,"54,009",+823,"2,432 ",+19,"27,750",+158,"23,827",419,"2,809",127,"1,248,318","64,932","19,225,070 ",Europe,356,"7,905",15
49,42,Singapore,"53,051",+226,27 ,,"47,179",+253,"5,845",1,"9,061",5,"1,321,094","225,652","5,854,555 ",Asia,110,"216,835",4
50,43,Portugal,"51,569",+106,"1,738 ",,"37,111",+127,"12,720",42,"5,059",170,"1,622,951","159,209","10,193,836 ",Europe,198,"5,865",6
51,44,Guatemala,"51,542",+236,"2,013 ",+18,"39,346",+930,"10,183",5,"2,872",112,"161,606","9,006","17,944,179 ",North America,348,"8,914",111
52,45,Poland,"47,469",+575,"1,732 ",+1,"34,881",+172,"10,856",74,"1,254",46,"2,315,210","61,180","37,842,640 ",Europe,797,"21,849",16
53,46,Nigeria,"44,129",+288,896 ,+8,"20,663",+355,"22,570",7,214,4,"287,532","1,392","206,564,295 ",Africa,"4,681","230,541",718
54,47,Honduras,"43,197",+512,"1,377 ",+9,"5,794",+100,"36,026",43,"4,355",139,"105,820","10,669","9,918,411 ",North America,230,"7,203",94
55,48,Bahrain,"41,835",+299,150 ,+3,"39,007",+341,"2,678",46,"24,520",88,"842,992","494,081","1,706,181 ",Asia,41,"11,375",2
56,49,Armenia,"39,102",+52,762 ,+8,"29,861",+111,"8,479",10,"13,193",257,"167,095","56,379","2,963,766 ",Asia,76,"3,889",18
57,50,Japan,"38,687","+1,998","1,012 ",+1,"26,487",+581,"11,188",87,306,8,"849,115","6,716","126,439,019 ",Asia,"3,268","124,940",149
58,51,Ghana,"37,812",+798,191 ,+9,"34,313",+948,"3,308",8,"1,215",6,"399,446","12,832","31,128,156 ",Africa,823,"162,975",78
59,52,Kyrgyzstan,"37,129",+410,"1,420 ",+11,"27,927",+653,"7,782",24,"5,683",217,"267,718","40,976","6,533,596 ",Asia,176,"4,601",24
60,53,Afghanistan,"36,747",+37,"1,288 ",+4,"25,669",+159,"9,790",31,942,33,"89,377","2,292","39,002,243 ",Asia,"1,061","30,281",436
61,54,Switzerland,"35,616",+66,"1,981 ",,"31,500",,"2,135",25,"4,112",229,"803,725","92,804","8,660,434 ",Europe,243,"4,372",11
62,55,Azerbaijan,"32,684",+241,468 ,+6,"27,760",+647,"4,456",66,"3,221",46,"744,837","73,401","10,147,495 ",Asia,310,"21,683",14
63,56,Algeria,"31,972",+507,"1,239 ",+8,"21,901",+482,"8,832",57,728,28,,,"43,919,580 ",Africa,"1,374","35,448",
64,57,Serbia,"26,451",+258,598 ,+8,"14,047",,"11,806",146,"3,029",68,"686,488","78,600","8,733,952 ",Europe,330,"14,605",13
65,58,Ireland,"26,208",+46,"1,763 ",,"23,364",,"1,081",4,"5,302",357,"636,085","128,691","4,942,748 ",Europe,189,"2,804",8
66,59,Morocco,"26,196",+659,401 ,+19,"18,968",+533,"6,827",31,709,11,"1,316,861","35,639","36,949,774 ",Africa,"1,411","92,144",28
67,60,Uzbekistan,"26,066",+730,157 ,+6,"16,838","+1,005","9,071",185,778,5,"1,377,915","41,117","33,512,049 ",Asia,"1,286","213,453",24
68,61,Moldova,"25,482",+120,800 ,+9,"17,942",+126,"6,740",362,"6,318",198,"128,076","31,757","4,033,060 ",Europe,158,"5,041",31
69,62,Kenya,"22,597",+544,382 ,+13,"8,740",+263,"13,475",44,419,7,"318,376","5,910","53,871,430 ",Africa,"2,384","141,025",169
70,63,Austria,"21,385",+81,718 ,,"19,063",+79,"1,604",21,"2,373",80,"910,437","101,034","9,011,157 ",Europe,421,"12,550",10
71,64,Nepal,"20,750",+418,57 ,,"14,961",+358,"5,732",,711,2,"711,309","24,375","29,182,185 ",Asia,"1,406","511,968",41
72,65,Venezuela,"20,206",,174 ,,"11,404",,"8,628",25,711,6,"1,545,895","54,379","28,428,157 ",South America,"1,407","163,380",18
73,66,Costa Rica,"19,402",+427,171 ,+9,"4,689",+104,"14,542",97,"3,806",34,"92,680","18,178","5,098,349 ",North America,263,"29,815",55
74,67,Ethiopia,"19,289",+583,336 ,+26,"7,931",+330,"11,022",153,167,3,"444,226","3,856","115,200,324 ",Africa,"5,972","342,858",259
75,68,Australia,"18,318",+395,221 ,+13,"10,622",+202,"7,475",43,718,9,"4,425,326","173,362","25,526,440 ",Australia/Oceania,"1,394","115,504",6
76,69,El Salvador,"17,843",+395,477 ,+10,"8,809",+175,"8,557",496,"2,750",74,"246,302","37,955","6,489,246 ",North America,364,"13,604",26
77,70,Cameroon,"17,255",,391 ,,"15,320",,"1,544",30,649,15,"149,000","5,601","26,600,755 ",Africa,"1,542","68,033",179
78,71,Czechia,"17,008",+208,386 ,+2,"11,708",+103,"4,914",19,"1,588",36,"706,461","65,957","10,710,857 ",Europe,630,"27,748",15
79,72,Ivory Coast,"16,220",+38,102 ,,"11,887",+86,"4,231",,614,4,"103,112","3,901","26,432,579 ",Africa,"1,630","259,143",256
80,73,S. Korea,"14,389",+23,301 ,,"13,280",+21,808,13,281,6,"1,579,757","30,810","51,273,372 ",Asia,"3,563","170,343",32
81,74,Denmark,"13,996",+207,616 ,+1,"12,682",+104,698,2,"2,416",106,"1,587,403","273,968","5,794,112 ",Europe,414,"9,406",4
82,75,Palestine,"12,541",+244,84 ,,"5,390",,"7,067",,"2,454",16,"200,280","39,183","5,111,366 ",Asia,408,"60,850",26
83,76,Bosnia and Herzegovina,"12,462",+166,362 ,+10,"6,359",+47,"5,741",,"3,801",110,"142,404","43,432","3,278,816 ",Europe,263,"9,058",23
84,77,Bulgaria,"12,159",+204,404 ,+16,"6,684",+264,"5,071",43,"1,751",58,"276,628","39,841","6,943,280 ",Europe,571,"17,186",25
85,78,Sudan,"11,738",,752 ,,"6,137",,"4,849",,267,17,401,9,"43,935,122 ",Africa,"3,743","58,424","109,564"
86,79,Madagascar,"11,660",+132,118  ,+4,"8,825",+381,"2,717",84,420,4,"44,033","1,587","27,749,854 ",Africa,"2,380","235,168",630
87,80,North Macedonia,"11,128",+74,500 ,+3,"6,972",+90,"3,656",5,"5,341",240,"106,047","50,902","2,083,366 ",Europe,187,"4,167",20
88,81,Senegal,"10,386",+42,211 ,+2,"6,901",+63,"3,274",37,619,13,"110,525","6,587","16,780,248 ",Africa,"1,616","79,527",152
89,82,Norway,"9,334",+66,256 ,+1,"8,752",,326,1,"1,721",47,"455,059","83,880","5,425,124 ",Europe,581,"21,192",12
90,83,DRC,"9,133",+18,215 ,,"7,424",+105,"1,494",,102,2,,,"89,779,764 ",Africa,"9,830","417,580",
91,84,Malaysia,"9,001",+2,125 ,,"8,668",+4,208,1,278,4,"983,297","30,346","32,402,973 ",Asia,"3,600","259,224",33
92,85,French Guiana,"7,948",+91,44 ,+1,"6,767",+236,"1,137",25,"26,553",147,"39,369","131,528","299,321 ",South America,38,"6,803",8
93,86,Gabon,"7,646",+115,51 ,+1,"5,408",+185,"2,187",11,"3,428",23,"79,255","35,538","2,230,132 ",Africa,292,"43,728",28
94,87,Tajikistan,"7,538",+43,61 ,,"6,317",+41,"1,160",,789,6,,,"9,555,708 ",Asia,"1,268","156,651",
95,88,Haiti,"7,476",+8,165 ,,"4,606",,"2,705",,655,14,"17,839","1,563","11,414,964 ",North America,"1,527","69,182",640
96,89,Finland,"7,466",+13,329 ,,"6,950",,187,,"1,347",59,"367,814","66,374","5,541,534 ",Europe,742,"16,844",15
97,90,Guinea,"7,364",+47,46 ,,"6,505",+25,813,24,559,3,"14,407","1,095","13,161,974 ",Africa,"1,787","286,130",914
98,91,Luxembourg,"6,864",+9,118 ,+1,"5,498",+306,"1,248",7,"10,950",188,"596,354","951,322","626,869 ",Europe,91,"5,312",1
99,92,Zambia,"6,580",+233,171 ,+1,"4,701",+208,"1,708",,357,9,"87,380","4,742","18,425,892 ",Africa,"2,800","107,754",211
100,93,Mauritania,"6,382",+59,157 ,,"5,174",+59,"1,051",3,"1,370",34,"57,387","12,316","4,659,723 ",Africa,730,"29,680",81
101,94,Paraguay,"5,724",+80,55 ,+3,"4,249",+283,"1,420",14,802,8,"129,724","18,168","7,140,373 ",South America,"1,247","129,825",55
102,95,Albania,"5,620",+101,172 ,+6,"3,031",+13,"2,417",16,"1,953",60,"37,503","13,033","2,877,496 ",Europe,512,"16,730",77
103,96,Croatia,"5,294",+34,153 ,+4,"4,438",+65,703,6,"1,290",37,"122,083","29,756","4,102,783 ",Europe,775,"26,816",34
104,97,Djibouti,"5,240",+79,59 ,,"5,028",+9,153,,"5,297",60,"58,088","58,718","989,269 ",Africa,189,"16,767",17
105,98,Lebanon,"5,062",+177,65 ,+3,"1,837",+42,"3,160",40,742,10,"322,725","47,303","6,822,469 ",Asia,"1,348","104,961",21
106,99,Equatorial Guinea,"4,821",,83 ,,"2,182",,"2,556",,"3,427",59,"44,356","31,534","1,406,622 ",Africa,292,"16,947",32
107,100,Greece,"4,737",+75,209 ,+1,"1,374",,"3,154",13,455,20,"564,856","54,219","10,418,088 ",Europe,"2,199","49,847",18
108,101,CAR,"4,614",,59 ,,"1,635",,"2,920",2,954,12,"29,545","6,108","4,837,063 ",Africa,"1,048","81,984",164
109,102,Hungary,"4,544",+9,597 ,,"3,413",+24,534,7,470,62,"346,962","35,925","9,657,985 ",Europe,"2,125","16,178",28
110,103,Maldives,"4,293",+129,18 ,,"2,670",+27,"1,605",12,"7,930",33,"82,208","151,852","541,370 ",Asia,126,"30,076",7
111,104,Malawi,"4,272",+41,123 ,,"1,945",+26,"2,204",4,223,6,"31,864","1,662","19,170,773 ",Africa,"4,488","155,860",602
112,105,Zimbabwe,"4,075",+154,80 ,+10,"1,057",+41,"2,938",,274,5,"134,209","9,018","14,882,029 ",Africa,"3,652","186,025",111
113,106,Libya,"4,063",+226,93 ,+10,625,+2,"3,345",,591,14,"52,711","7,662","6,879,587 ",Africa,"1,693","73,974",131
114,107,Nicaragua,"3,672",,116 ,,"2,492",,"1,064",,554,17,,,"6,631,617 ",North America,"1,806","57,169",
115,108,Hong Kong,"3,592",+80,38 ,+4,"2,037",+78,"1,517",43,479,5,"593,962","79,168","7,502,543 ",Asia,"2,089","197,435",13
116,109,Congo,"3,546",+346,58 ,+4,"1,589",+760,"1,899",,641,10,,,"5,529,389 ",Africa,"1,559","95,334",
117,110,Thailand,"3,320",+3,58 ,,"3,142",,120,1,48,0.8,"749,213","10,731","69,816,463 ",Asia,"21,029","1,203,732",93
118,111,Montenegro,"3,301",+43,52 ,+1,"1,445",,"1,804",,"5,256",83,"36,752","58,515","628,074 ",Europe,190,"12,078",17
