,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","9,371,383","+48,993","323,107","+1,109","6,131,409","+34,747","2,916,867","17,917",,,,,,North America,"
",,
1,,"
Asia
","11,514,571","+107,815","208,390","+1,830","9,808,418","+108,813","1,497,763","20,807",,,,,,Asia,"
",,
2,,"
South America
","8,467,012","+7,524","266,343",+656,"7,347,585","+2,409","853,084","17,387",,,,,,South America,"
",,
3,,"
Europe
","5,721,841","+98,634","228,524",+886,"2,965,052","+19,394","2,528,265","9,968",,,,,,Europe,"
",,
4,,"
Africa
","1,553,246","+8,137","37,284",+130,"1,290,656","+4,573","225,306","1,592",,,,,,Africa,"
",,
5,,"
Oceania
","32,097",+95,941,,"29,183",+8,"1,973",12,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"36,660,871","+271,198","1,064,604","+4,611","27,572,954","+169,944","8,023,313","67,687","4,703",136.6,,,,All,"
",,
8,1,USA,"7,815,739","+38,876","217,442 ",+661,"5,009,978","+26,355","2,588,319","14,569","23,575",656,"114,875,340","346,504","331,526,317 ",North America,42,"1,525",3
9,2,India,"6,903,806","+70,818","106,554 ","+1,000","5,903,170","+78,708","894,082","8,944","4,990",77,"83,465,975","60,323","1,383,641,495 ",Asia,200,"12,985",17
10,3,Brazil,"5,006,528","+4,171","148,449 ",+145,"4,391,424",,"466,655","8,318","23,509",697,"17,900,000","84,051","212,966,256 ",South America,43,"1,435",12
11,4,Russia,"1,260,112","+11,493","22,056 ",+191,"1,002,329","+7,054","235,727","2,300","8,634",151,"49,148,954","336,749","145,951,488 ",Europe,116,"6,617",3
12,5,Spain,"884,381","+5,585","32,688 ",+126,N/A,N/A,N/A,"1,585","18,913",699,"13,689,776","292,769","46,759,706 ",Europe,53,"1,430",3
13,6,Colombia,"877,683",,"27,180 ",,"773,973",,"76,530","2,220","17,200",533,"4,005,437","78,495","51,028,081 ",South America,58,"1,877",13
14,7,Argentina,"840,915",,"22,226 ",,"670,725",,"147,964","3,997","18,560",491,"2,140,435","47,243","45,307,070 ",South America,54,"2,038",21
15,8,Peru,"835,662",,"33,009 ",,"723,606",,"79,047","1,247","25,251",997,"3,988,070","120,507","33,094,144 ",South America,40,"1,003",8
16,9,Mexico,"799,188","+4,580","82,726 ",+378,"560,895","+3,417","155,567","2,421","6,181",640,"2,037,413","15,758","129,295,487 ",North America,162,"1,563",63
17,10,South Africa,"685,155",,"17,248 ",,"618,127",,"49,780",539,"11,514",290,"4,318,514","72,570","59,508,227 ",Africa,87,"3,450",14
18,11,France,"671,638","+18,129","32,521 ",+76,"100,306",+513,"538,811","1,427","10,283",498,"11,900,095","182,202","65,312,702 ",Europe,97,"2,008",5
19,12,UK,"561,815","+17,540","42,592 ",+77,N/A,N/A,N/A,442,"8,264",627,"26,679,020","392,441","67,982,314 ",Europe,121,"1,596",3
20,13,Iran,"488,236","+4,392","27,888 ",+230,"399,300","+2,191","61,048","4,335","5,793",331,"4,232,064","50,214","84,279,733 ",Asia,173,"3,022",20
21,14,Chile,"476,016","+1,576","13,167 ",+77,"448,710","+1,657","14,139",812,"24,844",687,"3,581,727","186,935","19,160,279 ",South America,40,"1,455",5
