,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
0,World,3426413,"+28,319",240493.0,"+1,045",1093986.0,2091934,51065.0,440.0,30.9,,
1,USA,1134084,"+3,054",65888.0,+135,161782.0,906414,16481.0,3426.0,199.0,6715075.0,20287.0
2,Spain,245567,"+2,588",25100.0,+276,146233.0,74234,2386.0,5252.0,537.0,1528833.0,32699.0
3,Italy,207428,,28236.0,,78249.0,100943,1578.0,3431.0,467.0,2053425.0,33962.0
4,UK,177454,,27510.0,,,149600,1559.0,2614.0,405.0,1023824.0,15082.0
5,France,167346,,24594.0,,50212.0,92540,3878.0,2564.0,377.0,1100228.0,16856.0
6,Germany,164197,+120,6736.0,,129000.0,28461,2189.0,1960.0,80.0,2547052.0,30400.0
7,Russia,124054,"+9,623",1222.0,+53,15013.0,107819,2300.0,850.0,8.0,3945518.0,27036.0
8,Turkey,122392,,3258.0,,53808.0,65326,1480.0,1451.0,39.0,1075048.0,12747.0
9,Iran,96448,+802,6156.0,+65,77350.0,12942,2787.0,1148.0,73.0,484541.0,5769.0
10,Brazil,92630,+521,6434.0,+24,38039.0,48157,8318.0,436.0,30.0,339552.0,1597.0
11,Canada,55061,,3391.0,,22751.0,28919,557.0,1459.0,90.0,832222.0,22050.0
12,Belgium,49517,+485,7765.0,+62,12211.0,29541,689.0,4273.0,670.0,260996.0,22520.0
13,Peru,40459,,1124.0,,11129.0,28206,658.0,1227.0,34.0,342498.0,10388.0
14,Netherlands,40236,+445,4987.0,+94,,34999,708.0,2348.0,291.0,225899.0,13184.0
15,India,37336,+79,1223.0,,10007.0,26106,,27.0,0.9,976363.0,708.0
16,Switzerland,29817,+112,1754.0,,23900.0,4163,141.0,3445.0,203.0,276000.0,31890.0
17,Ecuador,26336,,1063.0,,1913.0,23360,149.0,1493.0,60.0,71950.0,4078.0
18,Saudi Arabia,25459,"+1,362",176.0,+7,3765.0,21518,139.0,731.0,5.0,339775.0,9760.0
19,Portugal,25190,+203,1023.0,+16,1671.0,22496,150.0,2470.0,100.0,426836.0,41860.0
20,Sweden,22082,+562,2669.0,+16,1005.0,18408,531.0,2186.0,264.0,119500.0,11833.0
21,Ireland,20833,,1265.0,,13386.0,6182,123.0,4219.0,256.0,153954.0,31179.0
