,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","2,282,752","+4,272","135,758",+221,"930,372","+3,075","1,216,622","19,441",,,,,,North America,"
",,
1,,"
South America
","1,146,755",+285,"51,046",+824,"531,548",+184,"564,161","11,783",,,,,,South America,"
",,
2,,"
Europe
","2,105,170","+10,862","179,096",+153,"1,087,482","+5,354","838,592","7,168",,,,,,Europe,"
",,
3,,"
Asia
","1,372,214","+10,985","35,199",+174,"825,126","+2,830","511,889","14,882",,,,,,Asia,"
",,
4,,"
Africa
","192,553",+435,"5,223",+8,"84,940",+21,"102,390",470,,,,,,Africa,"
",,
5,,"
Oceania
","8,875",+5,124,,"8,293",+4,458,3,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"7,109,040","+26,844","406,461","+1,380","3,468,412","+11,468","3,234,167","53,751",912,52.1,,,,All,"
",,
8,1,USA,"2,007,449",,"112,469 ",,"761,708",,"1,133,272","16,923","6,067",340,"21,291,677","64,349","330,880,530 ",North America,165,"2,942",16
9,2,Brazil,"691,962",,"37,312 ",+813,"302,084",,"352,566","8,318","3,257",176,"999,836","4,706","212,463,372 ",South America,307,"5,694",212
10,3,Russia,"476,658","+8,985","5,971 ",+112,"230,688","+3,957","239,999","2,300","3,266",41,"13,016,023","89,193","145,930,700 ",Europe,306,"24,440",11
11,4,Spain,"288,630",,"27,136 ",,N/A,N/A,N/A,617,"6,173",580,"4,465,338","95,508","46,753,690 ",Europe,162,"1,723",10
12,5,UK,"286,194",,"40,542 ",,N/A,N/A,N/A,604,"4,217",597,"5,581,073","82,239","67,863,688 ",Europe,237,"1,674",12
13,6,India,"258,090",+604,"7,207 ",,"124,095",+247,"126,788","8,944",187,5,"4,774,434","3,462","1,379,122,578 ",Asia,"5,344","191,359",289
14,7,Italy,"234,998",,"33,899 ",,"165,837",,"35,262",287,"3,886",561,"4,236,535","70,063","60,467,085 ",Europe,257,"1,784",14
15,8,Peru,"196,515",,"5,465 ",,"86,219",,"104,831","1,062","5,966",166,"1,191,956","36,185","32,941,004 ",South America,168,"6,028",28
16,9,Germany,"185,869",,"8,776 ",,"169,600",+500,"7,493",568,"2,219",105,"4,348,880","51,916","83,767,456 ",Europe,451,"9,545",19
17,10,Iran,"171,789",,"8,281 ",,"134,349",,"29,159","2,596","2,047",99,"1,084,857","12,927","83,921,387 ",Asia,489,"10,134",77
18,11,Turkey,"170,132",,"4,692 ",,"137,969",,"27,471",613,"2,019",56,"2,338,593","27,748","84,279,639 ",Asia,495,"17,962",36
19,12,France,"153,977",,"29,155 ",,"70,842",,"53,980","1,053","2,359",447,"1,384,633","21,216","65,264,696 ",Europe,424,"2,239",47
