,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","2,281,966","+3,486","135,725",+188,"930,173","+2,876","1,216,068","19,428",,,,,,North America,"
",,
1,,"
South America
","1,146,470",,"50,222",,"531,364",,"564,884","11,783",,,,,,South America,"
",,
2,,"
Europe
","2,094,324",,"178,943",,"1,082,128",,"833,253","7,180",,,,,,Europe,"
",,
3,,"
Asia
","1,361,271",+42,"35,028",+3,"822,316",+20,"503,927","14,885",,,,,,Asia,"
",,
4,,"
Africa
","192,118",,"5,215",,"84,919",,"101,984",469,,,,,,Africa,"
",,
5,,"
Oceania
","8,870",,124,,"8,290",+1,456,3,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"7,085,740","+3,528","405,272",+191,"3,459,841","+2,897","3,220,627","53,752",909,52.0,,,,All,"
",,
8,1,USA,"2,007,449",,"112,469 ",,"761,708",,"1,133,272","16,923","6,067",340,"21,291,677","64,349","330,880,530 ",North America,165,"2,942",16
9,2,Brazil,"691,962",,"36,499 ",,"302,084",,"353,379","8,318","3,257",172,"999,836","4,706","212,463,372 ",South America,307,"5,821",212
10,3,Russia,"467,673",,"5,859 ",,"226,731",,"235,083","2,300","3,205",40,"12,721,549","87,175","145,930,700 ",Europe,312,"24,907",11
11,4,Spain,"288,630",,"27,136 ",,N/A,N/A,N/A,617,"6,173",580,"4,063,843","86,920","46,753,690 ",Europe,162,"1,723",12
12,5,UK,"286,194",,"40,542 ",,N/A,N/A,N/A,604,"4,217",597,"5,581,073","82,239","67,863,688 ",Europe,237,"1,674",12
13,6,India,"257,486",,"7,207 ",,"123,848",,"126,431","8,944",187,5,"4,666,386","3,384","1,379,122,578 ",Asia,"5,356","191,359",296
14,7,Italy,"234,998",,"33,899 ",,"165,837",,"35,262",287,"3,886",561,"4,236,535","70,063","60,467,085 ",Europe,257,"1,784",14
15,8,Peru,"196,515",,"5,465 ",,"86,219",,"104,831","1,062","5,966",166,"1,191,956","36,185","32,941,004 ",South America,168,"6,028",28
16,9,Germany,"185,869",,"8,776 ",,"169,100",,"7,993",568,"2,219",105,"4,348,880","51,916","83,767,456 ",Europe,451,"9,545",19
17,10,Iran,"171,789",,"8,281 ",,"134,349",,"29,159","2,596","2,047",99,"1,084,857","12,927","83,921,387 ",Asia,489,"10,134",77
18,11,Turkey,"170,132",,"4,692 ",,"137,969",,"27,471",613,"2,019",56,"2,338,593","27,748","84,279,639 ",Asia,495,"17,962",36
19,12,France,"153,977",,"29,155 ",,"70,842",,"53,980","1,053","2,359",447,"1,384,633","21,216","65,264,696 ",Europe,424,"2,239",47
20,13,Chile,"134,150",,"2,190 ",,"95,631",,"36,329","1,558","7,021",115,"708,773","37,098","19,105,644 ",South America,142,"8,724",27
21,14,Mexico,"117,103","+3,484","13,699 ",+188,"84,419","+2,875","18,985",378,909,106,"336,395","2,611","128,844,230 ",North America,"1,100","9,405",383
22,15,Saudi Arabia,"101,914",,712 ,,"72,817",,"28,385","1,564","2,931",20,"958,237","27,554","34,776,977 ",Asia,341,"48,844",36
23,16,Pakistan,"98,943",,"2,002 ",,"33,465",,"63,476",111,449,9,"683,608","3,099","220,591,553 ",Asia,"2,229","110,186",323
24,17,Canada,"95,699",,"7,800 ",,"54,233",,"33,666","1,816","2,537",207,"1,896,822","50,286","37,720,832 ",North America,394,"4,836",20
25,18,Qatar,"68,790",,54 ,,"44,338",,"24,398",245,"24,500",19,"255,533","91,008","2,807,805 ",Asia,41,"51,996",11
26,19,Bangladesh,"65,769",,888 ,,"13,903",,"50,978",1,400,5,"397,987","2,418","164,582,631 ",Asia,"2,502","185,341",414
27,20,Belgium,"59,226",,"9,595 ",,"16,291",,"33,340",111,"5,112",828,"935,670","80,755","11,586,489 ",Europe,196,"1,208",12
28,21,Belarus,"48,630",,269 ,,"23,647",,"24,714",92,"5,146",28,"622,313","65,857","9,449,509 ",Europe,194,"35,128",15
29,22,South Africa,"48,285",,998 ,,"24,364",,"22,923",208,815,17,"920,064","15,526","59,258,991 ",Africa,"1,227","59,378",64
30,23,Netherlands,"47,574",,"6,013 ",,N/A,N/A,N/A,97,"2,777",351,"388,113","22,654","17,132,558 ",Europe,360,"2,849",44
31,24,Sweden,"44,730",,"4,659 ",,N/A,N/A,N/A,198,"4,431",462,"275,500","27,290","10,095,291 ",Europe,226,"2,167",37
32,25,Ecuador,"43,120",,"3,621 ",,"21,020",,"18,479",222,"2,447",205,"127,414","7,229","17,624,879 ",South America,409,"4,867",138
33,26,Colombia,"39,236",,"1,259 ",,"15,322",,"22,655",335,772,25,"410,719","8,077","50,847,406 ",South America,"1,296","40,387",124
34,27,UAE,"38,808",,276 ,,"21,806",,"16,726",1,"3,927",28,"2,500,000","252,973","9,882,493 ",Asia,255,"35,806",4
35,28,Singapore,"37,910",,25 ,,"24,886",,"12,999",3,"6,483",4,"408,495","69,859","5,847,399 ",Asia,154,"233,896",14
36,29,Portugal,"34,693",,"1,479 ",,"20,995",,"12,219",58,"3,402",145,"873,998","85,699","10,198,446 ",Europe,294,"6,896",12
37,30,Egypt,"34,079",,"1,237 ",,"8,961",,"23,881",41,333,12,"135,000","1,321","102,199,634 ",Africa,"2,999","82,619",757
38,31,Kuwait,"31,848",,264 ,,"20,205",,"11,379",196,"7,465",62,"315,285","73,901","4,266,300 ",Asia,134,"16,160",14
39,32,Indonesia,"31,186",,"1,851 ",,"10,498",,"18,837",,114,7,"405,992","1,485","273,334,499 ",Asia,"8,765","147,669",673
40,33,Switzerland,"30,965",,"1,921 ",,"28,700",,344,28,"3,580",222,"423,468","48,952","8,650,592 ",Europe,279,"4,503",20
41,34,Ukraine,"26,999",,788 ,,"12,054",,"14,157",304,617,18,"424,046","9,693","43,748,704 ",Europe,"1,620","55,519",103
42,35,Poland,"26,561",,"1,157 ",,"12,855",,"12,549",160,702,31,"1,056,396","27,911","37,849,071 ",Europe,"1,425","32,713",36
43,36,Ireland,"25,201",,"1,679 ",,"22,698",,824,36,"5,107",340,"348,416","70,613","4,934,162 ",Europe,196,"2,939",14
44,37,Argentina,"22,794",,664 ,,"6,909",,"15,221",274,505,15,"193,923","4,293","45,168,963 ",South America,"1,982","68,026",233
45,38,Philippines,"21,895",,"1,003 ",,"4,530",,"16,362",82,200,9,"429,332","3,921","109,483,597 ",Asia,"5,000","109,156",255
46,39,Romania,"20,479",,"1,333 ",,"14,638",,"4,508",144,"1,064",69,"503,200","26,147","19,244,947 ",Europe,940,"14,437",38
47,40,Afghanistan,"20,342",,357 ,,"1,875",,"18,110",19,523,9,"47,327","1,218","38,865,373 ",Asia,"1,911","108,867",821
48,41,Dominican Republic,"19,600",,538 ,,"12,007",,"7,055",110,"1,808",50,"94,511","8,718","10,840,829 ",North America,553,"20,150",115
