,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","2,871,422","+10,350","159,900","+1,050","1,300,608","+5,604","1,410,914","19,458",,,,,,North America,"
",,
1,,"
South America
","1,929,010","+2,233","76,085",+60,"1,099,251","+1,467","753,674","12,589",,,,,,South America,"
",,
2,,"
Europe
","2,370,578","+12,332","189,400",+326,"1,312,038","+10,472","869,140","6,080",,,,,,Europe,"
",,
3,,"
Asia
","2,060,043","+33,953","51,706",+725,"1,330,041","+27,291","678,296","19,231",,,,,,Asia,"
",,
4,,"
Africa
","340,522","+1,756","8,896",+7,"164,318",+811,"167,308",884,,,,,,Africa,"
",,
5,,"
Oceania
","9,186",+40,126,+1,"8,522",+17,538,2,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"9,581,482","+60,664","486,128","+2,169","5,215,429","+45,662","3,879,925","58,248","1,229",62.4,,,,All,"
",,
8,1,USA,"2,465,748","+3,194","124,336 ",+55,"1,040,691",+86,"1,300,721","16,543","7,450",376,"30,147,230","91,087","330,970,517 ",North America,134,"2,662",11
9,2,Brazil,"1,193,609","+1,135","53,895 ",+21,"649,908",,"489,806","8,318","5,616",254,"2,751,953","12,948","212,533,446 ",South America,178,"3,943",77
10,3,Russia,"613,994","+7,113","8,605 ",+92,"375,164","+6,342","230,225","2,300","4,207",59,"18,115,830","124,137","145,933,597 ",Europe,238,"16,959",8
11,4,India,"481,179","+8,194","15,042 ",+135,"277,765","+6,077","188,372","8,944",349,11,"7,560,782","5,480","1,379,752,264 ",Asia,"2,867","91,727",182
12,5,UK,"307,980","+1,118","43,230 ",+149,N/A,N/A,N/A,311,"4,537",637,"8,710,292","128,319","67,880,218 ",Europe,220,"1,570",8
13,6,Spain,"294,166",,"28,327 ",,N/A,N/A,N/A,617,"6,292",606,"5,162,909","110,426","46,754,528 ",Europe,159,"1,651",9
14,7,Peru,"264,689",,"8,586 ",,"151,589",,"104,514","1,166","8,030",260,"1,561,653","47,377","32,962,343 ",South America,125,"3,839",21
15,8,Chile,"254,416",,"4,731 ",,"215,093",,"34,592","2,046","13,311",248,"1,007,635","52,719","19,113,257 ",South America,75,"4,040",19
16,9,Italy,"239,410",,"34,644 ",,"186,111",,"18,655",107,"3,960",573,"5,107,093","84,466","60,462,972 ",Europe,253,"1,745",12
