,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","7,794,088","+8,800","284,549",+672,"4,705,038","+5,752","2,804,501","18,550",,,,,,North America,"
",,
1,,"
Asia
","8,144,743","+44,258","157,849",+633,"6,575,006","+34,686","1,411,888","19,218",,,,,,Asia,"
",,
2,,"
South America
","6,862,894","+1,037","222,377",+104,"5,574,062","+9,726","1,066,455","15,022",,,,,,South America,"
",,
3,,"
Europe
","3,923,747","+14,825","211,411",+265,"2,207,495","+9,355","1,504,841","6,220",,,,,,Europe,"
",,
4,,"
Africa
","1,329,203",+940,"31,983",+21,"1,064,019",+366,"233,201","1,461",,,,,,Africa,"
",,
5,,"
Oceania
","29,662",+53,819,+7,"25,493",+182,"3,350",31,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"28,085,058","+69,913","909,003","+1,702","20,151,764","+60,067","7,024,291","60,506","3,603",116.6,,,,All,"
",,
8,1,USA,"6,552,957","+3,482","195,282 ",+43,"3,846,772",+677,"2,510,903","14,575","19,775",589,"89,309,113","269,508","331,378,104 ",North America,51,"1,697",4
9,2,India,"4,482,171","+19,206","75,197 ",+106,"3,483,039","+13,955","923,935","8,944","3,242",54,"52,934,433","38,286","1,382,604,367 ",Asia,308,"18,386",26
10,3,Brazil,"4,199,332",,"128,653 ",,"3,453,336",,"617,343","8,318","19,729",604,"14,408,116","67,691","212,850,840 ",South America,51,"1,654",15
11,4,Russia,"1,046,370","+5,363","18,263 ",+128,"862,373","+5,915","165,734","2,300","7,170",125,"39,500,000","270,647","145,946,717 ",Europe,139,"7,991",4
12,5,Peru,"702,776",,"30,236 ",,"536,959",,"135,581","1,476","21,258",915,"3,428,910","103,721","33,058,997 ",South America,47,"1,093",10
13,6,Colombia,"686,856",,"22,053 ",,"552,885",,"111,918",863,"13,471",433,"3,028,754","59,403","50,986,614 ",South America,74,"2,312",17
14,7,Mexico,"647,507","+4,647","69,095 ",+611,"454,982","+3,823","123,430","2,919","5,012",535,"1,465,693","11,345","129,191,920 ",North America,200,"1,870",88
15,8,South Africa,"642,431",,"15,168 ",,"569,935",,"57,328",539,"10,806",255,"3,842,898","64,640","59,451,026 ",Africa,93,"3,920",15
16,9,Spain,"543,379",,"29,628 ",,N/A,N/A,N/A,"1,051","11,621",634,"9,987,326","213,595","46,758,325 ",Europe,86,"1,578",5
17,10,Argentina,"512,293",,"10,713 ",+55,"390,098","+7,608","111,482","2,719","11,315",237,"1,485,790","32,817","45,275,373 ",South America,88,"4,226",30
18,11,Chile,"427,027",,"11,702 ",,"399,555",,"15,770",942,"22,302",611,"2,691,374","140,558","19,147,740 ",South America,45,"1,636",7
19,12,Iran,"395,488","+2,063","22,798 ",+129,"340,842","+1,731","31,848","3,728","4,697",271,"3,483,727","41,376","84,197,490 ",Asia,213,"3,693",24
20,13,UK,"355,219",,"41,594 ",,N/A,N/A,N/A,80,"5,227",612,"17,619,897","259,287","67,955,088 ",Europe,191,"1,634",4
21,14,France,"344,101",,"30,794 ",,"88,524",,"224,783",599,"5,269",472,"8,500,000","130,165","65,301,684 ",Europe,190,"2,121",8
22,15,Bangladesh,"332,970","+1,892","4,634 ",+41,"233,550","+2,746","94,786",,"2,018",28,"1,690,011","10,242","165,003,705 ",Asia,496,"35,607",98
23,16,Saudi Arabia,"323,720",+708,"4,189 ",+24,"299,998","+1,032","19,533","1,363","9,271",120,"5,589,493","160,083","34,916,319 ",Asia,108,"8,335",6
24,17,Pakistan,"299,855",+196,"6,365 ",+6,"287,950","+1,444","5,540",550,"1,353",29,"2,850,121","12,856","221,694,953 ",Asia,739,"34,830",78
25,18,Turkey,"284,943",,"6,837 ",,"254,188",,"23,918","1,181","3,372",81,"8,105,222","95,905","84,512,590 ",Asia,297,"12,361",10
26,19,Italy,"281,583",,"35,577 ",,"211,272",,"34,734",150,"4,659",589,"9,460,203","156,511","60,444,341 ",Europe,215,"1,699",6
27,20,Iraq,"278,418","+4,597","7,814 ",+82,"213,817","+3,824","56,787",540,"6,893",193,"1,718,157","42,539","40,390,075 ",Asia,145,"5,169",24
28,21,Germany,"256,835",+486,"9,412 ",+2,"231,900",,"15,523",227,"3,064",112,"13,436,301","160,269","83,836,082 ",Europe,326,"8,907",6
