,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","2,812,153","+43,153","157,123","+1,708","1,268,807","+23,454","1,386,223","19,409",,,,,,North America,"
",,
1,,"
South America
","1,868,320","+52,103","74,329","+1,747","1,051,571","+44,823","742,420","12,531",,,,,,South America,"
",,
2,,"
Europe
","2,342,271","+13,724","188,613",+684,"1,282,481","+16,382","871,177","6,145",,,,,,Europe,"
",,
3,,"
Asia
","1,982,486","+41,812","50,046",+998,"1,267,490","+31,161","664,950","19,306",,,,,,Asia,"
",,
4,,"
Africa
","327,464","+9,143","8,653",+282,"156,968","+3,726","161,843",504,,,,,,Africa,"
",,
5,,"
Oceania
","9,115",+20,124,,"8,494",+2,497,2,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"9,342,530","+159,955","478,903","+5,419","5,036,462","+119,548","3,827,165","57,901","1,199",61.4,,,,All,"
",,
8,1,USA,"2,424,074","+35,921","123,472 ",+862,"1,020,276","+17,347","1,280,326","16,506","7,324",373,"29,552,690","89,292","330,965,224 ",North America,137,"2,680",11
9,2,Brazil,"1,151,479","+40,131","52,771 ","+1,364","613,345","+34,119","485,363","8,318","5,418",248,"2,510,717","11,814","212,529,324 ",South America,185,"4,027",85
10,3,Russia,"599,705","+7,425","8,359 ",+153,"356,429","+12,013","234,917","2,300","4,109",57,"17,522,752","120,074","145,933,426 ",Europe,243,"17,458",8
11,4,India,"456,062","+15,612","14,483 ",+468,"258,523","+10,386","183,056","8,944",331,10,"7,137,716","5,173","1,379,715,223 ",Asia,"3,025","95,264",193
12,5,UK,"306,210",+921,"42,927 ",+280,N/A,N/A,N/A,330,"4,511",632,"8,309,929","122,422","67,879,245 ",Europe,222,"1,581",8
13,6,Spain,"293,832",+248,"28,325 ",+1,N/A,N/A,N/A,617,"6,285",606,"5,162,909","110,426","46,754,479 ",Europe,159,"1,651",9
14,7,Peru,"260,810","+3,363","8,404 ",+181,"148,437","+3,117","103,969","1,144","7,913",255,"1,539,746","46,714","32,961,088 ",South America,126,"3,922",21
15,8,Chile,"250,767","+3,804","4,505 ",+3,"210,570","+5,173","35,692","2,009","13,120",236,"995,060","52,062","19,112,809 ",South America,76,"4,243",19
16,9,Italy,"238,833",+113,"34,675 ",+18,"184,585","+1,159","19,573",115,"3,950",573,"5,053,827","83,585","60,463,214 ",Europe,253,"1,744",12
17,10,Iran,"209,970","+2,445","9,863 ",+121,"169,160","+2,733","30,947","2,846","2,501",117,"1,475,331","17,570","83,968,383 ",Asia,400,"8,513",57
