,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","2,693,985","+41,164","153,208","+1,349","1,204,501","+21,654","1,336,276","19,340",,,,,,North America,"
",,
1,,"
South America
","1,744,109","+43,909","70,284","+1,472","948,899","+33,822","724,926","12,433",,,,,,South America,"
",,
2,,"
Europe
","2,297,767","+14,671","187,387",+453,"1,249,553","+14,545","860,827","6,317",,,,,,Europe,"
",,
3,,"
Asia
","1,860,488","+44,171","47,291",+928,"1,175,722","+32,570","637,475","15,903",,,,,,Asia,"
",,
4,,"
Africa
","299,817","+10,362","7,941",+210,"144,970","+9,708","146,906",481,,,,,,Africa,"
",,
5,,"
Oceania
","9,052",+29,124,,"8,470",+3,458,2,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"8,905,939","+154,306","466,250","+4,412","4,732,766","+112,302","3,706,923","54,480","1,143",59.8,,,,All,"
",,
8,1,USA,"2,329,817","+32,627","121,979 ",+572,"972,268","+16,207","1,235,570","16,529","7,040",369,"27,975,863","84,532","330,949,344 ",North America,142,"2,713",12
9,2,Brazil,"1,070,139","+31,571","50,058 ",+968,"543,186","+22,826","476,895","8,318","5,036",236,"2,409,830","11,339","212,516,958 ",South America,199,"4,245",88
10,3,Russia,"576,952","+7,889","8,002 ",+161,"334,592","+10,186","234,358","2,300","3,954",55,"16,661,287","114,171","145,932,915 ",Europe,253,"18,237",9
11,4,India,"411,727","+15,915","13,277 ",+307,"228,181","+13,975","170,269","8,944",298,10,"6,616,496","4,796","1,379,604,102 ",Asia,"3,351","103,909",209
12,5,UK,"303,110","+1,295","42,589 ",+128,N/A,N/A,N/A,379,"4,466",627,"7,714,201","113,651","67,876,328 ",Europe,224,"1,594",9
13,6,Spain,"293,018",+363,"28,322 ",+7,N/A,N/A,N/A,617,"6,267",606,"4,826,516","103,231","46,754,331 ",Europe,160,"1,651",10
14,7,Peru,"251,338","+3,413","7,861 ",+201,"138,763","+3,243","104,714","1,143","7,626",239,"1,482,563","44,984","32,957,322 ",South America,131,"4,193",22
15,8,Italy,"238,275",+264,"34,610 ",+49,"182,453",+546,"21,212",152,"3,941",572,"4,943,825","81,765","60,463,939 ",Europe,254,"1,747",12
16,9,Chile,"236,748","+5,355","4,295 ",+202,"196,609","+5,118","35,844","1,951","12,388",225,"943,593","49,373","19,111,466 ",South America,81,"4,450",20
17,10,Iran,"202,584","+2,322","9,507 ",+115,"161,384","+2,192","31,693","2,842","2,413",113,"1,395,675","16,623","83,959,572 ",Asia,414,"8,831",60
18,11,Germany,"191,216",+556,"8,961 ",+1,"174,700",+300,"7,555",376,"2,282",107,"5,029,696","60,037","83,776,947 ",Europe,438,"9,349",17
19,12,Turkey,"186,493","+1,248","4,927 ",+22,"158,828","+1,312","22,738",781,"2,212",58,"2,904,744","34,452","84,311,855 ",Asia,452,"17,112",29
20,13,Pakistan,"171,666","+6,604","3,382 ",+153,"63,504","+2,121","104,780",111,778,15,"1,042,787","4,724","220,744,151 ",Asia,"1,286","65,270",212
21,14,Mexico,"170,485","+5,030","20,394 ",+647,"127,332","+4,237","22,759",378,"1,323",158,"465,867","3,614","128,892,314 ",North America,756,"6,320",277
22,15,France,"160,093",+641,"29,633 ",+16,"74,312",+195,"56,148",715,"2,453",454,"1,384,633","21,214","65,269,812 ",Europe,408,"2,203",47
23,16,Saudi Arabia,"154,233","+3,941","1,230 ",+46,"98,917","+3,153","54,086","1,955","4,432",35,"1,248,997","35,895","34,796,248 ",Asia,226,"28,290",28
24,17,Bangladesh,"108,775","+3,240","1,425 ",+37,"43,993","+1,048","63,357",1,661,9,"599,579","3,642","164,640,865 ",Asia,"1,514","115,537",275
25,18,Canada,"101,019",+390,"8,410 ",+64,"63,488",+485,"29,121","1,990","2,677",223,"2,382,705","63,147","37,732,573 ",North America,374,"4,487",16
26,19,South Africa,"92,681","+4,966","1,877 ",+46,"50,326","+2,501","40,478",208,"1,563",32,"1,293,608","21,820","59,285,549 ",Africa,640,"31,585",46
27,20,Qatar,"86,488","+1,026",94 ,+1,"66,763","+1,354","19,631",224,"30,803",33,"317,694","113,147","2,807,805 ",Asia,32,"29,870",9
28,21,Colombia,"65,633","+2,357","2,126 ",+81,"25,499","+1,511","38,008",335,"1,290",42,"585,822","11,517","50,866,658 ",South America,775,"23,926",87
29,22,Belgium,"60,550",+74,"9,696 ",+1,"16,771",+20,"34,083",50,"5,225",837,"1,098,910","94,829","11,588,277 ",Europe,191,"1,195",11
30,23,Belarus,"57,936",+603,343 ,+6,"36,749","+1,474","20,844",92,"6,131",36,"842,173","89,125","9,449,399 ",Europe,163,"27,549",11
31,24,Sweden,"56,043",,"5,053 ",,N/A,N/A,N/A,272,"5,550",500,"385,659","38,193","10,097,524 ",Europe,180,"1,998",26
32,25,Egypt,"53,758","+1,547","2,106 ",+89,"14,327",+399,"37,325",41,526,21,"135,000","1,320","102,268,294 ",Africa,"1,902","48,560",758
33,26,Ecuador,"49,731",,"4,156 ",,"24,446",,"21,129",234,"2,820",236,"137,930","7,822","17,634,401 ",South America,355,"4,243",128
34,27,Netherlands,"49,502",+76,"6,089 ",+8,N/A,N/A,N/A,57,"2,889",355,"517,317","30,193","17,133,901 ",Europe,346,"2,814",33
35,28,Indonesia,"45,029","+1,226","2,429 ",+56,"17,883",+534,"24,717",,165,9,"621,156","2,272","273,437,170 ",Asia,"6,072","112,572",440
36,29,UAE,"44,533",+388,301 ,+1,"31,754",+758,"12,478",1,"4,504",30,"3,038,000","307,280","9,886,737 ",Asia,222,"32,846",3
37,30,Singapore,"41,833",+218,26 ,,"34,224",+765,"7,583",1,"7,152",4,"576,189","98,510","5,849,031 ",Asia,140,"224,963",10
38,31,Argentina,"39,570",,980  ,+1,"12,206",+355,"26,384",353,876,22,"264,604","5,856","45,183,679 ",South America,"1,142","46,106",171
39,32,Kuwait,"39,145",+467,319 ,+6,"30,726",+536,"8,100",180,"9,171",75,"351,636","82,378","4,268,544 ",Asia,109,"13,381",12
40,33,Portugal,"38,841",+377,"1,528 ",+1,"24,906",+429,"12,407",70,"3,809",150,"1,047,109","102,684","10,197,394 ",Europe,263,"6,674",10
41,34,Ukraine,"35,825",+841,994 ,+9,"16,406",+373,"18,425",345,819,23,"553,737","12,660","43,739,420 ",Europe,"1,221","44,003",79
42,35,Poland,"31,620",+304,"1,346 ",+12,"16,181",+483,"14,093",72,835,36,"1,320,399","34,887","37,847,604 ",Europe,"1,197","28,119",29
43,36,Switzerland,"31,243",+8,"1,956 ",,"28,900",,387,16,"3,611",226,"502,371","58,059","8,652,837 ",Europe,277,"4,424",17
44,37,Philippines,"29,400",+941,"1,150 ",+20,"7,650",+272,"20,600",82,268,10,"580,346","5,298","109,535,407 ",Asia,"3,726","95,248",189
45,38,Iraq,"29,222","+1,870","1,013 ",+88,"13,211","+1,006","14,998",212,727,25,"425,192","10,580","40,189,838 ",Asia,"1,375","39,674",95
46,39,Oman,"28,566",+896,128 ,+3,"14,780",+806,"13,658",99,"5,599",25,"154,232","30,231","5,101,715 ",Asia,179,"39,857",33
47,40,Afghanistan,"28,424",+546,569 ,+21,"8,292",+330,"19,563",19,731,15,"63,951","1,644","38,896,589 ",Asia,"1,368","68,360",608
48,41,Dominican Republic,"25,778",+710,655 ,+8,"14,957",+352,"10,166",174,"2,377",60,"122,646","11,309","10,844,690 ",North America,421,"16,557",88
49,42,Ireland,"25,374",+6,"1,715 ",+1,"22,698",,961,17,"5,140",347,"399,259","80,885","4,936,120 ",Europe,195,"2,878",12
