,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","6,879,140","+39,155","257,684","+1,224","3,843,734","+15,425","2,777,722","21,454",,,,,,North America,"
",,
1,,"
South America
","5,647,291","+11,838","186,403",+448,"4,196,957","+9,053","1,263,931","14,866",,,,,,South America,"
",,
2,,"
Asia
","6,213,351","+94,180","128,893","+1,409","4,883,919","+78,755","1,200,539","19,013",,,,,,Asia,"
",,
3,,"
Europe
","3,334,299","+20,797","205,110",+297,"1,978,730","+13,063","1,150,459","5,193",,,,,,Europe,"
",,
4,,"
Africa
","1,181,687","+8,885","27,617",+243,"899,736","+7,432","254,334","1,205",,,,,,Africa,"
",,
5,,"
Oceania
","26,983",+201,512,+13,"20,685",+299,"5,786",54,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"23,283,472","+175,056","806,234","+3,634","15,824,412","+124,027","6,652,826","61,789","2,987",103.4,,,,All,"
",,
8,1,USA,"5,826,147","+29,420","179,812 ",+612,"3,135,367","+7,949","2,510,968","16,785","17,587",543,"75,292,751","227,280","331,277,530 ",North America,57,"1,842",4
9,2,Brazil,"3,544,389","+7,901","113,678 ",+224,"2,670,755",,"759,956","8,318","16,658",534,"14,144,344","66,476","212,772,522 ",South America,60,"1,872",15
10,3,India,"3,043,436","+70,068","56,846 ",+918,"2,279,900","+59,101","706,690","8,944","2,202",41,"34,491,073","24,959","1,381,900,601 ",Asia,454,"24,310",40
11,4,Russia,"951,897","+4,921","16,310 ",+121,"767,477","+6,147","168,110","2,300","6,522",112,"33,814,105","231,693","145,943,480 ",Europe,153,"8,948",4
12,5,South Africa,"607,045","+3,707","12,987 ",+144,"504,127","+4,025","89,931",539,"10,218",219,"3,535,067","59,501","59,412,210 ",Africa,98,"4,575",17
13,6,Peru,"576,067",,"27,245 ",,"384,908",,"163,914","1,530","17,438",825,"2,915,372","88,251","33,035,148 ",South America,57,"1,213",11
14,7,Mexico,"549,734","+5,928","59,610 ",+504,"376,409","+4,771","113,715","3,518","4,257",462,"1,239,133","9,597","129,121,642 ",North America,235,"2,166",104
