,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","9,532,149","+5,312","326,081",+148,"6,253,652","+3,395","2,952,416","18,184",,,,,,North America,"
",,
1,,"
Asia
","11,735,269","+4,066","211,647",+19,"10,034,184","+3,923","1,489,438","20,855",,,,,,Asia,"
",,
2,,"
South America
","8,641,739",+237,"270,536",+30,"7,482,038",+439,"889,165","17,565",,,,,,South America,"
",,
3,,"
Europe
","5,955,878","+12,718","230,417",+109,"3,011,780","+1,067","2,713,681","10,334",,,,,,Europe,"
",,
4,,"
Africa
","1,578,299",,"37,960",,"1,305,395",,"234,944","1,668",,,,,,Africa,"
",,
5,,"
Oceania
","32,499",+22,942,+1,"29,405",+11,"2,152",9,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,659,,47,4,,,,,,,"
",,
7,,World,"37,476,554","+22,355","1,077,598",+307,"28,117,113","+8,835","8,281,843","68,619","4,808",138.2,,,,All,"
",,
8,1,USA,"7,945,505",,"219,282 ",,"5,089,842",,"2,636,381","14,720","23,965",661,"117,601,422","354,710","331,542,197 ",North America,42,"1,512",3
9,2,India,"7,053,806","+2,263","108,371 ",,"6,077,976","+3,113","867,459","8,944","5,098",78,"86,877,242","62,784","1,383,752,616 ",Asia,196,"12,769",16
10,3,Brazil,"5,091,840",,"150,236 ",,"4,453,722",,"487,882","8,318","23,908",705,"17,900,000","84,046","212,978,622 ",South America,42,"1,418",12
11,4,Russia,"1,285,084",,"22,454 ",,"1,016,202",,"246,428","2,300","8,805",154,"50,305,243","344,670","145,951,999 ",Europe,114,"6,500",3
12,5,Colombia,"902,747",,"27,660 ",,"783,131",,"91,956","2,220","17,690",542,"4,141,602","81,156","51,032,523 ",South America,57,"1,845",12
13,6,Spain,"890,367",,"32,929 ",,N/A,N/A,N/A,"1,590","19,041",704,"13,689,776","292,768","46,759,854 ",Europe,53,"1,420",3
14,7,Argentina,"883,882",,"23,581 ",,"709,464",,"150,837","4,200","19,507",520,"2,211,321","48,804","45,310,466 ",South America,51,"1,921",20
15,8,Peru,"846,088",,"33,223 ",,"738,189",,"74,676","1,207","25,563","1,004","4,050,681","122,385","33,097,910 ",South America,39,996,8
16,9,Mexico,"814,328","+4,577","83,642 ",+135,"591,150","+3,065","139,536","2,537","6,298",647,"2,084,627","16,122","129,306,584 ",North America,159,"1,546",62
17,10,France,"718,873",,"32,637 ",,"100,828",,"585,408","1,448","11,006",500,"12,225,760","187,185","65,313,883 ",Europe,91,"2,001",5
18,11,South Africa,"690,896",,"17,673 ",,"622,153",,"51,070",546,"11,609",297,"4,388,171","73,733","59,514,356 ",Africa,86,"3,368",14
19,12,UK,"590,844",,"42,760 ",,N/A,N/A,N/A,442,"8,691",629,"26,987,470","396,961","67,985,231 ",Europe,115,"1,590",3
20,13,Iran,"496,253",,"28,293 ",,"403,950",,"64,010","4,439","5,888",336,"4,284,413","50,830","84,288,545 ",Asia,170,"2,979",20
21,14,Chile,"479,595",,"13,272 ",,"452,054",,"14,269",817,"25,029",693,"3,654,041","190,696","19,161,623 ",South America,40,"1,444",5
22,15,Iraq,"400,124",,"9,790 ",,"332,330",,"58,004",530,"9,888",242,"2,470,645","61,054","40,466,709 ",Asia,101,"4,133",16
