,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","5,599,043","+10,285","221,347",+819,"2,895,057","+6,386","2,482,639","26,051",,,,,,North America,"
",,
1,,"
South America
","4,192,732","+2,004","145,628",+87,"2,836,590",+386,"1,210,514","14,322",,,,,,South America,"
",,
2,,"
Asia
","4,374,179",+83,"98,077",,"3,237,692",+72,"1,038,410","19,000",,,,,,Asia,"
",,
3,,"
Europe
","2,886,218",+651,"203,602",+4,"1,741,975",+27,"940,641","5,131",,,,,,Europe,"
",,
4,,"
Africa
","948,730",,"20,018",,"606,320",,"322,392","1,151",,,,,,Africa,"
",,
5,,"
Oceania
","19,061",+15,226,,"11,856",,"6,979",49,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"18,020,684","+13,038","688,913",+910,"11,330,141","+6,871","6,001,630","65,708","2,312",88.4,,,,All,"
",,
8,1,USA,"4,764,318",,"157,898 ",,"2,362,903",,"2,243,517","18,720","14,386",477,"59,226,909","178,841","331,171,664 ",North America,70,"2,097",6
9,2,Brazil,"2,708,876",,"93,616 ",,"1,884,051",,"731,209","8,318","12,736",440,"13,096,132","61,574","212,690,082 ",South America,79,"2,272",16
10,3,India,"1,751,919",,"37,403 ",,"1,146,879",,"567,637","8,944","1,268",27,"19,821,831","14,352","1,381,159,795 ",Asia,788,"36,926",70
11,4,Russia,"845,443",,"14,058 ",,"646,524",,"184,861","2,300","5,793",96,"28,478,012","195,135","145,940,072 ",Europe,173,"10,381",5
12,5,South Africa,"503,290",,"8,153 ",,"342,461",,"152,676",539,"8,477",137,"3,001,985","50,563","59,371,352 ",Africa,118,"7,282",20
13,6,Mexico,"434,193","+9,556","47,472 ",+784,"284,847","+6,229","101,874","3,994","3,365",368,"999,697","7,747","129,047,665 ",North America,297,"2,718",129
14,7,Peru,"422,183",,"19,408 ",,"290,835",,"111,940","1,416","12,790",588,"2,377,948","72,037","33,010,043 ",South America,78,"1,701",14
15,8,Chile,"357,658",,"9,533 ",,"330,507",,"17,618","1,445","18,696",498,"1,648,390","86,167","19,130,274 ",South America,53,"2,007",12
16,9,Spain,"335,602",,"28,445 ",,N/A,N/A,N/A,617,"7,178",608,"6,678,414","142,834","46,756,402 ",Europe,139,"1,644",7
17,10,Iran,"306,752",,"16,982 ",,"265,830",,"23,940","4,011","3,648",202,"2,482,553","29,525","84,082,937 ",Asia,274,"4,951",34
18,11,Colombia,"306,181",,"10,330 ",,"160,708",,"135,143","1,493","6,012",203,"1,609,729","31,607","50,928,858 ",South America,166,"4,930",32
19,12,UK,"303,952",,"46,193 ",,N/A,N/A,N/A,86,"4,475",680,"16,280,223","239,707","67,917,167 ",Europe,223,"1,470",4
20,13,Pakistan,"278,305",,"5,951 ",,"247,177",,"25,177","1,146","1,258",27,"1,973,237","8,919","221,237,160 ",Asia,795,"37,176",112
21,14,Saudi Arabia,"277,478",,"2,887 ",,"237,548",,"37,043","2,016","7,960",83,"3,395,688","97,413","34,858,507 ",Asia,126,"12,074",10
22,15,Italy,"247,832",,"35,146 ",,"200,229",,"12,457",43,"4,100",581,"6,873,496","113,698","60,453,777 ",Europe,244,"1,720",9
