,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop
0,China,80824,+11,3189.0,13.0,65573.0,12062,3610.0,56.2
1,Italy,17660,,1266.0,,1439.0,14955,1328.0,292.1
2,Iran,12729,"+1,365",611.0,97.0,4339.0,7779,,151.5
3,S. Korea,8086,+107,72.0,5.0,714.0,7300,59.0,157.7
4,Spain,6023,+791,191.0,58.0,517.0,5315,272.0,128.8
5,Germany,3953,+278,8.0,,46.0,3899,9.0,47.2
6,France,3661,,79.0,,12.0,3570,154.0,56.1
7,USA,2340,+93,51.0,2.0,49.0,2240,10.0,7.1
8,Switzerland,1375,+236,13.0,2.0,4.0,1358,,158.9
9,UK,1140,+342,21.0,10.0,18.0,1101,20.0,16.8
10,Norway,1035,+39,1.0,,1.0,1033,27.0,190.9
11,Netherlands,959,+155,12.0,2.0,2.0,945,45.0,56.0
12,Sweden,948,+134,2.0,1.0,1.0,945,2.0,93.9
13,Denmark,827,+23,,,1.0,826,2.0,142.8
14,Japan,788,+54,22.0,1.0,122.0,644,32.0,6.2
15,Diamond Princess,696,,7.0,,325.0,364,32.0,
16,Belgium,689,+130,4.0,1.0,1.0,684,24.0,59.4
17,Austria,655,+151,1.0,,6.0,648,1.0,72.7
18,Qatar,337,+17,,,,337,,117.0
19,Australia,248,+49,3.0,,27.0,218,1.0,9.7
20,Malaysia,238,+41,,,35.0,203,4.0,7.4
21,Finland,225,+70,,,1.0,224,,40.6
22,Singapore,212,+12,,,97.0,115,11.0,36.2
23,Bahrain,211,+1,,,60.0,151,1.0,124.0
24,Canada,200,+2,1.0,,11.0,188,1.0,5.3
25,Greece,190,,3.0,2.0,2.0,185,2.0,18.2
26,Slovenia,181,+40,,,,181,4.0,87.1
27,Portugal,169,+57,,,2.0,167,10.0,16.6
28,Israel,164,+21,,,4.0,160,3.0,18.9
29,Iceland,156,+22,,,,156,,
30,Brazil,151,,,,1.0,150,2.0,0.7
31,Czechia,150,+9,,,,150,2.0,14.0
32,Hong Kong,138,+6,4.0,,78.0,56,4.0,18.4
33,Philippines,111,+47,8.0,3.0,2.0,101,1.0,1.0
34,Estonia,109,+30,,,,109,,82.2
35,Kuwait,104,+4,,,5.0,99,4.0,24.4
36,Romania,102,+7,,,6.0,96,1.0,5.3
37,Iraq,101,,10.0,1.0,24.0,67,,2.5
38,San Marino,101,+21,5.0,,4.0,92,3.0,
39,Indonesia,96,+27,5.0,1.0,8.0,83,,0.4
40,Lebanon,93,+16,3.0,,1.0,89,3.0,13.6
41,Egypt,93,,2.0,,27.0,64,,0.9
42,Poland,93,+25,2.0,,,91,3.0,2.5
43,Ireland,90,,1.0,,,89,6.0,18.2
44,Saudi Arabia,86,,,,1.0,85,,2.5
45,UAE,85,,,,20.0,65,2.0,8.6
46,India,84,+2,2.0,,10.0,72,,0.1
47,Thailand,82,+7,1.0,,35.0,46,1.0,1.2
48,Russia,59,+14,,,8.0,51,,0.4
49,Taiwan,53,+3,1.0,,20.0,32,,2.2
50,Vietnam,53,+9,,,16.0,37,,0.5
51,Luxembourg,51,+13,1.0,,,50,,
52,Chile,43,,,,,43,,2.2
53,Serbia,41,+6,,,,41,1.0,4.7
54,Albania,38,+5,1.0,,,37,2.0,13.2
55,Peru,38,,,,,38,,1.2
56,South Africa,38,+14,,,,38,,0.6
57,Palestine,38,+3,,,,38,,7.4
58,Algeria,37,+11,3.0,1.0,10.0,24,,0.8
59,Croatia,37,+5,,,1.0,36,,9.0
60,Brunei,37,,,,,37,,
61,Panama,36,+9,1.0,,,35,,8.3
62,Argentina,34,,2.0,,,32,1.0,0.8
63,Slovakia,32,,,,,32,,5.9
64,Bulgaria,31,,2.0,1.0,,29,,4.5
65,Pakistan,31,+3,,,2.0,29,,0.1
66,Georgia,30,+5,,,,30,1.0,7.5
67,Belarus,27,,,,3.0,24,,2.9
68,Latvia,26,+9,,,1.0,25,,13.8
69,Mexico,26,+11,,,4.0,22,1.0,0.2
70,Costa Rica,26,+3,,,,26,1.0,5.1
71,Hungary,25,+6,,,1.0,24,,2.6
72,Ecuador,23,,1.0,,,22,1.0,1.3
73,Colombia,22,+6,,,,22,,0.4
74,Senegal,21,,,,2.0,19,,1.3
75,Cyprus,21,+7,,,,21,,17.4
76,Oman,19,,,,9.0,10,,3.7
77,Bosnia and Herzegovina,18,,,,,18,,5.5
78,Malta,18,+6,,,1.0,17,,
79,Morocco,17,+10,1.0,,1.0,15,1.0,0.5
80,Tunisia,16,,,,,16,2.0,1.4
81,Azerbaijan,15,,1.0,,3.0,11,,1.5
82,Armenia,15,+7,,,,15,,5.1
83,North Macedonia,13,,,,1.0,12,,6.2
84,Dominican Republic,11,+6,,,,11,,1.0
85,Afghanistan,10,+3,,,,10,,0.3
86,Macao,10,,,,10.0,0,,
