,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
0,World,1455522,"+24,603",83664.0,"+1,630",309825.0,1062033,48055.0,187.0,10.7,,
1,USA,404056,"+3,721",12988.0,+147,21815.0,369253,9200.0,1221.0,39.0,2107442.0,6367.0
2,Spain,146690,"+4,748",14555.0,+510,48021.0,84114,7069.0,3137.0,311.0,355000.0,7593.0
3,Italy,135586,,17127.0,,24392.0,94067,3792.0,2243.0,283.0,755445.0,12495.0
4,Germany,109329,"+1,666",2096.0,+80,36081.0,71152,4895.0,1305.0,25.0,918460.0,10962.0
5,France,109069,,10328.0,,19337.0,79404,7131.0,1671.0,158.0,224254.0,3436.0
6,Iran,64586,"+1,997",3993.0,+121,27039.0,33554,3987.0,769.0,48.0,211136.0,2514.0
7,UK,55242,,6159.0,,135.0,48948,1559.0,814.0,91.0,266694.0,3929.0
8,Turkey,34109,,725.0,,1582.0,31802,1474.0,404.0,9.0,222868.0,2643.0
9,Belgium,23403,"+1,209",2240.0,+205,4681.0,16482,1276.0,2019.0,193.0,84248.0,7269.0
10,Switzerland,22789,+536,858.0,+37,8704.0,13227,391.0,2633.0,99.0,171938.0,19867.0
11,Netherlands,20549,+969,2248.0,+147,250.0,18051,1424.0,1199.0,131.0,86589.0,5053.0
12,Canada,18447,+550,381.0,,4050.0,14016,426.0,489.0,10.0,348105.0,9223.0
13,Brazil,14152,+118,699.0,+13,127.0,13326,296.0,67.0,3.0,54824.0,258.0
14,Portugal,13141,+699,380.0,+35,196.0,12565,245.0,1289.0,37.0,128784.0,12630.0
15,Austria,12901,+262,273.0,+30,4512.0,8116,267.0,1432.0,30.0,120755.0,13408.0
16,S. Korea,10384,+53,200.0,+8,6776.0,3408,55.0,203.0,4.0,477304.0,9310.0
17,Israel,9404,+156,72.0,+7,801.0,8531,147.0,1086.0,8.0,117339.0,13557.0
18,Russia,8672,"+1,175",63.0,+5,580.0,8029,8.0,59.0,0.4,910221.0,6237.0
19,Sweden,8419,+726,687.0,+96,205.0,7527,678.0,834.0,68.0,54700.0,5416.0
20,Norway,6086,,93.0,+4,32.0,5961,78.0,1123.0,17.0,113896.0,21009.0
21,Australia,6013,+25,50.0,+1,2813.0,3150,87.0,236.0,2.0,319368.0,12524.0
22,Ireland,5709,,210.0,,25.0,5474,165.0,1156.0,43.0,42484.0,8604.0
23,Chile,5546,+430,48.0,+5,1115.0,4383,362.0,290.0,3.0,60391.0,3159.0
24,India,5480,+129,164.0,+4,468.0,4848,,4.0,0.1,140293.0,102.0
25,Denmark,5386,+315,218.0,+15,1621.0,3547,127.0,930.0,38.0,58419.0,10086.0
26,Czechia,5033,+16,91.0,+3,181.0,4761,103.0,470.0,8.0,98681.0,9215.0
27,Poland,5000,+152,136.0,+7,222.0,4642,160.0,132.0,4.0,99284.0,2623.0
28,Romania,4761,+344,215.0,+18,528.0,4018,162.0,247.0,11.0,47207.0,2454.0
29,Japan,4257,,93.0,,622.0,3542,80.0,34.0,0.7,55311.0,437.0
30,Pakistan,4196,+161,60.0,+3,467.0,3669,25.0,19.0,0.3,42159.0,191.0
31,Malaysia,4119,+156,65.0,+2,1487.0,2567,76.0,127.0,2.0,58240.0,1799.0
32,Ecuador,3995,,220.0,,140.0,3635,156.0,226.0,12.0,14406.0,817.0
33,Philippines,3870,+106,182.0,+5,96.0,3592,1.0,35.0,2.0,24500.0,224.0
34,Luxembourg,2970,,44.0,,500.0,2426,35.0,4745.0,70.0,25702.0,41059.0
35,Indonesia,2956,+218,240.0,+19,222.0,2494,,11.0,0.9,14354.0,52.0
36,Peru,2954,,107.0,,1301.0,1546,109.0,90.0,3.0,21555.0,654.0
37,Saudi Arabia,2932,+137,41.0,,631.0,2260,41.0,84.0,1.0,,
38,Mexico,2785,+346,141.0,+16,633.0,2011,89.0,22.0,1.0,25410.0,197.0
39,Serbia,2666,+219,65.0,+4,118.0,2483,112.0,305.0,7.0,10761.0,1232.0
40,UAE,2659,+300,12.0,,239.0,2408,1.0,269.0,1.0,539195.0,54517.0
41,Finland,2487,+179,40.0,+6,300.0,2147,82.0,449.0,7.0,36500.0,6588.0
42,Thailand,2369,+111,30.0,+3,888.0,1451,61.0,34.0,0.4,71860.0,1030.0
43,Panama,2249,+149,59.0,+4,16.0,2174,91.0,521.0,14.0,10297.0,2386.0
44,Qatar,2210,+153,6.0,,178.0,2026,37.0,767.0,2.0,41818.0,14515.0
