,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","2,386,398","+30,943","141,344","+1,708","998,283","+10,347","1,246,771","19,397",,,,,,North America,"
",,
1,,"
South America
","1,312,982","+45,761","56,373","+1,750","678,269","+52,496","578,340","11,988",,,,,,South America,"
",,
2,,"
Europe
","2,156,146","+15,486","181,458",+519,"1,134,490","+13,713","840,198","6,745",,,,,,Europe,"
",,
3,,"
Asia
","1,499,336","+37,140","37,900",+819,"912,574","+23,150","548,862","15,229",,,,,,Asia,"
",,
4,,"
Africa
","219,266","+7,255","5,868",+151,"100,665","+3,502","112,733",511,,,,,,Africa,"
",,
5,,"
Oceania
","8,896",+9,124,,"8,349",+17,423,2,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"7,583,745","+136,594","423,082","+4,947","3,833,281","+103,225","3,327,382","53,876",973,54.3,,,,All,"
",,
8,1,USA,"2,089,626","+23,225","116,029 ",+899,"814,230","+5,736","1,159,367","16,815","6,315",351,"23,002,528","69,515","330,901,704 ",North America,158,"2,852",14
9,2,Brazil,"805,649","+30,465","41,058 ","+1,261","396,692","+16,392","367,899","8,318","3,792",193,"1,364,423","6,421","212,479,860 ",South America,264,"5,175",156
10,3,Russia,"502,436","+8,779","6,532 ",+174,"261,150","+8,367","234,754","2,300","3,443",45,"13,875,097","95,080","145,931,382 ",Europe,290,"22,341",11
11,4,India,"298,283","+11,128","8,501 ",+394,"146,972","+5,993","142,810","8,944",216,6,"5,213,140","3,780","1,379,270,740 ",Asia,"4,624","162,248",265
12,5,UK,"291,409","+1,266","41,279 ",+151,N/A,N/A,N/A,516,"4,294",608,"6,240,801","91,956","67,867,577 ",Europe,233,"1,644",11
13,6,Spain,"289,787",+427,"27,136 ",,N/A,N/A,N/A,617,"6,198",580,"4,465,338","95,507","46,753,887 ",Europe,161,"1,723",10
14,7,Italy,"236,142",+379,"34,167 ",+53,"171,338","+1,399","30,637",236,"3,905",565,"4,443,821","73,493","60,466,117 ",Europe,256,"1,770",14
15,8,Peru,"214,788","+5,965","6,109 ",+206,"102,429","+4,398","106,250","1,065","6,519",185,"1,282,478","38,927","32,946,025 ",South America,153,"5,393",26
16,9,Germany,"186,795",+285,"8,851 ",+7,"171,200",+500,"6,744",462,"2,230",106,"4,694,147","56,036","83,770,376 ",Europe,448,"9,465",18
17,10,Iran,"180,156","+2,218","8,584 ",+78,"142,663","+2,073","28,909","2,728","2,146",102,"1,173,208","13,978","83,933,136 ",Asia,466,"9,778",72
18,11,Turkey,"174,023",+987,"4,763 ",+17,"147,860","+1,021","21,400",643,"2,065",57,"2,500,890","29,670","84,289,552 ",Asia,484,"17,697",34
19,12,France,"155,561",+425,"29,346 ",+27,"72,149",+317,"54,066",903,"2,383",450,"1,384,633","21,215","65,266,270 ",Europe,420,"2,224",47
20,13,Chile,"154,092","+5,596","2,648 ",+173,"126,444","+30,813","25,000","1,689","8,065",139,"781,043","40,876","19,107,435 ",South America,124,"7,216",24
