,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
0,World,3016633,"+23,371",207971.0,"+1,056",888551.0,1920111,57539.0,387.0,26.7,,
1,USA,988928,"+1,768",55461.0,+48,118783.0,814684,15143.0,2988.0,168.0,5522068.0,16683.0
2,Spain,229422,"+2,793",23521.0,+331,120832.0,85069,7764.0,4907.0,503.0,1345560.0,28779.0
3,Italy,197675,,26644.0,,64928.0,106103,2009.0,3269.0,441.0,1757659.0,29071.0
4,France,162100,,22856.0,,44903.0,94341,4682.0,2483.0,350.0,463662.0,7103.0
5,Germany,158142,+372,5985.0,+9,114500.0,37657,2570.0,1887.0,71.0,2072669.0,24738.0
6,UK,152840,,20732.0,,,131764,1559.0,2251.0,305.0,669850.0,9867.0
7,Turkey,110130,,2805.0,,29140.0,78185,1776.0,1306.0,33.0,898742.0,10656.0
8,Iran,91472,+991,5806.0,+96,70933.0,14733,3011.0,1089.0,69.0,432329.0,5147.0
9,Russia,87147,"+6,198",794.0,+47,7346.0,79007,2300.0,597.0,5.0,3019434.0,20690.0
10,Brazil,63328,+469,4298.0,+27,30152.0,28878,8318.0,298.0,20.0,291922.0,1373.0
11,Canada,46895,,2560.0,,17321.0,27014,557.0,1243.0,68.0,707508.0,18746.0
12,Belgium,46687,+553,7207.0,+113,10878.0,28602,903.0,4028.0,622.0,214042.0,18468.0
13,Netherlands,38245,+400,4518.0,+43,,33477,934.0,2232.0,264.0,193950.0,11319.0
14,Switzerland,29164,+103,1640.0,+30,21800.0,5724,185.0,3370.0,189.0,245300.0,28343.0
15,India,28380,+490,886.0,+5,6523.0,20971,,21.0,0.6,665819.0,482.0
16,Peru,27517,,728.0,,8088.0,18701,554.0,835.0,22.0,232747.0,7059.0
17,Portugal,24027,+163,928.0,+25,1357.0,21742,176.0,2356.0,91.0,330512.0,32414.0
18,Ecuador,22719,,576.0,,1366.0,20777,127.0,1288.0,33.0,56513.0,3203.0
19,Ireland,19262,,1087.0,,9233.0,8942,142.0,3901.0,220.0,127319.0,25785.0
20,Sweden,18926,+286,2274.0,+80,1005.0,15647,399.0,1874.0,225.0,94500.0,9357.0
21,Saudi Arabia,18811,"+1,289",144.0,+5,2531.0,16136,117.0,540.0,4.0,200000.0,5745.0
22,Israel,15466,+23,202.0,+1,6796.0,8468,129.0,1787.0,23.0,302691.0,34971.0
23,Austria,15274,+49,549.0,+7,12362.0,2363,140.0,1696.0,61.0,232537.0,25819.0
24,Mexico,14677,+835,1351.0,+46,8354.0,4972,378.0,114.0,10.0,67635.0,525.0
25,Singapore,14423,+799,12.0,,1060.0,13351,22.0,2465.0,2.0,121774.0,20815.0
26,Japan,13441,,372.0,,1809.0,11260,296.0,106.0,3.0,149074.0,1179.0
27,Chile,13331,,189.0,,7024.0,6118,418.0,697.0,10.0,155975.0,8159.0
28,Pakistan,13328,,281.0,,3029.0,10018,111.0,60.0,1.0,150756.0,682.0
29,Poland,11761,+144,539.0,+4,2466.0,8756,160.0,311.0,14.0,297859.0,7870.0
30,Romania,11339,+303,631.0,+12,3141.0,7567,227.0,589.0,33.0,143834.0,7477.0
31,Belarus,11289,+826,75.0,+3,1740.0,9474,92.0,1195.0,8.0,153845.0,16281.0
32,Qatar,11244,+957,10.0,,1066.0,10168,72.0,3903.0,3.0,85709.0,29749.0
33,S. Korea,10738,+10,243.0,+1,8764.0,1731,55.0,209.0,5.0,601660.0,11735.0
34,UAE,10349,,76.0,,1978.0,8295,1.0,1046.0,8.0,1057326.0,106904.0
35,Indonesia,9096,+214,765.0,+22,1151.0,7180,,33.0,3.0,75157.0,275.0
36,Ukraine,9009,+392,220.0,+11,864.0,7925,110.0,206.0,5.0,93519.0,2138.0
37,Denmark,8698,+123,427.0,+5,5959.0,2312,72.0,1502.0,74.0,155810.0,26900.0
38,Serbia,8275,+233,162.0,+6,1209.0,6904,85.0,947.0,19.0,67917.0,7773.0
39,Philippines,7777,+198,511.0,+10,932.0,6334,31.0,71.0,5.0,89889.0,820.0
40,Norway,7527,,202.0,+1,32.0,7293,49.0,1388.0,37.0,155125.0,28614.0
41,Czechia,7408,+4,221.0,+1,2600.0,4587,73.0,692.0,21.0,218474.0,20401.0
42,Australia,6720,+4,83.0,,5586.0,1051,43.0,264.0,3.0,517063.0,20277.0
43,Dominican Republic,6135,,278.0,,910.0,4947,144.0,566.0,26.0,22498.0,2074.0
44,Bangladesh,5913,+497,152.0,+7,131.0,5630,1.0,36.0,0.9,50401.0,306.0
45,Malaysia,5820,+40,99.0,+1,3957.0,1764,37.0,180.0,3.0,144686.0,4470.0
46,Panama,5779,+241,165.0,+6,369.0,5245,85.0,1339.0,38.0,26642.0,6175.0
47,Colombia,5379,,244.0,,1133.0,4002,117.0,106.0,5.0,87199.0,1714.0
48,Finland,4695,+119,193.0,+3,2500.0,2002,56.0,847.0,35.0,82437.0,14878.0
49,South Africa,4546,,87.0,,1473.0,2986,36.0,77.0,1.0,168643.0,2843.0
50,Egypt,4534,,317.0,,1176.0,3041,,44.0,3.0,90000.0,879.0
51,Morocco,4115,+50,161.0,,669.0,3285,1.0,111.0,4.0,28416.0,770.0
52,Argentina,3892,,192.0,,1107.0,2593,144.0,86.0,4.0,49905.0,1104.0
53,Luxembourg,3723,,88.0,,3104.0,531,22.0,5947.0,141.0,39003.0,62307.0
54,Moldova,3481,+73,101.0,+5,925.0,2455,212.0,863.0,25.0,11763.0,2916.0
55,Algeria,3382,,425.0,,1508.0,1449,40.0,77.0,10.0,6500.0,148.0
56,Kuwait,3288,+213,22.0,+2,1012.0,2254,64.0,770.0,5.0,,
57,Thailand,2931,+9,52.0,+1,2609.0,270,61.0,42.0,0.7,178083.0,2551.0
58,Kazakhstan,2835,+118,25.0,,720.0,2090,35.0,151.0,1.0,205560.0,10948.0
59,Bahrain,2647,,8.0,,1189.0,1450,2.0,1556.0,5.0,114110.0,67061.0
60,Hungary,2583,+83,280.0,+8,498.0,1805,61.0,267.0,29.0,65625.0,6793.0
61,Greece,2517,,134.0,,577.0,1806,46.0,241.0,13.0,64608.0,6199.0
62,Oman,2049,+51,10.0,,364.0,1675,3.0,401.0,2.0,,
63,Croatia,2039,+9,59.0,+4,1166.0,814,21.0,497.0,14.0,32817.0,7994.0
64,Uzbekistan,1887,+18,8.0,,880.0,999,8.0,56.0,0.2,242536.0,7247.0
65,Iraq,1820,,87.0,,1263.0,470,,45.0,2.0,71471.0,1777.0
66,Armenia,1808,+62,29.0,+1,848.0,931,10.0,610.0,10.0,18547.0,6259.0
67,Iceland,1792,,10.0,,1608.0,174,3.0,5251.0,29.0,46352.0,135833.0
68,Afghanistan,1703,+172,57.0,+7,220.0,1426,7.0,44.0,1.0,8694.0,223.0
69,Azerbaijan,1678,+33,22.0,+1,1162.0,494,15.0,165.0,2.0,128807.0,12704.0
70,Estonia,1647,+4,50.0,+1,233.0,1364,7.0,1242.0,38.0,48406.0,36491.0
71,Cameroon,1621,,56.0,,786.0,779,12.0,61.0,2.0,,
72,Bosnia and Herzegovina,1565,+49,60.0,+1,659.0,846,4.0,477.0,18.0,26822.0,8175.0
73,Ghana,1550,,11.0,,155.0,1384,4.0,50.0,0.4,100622.0,3238.0
74,New Zealand,1469,,19.0,+1,1180.0,270,1.0,305.0,4.0,123920.0,25698.0
75,Lithuania,1449,+11,41.0,,474.0,934,17.0,532.0,15.0,106775.0,39223.0
76,Slovenia,1402,+6,83.0,+1,221.0,1098,22.0,674.0,40.0,49607.0,23862.0
77,North Macedonia,1399,+13,65.0,+4,553.0,781,13.0,672.0,31.0,15120.0,7257.0
78,Slovakia,1381,+2,18.0,,403.0,960,7.0,253.0,3.0,74099.0,13572.0
79,Cuba,1369,,54.0,,501.0,814,12.0,121.0,5.0,39828.0,3516.0
80,Bulgaria,1348,+48,56.0,,206.0,1086,41.0,194.0,8.0,27000.0,3886.0
81,Nigeria,1273,,40.0,,239.0,994,2.0,6.0,0.2,10918.0,53.0
82,Ivory Coast,1150,,14.0,,468.0,668,,44.0,0.5,,
83,Hong Kong,1038,,4.0,,787.0,247,4.0,138.0,0.5,145640.0,19426.0
84,Djibouti,1023,,2.0,,411.0,610,,1035.0,2.0,11741.0,11884.0
85,Guinea,996,,7.0,,208.0,781,,76.0,0.5,,
86,Bolivia,950,+84,50.0,+4,80.0,820,3.0,81.0,4.0,5791.0,496.0
87,Tunisia,949,,38.0,,216.0,695,20.0,80.0,3.0,20818.0,1761.0
88,Latvia,818,+6,13.0,+1,267.0,538,5.0,434.0,7.0,49235.0,26103.0
89,Cyprus,817,,14.0,,148.0,655,15.0,677.0,12.0,43542.0,36064.0
90,Andorra,738,,40.0,,344.0,354,17.0,9552.0,518.0,1673.0,21653.0
91,Senegal,736,+65,9.0,,284.0,443,1.0,44.0,0.5,466.0,28.0
92,Albania,726,,28.0,,410.0,288,4.0,252.0,10.0,7279.0,2529.0
93,Diamond Princess,712,,13.0,,645.0,54,4.0,,,,
94,Lebanon,710,+3,24.0,,145.0,541,44.0,104.0,4.0,29367.0,4303.0
95,Niger,696,,29.0,,350.0,317,,29.0,1.0,5013.0,207.0
96,Kyrgyzstan,695,+13,8.0,,395.0,292,13.0,107.0,1.0,45627.0,6994.0
97,Costa Rica,695,,6.0,,264.0,425,8.0,136.0,1.0,12467.0,2447.0
98,Honduras,661,+34,61.0,+2,79.0,521,10.0,67.0,6.0,3643.0,368.0
99,Burkina Faso,632,,42.0,,453.0,137,,30.0,2.0,,
100,Uruguay,606,+10,15.0,+1,375.0,216,10.0,174.0,4.0,17063.0,4912.0
101,Sri Lanka,571,+48,7.0,,126.0,438,2.0,27.0,0.3,15240.0,712.0
102,San Marino,538,,41.0,,64.0,433,4.0,15856.0,1208.0,2074.0,61124.0
103,Channel Islands,525,,35.0,,332.0,158,,3020.0,201.0,5342.0,30725.0
104,Guatemala,500,+27,15.0,+2,49.0,436,5.0,28.0,0.8,7200.0,402.0
105,Georgia,496,+10,6.0,,149.0,341,6.0,124.0,2.0,11504.0,2884.0
106,DRC,459,+17,28.0,,50.0,381,,5.0,0.3,,
107,Malta,450,+2,4.0,,286.0,160,1.0,1019.0,9.0,29456.0,66712.0
108,Jordan,447,,7.0,,337.0,103,5.0,44.0,0.7,63737.0,6247.0
109,Somalia,436,,23.0,,10.0,403,2.0,27.0,1.0,,
110,Taiwan,429,,6.0,,290.0,133,,18.0,0.3,60956.0,2559.0
111,Réunion,417,,,,300.0,117,2.0,466.0,,,
